card_id,customer_id,card_type,card_tier,card_status,issue_date,expiry_date,credit_limit
CARD000003923,CUS00004673,CREDIT,PLATINUM,ACTIVE,2023-05-25,2028-05-23,77000000.0
CARD000003924,CUS00004675,DEBIT,,ACTIVE,2024-11-29,2029-11-28,0.0
CARD000003925,CUS00004676,CREDIT,STANDARD,ACTIVE,2022-12-19,2027-12-18,292000000.0
CARD000003926,CUS00004679,DEBIT,,ACTIVE,2023-03-07,2028-03-05,0.0
CARD000003927,CUS00004681,DEBIT,,ACTIVE,2022-06-29,2027-06-28,0.0
CARD000003928,CUS00004683,DEBIT,,ACTIVE,2025-04-28,2030-04-27,0.0
CARD000003929,CUS00004686,CREDIT,GOLD,ACTIVE,2024-04-24,2029-04-23,49000000.0
CARD000003930,CUS00004687,CREDIT,GOLD,ACTIVE,2021-07-15,2026-07-14,52000000.0
CARD000003931,CUS00004688,DEBIT,,ACTIVE,2025-07-29,2030-07-28,0.0
CARD000003932,CUS00004688,DEBIT,,ACTIVE,2024-02-04,2029-02-02,0.0
CARD000003933,CUS00004689,CREDIT,PLATINUM,BLOCKED,2026-06-25,2031-06-24,72000000.0
CARD000003934,CUS00004690,DEBIT,,ACTIVE,2025-09-13,2030-09-12,0.0
CARD000003935,CUS00004691,DEBIT,,ACTIVE,2022-11-26,2027-11-25,0.0
CARD000003936,CUS00004691,CREDIT,PLATINUM,ACTIVE,2022-06-21,2027-06-20,279000000.0
CARD000003937,CUS00004693,CREDIT,PLATINUM,ACTIVE,2026-04-15,2031-04-14,65000000.0
CARD000003938,CUS00004694,CREDIT,STANDARD,ACTIVE,2022-08-06,2027-08-05,283000000.0
CARD000003939,CUS00004694,CREDIT,GOLD,ACTIVE,2024-07-24,2029-07-23,165000000.0
CARD000003940,CUS00004695,CREDIT,STANDARD,ACTIVE,2020-10-30,2025-10-29,352000000.0
CARD000003941,CUS00004696,CREDIT,STANDARD,BLOCKED,2023-09-27,2028-09-25,42000000.0
CARD000003942,CUS00004697,CREDIT,STANDARD,ACTIVE,2022-01-16,2027-01-15,140000000.0
CARD000003943,CUS00004698,DEBIT,,ACTIVE,2023-06-19,2028-06-17,0.0
CARD000003944,CUS00004699,DEBIT,,ACTIVE,2021-02-08,2026-02-07,0.0
CARD000003945,CUS00004700,CREDIT,PLATINUM,ACTIVE,2025-04-23,2030-04-22,355000000.0
CARD000003946,CUS00004700,CREDIT,GOLD,ACTIVE,2024-11-08,2029-11-07,221000000.0
CARD000003947,CUS00004702,DEBIT,,ACTIVE,2023-08-14,2028-08-12,0.0
CARD000003948,CUS00004704,DEBIT,,ACTIVE,2022-10-27,2027-10-26,0.0
CARD000003949,CUS00004705,CREDIT,STANDARD,ACTIVE,2021-03-26,2026-03-25,68000000.0
CARD000003950,CUS00004706,DEBIT,,ACTIVE,2025-04-01,2030-03-31,0.0
CARD000003951,CUS00004706,CREDIT,STANDARD,ACTIVE,2023-03-30,2028-03-28,164000000.0
CARD000003952,CUS00004709,CREDIT,PLATINUM,ACTIVE,2023-11-17,2028-11-15,173000000.0
CARD000003953,CUS00004710,DEBIT,,ACTIVE,2022-12-25,2027-12-24,0.0
CARD000003954,CUS00004713,DEBIT,,BLOCKED,2024-03-03,2029-03-02,0.0
CARD000003955,CUS00004713,CREDIT,STANDARD,ACTIVE,2026-05-03,2031-05-02,49000000.0
CARD000003956,CUS00004714,DEBIT,,ACTIVE,2023-03-26,2028-03-24,0.0
CARD000003957,CUS00004715,CREDIT,PLATINUM,ACTIVE,2023-09-11,2028-09-09,60000000.0
CARD000003958,CUS00004715,DEBIT,,ACTIVE,2022-04-30,2027-04-29,0.0
CARD000003959,CUS00004717,DEBIT,,ACTIVE,2022-02-19,2027-02-18,0.0
CARD000003960,CUS00004717,CREDIT,PLATINUM,ACTIVE,2021-09-22,2026-09-21,31000000.0
CARD000003961,CUS00004719,CREDIT,GOLD,ACTIVE,2022-06-19,2027-06-18,500000000.0
CARD000003962,CUS00004721,DEBIT,,ACTIVE,2021-08-25,2026-08-24,0.0
CARD000003963,CUS00004721,CREDIT,GOLD,ACTIVE,2023-03-25,2028-03-23,150000000.0
CARD000003964,CUS00004723,DEBIT,,EXPIRED,2025-01-31,2030-01-30,0.0
CARD000003965,CUS00004724,DEBIT,,ACTIVE,2022-02-18,2027-02-17,0.0
CARD000003966,CUS00004726,DEBIT,,ACTIVE,2024-10-19,2029-10-18,0.0
CARD000003967,CUS00004728,DEBIT,,ACTIVE,2024-02-17,2029-02-15,0.0
CARD000003968,CUS00004731,DEBIT,,ACTIVE,2020-11-29,2025-11-28,0.0
CARD000003969,CUS00004732,DEBIT,,ACTIVE,2021-02-25,2026-02-24,0.0
CARD000003970,CUS00004734,DEBIT,,ACTIVE,2026-02-06,2031-02-05,0.0
CARD000003971,CUS00004734,CREDIT,GOLD,ACTIVE,2024-03-24,2029-03-23,90000000.0
CARD000003972,CUS00004735,CREDIT,PLATINUM,ACTIVE,2024-02-02,2029-01-31,141000000.0
CARD000003973,CUS00004737,DEBIT,,ACTIVE,2020-11-01,2025-10-31,0.0
CARD000003974,CUS00004737,DEBIT,,ACTIVE,2025-03-11,2030-03-10,0.0
CARD000003975,CUS00004739,CREDIT,GOLD,EXPIRED,2023-04-23,2028-04-21,33000000.0
CARD000003976,CUS00004740,DEBIT,,ACTIVE,2022-04-13,2027-04-12,0.0
CARD000003977,CUS00004740,DEBIT,,ACTIVE,2023-01-13,2028-01-12,0.0
CARD000003978,CUS00004741,CREDIT,GOLD,EXPIRED,2024-07-13,2029-07-12,68000000.0
CARD000003979,CUS00004742,CREDIT,STANDARD,BLOCKED,2024-12-11,2029-12-10,150000000.0
CARD000003980,CUS00004743,CREDIT,STANDARD,ACTIVE,2020-10-24,2025-10-23,196000000.0
CARD000003981,CUS00004744,CREDIT,STANDARD,ACTIVE,2026-01-28,2031-01-27,165000000.0
CARD000003982,CUS00004745,DEBIT,,ACTIVE,2025-07-13,2030-07-12,0.0
CARD000003983,CUS00004745,DEBIT,,ACTIVE,2021-12-04,2026-12-03,0.0
CARD000003984,CUS00004746,CREDIT,GOLD,BLOCKED,2022-03-19,2027-03-18,500000000.0
CARD000003985,CUS00004749,DEBIT,,ACTIVE,2026-04-14,2031-04-13,0.0
CARD000003986,CUS00004751,DEBIT,,BLOCKED,2026-01-19,2031-01-18,0.0
CARD000003987,CUS00004752,DEBIT,,ACTIVE,2026-02-08,2031-02-07,0.0
CARD000003988,CUS00004753,CREDIT,PLATINUM,BLOCKED,2021-06-24,2026-06-23,406000000.0
CARD000003989,CUS00004754,DEBIT,,ACTIVE,2024-10-06,2029-10-05,0.0
CARD000003990,CUS00004754,CREDIT,PLATINUM,ACTIVE,2024-12-23,2029-12-22,416000000.0
CARD000003991,CUS00004755,DEBIT,,ACTIVE,2020-11-27,2025-11-26,0.0
CARD000003992,CUS00004756,CREDIT,STANDARD,ACTIVE,2025-07-15,2030-07-14,133000000.0
CARD000003993,CUS00004757,CREDIT,GOLD,ACTIVE,2023-11-12,2028-11-10,74000000.0
CARD000003994,CUS00004758,DEBIT,,ACTIVE,2025-04-12,2030-04-11,0.0
CARD000003995,CUS00004759,DEBIT,,ACTIVE,2024-06-18,2029-06-17,0.0
CARD000003996,CUS00004761,DEBIT,,ACTIVE,2022-12-13,2027-12-12,0.0
CARD000003997,CUS00004762,DEBIT,,ACTIVE,2024-09-06,2029-09-05,0.0
CARD000003998,CUS00004763,CREDIT,GOLD,ACTIVE,2025-06-18,2030-06-17,123000000.0
CARD000003999,CUS00004764,CREDIT,GOLD,ACTIVE,2025-06-17,2030-06-16,85000000.0
CARD000004000,CUS00004766,CREDIT,STANDARD,EXPIRED,2022-03-01,2027-02-28,89000000.0
CARD000004001,CUS00004767,DEBIT,,ACTIVE,2026-02-19,2031-02-18,0.0
CARD000004002,CUS00004768,DEBIT,,ACTIVE,2025-06-29,2030-06-28,0.0
CARD000004003,CUS00004769,CREDIT,GOLD,ACTIVE,2020-12-24,2025-12-23,73000000.0
CARD000004004,CUS00004771,CREDIT,PLATINUM,ACTIVE,2024-12-23,2029-12-22,75000000.0
CARD000004005,CUS00004772,CREDIT,GOLD,ACTIVE,2021-06-04,2026-06-03,500000000.0
CARD000004006,CUS00004773,DEBIT,,ACTIVE,2026-04-09,2031-04-08,0.0
CARD000004007,CUS00004774,CREDIT,PLATINUM,ACTIVE,2022-01-04,2027-01-03,105000000.0
CARD000004008,CUS00004775,DEBIT,,EXPIRED,2022-03-02,2027-03-01,0.0
CARD000004009,CUS00004777,DEBIT,,ACTIVE,2020-10-17,2025-10-16,0.0
CARD000004010,CUS00004777,CREDIT,GOLD,ACTIVE,2025-12-10,2030-12-09,66000000.0
CARD000004011,CUS00004779,CREDIT,STANDARD,ACTIVE,2022-05-15,2027-05-14,333000000.0
CARD000004012,CUS00004779,CREDIT,PLATINUM,ACTIVE,2025-06-17,2030-06-16,249000000.0
CARD000004013,CUS00004783,DEBIT,,ACTIVE,2023-09-22,2028-09-20,0.0
CARD000004014,CUS00004785,CREDIT,STANDARD,ACTIVE,2022-10-18,2027-10-17,183000000.0
CARD000004015,CUS00004787,DEBIT,,ACTIVE,2025-05-24,2030-05-23,0.0
CARD000004016,CUS00004788,CREDIT,GOLD,ACTIVE,2022-06-10,2027-06-09,333000000.0
CARD000004017,CUS00004789,CREDIT,PLATINUM,ACTIVE,2023-01-17,2028-01-16,305000000.0
CARD000004018,CUS00004790,CREDIT,GOLD,ACTIVE,2025-12-23,2030-12-22,255000000.0
CARD000004019,CUS00004790,DEBIT,,ACTIVE,2023-05-26,2028-05-24,0.0
CARD000004020,CUS00004792,DEBIT,,ACTIVE,2024-10-16,2029-10-15,0.0
CARD000004021,CUS00004794,DEBIT,,BLOCKED,2022-06-06,2027-06-05,0.0
CARD000004022,CUS00004795,DEBIT,,ACTIVE,2024-12-18,2029-12-17,0.0
CARD000004023,CUS00004798,DEBIT,,ACTIVE,2022-10-06,2027-10-05,0.0
CARD000004024,CUS00004799,CREDIT,STANDARD,EXPIRED,2023-03-09,2028-03-07,439000000.0
CARD000004025,CUS00004801,CREDIT,GOLD,ACTIVE,2021-08-31,2026-08-30,124000000.0
CARD000004026,CUS00004802,DEBIT,,ACTIVE,2021-04-07,2026-04-06,0.0
CARD000004027,CUS00004803,DEBIT,,ACTIVE,2023-10-13,2028-10-11,0.0
CARD000004028,CUS00004804,CREDIT,GOLD,ACTIVE,2022-04-11,2027-04-10,40000000.0
CARD000004029,CUS00004806,CREDIT,STANDARD,ACTIVE,2021-09-25,2026-09-24,162000000.0
CARD000004030,CUS00004807,CREDIT,PLATINUM,ACTIVE,2025-12-01,2030-11-30,157000000.0
CARD000004031,CUS00004809,CREDIT,GOLD,BLOCKED,2021-06-19,2026-06-18,318000000.0
CARD000004032,CUS00004809,CREDIT,STANDARD,ACTIVE,2021-05-30,2026-05-29,170000000.0
CARD000004033,CUS00004810,CREDIT,STANDARD,ACTIVE,2024-05-01,2029-04-30,73000000.0
CARD000004034,CUS00004812,CREDIT,STANDARD,EXPIRED,2024-01-11,2029-01-09,500000000.0
CARD000004035,CUS00004813,DEBIT,,ACTIVE,2025-03-12,2030-03-11,0.0
CARD000004036,CUS00004815,CREDIT,STANDARD,ACTIVE,2023-10-04,2028-10-02,135000000.0
CARD000004037,CUS00004815,DEBIT,,BLOCKED,2024-10-30,2029-10-29,0.0
CARD000004038,CUS00004820,DEBIT,,ACTIVE,2021-10-18,2026-10-17,0.0
CARD000004039,CUS00004820,DEBIT,,ACTIVE,2021-12-25,2026-12-24,0.0
CARD000004040,CUS00004821,DEBIT,,ACTIVE,2021-03-03,2026-03-02,0.0
CARD000004041,CUS00004821,CREDIT,STANDARD,ACTIVE,2021-09-22,2026-09-21,90000000.0
CARD000004042,CUS00004822,CREDIT,STANDARD,ACTIVE,2025-10-16,2030-10-15,310000000.0
CARD000004043,CUS00004823,CREDIT,GOLD,ACTIVE,2025-05-15,2030-05-14,360000000.0
CARD000004044,CUS00004823,DEBIT,,ACTIVE,2020-08-25,2025-08-24,0.0
CARD000004045,CUS00004824,CREDIT,STANDARD,ACTIVE,2025-09-08,2030-09-07,39000000.0
CARD000004046,CUS00004825,CREDIT,GOLD,ACTIVE,2025-04-01,2030-03-31,500000000.0
CARD000004047,CUS00004826,CREDIT,GOLD,BLOCKED,2023-10-12,2028-10-10,452000000.0
CARD000004048,CUS00004828,CREDIT,STANDARD,ACTIVE,2021-06-28,2026-06-27,70000000.0
CARD000004049,CUS00004829,CREDIT,STANDARD,ACTIVE,2024-03-16,2029-03-15,50000000.0
CARD000004050,CUS00004831,DEBIT,,ACTIVE,2021-06-01,2026-05-31,0.0
CARD000004051,CUS00004833,DEBIT,,ACTIVE,2026-04-14,2031-04-13,0.0
CARD000004052,CUS00004836,DEBIT,,ACTIVE,2021-03-01,2026-02-28,0.0
CARD000004053,CUS00004836,CREDIT,GOLD,ACTIVE,2023-10-01,2028-09-29,286000000.0
CARD000004054,CUS00004837,DEBIT,,ACTIVE,2023-09-16,2028-09-14,0.0
CARD000004055,CUS00004839,CREDIT,STANDARD,ACTIVE,2021-03-24,2026-03-23,71000000.0
CARD000004056,CUS00004839,CREDIT,STANDARD,ACTIVE,2024-03-09,2029-03-08,133000000.0
CARD000004057,CUS00004840,CREDIT,GOLD,ACTIVE,2026-03-11,2031-03-10,356000000.0
CARD000004058,CUS00004843,CREDIT,PLATINUM,ACTIVE,2024-06-02,2029-06-01,277000000.0
CARD000004059,CUS00004844,CREDIT,PLATINUM,ACTIVE,2021-10-02,2026-10-01,500000000.0
CARD000004060,CUS00004845,CREDIT,PLATINUM,ACTIVE,2026-03-20,2031-03-19,151000000.0
CARD000004061,CUS00004847,CREDIT,STANDARD,ACTIVE,2023-11-19,2028-11-17,114000000.0
CARD000004062,CUS00004848,DEBIT,,ACTIVE,2025-09-01,2030-08-31,0.0
CARD000004063,CUS00004848,CREDIT,GOLD,ACTIVE,2023-07-04,2028-07-02,90000000.0
CARD000004064,CUS00004850,DEBIT,,ACTIVE,2025-06-27,2030-06-26,0.0
CARD000004065,CUS00004851,DEBIT,,ACTIVE,2024-10-07,2029-10-06,0.0
CARD000004066,CUS00004851,CREDIT,GOLD,ACTIVE,2020-11-26,2025-11-25,73000000.0
CARD000004067,CUS00004852,DEBIT,,ACTIVE,2025-09-21,2030-09-20,0.0
CARD000004068,CUS00004852,CREDIT,STANDARD,ACTIVE,2021-01-19,2026-01-18,41000000.0
CARD000004069,CUS00004854,DEBIT,,ACTIVE,2025-09-26,2030-09-25,0.0
CARD000004070,CUS00004855,DEBIT,,ACTIVE,2023-02-10,2028-02-09,0.0
CARD000004071,CUS00004856,CREDIT,STANDARD,ACTIVE,2025-02-16,2030-02-15,83000000.0
CARD000004072,CUS00004856,CREDIT,PLATINUM,ACTIVE,2022-07-01,2027-06-30,79000000.0
CARD000004073,CUS00004857,CREDIT,GOLD,BLOCKED,2024-08-29,2029-08-28,133000000.0
CARD000004074,CUS00004859,CREDIT,GOLD,ACTIVE,2020-09-29,2025-09-28,71000000.0
CARD000004075,CUS00004859,DEBIT,,ACTIVE,2023-01-30,2028-01-29,0.0
CARD000004076,CUS00004860,CREDIT,GOLD,ACTIVE,2025-09-27,2030-09-26,105000000.0
CARD000004077,CUS00004861,CREDIT,STANDARD,ACTIVE,2025-07-26,2030-07-25,151000000.0
CARD000004078,CUS00004862,DEBIT,,ACTIVE,2026-05-01,2031-04-30,0.0
CARD000004079,CUS00004862,DEBIT,,ACTIVE,2022-09-18,2027-09-17,0.0
CARD000004080,CUS00004863,CREDIT,PLATINUM,ACTIVE,2024-03-20,2029-03-19,219000000.0
CARD000004081,CUS00004865,DEBIT,,ACTIVE,2022-03-31,2027-03-30,0.0
CARD000004082,CUS00004866,DEBIT,,ACTIVE,2021-01-21,2026-01-20,0.0
CARD000004083,CUS00004867,DEBIT,,ACTIVE,2023-03-31,2028-03-29,0.0
CARD000004084,CUS00004867,DEBIT,,ACTIVE,2025-11-11,2030-11-10,0.0
CARD000004085,CUS00004868,CREDIT,PLATINUM,ACTIVE,2025-11-25,2030-11-24,272000000.0
CARD000004086,CUS00004869,CREDIT,PLATINUM,ACTIVE,2022-09-18,2027-09-17,177000000.0
CARD000004087,CUS00004870,DEBIT,,ACTIVE,2022-08-19,2027-08-18,0.0
CARD000004088,CUS00004871,DEBIT,,ACTIVE,2023-09-28,2028-09-26,0.0
CARD000004089,CUS00004875,DEBIT,,ACTIVE,2025-10-07,2030-10-06,0.0
CARD000004090,CUS00004878,DEBIT,,ACTIVE,2020-11-13,2025-11-12,0.0
CARD000004091,CUS00004879,DEBIT,,ACTIVE,2025-03-22,2030-03-21,0.0
CARD000004092,CUS00004879,CREDIT,GOLD,ACTIVE,2022-03-30,2027-03-29,205000000.0
CARD000004093,CUS00004881,CREDIT,GOLD,ACTIVE,2025-10-27,2030-10-26,500000000.0
CARD000004094,CUS00004882,CREDIT,GOLD,ACTIVE,2022-10-15,2027-10-14,500000000.0
CARD000004095,CUS00004882,DEBIT,,ACTIVE,2021-05-08,2026-05-07,0.0
CARD000004096,CUS00004883,CREDIT,PLATINUM,ACTIVE,2024-05-12,2029-05-11,297000000.0
CARD000004097,CUS00004884,CREDIT,STANDARD,ACTIVE,2024-11-09,2029-11-08,500000000.0
CARD000004098,CUS00004886,DEBIT,,ACTIVE,2020-10-02,2025-10-01,0.0
CARD000004099,CUS00004887,DEBIT,,ACTIVE,2024-04-28,2029-04-27,0.0
CARD000004100,CUS00004889,CREDIT,STANDARD,ACTIVE,2024-01-05,2029-01-03,82000000.0
CARD000004101,CUS00004889,DEBIT,,ACTIVE,2025-07-24,2030-07-23,0.0
CARD000004102,CUS00004891,DEBIT,,ACTIVE,2021-10-22,2026-10-21,0.0
CARD000004103,CUS00004892,CREDIT,PLATINUM,ACTIVE,2025-09-29,2030-09-28,22000000.0
CARD000004104,CUS00004893,CREDIT,PLATINUM,BLOCKED,2026-03-02,2031-03-01,143000000.0
CARD000004105,CUS00004895,CREDIT,STANDARD,ACTIVE,2023-02-11,2028-02-10,307000000.0
CARD000004106,CUS00004895,DEBIT,,ACTIVE,2024-10-16,2029-10-15,0.0
CARD000004107,CUS00004896,DEBIT,,ACTIVE,2022-03-15,2027-03-14,0.0
CARD000004108,CUS00004896,CREDIT,PLATINUM,ACTIVE,2024-03-10,2029-03-09,79000000.0
CARD000004109,CUS00004897,DEBIT,,BLOCKED,2020-11-05,2025-11-04,0.0
CARD000004110,CUS00004897,CREDIT,GOLD,BLOCKED,2024-09-11,2029-09-10,220000000.0
CARD000004111,CUS00004899,CREDIT,PLATINUM,ACTIVE,2022-01-28,2027-01-27,500000000.0
CARD000004112,CUS00004900,DEBIT,,ACTIVE,2024-11-23,2029-11-22,0.0
CARD000004113,CUS00004902,CREDIT,GOLD,ACTIVE,2022-11-04,2027-11-03,115000000.0
CARD000004114,CUS00004903,CREDIT,GOLD,ACTIVE,2024-09-21,2029-09-20,84000000.0
CARD000004115,CUS00004907,CREDIT,GOLD,ACTIVE,2023-08-08,2028-08-06,80000000.0
CARD000004116,CUS00004907,DEBIT,,ACTIVE,2024-06-25,2029-06-24,0.0
CARD000004117,CUS00004908,DEBIT,,BLOCKED,2024-09-24,2029-09-23,0.0
CARD000004118,CUS00004909,DEBIT,,ACTIVE,2022-05-18,2027-05-17,0.0
CARD000004119,CUS00004909,DEBIT,,ACTIVE,2023-09-08,2028-09-06,0.0
CARD000004120,CUS00004911,CREDIT,GOLD,ACTIVE,2023-04-21,2028-04-19,307000000.0
CARD000004121,CUS00004912,DEBIT,,ACTIVE,2023-10-05,2028-10-03,0.0
CARD000004122,CUS00004914,CREDIT,PLATINUM,ACTIVE,2021-12-29,2026-12-28,35000000.0
CARD000004123,CUS00004915,DEBIT,,ACTIVE,2025-07-19,2030-07-18,0.0
CARD000004124,CUS00004916,DEBIT,,ACTIVE,2025-11-03,2030-11-02,0.0
CARD000004125,CUS00004918,DEBIT,,EXPIRED,2022-04-22,2027-04-21,0.0
CARD000004126,CUS00004918,DEBIT,,ACTIVE,2024-01-01,2028-12-30,0.0
CARD000004127,CUS00004919,DEBIT,,ACTIVE,2022-03-05,2027-03-04,0.0
CARD000004128,CUS00004920,DEBIT,,ACTIVE,2022-11-16,2027-11-15,0.0
CARD000004129,CUS00004921,CREDIT,STANDARD,ACTIVE,2026-03-05,2031-03-04,500000000.0
CARD000004130,CUS00004921,DEBIT,,ACTIVE,2022-06-22,2027-06-21,0.0
CARD000004131,CUS00004923,DEBIT,,ACTIVE,2021-01-09,2026-01-08,0.0
CARD000004132,CUS00004924,CREDIT,STANDARD,ACTIVE,2025-05-26,2030-05-25,70000000.0
CARD000004133,CUS00004926,DEBIT,,ACTIVE,2025-03-09,2030-03-08,0.0
CARD000004134,CUS00004927,CREDIT,STANDARD,ACTIVE,2025-12-19,2030-12-18,156000000.0
CARD000004135,CUS00004927,DEBIT,,ACTIVE,2025-04-27,2030-04-26,0.0
CARD000004136,CUS00004928,CREDIT,STANDARD,ACTIVE,2023-11-06,2028-11-04,151000000.0
CARD000004137,CUS00004929,CREDIT,STANDARD,ACTIVE,2025-06-16,2030-06-15,500000000.0
CARD000004138,CUS00004930,DEBIT,,ACTIVE,2023-04-26,2028-04-24,0.0
CARD000004139,CUS00004931,CREDIT,GOLD,ACTIVE,2025-03-19,2030-03-18,105000000.0
CARD000004140,CUS00004931,CREDIT,GOLD,ACTIVE,2020-10-13,2025-10-12,84000000.0
CARD000004141,CUS00004933,CREDIT,STANDARD,ACTIVE,2024-11-29,2029-11-28,423000000.0
CARD000004142,CUS00004935,DEBIT,,ACTIVE,2023-12-08,2028-12-06,0.0
CARD000004143,CUS00004937,DEBIT,,ACTIVE,2024-10-14,2029-10-13,0.0
CARD000004144,CUS00004938,CREDIT,PLATINUM,ACTIVE,2022-06-12,2027-06-11,500000000.0
CARD000004145,CUS00004940,CREDIT,PLATINUM,ACTIVE,2025-10-21,2030-10-20,500000000.0
CARD000004146,CUS00004943,CREDIT,PLATINUM,ACTIVE,2025-05-27,2030-05-26,174000000.0
CARD000004147,CUS00004944,DEBIT,,ACTIVE,2026-01-18,2031-01-17,0.0
CARD000004148,CUS00004945,DEBIT,,ACTIVE,2024-08-29,2029-08-28,0.0
CARD000004149,CUS00004948,CREDIT,STANDARD,ACTIVE,2023-05-15,2028-05-13,61000000.0
CARD000004150,CUS00004949,DEBIT,,ACTIVE,2025-10-22,2030-10-21,0.0
CARD000004151,CUS00004952,CREDIT,STANDARD,ACTIVE,2024-12-05,2029-12-04,500000000.0
CARD000004152,CUS00004953,CREDIT,PLATINUM,BLOCKED,2021-11-27,2026-11-26,75000000.0
CARD000004153,CUS00004955,DEBIT,,ACTIVE,2023-12-24,2028-12-22,0.0
CARD000004154,CUS00004957,CREDIT,PLATINUM,ACTIVE,2026-06-16,2031-06-15,57000000.0
CARD000004155,CUS00004958,CREDIT,PLATINUM,ACTIVE,2023-06-29,2028-06-27,127000000.0
CARD000004156,CUS00004959,DEBIT,,ACTIVE,2021-09-26,2026-09-25,0.0
CARD000004157,CUS00004960,DEBIT,,ACTIVE,2022-12-15,2027-12-14,0.0
CARD000004158,CUS00004960,DEBIT,,ACTIVE,2026-03-18,2031-03-17,0.0
CARD000004159,CUS00004962,CREDIT,STANDARD,EXPIRED,2024-10-16,2029-10-15,315000000.0
CARD000004160,CUS00004965,DEBIT,,ACTIVE,2025-02-10,2030-02-09,0.0
CARD000004161,CUS00004967,DEBIT,,ACTIVE,2025-07-25,2030-07-24,0.0
CARD000004162,CUS00004968,CREDIT,STANDARD,ACTIVE,2025-12-03,2030-12-02,77000000.0
CARD000004163,CUS00004968,CREDIT,STANDARD,ACTIVE,2023-01-03,2028-01-02,74000000.0
CARD000004164,CUS00004969,DEBIT,,ACTIVE,2022-11-14,2027-11-13,0.0
CARD000004165,CUS00004969,DEBIT,,ACTIVE,2023-10-09,2028-10-07,0.0
CARD000004166,CUS00004970,DEBIT,,ACTIVE,2025-05-08,2030-05-07,0.0
CARD000004167,CUS00004973,CREDIT,PLATINUM,ACTIVE,2023-01-14,2028-01-13,29000000.0
CARD000004168,CUS00004973,DEBIT,,ACTIVE,2020-11-30,2025-11-29,0.0
CARD000004169,CUS00004974,DEBIT,,ACTIVE,2021-04-24,2026-04-23,0.0
CARD000004170,CUS00004978,CREDIT,STANDARD,BLOCKED,2022-03-26,2027-03-25,500000000.0
CARD000004171,CUS00004978,CREDIT,PLATINUM,ACTIVE,2023-09-06,2028-09-04,500000000.0
CARD000004172,CUS00004980,DEBIT,,ACTIVE,2025-01-27,2030-01-26,0.0
CARD000004173,CUS00004981,CREDIT,STANDARD,ACTIVE,2021-05-25,2026-05-24,500000000.0
CARD000004174,CUS00004982,DEBIT,,ACTIVE,2020-12-24,2025-12-23,0.0
CARD000004175,CUS00004982,DEBIT,,ACTIVE,2021-01-27,2026-01-26,0.0
CARD000004176,CUS00004983,DEBIT,,ACTIVE,2024-07-15,2029-07-14,0.0
CARD000004177,CUS00004984,DEBIT,,ACTIVE,2024-01-19,2029-01-17,0.0
CARD000004178,CUS00004986,CREDIT,PLATINUM,ACTIVE,2021-05-21,2026-05-20,209000000.0
CARD000004179,CUS00004988,CREDIT,PLATINUM,ACTIVE,2023-08-14,2028-08-12,20000000.0
CARD000004180,CUS00004989,DEBIT,,ACTIVE,2022-01-09,2027-01-08,0.0
CARD000004181,CUS00004989,CREDIT,PLATINUM,ACTIVE,2025-09-05,2030-09-04,64000000.0
CARD000004182,CUS00004990,DEBIT,,ACTIVE,2024-06-17,2029-06-16,0.0
CARD000004183,CUS00004991,CREDIT,STANDARD,ACTIVE,2026-05-08,2031-05-07,44000000.0
CARD000004184,CUS00004992,CREDIT,GOLD,ACTIVE,2024-05-10,2029-05-09,40000000.0
CARD000004185,CUS00004993,CREDIT,STANDARD,ACTIVE,2021-10-10,2026-10-09,148000000.0
CARD000004186,CUS00004993,CREDIT,STANDARD,ACTIVE,2021-04-30,2026-04-29,155000000.0
CARD000004187,CUS00004994,DEBIT,,ACTIVE,2022-08-20,2027-08-19,0.0
CARD000004188,CUS00004996,CREDIT,GOLD,ACTIVE,2023-08-03,2028-08-01,234000000.0
CARD000004189,CUS00004998,DEBIT,,ACTIVE,2026-03-02,2031-03-01,0.0
CARD000004190,CUS00005000,CREDIT,GOLD,ACTIVE,2025-01-29,2030-01-28,51000000.0
CARD000004191,CUS00005002,DEBIT,,ACTIVE,2026-03-15,2031-03-14,0.0
CARD000004192,CUS00005003,CREDIT,STANDARD,ACTIVE,2020-11-24,2025-11-23,113000000.0
CARD000004193,CUS00005004,CREDIT,STANDARD,ACTIVE,2023-09-19,2028-09-17,98000000.0
CARD000004194,CUS00005004,CREDIT,STANDARD,ACTIVE,2021-06-11,2026-06-10,159000000.0
CARD000004195,CUS00005006,DEBIT,,ACTIVE,2024-05-15,2029-05-14,0.0
CARD000004196,CUS00005007,CREDIT,PLATINUM,ACTIVE,2026-04-22,2031-04-21,41000000.0
CARD000004197,CUS00005008,CREDIT,GOLD,ACTIVE,2025-09-06,2030-09-05,288000000.0
CARD000004198,CUS00005010,CREDIT,STANDARD,ACTIVE,2022-01-22,2027-01-21,148000000.0
CARD000004199,CUS00005011,DEBIT,,ACTIVE,2024-10-12,2029-10-11,0.0
CARD000004200,CUS00005013,DEBIT,,ACTIVE,2024-11-28,2029-11-27,0.0
CARD000004201,CUS00005014,DEBIT,,ACTIVE,2025-04-10,2030-04-09,0.0
CARD000004202,CUS00005014,DEBIT,,ACTIVE,2026-01-10,2031-01-09,0.0
CARD000004203,CUS00005017,DEBIT,,ACTIVE,2025-03-27,2030-03-26,0.0
CARD000004204,CUS00005019,CREDIT,GOLD,ACTIVE,2025-02-24,2030-02-23,168000000.0
