reason_id,score_id,feature_name,feature_value,contribution_score,impact_direction,reason_rank
RS0000020275,SC000013518,x5_campaign_response,0.25,0.3152,POSITIVE,1
RS0000020276,SC000013518,x1_monthly_spending,0.7521,0.2093,POSITIVE,2
RS0000020277,SC000013518,x4_salary_account,1.0,0.1746,POSITIVE,3
RS0000020278,SC000013518,x6_product_gap,0.67,0.1448,POSITIVE,4
RS0000020279,SC000013518,x3_digital_activity,0.5053,0.0037,POSITIVE,5
RS0000020280,SC000013518,x2_income,0.4975,-0.0022,NEGATIVE,6
RS0000020281,SC000013523,x6_product_gap,0.73,0.655,POSITIVE,1
RS0000020282,SC000013523,x1_monthly_spending,0.9246,0.5078,POSITIVE,2
RS0000020283,SC000013523,x5_campaign_response,0.0,-0.232,NEGATIVE,3
RS0000020284,SC000013523,x2_income,0.7598,0.1887,POSITIVE,4
RS0000020285,SC000013523,x3_digital_activity,0.7119,0.1082,POSITIVE,5
RS0000020286,SC000013523,x4_salary_account,1.0,0.013,POSITIVE,6
RS0000020287,SC000013527,x1_monthly_spending,0.1699,-0.3949,NEGATIVE,1
RS0000020288,SC000013527,x5_campaign_response,0.0,-0.232,NEGATIVE,2
RS0000020289,SC000013527,x2_income,0.2411,-0.1881,NEGATIVE,3
RS0000020290,SC000013527,x6_product_gap,0.49,0.0811,POSITIVE,4
RS0000020291,SC000013527,x3_digital_activity,0.3634,-0.0697,NEGATIVE,5
RS0000020292,SC000013527,x4_salary_account,0.0,-0.0285,NEGATIVE,6
RS0000020293,SC000013531,x6_product_gap,0.67,0.5115,POSITIVE,1
RS0000020294,SC000013531,x3_digital_activity,0.9343,0.2217,POSITIVE,2
RS0000020295,SC000013531,x5_campaign_response,0.25,0.1955,POSITIVE,3
RS0000020296,SC000013531,x2_income,0.2411,-0.1881,NEGATIVE,4
RS0000020297,SC000013531,x1_monthly_spending,0.358,-0.1698,NEGATIVE,5
RS0000020298,SC000013531,x4_salary_account,1.0,0.013,POSITIVE,6
RS0000020299,SC000013536,x5_campaign_response,1.0,2.3011,POSITIVE,1
RS0000020300,SC000013536,x6_product_gap,0.15,-0.8742,NEGATIVE,2
RS0000020301,SC000013536,x2_income,0.7598,0.2226,POSITIVE,3
RS0000020302,SC000013536,x4_salary_account,0.0,-0.2202,NEGATIVE,4
RS0000020303,SC000013536,x1_monthly_spending,0.547,0.0547,POSITIVE,5
RS0000020304,SC000013536,x3_digital_activity,0.5208,0.0141,POSITIVE,6
RS0000020305,SC000013539,x5_campaign_response,0.5,0.6229,POSITIVE,1
RS0000020306,SC000013539,x1_monthly_spending,0.1771,-0.3862,NEGATIVE,2
RS0000020307,SC000013539,x3_digital_activity,0.1012,-0.2036,NEGATIVE,3
RS0000020308,SC000013539,x6_product_gap,0.4,-0.1342,NEGATIVE,4
RS0000020309,SC000013539,x4_salary_account,0.0,-0.0285,NEGATIVE,5
RS0000020310,SC000013539,x2_income,0.4975,-0.0018,NEGATIVE,6
RS0000020311,SC000013541,x5_campaign_response,1.0,1.3505,POSITIVE,1
RS0000020312,SC000013541,x3_digital_activity,0.9962,0.4027,POSITIVE,2
RS0000020313,SC000013541,x4_salary_account,1.0,0.1827,POSITIVE,3
RS0000020314,SC000013541,x1_monthly_spending,0.5916,0.1162,POSITIVE,4
RS0000020315,SC000013541,x2_income,0.2411,-0.097,NEGATIVE,5
RS0000020316,SC000013541,x6_product_gap,0.7,0.062,POSITIVE,6
RS0000020317,SC000013545,x4_salary_account,0.0,-0.4007,NEGATIVE,1
RS0000020318,SC000013545,x1_monthly_spending,0.2575,-0.3076,NEGATIVE,2
RS0000020319,SC000013545,x3_digital_activity,0.3034,-0.1596,NEGATIVE,3
RS0000020320,SC000013545,x5_campaign_response,0.25,0.0778,POSITIVE,4
RS0000020321,SC000013545,x6_product_gap,0.6975,0.0595,POSITIVE,5
RS0000020322,SC000013545,x2_income,0.4975,-0.0009,NEGATIVE,6
RS0000020323,SC000013552,x2_income,0.9392,0.3762,POSITIVE,1
RS0000020324,SC000013552,x6_product_gap,0.7075,0.2805,POSITIVE,2
RS0000020325,SC000013552,x3_digital_activity,0.2155,-0.1926,NEGATIVE,3
RS0000020326,SC000013552,x5_campaign_response,0.0,-0.1847,NEGATIVE,4
RS0000020327,SC000013552,x1_monthly_spending,0.6312,0.1529,POSITIVE,5
RS0000020328,SC000013552,x4_salary_account,1.0,0.1004,POSITIVE,6
RS0000020329,SC000013555,x5_campaign_response,0.5,0.6229,POSITIVE,1
RS0000020330,SC000013555,x1_monthly_spending,0.0812,-0.5009,NEGATIVE,2
RS0000020331,SC000013555,x2_income,0.7598,0.1887,POSITIVE,3
RS0000020332,SC000013555,x3_digital_activity,0.1841,-0.1613,NEGATIVE,4
RS0000020333,SC000013555,x6_product_gap,0.4,-0.1342,NEGATIVE,5
RS0000020334,SC000013555,x4_salary_account,0.0,-0.0285,NEGATIVE,6
RS0000020335,SC000013559,x6_product_gap,0.79,0.7985,POSITIVE,1
RS0000020336,SC000013559,x5_campaign_response,0.0,-0.232,NEGATIVE,2
RS0000020337,SC000013559,x1_monthly_spending,0.6618,0.1936,POSITIVE,3
RS0000020338,SC000013559,x2_income,0.2411,-0.1881,NEGATIVE,4
RS0000020339,SC000013559,x3_digital_activity,0.3702,-0.0663,NEGATIVE,5
RS0000020340,SC000013559,x4_salary_account,1.0,0.013,POSITIVE,6
RS0000020341,SC000013561,x1_monthly_spending,0.1465,-0.4483,NEGATIVE,1
RS0000020342,SC000013561,x4_salary_account,0.0,-0.4007,NEGATIVE,2
RS0000020343,SC000013561,x5_campaign_response,0.0,-0.3464,NEGATIVE,3
RS0000020344,SC000013561,x3_digital_activity,0.1012,-0.3237,NEGATIVE,4
RS0000020345,SC000013561,x6_product_gap,0.45,-0.1827,NEGATIVE,5
RS0000020346,SC000013561,x2_income,0.7598,0.0973,POSITIVE,6
RS0000020347,SC000013565,x3_digital_activity,0.9726,0.3836,POSITIVE,1
RS0000020348,SC000013565,x5_campaign_response,0.0,-0.3464,NEGATIVE,2
RS0000020349,SC000013565,x6_product_gap,0.835,0.1941,POSITIVE,3
RS0000020350,SC000013565,x4_salary_account,1.0,0.1827,POSITIVE,4
RS0000020351,SC000013565,x2_income,0.2411,-0.097,NEGATIVE,5
RS0000020352,SC000013565,x1_monthly_spending,0.5557,0.0706,POSITIVE,6
RS0000020353,SC000013571,x1_monthly_spending,0.0455,-0.5437,NEGATIVE,1
RS0000020354,SC000013571,x2_income,0.0642,-0.3166,NEGATIVE,2
RS0000020355,SC000013571,x6_product_gap,0.58,0.2963,POSITIVE,3
RS0000020356,SC000013571,x5_campaign_response,0.25,0.1955,POSITIVE,4
RS0000020357,SC000013571,x3_digital_activity,0.1425,-0.1825,NEGATIVE,5
RS0000020358,SC000013571,x4_salary_account,1.0,0.013,POSITIVE,6
RS0000020359,SC000013573,x5_campaign_response,1.0,1.3505,POSITIVE,1
RS0000020360,SC000013573,x1_monthly_spending,0.9304,0.5458,POSITIVE,2
RS0000020361,SC000013573,x6_product_gap,0.15,-0.4763,NEGATIVE,3
RS0000020362,SC000013573,x4_salary_account,1.0,0.1827,POSITIVE,4
RS0000020363,SC000013573,x2_income,0.9392,0.1646,POSITIVE,5
RS0000020364,SC000013573,x3_digital_activity,0.6811,0.147,POSITIVE,6
RS0000020365,SC000013577,x1_monthly_spending,0.1727,-0.415,NEGATIVE,1
RS0000020366,SC000013577,x4_salary_account,0.0,-0.4007,NEGATIVE,2
RS0000020367,SC000013577,x5_campaign_response,0.0,-0.3464,NEGATIVE,3
RS0000020368,SC000013577,x3_digital_activity,0.221,-0.2264,NEGATIVE,4
RS0000020369,SC000013577,x6_product_gap,0.45,-0.1827,NEGATIVE,5
RS0000020370,SC000013577,x2_income,0.2411,-0.097,NEGATIVE,6
RS0000020371,SC000013581,x5_campaign_response,0.0,-0.3464,NEGATIVE,1
RS0000020372,SC000013581,x1_monthly_spending,0.702,0.2562,POSITIVE,2
RS0000020373,SC000013581,x4_salary_account,1.0,0.1827,POSITIVE,3
RS0000020374,SC000013581,x6_product_gap,0.7525,0.1134,POSITIVE,4
RS0000020375,SC000013581,x3_digital_activity,0.3632,-0.1111,NEGATIVE,5
RS0000020376,SC000013581,x2_income,0.4975,-0.0009,NEGATIVE,6
RS0000020377,SC000013585,x1_monthly_spending,0.8411,0.4325,POSITIVE,1
RS0000020378,SC000013585,x5_campaign_response,0.0,-0.3464,NEGATIVE,2
RS0000020379,SC000013585,x6_product_gap,0.835,0.1941,POSITIVE,3
RS0000020380,SC000013585,x4_salary_account,1.0,0.1827,POSITIVE,4
RS0000020381,SC000013585,x3_digital_activity,0.626,0.1022,POSITIVE,5
RS0000020382,SC000013585,x2_income,0.4975,-0.0009,NEGATIVE,6
RS0000020383,SC000013589,x1_monthly_spending,0.1063,-0.4993,NEGATIVE,1
RS0000020384,SC000013589,x5_campaign_response,0.0,-0.3464,NEGATIVE,2
RS0000020385,SC000013589,x3_digital_activity,0.1012,-0.3237,NEGATIVE,3
RS0000020386,SC000013589,x4_salary_account,1.0,0.1827,POSITIVE,4
RS0000020387,SC000013589,x2_income,0.0642,-0.1633,NEGATIVE,5
RS0000020388,SC000013589,x6_product_gap,0.7525,0.1134,POSITIVE,6
RS0000020389,SC000013593,x4_salary_account,0.0,-0.4007,NEGATIVE,1
RS0000020390,SC000013593,x1_monthly_spending,0.3258,-0.2209,NEGATIVE,2
RS0000020391,SC000013593,x3_digital_activity,0.3657,-0.1091,NEGATIVE,3
RS0000020392,SC000013593,x6_product_gap,0.5325,-0.1019,NEGATIVE,4
RS0000020393,SC000013593,x2_income,0.7598,0.0973,POSITIVE,5
RS0000020394,SC000013593,x5_campaign_response,0.25,0.0778,POSITIVE,6
RS0000020395,SC000013597,x1_monthly_spending,0.2583,-0.3065,NEGATIVE,1
RS0000020396,SC000013597,x6_product_gap,0.835,0.1941,POSITIVE,2
RS0000020397,SC000013597,x4_salary_account,1.0,0.1827,POSITIVE,3
RS0000020398,SC000013597,x2_income,0.0642,-0.1633,NEGATIVE,4
RS0000020399,SC000013597,x5_campaign_response,0.25,0.0778,POSITIVE,5
RS0000020400,SC000013597,x3_digital_activity,0.4254,-0.0605,NEGATIVE,6
RS0000020401,SC000013601,x5_campaign_response,0.9,1.1808,POSITIVE,1
RS0000020402,SC000013601,x3_digital_activity,0.9804,0.3899,POSITIVE,2
RS0000020403,SC000013601,x1_monthly_spending,0.7088,0.2648,POSITIVE,3
RS0000020404,SC000013601,x4_salary_account,1.0,0.1827,POSITIVE,4
RS0000020405,SC000013601,x2_income,0.2411,-0.097,NEGATIVE,5
RS0000020406,SC000013601,x6_product_gap,0.7,0.062,POSITIVE,6
RS0000020407,SC000013608,x6_product_gap,0.9025,0.6844,POSITIVE,1
RS0000020408,SC000013608,x1_monthly_spending,0.0869,-0.4813,NEGATIVE,2
RS0000020409,SC000013608,x2_income,0.2411,-0.2218,NEGATIVE,3
RS0000020410,SC000013608,x5_campaign_response,0.0,-0.1847,NEGATIVE,4
RS0000020411,SC000013608,x3_digital_activity,0.2334,-0.1805,NEGATIVE,5
RS0000020412,SC000013608,x4_salary_account,1.0,0.1004,POSITIVE,6
RS0000020413,SC000013610,x2_income,0.0642,-0.3766,NEGATIVE,1
RS0000020414,SC000013610,x5_campaign_response,0.25,0.3152,POSITIVE,2
RS0000020415,SC000013610,x1_monthly_spending,0.2173,-0.2348,NEGATIVE,3
RS0000020416,SC000013610,x4_salary_account,1.0,0.1746,POSITIVE,4
RS0000020417,SC000013610,x6_product_gap,0.67,0.1448,POSITIVE,5
RS0000020418,SC000013610,x3_digital_activity,0.3278,-0.1208,NEGATIVE,6
RS0000020419,SC000013615,x6_product_gap,0.79,0.7985,POSITIVE,1
RS0000020420,SC000013615,x1_monthly_spending,0.9446,0.5317,POSITIVE,2
RS0000020421,SC000013615,x2_income,0.9392,0.319,POSITIVE,3
RS0000020422,SC000013615,x5_campaign_response,0.0,-0.232,NEGATIVE,4
RS0000020423,SC000013615,x3_digital_activity,0.7516,0.1284,POSITIVE,5
RS0000020424,SC000013615,x4_salary_account,1.0,0.013,POSITIVE,6
RS0000020425,SC000013620,x5_campaign_response,0.75,1.6797,POSITIVE,1
RS0000020426,SC000013620,x6_product_gap,0.15,-0.8742,NEGATIVE,2
RS0000020427,SC000013620,x3_digital_activity,0.1012,-0.2699,NEGATIVE,3
RS0000020428,SC000013620,x1_monthly_spending,0.7274,0.2649,POSITIVE,4
RS0000020429,SC000013620,x4_salary_account,1.0,0.1004,POSITIVE,5
RS0000020430,SC000013620,x2_income,0.4975,-0.0021,NEGATIVE,6
RS0000020431,SC000013621,x5_campaign_response,0.5,0.502,POSITIVE,1
RS0000020432,SC000013621,x1_monthly_spending,0.1517,-0.4417,NEGATIVE,2
RS0000020433,SC000013621,x3_digital_activity,0.1012,-0.3237,NEGATIVE,3
RS0000020434,SC000013621,x4_salary_account,1.0,0.1827,POSITIVE,4
RS0000020435,SC000013621,x2_income,0.2411,-0.097,NEGATIVE,5
RS0000020436,SC000013621,x6_product_gap,0.615,-0.0212,NEGATIVE,6
RS0000020437,SC000013625,x4_salary_account,1.0,0.1827,POSITIVE,1
RS0000020438,SC000013625,x1_monthly_spending,0.5956,0.1212,POSITIVE,2
RS0000020439,SC000013625,x2_income,0.7598,0.0973,POSITIVE,3
RS0000020440,SC000013625,x5_campaign_response,0.25,0.0778,POSITIVE,4
RS0000020441,SC000013625,x6_product_gap,0.6975,0.0595,POSITIVE,5
RS0000020442,SC000013625,x3_digital_activity,0.5183,0.0149,POSITIVE,6
RS0000020443,SC000013632,x5_campaign_response,0.75,1.6797,POSITIVE,1
RS0000020444,SC000013632,x4_salary_account,0.0,-0.2202,NEGATIVE,2
RS0000020445,SC000013632,x3_digital_activity,0.7973,0.2012,POSITIVE,3
RS0000020446,SC000013632,x6_product_gap,0.61,0.0786,POSITIVE,4
RS0000020447,SC000013632,x1_monthly_spending,0.5273,0.0318,POSITIVE,5
RS0000020448,SC000013632,x2_income,0.4975,-0.0021,NEGATIVE,6
RS0000020449,SC000013636,x5_campaign_response,0.5,1.0582,POSITIVE,1
RS0000020450,SC000013636,x6_product_gap,1.0,0.8863,POSITIVE,2
RS0000020451,SC000013636,x1_monthly_spending,0.9604,0.5364,POSITIVE,3
RS0000020452,SC000013636,x2_income,0.9392,0.3762,POSITIVE,4
RS0000020453,SC000013636,x3_digital_activity,0.7657,0.1798,POSITIVE,5
RS0000020454,SC000013636,x4_salary_account,1.0,0.1004,POSITIVE,6
RS0000020455,SC000013637,x5_campaign_response,1.0,1.3505,POSITIVE,1
RS0000020456,SC000013637,x4_salary_account,1.0,0.1827,POSITIVE,2
RS0000020457,SC000013637,x1_monthly_spending,0.5981,0.1244,POSITIVE,3
RS0000020458,SC000013637,x6_product_gap,0.6975,0.0595,POSITIVE,4
RS0000020459,SC000013637,x3_digital_activity,0.4495,-0.041,NEGATIVE,5
RS0000020460,SC000013637,x2_income,0.4975,-0.0009,NEGATIVE,6
RS0000020461,SC000013641,x5_campaign_response,0.0,-0.3464,NEGATIVE,1
RS0000020462,SC000013641,x1_monthly_spending,0.7045,0.2593,POSITIVE,2
RS0000020463,SC000013641,x3_digital_activity,0.7707,0.2197,POSITIVE,3
RS0000020464,SC000013641,x4_salary_account,1.0,0.1827,POSITIVE,4
RS0000020465,SC000013641,x6_product_gap,0.6975,0.0595,POSITIVE,5
RS0000020466,SC000013641,x2_income,0.4975,-0.0009,NEGATIVE,6
RS0000020467,SC000013645,x1_monthly_spending,0.01,-0.6214,NEGATIVE,1
RS0000020468,SC000013645,x3_digital_activity,0.1012,-0.3237,NEGATIVE,2
RS0000020469,SC000013645,x4_salary_account,1.0,0.1827,POSITIVE,3
RS0000020470,SC000013645,x6_product_gap,0.7525,0.1134,POSITIVE,4
RS0000020471,SC000013645,x5_campaign_response,0.25,0.0778,POSITIVE,5
RS0000020472,SC000013645,x2_income,0.4975,-0.0009,NEGATIVE,6
RS0000020473,SC000013649,x5_campaign_response,0.75,0.9263,POSITIVE,1
RS0000020474,SC000013649,x1_monthly_spending,0.1028,-0.5038,NEGATIVE,2
RS0000020475,SC000013649,x3_digital_activity,0.1935,-0.2488,NEGATIVE,3
RS0000020476,SC000013649,x4_salary_account,1.0,0.1827,POSITIVE,4
RS0000020477,SC000013649,x2_income,0.0642,-0.1633,NEGATIVE,5
RS0000020478,SC000013649,x6_product_gap,0.7,0.062,POSITIVE,6
RS0000020479,SC000013653,x5_campaign_response,1.0,1.3505,POSITIVE,1
RS0000020480,SC000013653,x4_salary_account,0.0,-0.4007,NEGATIVE,2
RS0000020481,SC000013653,x1_monthly_spending,0.2115,-0.3659,NEGATIVE,3
RS0000020482,SC000013653,x3_digital_activity,0.1012,-0.3237,NEGATIVE,4
RS0000020483,SC000013653,x2_income,0.2411,-0.097,NEGATIVE,5
RS0000020484,SC000013653,x6_product_gap,0.7,0.062,POSITIVE,6
RS0000020485,SC000013660,x6_product_gap,1.0,0.8863,POSITIVE,1
RS0000020486,SC000013660,x5_campaign_response,0.25,0.4368,POSITIVE,2
RS0000020487,SC000013660,x2_income,0.9392,0.3762,POSITIVE,3
RS0000020488,SC000013660,x4_salary_account,1.0,0.1004,POSITIVE,4
RS0000020489,SC000013660,x1_monthly_spending,0.5758,0.0883,POSITIVE,5
RS0000020490,SC000013660,x3_digital_activity,0.6273,0.0862,POSITIVE,6
RS0000020491,SC000013661,x4_salary_account,0.0,-0.4007,NEGATIVE,1
RS0000020492,SC000013661,x3_digital_activity,0.7063,0.1674,POSITIVE,2
RS0000020493,SC000013661,x6_product_gap,0.5325,-0.1019,NEGATIVE,3
RS0000020494,SC000013661,x2_income,0.7598,0.0973,POSITIVE,4
RS0000020495,SC000013661,x5_campaign_response,0.25,0.0778,POSITIVE,5
RS0000020496,SC000013661,x1_monthly_spending,0.5571,0.0724,POSITIVE,6
RS0000020497,SC000013668,x6_product_gap,0.935,0.7517,POSITIVE,1
RS0000020498,SC000013668,x1_monthly_spending,0.9262,0.4964,POSITIVE,2
RS0000020499,SC000013668,x5_campaign_response,0.25,0.4368,POSITIVE,3
RS0000020500,SC000013668,x2_income,0.9392,0.3762,POSITIVE,4
RS0000020501,SC000013668,x3_digital_activity,0.8022,0.2045,POSITIVE,5
RS0000020502,SC000013668,x4_salary_account,1.0,0.1004,POSITIVE,6
RS0000020503,SC000013670,x5_campaign_response,1.0,1.8725,POSITIVE,1
RS0000020504,SC000013670,x1_monthly_spending,0.2118,-0.2393,NEGATIVE,2
RS0000020505,SC000013670,x2_income,0.2411,-0.2237,NEGATIVE,3
RS0000020506,SC000013670,x4_salary_account,1.0,0.1746,POSITIVE,4
RS0000020507,SC000013670,x6_product_gap,0.67,0.1448,POSITIVE,5
RS0000020508,SC000013670,x3_digital_activity,0.4731,-0.0189,NEGATIVE,6
RS0000020509,SC000013676,x6_product_gap,1.0,0.8863,POSITIVE,1
RS0000020510,SC000013676,x1_monthly_spending,0.7634,0.3068,POSITIVE,2
RS0000020511,SC000013676,x2_income,0.7598,0.2226,POSITIVE,3
RS0000020512,SC000013676,x3_digital_activity,0.807,0.2078,POSITIVE,4
RS0000020513,SC000013676,x5_campaign_response,0.0,-0.1847,NEGATIVE,5
RS0000020514,SC000013676,x4_salary_account,1.0,0.1004,POSITIVE,6
RS0000020515,SC000013677,x5_campaign_response,0.75,0.9263,POSITIVE,1
RS0000020516,SC000013677,x1_monthly_spending,0.7728,0.3459,POSITIVE,2
RS0000020517,SC000013677,x4_salary_account,1.0,0.1827,POSITIVE,3
RS0000020518,SC000013677,x3_digital_activity,0.5749,0.0608,POSITIVE,4
RS0000020519,SC000013677,x6_product_gap,0.6975,0.0595,POSITIVE,5
RS0000020520,SC000013677,x2_income,0.4975,-0.0009,NEGATIVE,6
RS0000020521,SC000013681,x4_salary_account,0.0,-0.4007,NEGATIVE,1
RS0000020522,SC000013681,x1_monthly_spending,0.7565,0.3253,POSITIVE,2
RS0000020523,SC000013681,x3_digital_activity,0.7522,0.2047,POSITIVE,3
RS0000020524,SC000013681,x5_campaign_response,0.25,0.0778,POSITIVE,4
RS0000020525,SC000013681,x6_product_gap,0.5875,-0.0481,NEGATIVE,5
RS0000020526,SC000013681,x2_income,0.4975,-0.0009,NEGATIVE,6
RS0000020527,SC000013686,x2_income,0.9392,0.3795,POSITIVE,1
RS0000020528,SC000013686,x1_monthly_spending,0.1201,-0.3155,NEGATIVE,2
RS0000020529,SC000013686,x6_product_gap,0.73,0.2076,POSITIVE,3
RS0000020530,SC000013686,x5_campaign_response,0.0,-0.2039,NEGATIVE,4
RS0000020531,SC000013686,x4_salary_account,1.0,0.1746,POSITIVE,5
RS0000020532,SC000013686,x3_digital_activity,0.6151,0.0807,POSITIVE,6
RS0000020533,SC000013689,x1_monthly_spending,0.1529,-0.4402,NEGATIVE,1
RS0000020534,SC000013689,x4_salary_account,0.0,-0.4007,NEGATIVE,2
RS0000020535,SC000013689,x5_campaign_response,0.0,-0.3464,NEGATIVE,3
RS0000020536,SC000013689,x3_digital_activity,0.2253,-0.223,NEGATIVE,4
RS0000020537,SC000013689,x6_product_gap,0.45,-0.1827,NEGATIVE,5
RS0000020538,SC000013689,x2_income,0.4975,-0.0009,NEGATIVE,6
RS0000020539,SC000013693,x1_monthly_spending,0.8489,0.4424,POSITIVE,1
RS0000020540,SC000013693,x3_digital_activity,0.8446,0.2797,POSITIVE,2
RS0000020541,SC000013693,x4_salary_account,1.0,0.1827,POSITIVE,3
RS0000020542,SC000013693,x2_income,0.7598,0.0973,POSITIVE,4
RS0000020543,SC000013693,x5_campaign_response,0.25,0.0778,POSITIVE,5
RS0000020544,SC000013693,x6_product_gap,0.6975,0.0595,POSITIVE,6
RS0000020545,SC000013699,x6_product_gap,0.85,0.942,POSITIVE,1
RS0000020546,SC000013699,x5_campaign_response,0.5,0.6229,POSITIVE,2
RS0000020547,SC000013699,x2_income,0.2411,-0.1881,NEGATIVE,3
RS0000020548,SC000013699,x3_digital_activity,0.3952,-0.0535,NEGATIVE,4
RS0000020549,SC000013699,x4_salary_account,1.0,0.013,POSITIVE,5
RS0000020550,SC000013699,x1_monthly_spending,0.5052,0.0061,POSITIVE,6
RS0000020551,SC000013703,x5_campaign_response,0.5,0.6229,POSITIVE,1
RS0000020552,SC000013703,x6_product_gap,0.67,0.5115,POSITIVE,2
RS0000020553,SC000013703,x2_income,0.0642,-0.3166,NEGATIVE,3
RS0000020554,SC000013703,x1_monthly_spending,0.5639,0.0764,POSITIVE,4
RS0000020555,SC000013703,x3_digital_activity,0.4246,-0.0385,NEGATIVE,5
RS0000020556,SC000013703,x4_salary_account,1.0,0.013,POSITIVE,6
RS0000020557,SC000013707,x6_product_gap,0.67,0.5115,POSITIVE,1
RS0000020558,SC000013707,x2_income,0.0642,-0.3166,NEGATIVE,2
RS0000020559,SC000013707,x5_campaign_response,0.0,-0.232,NEGATIVE,3
RS0000020560,SC000013707,x3_digital_activity,0.9259,0.2174,POSITIVE,4
RS0000020561,SC000013707,x1_monthly_spending,0.48,-0.024,NEGATIVE,5
RS0000020562,SC000013707,x4_salary_account,1.0,0.013,POSITIVE,6
RS0000020563,SC000013711,x1_monthly_spending,0.9448,0.532,POSITIVE,1
RS0000020564,SC000013711,x6_product_gap,0.67,0.5115,POSITIVE,2
RS0000020565,SC000013711,x5_campaign_response,0.0,-0.232,NEGATIVE,3
RS0000020566,SC000013711,x2_income,0.7598,0.1887,POSITIVE,4
RS0000020567,SC000013711,x3_digital_activity,0.7101,0.1073,POSITIVE,5
RS0000020568,SC000013711,x4_salary_account,0.0,-0.0285,NEGATIVE,6
RS0000020569,SC000013715,x5_campaign_response,0.5,0.6229,POSITIVE,1
RS0000020570,SC000013715,x6_product_gap,0.2,-0.6124,NEGATIVE,2
RS0000020571,SC000013715,x2_income,0.2411,-0.1881,NEGATIVE,3
RS0000020572,SC000013715,x1_monthly_spending,0.643,0.1711,POSITIVE,4
RS0000020573,SC000013715,x3_digital_activity,0.7855,0.1457,POSITIVE,5
RS0000020574,SC000013715,x4_salary_account,1.0,0.013,POSITIVE,6
RS0000020575,SC000013718,x1_monthly_spending,0.9188,0.3477,POSITIVE,1
RS0000020576,SC000013718,x6_product_gap,0.82,0.3017,POSITIVE,2
RS0000020577,SC000013718,x5_campaign_response,0.0,-0.2039,NEGATIVE,3
RS0000020578,SC000013718,x3_digital_activity,0.7761,0.1936,POSITIVE,4
RS0000020579,SC000013718,x4_salary_account,1.0,0.1746,POSITIVE,5
RS0000020580,SC000013718,x2_income,0.4975,-0.0022,NEGATIVE,6
RS0000020581,SC000013724,x5_campaign_response,0.5,1.0582,POSITIVE,1
RS0000020582,SC000013724,x2_income,0.9392,0.3762,POSITIVE,2
RS0000020583,SC000013724,x1_monthly_spending,0.8141,0.3659,POSITIVE,3
RS0000020584,SC000013724,x6_product_gap,0.6425,0.1459,POSITIVE,4
RS0000020585,SC000013724,x4_salary_account,1.0,0.1004,POSITIVE,5
RS0000020586,SC000013724,x3_digital_activity,0.6275,0.0863,POSITIVE,6
RS0000020587,SC000013728,x6_product_gap,0.805,0.4824,POSITIVE,1
RS0000020588,SC000013728,x5_campaign_response,0.25,0.4368,POSITIVE,2
RS0000020589,SC000013728,x1_monthly_spending,0.8266,0.3805,POSITIVE,3
RS0000020590,SC000013728,x2_income,0.7598,0.2226,POSITIVE,4
RS0000020591,SC000013728,x3_digital_activity,0.7785,0.1885,POSITIVE,5
RS0000020592,SC000013728,x4_salary_account,1.0,0.1004,POSITIVE,6
RS0000020593,SC000013732,x5_campaign_response,0.9,2.0525,POSITIVE,1
RS0000020594,SC000013732,x1_monthly_spending,0.6592,0.1855,POSITIVE,2
RS0000020595,SC000013732,x6_product_gap,0.6425,0.1459,POSITIVE,3
RS0000020596,SC000013732,x4_salary_account,1.0,0.1004,POSITIVE,4
RS0000020597,SC000013732,x3_digital_activity,0.5101,0.0068,POSITIVE,5
RS0000020598,SC000013732,x2_income,0.4975,-0.0021,NEGATIVE,6
RS0000020599,SC000013734,x5_campaign_response,0.9,1.6648,POSITIVE,1
RS0000020600,SC000013734,x6_product_gap,1.0,0.49,POSITIVE,2
RS0000020601,SC000013734,x4_salary_account,1.0,0.1746,POSITIVE,3
RS0000020602,SC000013734,x3_digital_activity,0.5685,0.0481,POSITIVE,4
RS0000020603,SC000013734,x1_monthly_spending,0.4538,-0.0384,NEGATIVE,5
RS0000020604,SC000013734,x2_income,0.4975,-0.0022,NEGATIVE,6
RS0000020605,SC000013740,x3_digital_activity,0.1012,-0.2699,NEGATIVE,1
RS0000020606,SC000013740,x2_income,0.7598,0.2226,POSITIVE,2
RS0000020607,SC000013740,x4_salary_account,0.0,-0.2202,NEGATIVE,3
RS0000020608,SC000013740,x5_campaign_response,0.0,-0.1847,NEGATIVE,4
RS0000020609,SC000013740,x6_product_gap,0.6425,0.1459,POSITIVE,5
RS0000020610,SC000013740,x1_monthly_spending,0.5291,0.0339,POSITIVE,6
RS0000020611,SC000013742,x5_campaign_response,0.5,0.8343,POSITIVE,1
RS0000020612,SC000013742,x4_salary_account,0.0,-0.3829,NEGATIVE,2
RS0000020613,SC000013742,x6_product_gap,0.76,0.239,POSITIVE,3
RS0000020614,SC000013742,x2_income,0.7598,0.2245,POSITIVE,4
RS0000020615,SC000013742,x3_digital_activity,0.4801,-0.014,NEGATIVE,5
RS0000020616,SC000013742,x1_monthly_spending,0.4882,-0.0098,NEGATIVE,6
RS0000020617,SC000013746,x5_campaign_response,0.25,0.3152,POSITIVE,1
RS0000020618,SC000013746,x2_income,0.2411,-0.2237,NEGATIVE,2
RS0000020619,SC000013746,x1_monthly_spending,0.2634,-0.1965,NEGATIVE,3
