snapshot_date,customer_id,product_propensity_feature_set,customer_value_score,intent_signal_score,engagement_score,timing_score,relationship_score,sales_suppression_flag
2026-08-31,CUS00004235,"{""CREDIT_CARD"": 0.489, ""LOAN"": 0.359, ""DEPOSIT"": 0.945, ""INVESTMENT"": 0.985}",52.55,80.81,15.71,73.09,100.0,False
2026-08-31,CUS00004236,"{""CREDIT_CARD"": 0.858, ""LOAN"": 0.468, ""DEPOSIT"": 0.445, ""INVESTMENT"": 0.417}",27.12,75.68,100.0,67.94,85.19,False
2026-08-31,CUS00004237,"{""CREDIT_CARD"": 0.99, ""LOAN"": 0.99, ""DEPOSIT"": 0.202, ""INVESTMENT"": 0.239}",29.24,78.31,97.77,72.61,34.17,False
2026-08-31,CUS00004238,"{""CREDIT_CARD"": 0.575, ""LOAN"": 0.473, ""DEPOSIT"": 0.338, ""INVESTMENT"": 0.271}",10.45,75.79,5.92,66.32,51.48,False
2026-08-31,CUS00004239,"{""CREDIT_CARD"": 0.977, ""LOAN"": 0.546, ""DEPOSIT"": 0.361, ""INVESTMENT"": 0.592}",64.4,74.79,100.0,72.66,99.94,True
2026-08-31,CUS00004240,"{""CREDIT_CARD"": 0.695, ""LOAN"": 0.489, ""DEPOSIT"": 0.375, ""INVESTMENT"": 0.337}",24.18,66.73,0.0,64.91,36.01,False
2026-08-31,CUS00004241,"{""CREDIT_CARD"": 0.813, ""LOAN"": 0.654, ""DEPOSIT"": 0.525, ""INVESTMENT"": 0.858}",81.74,78.93,98.57,72.21,71.99,False
2026-08-31,CUS00004242,"{""CREDIT_CARD"": 0.792, ""LOAN"": 0.428, ""DEPOSIT"": 0.405, ""INVESTMENT"": 0.463}",26.78,69.72,100.0,69.63,87.76,False
2026-08-31,CUS00004243,"{""CREDIT_CARD"": 0.623, ""LOAN"": 0.385, ""DEPOSIT"": 0.322, ""INVESTMENT"": 0.286}",28.32,62.21,1.0,51.37,48.56,False
2026-08-31,CUS00004244,"{""CREDIT_CARD"": 0.496, ""LOAN"": 0.379, ""DEPOSIT"": 0.79, ""INVESTMENT"": 0.897}",68.73,70.63,90.4,61.42,98.71,False
2026-08-31,CUS00004245,"{""CREDIT_CARD"": 0.99, ""LOAN"": 0.934, ""DEPOSIT"": 0.181, ""INVESTMENT"": 0.378}",34.44,66.28,12.77,55.91,88.6,True
2026-08-31,CUS00004246,"{""CREDIT_CARD"": 0.99, ""LOAN"": 0.968, ""DEPOSIT"": 0.222, ""INVESTMENT"": 0.447}",48.56,70.46,87.49,70.51,61.0,False
2026-08-31,CUS00004247,"{""CREDIT_CARD"": 0.99, ""LOAN"": 0.931, ""DEPOSIT"": 0.17, ""INVESTMENT"": 0.375}",17.94,84.81,89.61,69.55,50.25,False
2026-08-31,CUS00004248,"{""CREDIT_CARD"": 0.558, ""LOAN"": 0.323, ""DEPOSIT"": 0.99, ""INVESTMENT"": 0.921}",67.62,95.99,72.95,84.69,100.0,False
2026-08-31,CUS00004249,"{""CREDIT_CARD"": 0.632, ""LOAN"": 0.313, ""DEPOSIT"": 0.77, ""INVESTMENT"": 0.908}",73.26,75.49,97.09,77.96,75.28,True
2026-08-31,CUS00004250,"{""CREDIT_CARD"": 0.99, ""LOAN"": 0.937, ""DEPOSIT"": 0.209, ""INVESTMENT"": 0.304}",45.76,62.49,91.32,65.59,70.28,False
2026-08-31,CUS00004251,"{""CREDIT_CARD"": 0.204, ""LOAN"": 0.201, ""DEPOSIT"": 0.218, ""INVESTMENT"": 0.17}",7.27,61.71,0.0,59.85,50.81,False
2026-08-31,CUS00004252,"{""CREDIT_CARD"": 0.863, ""LOAN"": 0.503, ""DEPOSIT"": 0.581, ""INVESTMENT"": 0.944}",87.01,73.98,98.89,72.21,81.11,False
2026-08-31,CUS00004253,"{""CREDIT_CARD"": 0.604, ""LOAN"": 0.195, ""DEPOSIT"": 0.99, ""INVESTMENT"": 0.99}",94.3,88.9,97.78,79.86,100.0,True
2026-08-31,CUS00004254,"{""CREDIT_CARD"": 0.33, ""LOAN"": 0.263, ""DEPOSIT"": 0.198, ""INVESTMENT"": 0.183}",6.74,73.79,0.0,60.49,35.94,False
2026-08-31,CUS00004255,"{""CREDIT_CARD"": 0.99, ""LOAN"": 0.907, ""DEPOSIT"": 0.229, ""INVESTMENT"": 0.323}",34.08,82.51,98.15,67.44,90.29,False
2026-08-31,CUS00004256,"{""CREDIT_CARD"": 0.99, ""LOAN"": 0.99, ""DEPOSIT"": 0.252, ""INVESTMENT"": 0.294}",50.51,71.29,58.37,61.7,87.94,True
2026-08-31,CUS00004257,"{""CREDIT_CARD"": 0.971, ""LOAN"": 0.989, ""DEPOSIT"": 0.201, ""INVESTMENT"": 0.207}",17.35,80.07,83.56,64.11,42.52,True
2026-08-31,CUS00004258,"{""CREDIT_CARD"": 0.769, ""LOAN"": 0.497, ""DEPOSIT"": 0.556, ""INVESTMENT"": 0.795}",100.0,72.49,100.0,63.88,80.54,True
2026-08-31,CUS00004259,"{""CREDIT_CARD"": 0.802, ""LOAN"": 0.444, ""DEPOSIT"": 0.431, ""INVESTMENT"": 0.427}",28.65,65.43,100.0,67.99,74.1,False
2026-08-31,CUS00004260,"{""CREDIT_CARD"": 0.76, ""LOAN"": 0.516, ""DEPOSIT"": 0.546, ""INVESTMENT"": 0.862}",100.0,71.43,94.11,62.13,100.0,False
2026-08-31,CUS00004261,"{""CREDIT_CARD"": 0.965, ""LOAN"": 0.968, ""DEPOSIT"": 0.23, ""INVESTMENT"": 0.301}",44.16,70.11,96.18,60.32,80.89,True
2026-08-31,CUS00004262,"{""CREDIT_CARD"": 0.74, ""LOAN"": 0.497, ""DEPOSIT"": 0.431, ""INVESTMENT"": 0.464}",54.0,66.3,22.38,66.56,58.67,False
2026-08-31,CUS00004263,"{""CREDIT_CARD"": 0.662, ""LOAN"": 0.284, ""DEPOSIT"": 0.481, ""INVESTMENT"": 0.303}",32.83,56.33,3.17,50.32,75.9,False
2026-08-31,CUS00004264,"{""CREDIT_CARD"": 0.99, ""LOAN"": 0.903, ""DEPOSIT"": 0.302, ""INVESTMENT"": 0.262}",42.75,73.93,17.13,61.86,46.42,False
2026-08-31,CUS00004265,"{""CREDIT_CARD"": 0.546, ""LOAN"": 0.405, ""DEPOSIT"": 0.867, ""INVESTMENT"": 0.877}",64.96,90.39,90.31,82.85,100.0,True
2026-08-31,CUS00004266,"{""CREDIT_CARD"": 0.941, ""LOAN"": 0.562, ""DEPOSIT"": 0.449, ""INVESTMENT"": 0.709}",57.28,69.37,100.0,68.55,81.39,False
2026-08-31,CUS00004267,"{""CREDIT_CARD"": 0.545, ""LOAN"": 0.577, ""DEPOSIT"": 0.486, ""INVESTMENT"": 0.321}",29.91,70.55,3.23,72.51,78.26,False
2026-08-31,CUS00004268,"{""CREDIT_CARD"": 0.664, ""LOAN"": 0.541, ""DEPOSIT"": 0.304, ""INVESTMENT"": 0.458}",63.94,72.14,0.2,68.19,5.89,False
2026-08-31,CUS00004269,"{""CREDIT_CARD"": 0.749, ""LOAN"": 0.624, ""DEPOSIT"": 0.645, ""INVESTMENT"": 0.82}",85.53,71.47,84.95,58.5,89.36,False
2026-08-31,CUS00004270,"{""CREDIT_CARD"": 0.776, ""LOAN"": 0.583, ""DEPOSIT"": 0.608, ""INVESTMENT"": 0.844}",100.0,71.06,99.6,69.65,65.22,False
2026-08-31,CUS00004271,"{""CREDIT_CARD"": 0.44, ""LOAN"": 0.425, ""DEPOSIT"": 0.902, ""INVESTMENT"": 0.959}",57.27,99.0,73.75,90.06,100.0,False
2026-08-31,CUS00004272,"{""CREDIT_CARD"": 0.735, ""LOAN"": 0.366, ""DEPOSIT"": 0.415, ""INVESTMENT"": 0.339}",38.55,71.34,24.81,70.24,78.1,False
2026-08-31,CUS00004273,"{""CREDIT_CARD"": 0.712, ""LOAN"": 0.481, ""DEPOSIT"": 0.437, ""INVESTMENT"": 0.492}",37.68,74.23,44.84,61.79,32.74,False
2026-08-31,CUS00004274,"{""CREDIT_CARD"": 0.758, ""LOAN"": 0.628, ""DEPOSIT"": 0.496, ""INVESTMENT"": 0.793}",94.14,75.64,94.58,62.4,99.45,False
2026-08-31,CUS00004275,"{""CREDIT_CARD"": 0.857, ""LOAN"": 0.441, ""DEPOSIT"": 0.364, ""INVESTMENT"": 0.469}",14.66,70.57,100.0,71.08,59.4,False
2026-08-31,CUS00004276,"{""CREDIT_CARD"": 0.99, ""LOAN"": 0.86, ""DEPOSIT"": 0.184, ""INVESTMENT"": 0.455}",48.29,64.61,59.69,65.96,67.17,False
2026-08-31,CUS00004277,"{""CREDIT_CARD"": 0.242, ""LOAN"": 0.38, ""DEPOSIT"": 0.243, ""INVESTMENT"": 0.159}",4.37,68.13,0.0,55.46,38.07,False
2026-08-31,CUS00004278,"{""CREDIT_CARD"": 0.396, ""LOAN"": 0.466, ""DEPOSIT"": 0.356, ""INVESTMENT"": 0.35}",18.95,68.73,41.91,65.57,41.75,False
2026-08-31,CUS00004279,"{""CREDIT_CARD"": 0.437, ""LOAN"": 0.389, ""DEPOSIT"": 0.99, ""INVESTMENT"": 0.99}",71.95,90.25,81.25,84.54,91.5,False
2026-08-31,CUS00004280,"{""CREDIT_CARD"": 0.846, ""LOAN"": 0.589, ""DEPOSIT"": 0.548, ""INVESTMENT"": 0.869}",96.63,72.03,92.43,60.28,77.99,False
2026-08-31,CUS00004281,"{""CREDIT_CARD"": 0.771, ""LOAN"": 0.409, ""DEPOSIT"": 0.411, ""INVESTMENT"": 0.58}",51.93,82.39,100.0,77.55,78.94,True
2026-08-31,CUS00004282,"{""CREDIT_CARD"": 0.572, ""LOAN"": 0.318, ""DEPOSIT"": 0.897, ""INVESTMENT"": 0.94}",81.08,78.72,96.3,70.07,70.92,False
2026-08-31,CUS00004283,"{""CREDIT_CARD"": 0.732, ""LOAN"": 0.387, ""DEPOSIT"": 0.454, ""INVESTMENT"": 0.479}",23.03,68.42,0.0,58.37,44.23,False
2026-08-31,CUS00004284,"{""CREDIT_CARD"": 0.521, ""LOAN"": 0.272, ""DEPOSIT"": 0.99, ""INVESTMENT"": 0.931}",67.92,90.72,14.26,85.34,100.0,False
2026-08-31,CUS00004285,"{""CREDIT_CARD"": 0.699, ""LOAN"": 0.273, ""DEPOSIT"": 0.348, ""INVESTMENT"": 0.313}",17.5,79.26,16.18,83.09,32.47,False
2026-08-31,CUS00004286,"{""CREDIT_CARD"": 0.99, ""LOAN"": 0.99, ""DEPOSIT"": 0.223, ""INVESTMENT"": 0.41}",63.64,71.42,92.94,70.51,95.0,False
2026-08-31,CUS00004287,"{""CREDIT_CARD"": 0.99, ""LOAN"": 0.99, ""DEPOSIT"": 0.205, ""INVESTMENT"": 0.38}",61.4,66.32,91.89,56.62,87.15,True
2026-08-31,CUS00004288,"{""CREDIT_CARD"": 0.99, ""LOAN"": 0.983, ""DEPOSIT"": 0.281, ""INVESTMENT"": 0.291}",44.07,68.91,62.77,67.73,74.5,False
2026-08-31,CUS00004289,"{""CREDIT_CARD"": 0.819, ""LOAN"": 0.487, ""DEPOSIT"": 0.708, ""INVESTMENT"": 0.8}",82.54,97.65,97.28,95.87,90.36,False
2026-08-31,CUS00004290,"{""CREDIT_CARD"": 0.99, ""LOAN"": 0.99, ""DEPOSIT"": 0.25, ""INVESTMENT"": 0.283}",41.37,79.66,83.77,80.09,71.49,False
2026-08-31,CUS00004291,"{""CREDIT_CARD"": 0.431, ""LOAN"": 0.175, ""DEPOSIT"": 0.205, ""INVESTMENT"": 0.241}",19.58,64.38,0.0,55.44,46.36,True
2026-08-31,CUS00004292,"{""CREDIT_CARD"": 0.99, ""LOAN"": 0.891, ""DEPOSIT"": 0.152, ""INVESTMENT"": 0.34}",28.18,93.5,97.61,97.23,50.79,False
2026-08-31,CUS00004293,"{""CREDIT_CARD"": 0.826, ""LOAN"": 0.526, ""DEPOSIT"": 0.6, ""INVESTMENT"": 0.822}",100.0,88.24,94.27,79.62,90.13,False
2026-08-31,CUS00004294,"{""CREDIT_CARD"": 0.756, ""LOAN"": 0.63, ""DEPOSIT"": 0.541, ""INVESTMENT"": 0.812}",100.0,81.14,82.77,66.7,69.84,True
2026-08-31,CUS00004295,"{""CREDIT_CARD"": 0.76, ""LOAN"": 0.527, ""DEPOSIT"": 0.535, ""INVESTMENT"": 0.879}",100.0,92.04,95.97,86.99,100.0,False
2026-08-31,CUS00004296,"{""CREDIT_CARD"": 0.575, ""LOAN"": 0.498, ""DEPOSIT"": 0.387, ""INVESTMENT"": 0.381}",10.9,78.88,51.85,82.33,43.86,False
2026-08-31,CUS00004297,"{""CREDIT_CARD"": 0.66, ""LOAN"": 0.464, ""DEPOSIT"": 0.547, ""INVESTMENT"": 0.288}",10.85,81.72,26.63,79.39,62.72,False
2026-08-31,CUS00004298,"{""CREDIT_CARD"": 0.72, ""LOAN"": 0.478, ""DEPOSIT"": 0.512, ""INVESTMENT"": 0.838}",100.0,74.07,96.04,77.55,73.69,False
2026-08-31,CUS00004299,"{""CREDIT_CARD"": 0.639, ""LOAN"": 0.413, ""DEPOSIT"": 0.411, ""INVESTMENT"": 0.533}",43.89,70.83,2.99,73.86,76.65,False
2026-08-31,CUS00004300,"{""CREDIT_CARD"": 0.358, ""LOAN"": 0.237, ""DEPOSIT"": 0.211, ""INVESTMENT"": 0.278}",0.0,43.62,0.0,41.63,33.93,False
2026-08-31,CUS00004301,"{""CREDIT_CARD"": 0.485, ""LOAN"": 0.445, ""DEPOSIT"": 0.472, ""INVESTMENT"": 0.356}",17.01,71.37,37.81,66.74,42.43,True
2026-08-31,CUS00004302,"{""CREDIT_CARD"": 0.619, ""LOAN"": 0.318, ""DEPOSIT"": 0.938, ""INVESTMENT"": 0.923}",54.4,62.05,81.45,56.51,60.07,False
2026-08-31,CUS00004303,"{""CREDIT_CARD"": 0.99, ""LOAN"": 0.869, ""DEPOSIT"": 0.189, ""INVESTMENT"": 0.309}",26.97,84.43,86.47,72.79,71.69,False
2026-08-31,CUS00004304,"{""CREDIT_CARD"": 0.612, ""LOAN"": 0.246, ""DEPOSIT"": 0.99, ""INVESTMENT"": 0.821}",60.41,99.0,73.6,100.0,92.91,False
2026-08-31,CUS00004305,"{""CREDIT_CARD"": 0.627, ""LOAN"": 0.508, ""DEPOSIT"": 0.433, ""INVESTMENT"": 0.342}",17.67,67.42,1.7,64.2,74.14,False
2026-08-31,CUS00004306,"{""CREDIT_CARD"": 0.321, ""LOAN"": 0.273, ""DEPOSIT"": 0.263, ""INVESTMENT"": 0.195}",5.93,67.63,0.0,66.19,51.52,False
2026-08-31,CUS00004307,"{""CREDIT_CARD"": 0.818, ""LOAN"": 0.478, ""DEPOSIT"": 0.327, ""INVESTMENT"": 0.477}",25.95,81.73,100.0,78.9,82.23,False
2026-08-31,CUS00004308,"{""CREDIT_CARD"": 0.945, ""LOAN"": 0.924, ""DEPOSIT"": 0.201, ""INVESTMENT"": 0.258}",32.96,71.39,79.36,61.88,80.41,False
2026-08-31,CUS00004309,"{""CREDIT_CARD"": 0.37, ""LOAN"": 0.103, ""DEPOSIT"": 0.267, ""INVESTMENT"": 0.234}",7.16,44.37,0.0,40.64,58.98,False
2026-08-31,CUS00004310,"{""CREDIT_CARD"": 0.541, ""LOAN"": 0.525, ""DEPOSIT"": 0.441, ""INVESTMENT"": 0.378}",22.01,67.94,1.64,59.29,61.95,False
2026-08-31,CUS00004311,"{""CREDIT_CARD"": 0.49, ""LOAN"": 0.316, ""DEPOSIT"": 0.99, ""INVESTMENT"": 0.99}",64.93,93.77,90.9,83.16,87.82,False
2026-08-31,CUS00004312,"{""CREDIT_CARD"": 0.399, ""LOAN"": 0.405, ""DEPOSIT"": 0.391, ""INVESTMENT"": 0.216}",19.03,72.53,0.0,72.92,60.74,True
2026-08-31,CUS00004313,"{""CREDIT_CARD"": 0.566, ""LOAN"": 0.368, ""DEPOSIT"": 0.802, ""INVESTMENT"": 0.911}",54.33,67.81,72.73,58.03,75.14,False
2026-08-31,CUS00004314,"{""CREDIT_CARD"": 0.894, ""LOAN"": 0.597, ""DEPOSIT"": 0.493, ""INVESTMENT"": 0.672}",54.58,86.96,100.0,75.81,76.04,False
2026-08-31,CUS00004315,"{""CREDIT_CARD"": 0.827, ""LOAN"": 0.554, ""DEPOSIT"": 0.413, ""INVESTMENT"": 0.469}",35.62,83.06,100.0,75.31,63.18,False
2026-08-31,CUS00004316,"{""CREDIT_CARD"": 0.641, ""LOAN"": 0.486, ""DEPOSIT"": 0.397, ""INVESTMENT"": 0.237}",10.83,73.04,0.0,72.55,32.0,False
2026-08-31,CUS00004317,"{""CREDIT_CARD"": 0.548, ""LOAN"": 0.547, ""DEPOSIT"": 0.383, ""INVESTMENT"": 0.469}",41.76,73.72,0.0,74.49,49.05,False
2026-08-31,CUS00004318,"{""CREDIT_CARD"": 0.602, ""LOAN"": 0.434, ""DEPOSIT"": 0.99, ""INVESTMENT"": 0.99}",100.0,95.69,97.4,89.0,96.14,False
2026-08-31,CUS00004319,"{""CREDIT_CARD"": 0.459, ""LOAN"": 0.345, ""DEPOSIT"": 0.99, ""INVESTMENT"": 0.968}",78.93,94.88,95.64,91.16,99.34,False
2026-08-31,CUS00004320,"{""CREDIT_CARD"": 0.574, ""LOAN"": 0.399, ""DEPOSIT"": 0.99, ""INVESTMENT"": 0.99}",100.0,98.93,87.9,80.74,97.96,False
2026-08-31,CUS00004321,"{""CREDIT_CARD"": 0.801, ""LOAN"": 0.496, ""DEPOSIT"": 0.749, ""INVESTMENT"": 0.785}",100.0,99.0,93.14,100.0,89.58,False
2026-08-31,CUS00004322,"{""CREDIT_CARD"": 0.99, ""LOAN"": 0.98, ""DEPOSIT"": 0.245, ""INVESTMENT"": 0.269}",37.92,66.7,85.7,65.21,13.66,False
2026-08-31,CUS00004323,"{""CREDIT_CARD"": 0.854, ""LOAN"": 0.55, ""DEPOSIT"": 0.557, ""INVESTMENT"": 0.818}",69.38,67.57,97.15,65.58,78.25,False
2026-08-31,CUS00004324,"{""CREDIT_CARD"": 0.594, ""LOAN"": 0.367, ""DEPOSIT"": 0.843, ""INVESTMENT"": 0.883}",63.07,64.19,94.08,52.22,88.32,True
2026-08-31,CUS00004325,"{""CREDIT_CARD"": 0.99, ""LOAN"": 0.92, ""DEPOSIT"": 0.456, ""INVESTMENT"": 0.246}",31.78,83.86,49.24,84.37,58.05,False
2026-08-31,CUS00004326,"{""CREDIT_CARD"": 0.458, ""LOAN"": 0.319, ""DEPOSIT"": 0.885, ""INVESTMENT"": 0.913}",53.89,81.8,57.31,82.68,66.33,False
2026-08-31,CUS00004327,"{""CREDIT_CARD"": 0.538, ""LOAN"": 0.531, ""DEPOSIT"": 0.446, ""INVESTMENT"": 0.304}",15.34,68.47,29.64,69.23,37.56,False
2026-08-31,CUS00004328,"{""CREDIT_CARD"": 0.99, ""LOAN"": 0.99, ""DEPOSIT"": 0.254, ""INVESTMENT"": 0.193}",42.28,71.17,54.41,72.81,77.0,False
2026-08-31,CUS00004329,"{""CREDIT_CARD"": 0.894, ""LOAN"": 0.541, ""DEPOSIT"": 0.368, ""INVESTMENT"": 0.639}",54.01,66.53,100.0,67.12,86.93,False
2026-08-31,CUS00004330,"{""CREDIT_CARD"": 0.682, ""LOAN"": 0.471, ""DEPOSIT"": 0.471, ""INVESTMENT"": 0.295}",14.33,76.54,26.23,64.36,51.53,False
2026-08-31,CUS00004331,"{""CREDIT_CARD"": 0.787, ""LOAN"": 0.624, ""DEPOSIT"": 0.561, ""INVESTMENT"": 0.588}",48.62,81.81,100.0,75.25,80.64,False
2026-08-31,CUS00004332,"{""CREDIT_CARD"": 0.99, ""LOAN"": 0.896, ""DEPOSIT"": 0.137, ""INVESTMENT"": 0.331}",32.34,67.37,17.06,54.55,91.32,False
2026-08-31,CUS00004333,"{""CREDIT_CARD"": 0.501, ""LOAN"": 0.298, ""DEPOSIT"": 0.99, ""INVESTMENT"": 0.872}",63.01,77.3,97.51,78.58,93.66,True
2026-08-31,CUS00004334,"{""CREDIT_CARD"": 0.803, ""LOAN"": 0.47, ""DEPOSIT"": 0.513, ""INVESTMENT"": 0.512}",30.07,69.92,100.0,69.24,99.65,False
2026-08-31,CUS00004335,"{""CREDIT_CARD"": 0.905, ""LOAN"": 0.467, ""DEPOSIT"": 0.612, ""INVESTMENT"": 0.455}",41.41,99.0,100.0,99.52,80.35,False
2026-08-31,CUS00004336,"{""CREDIT_CARD"": 0.99, ""LOAN"": 0.949, ""DEPOSIT"": 0.216, ""INVESTMENT"": 0.262}",47.27,80.44,76.67,75.92,82.91,False
2026-08-31,CUS00004337,"{""CREDIT_CARD"": 0.504, ""LOAN"": 0.415, ""DEPOSIT"": 0.99, ""INVESTMENT"": 0.99}",77.54,99.0,50.05,100.0,100.0,False
2026-08-31,CUS00004338,"{""CREDIT_CARD"": 0.823, ""LOAN"": 0.566, ""DEPOSIT"": 0.416, ""INVESTMENT"": 0.452}",66.05,79.17,100.0,78.58,28.98,True
2026-08-31,CUS00004339,"{""CREDIT_CARD"": 0.99, ""LOAN"": 0.791, ""DEPOSIT"": 0.162, ""INVESTMENT"": 0.271}",40.02,73.88,93.31,67.76,96.0,False
2026-08-31,CUS00004340,"{""CREDIT_CARD"": 0.667, ""LOAN"": 0.474, ""DEPOSIT"": 0.491, ""INVESTMENT"": 0.519}",30.1,73.18,100.0,62.07,69.27,False
2026-08-31,CUS00004341,"{""CREDIT_CARD"": 0.691, ""LOAN"": 0.515, ""DEPOSIT"": 0.561, ""INVESTMENT"": 0.933}",100.0,79.77,91.58,82.3,100.0,True
2026-08-31,CUS00004342,"{""CREDIT_CARD"": 0.585, ""LOAN"": 0.338, ""DEPOSIT"": 0.913, ""INVESTMENT"": 0.99}",97.37,74.62,77.44,68.89,50.25,False
2026-08-31,CUS00004343,"{""CREDIT_CARD"": 0.53, ""LOAN"": 0.505, ""DEPOSIT"": 0.367, ""INVESTMENT"": 0.365}",10.14,68.3,26.0,60.2,59.6,False
2026-08-31,CUS00004344,"{""CREDIT_CARD"": 0.99, ""LOAN"": 0.979, ""DEPOSIT"": 0.199, ""INVESTMENT"": 0.351}",20.63,71.14,17.31,69.49,69.06,True
2026-08-31,CUS00004345,"{""CREDIT_CARD"": 0.828, ""LOAN"": 0.51, ""DEPOSIT"": 0.366, ""INVESTMENT"": 0.406}",30.51,78.17,100.0,72.8,74.83,False
2026-08-31,CUS00004346,"{""CREDIT_CARD"": 0.5, ""LOAN"": 0.345, ""DEPOSIT"": 0.892, ""INVESTMENT"": 0.81}",71.07,81.52,12.81,68.26,100.0,True
2026-08-31,CUS00004347,"{""CREDIT_CARD"": 0.558, ""LOAN"": 0.36, ""DEPOSIT"": 0.955, ""INVESTMENT"": 0.944}",78.55,99.0,93.61,81.74,76.45,True
2026-08-31,CUS00004348,"{""CREDIT_CARD"": 0.612, ""LOAN"": 0.466, ""DEPOSIT"": 0.382, ""INVESTMENT"": 0.283}",20.55,67.39,0.0,54.39,24.62,False
2026-08-31,CUS00004349,"{""CREDIT_CARD"": 0.567, ""LOAN"": 0.327, ""DEPOSIT"": 0.756, ""INVESTMENT"": 0.835}",55.16,70.39,97.76,69.42,66.82,False
2026-08-31,CUS00004350,"{""CREDIT_CARD"": 0.99, ""LOAN"": 0.916, ""DEPOSIT"": 0.23, ""INVESTMENT"": 0.437}",65.16,68.04,79.18,65.15,78.16,False
2026-08-31,CUS00004351,"{""CREDIT_CARD"": 0.613, ""LOAN"": 0.501, ""DEPOSIT"": 0.452, ""INVESTMENT"": 0.166}",16.62,85.48,18.38,73.28,54.68,True
2026-08-31,CUS00004352,"{""CREDIT_CARD"": 0.328, ""LOAN"": 0.122, ""DEPOSIT"": 0.181, ""INVESTMENT"": 0.275}",6.63,42.64,12.23,41.96,63.83,False
2026-08-31,CUS00004353,"{""CREDIT_CARD"": 0.285, ""LOAN"": 0.147, ""DEPOSIT"": 0.189, ""INVESTMENT"": 0.281}",15.41,37.88,0.0,30.83,39.95,True
2026-08-31,CUS00004354,"{""CREDIT_CARD"": 0.859, ""LOAN"": 0.397, ""DEPOSIT"": 0.52, ""INVESTMENT"": 0.911}",90.21,75.66,95.64,75.79,100.0,False
2026-08-31,CUS00004355,"{""CREDIT_CARD"": 0.614, ""LOAN"": 0.571, ""DEPOSIT"": 0.581, ""INVESTMENT"": 0.821}",100.0,83.73,91.36,68.04,95.49,True
2026-08-31,CUS00004356,"{""CREDIT_CARD"": 0.909, ""LOAN"": 0.522, ""DEPOSIT"": 0.409, ""INVESTMENT"": 0.407}",23.39,71.73,100.0,67.87,60.15,False
2026-08-31,CUS00004357,"{""CREDIT_CARD"": 0.99, ""LOAN"": 0.99, ""DEPOSIT"": 0.186, ""INVESTMENT"": 0.358}",42.38,71.9,13.85,63.0,66.12,False
2026-08-31,CUS00004358,"{""CREDIT_CARD"": 0.99, ""LOAN"": 0.892, ""DEPOSIT"": 0.246, ""INVESTMENT"": 0.281}",27.58,71.41,94.51,67.98,60.42,True
2026-08-31,CUS00004359,"{""CREDIT_CARD"": 0.467, ""LOAN"": 0.434, ""DEPOSIT"": 0.373, ""INVESTMENT"": 0.318}",22.77,72.8,27.3,60.98,74.02,True
2026-08-31,CUS00004360,"{""CREDIT_CARD"": 0.99, ""LOAN"": 0.914, ""DEPOSIT"": 0.153, ""INVESTMENT"": 0.397}",66.56,83.49,92.35,76.95,59.25,False
2026-08-31,CUS00004361,"{""CREDIT_CARD"": 0.749, ""LOAN"": 0.577, ""DEPOSIT"": 0.533, ""INVESTMENT"": 0.897}",100.0,73.16,92.47,63.55,72.65,False
2026-08-31,CUS00004362,"{""CREDIT_CARD"": 0.909, ""LOAN"": 0.56, ""DEPOSIT"": 0.585, ""INVESTMENT"": 0.835}",79.54,66.14,96.27,64.4,76.32,False
2026-08-31,CUS00004363,"{""CREDIT_CARD"": 0.532, ""LOAN"": 0.359, ""DEPOSIT"": 0.891, ""INVESTMENT"": 0.911}",57.24,66.13,93.38,53.58,83.44,True
2026-08-31,CUS00004364,"{""CREDIT_CARD"": 0.793, ""LOAN"": 0.491, ""DEPOSIT"": 0.476, ""INVESTMENT"": 0.498}",34.24,69.1,100.0,66.04,56.36,False
2026-08-31,CUS00004365,"{""CREDIT_CARD"": 0.7, ""LOAN"": 0.498, ""DEPOSIT"": 0.387, ""INVESTMENT"": 0.329}",23.16,76.95,10.91,65.82,53.85,False
2026-08-31,CUS00004366,"{""CREDIT_CARD"": 0.783, ""LOAN"": 0.501, ""DEPOSIT"": 0.412, ""INVESTMENT"": 0.874}",79.24,66.88,97.25,63.96,70.94,False
2026-08-31,CUS00004367,"{""CREDIT_CARD"": 0.99, ""LOAN"": 0.99, ""DEPOSIT"": 0.274, ""INVESTMENT"": 0.484}",76.29,65.5,64.94,52.6,81.21,False
2026-08-31,CUS00004368,"{""CREDIT_CARD"": 0.95, ""LOAN"": 0.541, ""DEPOSIT"": 0.339, ""INVESTMENT"": 0.408}",28.72,66.83,100.0,63.46,88.65,False
2026-08-31,CUS00004369,"{""CREDIT_CARD"": 0.546, ""LOAN"": 0.24, ""DEPOSIT"": 0.832, ""INVESTMENT"": 0.971}",84.66,71.24,92.82,60.74,73.57,True
2026-08-31,CUS00004370,"{""CREDIT_CARD"": 0.934, ""LOAN"": 0.536, ""DEPOSIT"": 0.405, ""INVESTMENT"": 0.576}",49.14,69.76,100.0,63.56,65.47,False
2026-08-31,CUS00004371,"{""CREDIT_CARD"": 0.677, ""LOAN"": 0.468, ""DEPOSIT"": 0.465, ""INVESTMENT"": 0.409}",8.38,74.75,0.0,64.13,40.96,False
