loan_id,customer_id,loan_type,start_date,maturity_date,original_amount,outstanding_balance,interest_rate,monthly_installment,secured_flag,payment_status,days_past_due,loan_status,has_active_loan,active_loan_count,total_loan_outstanding,monthly_debt_payment,loan_to_income_ratio
LOAN000001399,CUS00004361,HOME,2022-12-08,2025-11-22,1502847826.88,154131896.6,9.29,50734310.07,True,CURRENT,0,ACTIVE,True,1,154131896.6,50734310.07,0.8456
LOAN000001400,CUS00004363,AUTO,2024-01-09,2043-09-26,152668152.3,137628595.91,10.881,785677.56,True,CURRENT,0,ACTIVE,True,1,137628595.91,785677.56,0.0524
LOAN000001401,CUS00004365,PERSONAL,2023-01-02,2037-10-15,750154652.81,579729596.59,13.159,4769490.72,False,CURRENT,0,ACTIVE,True,1,579729596.59,4769490.72,0.159
LOAN000001402,CUS00004374,HOME,2021-10-16,2024-09-30,83546859.8,3650109.16,8.517,2554928.86,True,CURRENT,0,ACTIVE,True,1,3650109.16,2554928.86,0.1703
LOAN000001403,CUS00004377,AUTO,2021-12-22,2036-10-04,42957277.66,32565182.61,7.686,276990.87,True,CURRENT,0,ACTIVE,True,1,32565182.61,276990.87,0.0185
LOAN000001404,CUS00004384,HOME,2026-04-01,2027-03-27,275880480.42,180623376.18,12.24,27246081.3,True,CURRENT,0,ACTIVE,True,1,180623376.18,27246081.3,0.4541
LOAN000001405,CUS00004385,PERSONAL,2020-09-23,2022-09-13,223327214.69,63878421.93,9.274,10680573.67,False,CURRENT,0,ACTIVE,True,1,63878421.93,10680573.67,0.712
LOAN000001406,CUS00004388,HOME,2021-11-28,2041-08-15,625148274.21,511902963.08,12.555,2792864.62,True,CURRENT,0,ACTIVE,True,1,511902963.08,2792864.62,0.1862
LOAN000001407,CUS00004391,BUSINESS,2021-08-29,2036-06-11,2203839584.6,1516630568.78,11.367,14609387.27,False,CURRENT,0,ACTIVE,True,1,1516630568.78,14609387.27,0.1217
LOAN000001408,CUS00004392,AUTO,2025-02-07,2030-01-12,893934434.26,640404858.3,12.09,18431745.95,True,CURRENT,0,ACTIVE,True,1,640404858.3,18431745.95,0.6144
LOAN000001409,CUS00004399,HOME,2024-07-01,2025-06-26,3111600090.06,748277988.7,7.832,297298215.25,True,CURRENT,0,ACTIVE,True,1,748277988.7,297298215.25,4.955
LOAN000001410,CUS00004400,BUSINESS,2024-12-12,2028-11-21,116643397.4,69817936.59,9.73,2567545.62,False,CURRENT,0,ACTIVE,True,2,81753399.29,7804446.99,0.5203
LOAN000001411,CUS00004400,AUTO,2025-08-30,2026-08-25,56116286.92,11935462.7,13.053,5236901.37,True,CURRENT,0,ACTIVE,True,2,81753399.29,7804446.99,0.5203
LOAN000001412,CUS00004402,HOME,2025-12-12,2028-11-26,630025137.74,489724641.83,8.536,18928030.49,True,CURRENT,0,ACTIVE,True,1,489724641.83,18928030.49,0.6309
LOAN000001413,CUS00004406,HOME,2025-06-27,2035-05-06,16707381.78,15189040.67,8.758,151813.5,True,CURRENT,0,ACTIVE,True,1,15189040.67,151813.5,0.0101
LOAN000001414,CUS00004409,BUSINESS,2024-12-02,2029-11-06,101437609.12,73741308.71,7.214,1974305.28,False,CURRENT,0,ACTIVE,True,1,73741308.71,1974305.28,0.282
LOAN000001415,CUS00004410,BUSINESS,2020-08-17,2035-05-31,25681135.93,15417916.05,9.796,168474.02,False,CURRENT,0,ACTIVE,True,1,15417916.05,168474.02,0.0028
LOAN000001416,CUS00004411,PERSONAL,2019-11-04,2021-10-24,1108742532.74,247206589.02,13.927,53665709.89,False,CURRENT,0,ACTIVE,True,2,1273236853.15,62002567.92,2.0668
LOAN000001417,CUS00004411,HOME,2024-02-21,2038-12-04,1221403345.41,1026030264.13,8.992,8336858.03,True,CURRENT,0,ACTIVE,True,2,1273236853.15,62002567.92,2.0668
LOAN000001418,CUS00004419,PERSONAL,2019-11-26,2024-10-30,6516262477.55,1368269495.79,11.508,130370404.02,False,CURRENT,0,ACTIVE,True,1,1368269495.79,130370404.02,1.0864
LOAN000001419,CUS00004422,BUSINESS,2021-10-02,2025-09-11,57178199.43,2424606.29,12.445,1452712.46,False,CURRENT,0,ACTIVE,True,1,2424606.29,1452712.46,0.0968
LOAN000001420,CUS00004433,BUSINESS,2024-08-04,2025-07-30,43717947.5,7563258.53,6.756,4325701.1,False,CURRENT,0,ACTIVE,True,1,7563258.53,4325701.1,0.1442
LOAN000001421,CUS00004435,AUTO,2019-09-18,2020-09-12,186655475.31,38236809.25,12.953,19374609.55,True,CURRENT,0,ACTIVE,True,1,38236809.25,19374609.55,1.2916
LOAN000001422,CUS00004438,AUTO,2022-11-25,2032-10-03,114618068.07,72803635.83,7.635,1132714.12,True,CURRENT,0,ACTIVE,True,1,72803635.83,1132714.12,0.0755
LOAN000001423,CUS00004440,HOME,2022-09-04,2032-07-13,222990467.5,135336956.49,10.438,2100940.49,True,LATE,15,DELINQUENT,True,1,135336956.49,2100940.49,0.07
LOAN000001424,CUS00004449,PERSONAL,2024-04-22,2039-02-03,49098619.81,41471729.97,7.059,327462.52,False,CURRENT,0,ACTIVE,True,1,41471729.97,327462.52,0.0468
LOAN000001425,CUS00004452,BUSINESS,2021-11-11,2026-10-16,59440993.95,18540135.28,12.278,1225228.3,False,CURRENT,0,ACTIVE,True,1,18540135.28,1225228.3,0.0817
LOAN000001426,CUS00004463,AUTO,2022-12-05,2023-11-30,1061767775.61,44643557.27,9.494,105594151.48,True,CURRENT,0,ACTIVE,True,1,44643557.27,105594151.48,1.7599
LOAN000001427,CUS00004464,AUTO,2020-04-11,2030-02-18,133047875.44,71959482.91,9.824,1304511.8,True,LATE,30,DELINQUENT,True,2,163695361.07,2434410.9,0.3478
LOAN000001428,CUS00004464,AUTO,2023-11-04,2033-09-12,115170372.48,91735878.16,7.634,1129899.1,True,CURRENT,0,ACTIVE,True,2,163695361.07,2434410.9,0.3478
LOAN000001429,CUS00004465,HOME,2020-07-31,2040-04-17,1308120274.75,941704265.53,8.272,5913697.53,True,CURRENT,0,ACTIVE,True,1,941704265.53,5913697.53,0.1971
LOAN000001430,CUS00004466,PERSONAL,2021-11-09,2023-10-30,40364623.23,5607302.6,7.508,2098045.2,False,CURRENT,0,ACTIVE,True,1,5607302.6,2098045.2,0.1399
LOAN000001431,CUS00004467,PERSONAL,2024-07-22,2029-06-26,125311302.64,79503860.66,8.069,2261146.98,False,CURRENT,0,ACTIVE,True,1,79503860.66,2261146.98,0.323
LOAN000001432,CUS00004470,PERSONAL,2022-11-06,2042-07-24,419450848.46,344526163.95,6.856,2133289.45,False,CURRENT,0,ACTIVE,True,1,344526163.95,2133289.45,0.0711
LOAN000001433,CUS00004471,AUTO,2020-07-29,2022-07-19,513423992.64,148214624.54,10.146,23666401.4,True,CURRENT,0,ACTIVE,True,1,148214624.54,23666401.4,0.3944
LOAN000001434,CUS00004472,HOME,2025-08-21,2030-07-26,423518205.06,347124031.47,14.313,7963521.35,True,CURRENT,0,ACTIVE,True,1,347124031.47,7963521.35,0.1327
LOAN000001435,CUS00004476,PERSONAL,2026-05-29,2031-05-03,48767426.68,46389356.65,7.368,873816.43,False,CURRENT,0,ACTIVE,True,1,46389356.65,873816.43,0.1248
LOAN000001436,CUS00004478,HOME,2025-08-04,2045-04-21,144080455.17,136867073.55,7.666,659894.31,True,CURRENT,0,ACTIVE,True,1,136867073.55,659894.31,0.011
LOAN000001437,CUS00004482,BUSINESS,2020-08-04,2021-07-30,8135235427.55,2227390933.6,12.28,822749563.01,False,CURRENT,0,ACTIVE,True,1,2227390933.6,822749563.01,6.8562
LOAN000001438,CUS00004488,PERSONAL,2022-05-22,2025-05-06,379923300.13,25014662.25,10.321,13113425.6,False,CURRENT,0,ACTIVE,True,1,25014662.25,13113425.6,0.4371
LOAN000001439,CUS00004489,AUTO,2023-06-21,2033-04-29,10587864.31,7349011.92,7.728,101286.74,True,CURRENT,0,ACTIVE,True,1,7349011.92,101286.74,0.0068
LOAN000001440,CUS00004494,AUTO,2022-02-23,2027-01-28,187316447.77,42621809.5,9.431,3833748.99,True,CURRENT,0,ACTIVE,True,1,42621809.5,3833748.99,0.1278
LOAN000001441,CUS00004497,PERSONAL,2024-11-20,2025-11-15,84134038.68,5946518.46,13.779,7879576.0,False,CURRENT,0,ACTIVE,True,2,7661316.78,9072867.29,0.3024
LOAN000001442,CUS00004497,AUTO,2020-04-29,2025-04-03,60050857.37,1714798.32,8.899,1193291.29,True,CURRENT,0,ACTIVE,True,2,7661316.78,9072867.29,0.3024
LOAN000001443,CUS00004498,HOME,2020-05-21,2023-05-06,45481579.62,4793124.05,7.221,1393135.89,True,CURRENT,0,ACTIVE,True,1,4793124.05,1393135.89,0.0929
LOAN000001444,CUS00004501,AUTO,2026-05-02,2028-04-21,51242280.62,43324300.6,8.496,2570130.15,True,CURRENT,0,ACTIVE,True,1,43324300.6,2570130.15,0.1713
LOAN000001445,CUS00004503,AUTO,2024-04-14,2025-04-09,553340220.58,37222927.84,10.389,49298548.08,True,CURRENT,0,ACTIVE,True,2,295969950.28,60838212.92,2.0279
LOAN000001446,CUS00004503,PERSONAL,2025-09-21,2028-09-05,348234346.51,258747022.44,11.204,11539664.84,False,CURRENT,0,ACTIVE,True,2,295969950.28,60838212.92,2.0279
LOAN000001447,CUS00004509,PERSONAL,2022-02-17,2023-02-12,567984273.14,162445649.53,7.716,57731778.75,False,CURRENT,0,ACTIVE,True,1,162445649.53,57731778.75,0.9622
LOAN000001448,CUS00004510,AUTO,2023-12-17,2038-09-29,317074369.28,260102750.35,12.44,2033391.11,True,CURRENT,0,ACTIVE,True,1,260102750.35,2033391.11,0.1356
LOAN000001449,CUS00004512,PERSONAL,2025-11-26,2026-11-21,48864523.67,18226717.21,6.607,4984021.96,False,CURRENT,0,ACTIVE,True,1,18226717.21,4984021.96,0.3323
LOAN000001450,CUS00004513,AUTO,2023-01-15,2032-11-23,115860361.0,74335522.37,13.472,1062826.56,True,CURRENT,0,ACTIVE,True,1,74335522.37,1062826.56,0.0354
LOAN000001451,CUS00004515,AUTO,2020-10-06,2030-08-15,184960604.22,102782174.53,11.149,1770744.0,True,CURRENT,0,ACTIVE,True,2,173840341.93,2133626.64,0.0711
LOAN000001452,CUS00004515,BUSINESS,2025-06-07,2045-02-22,74951569.74,71058167.4,10.363,362882.64,False,CURRENT,0,ACTIVE,True,2,173840341.93,2133626.64,0.0711
LOAN000001453,CUS00004516,AUTO,2026-06-02,2028-05-22,158559500.96,143179912.1,6.6,8198792.94,True,CURRENT,0,ACTIVE,True,1,143179912.1,8198792.94,0.1366
LOAN000001454,CUS00004517,AUTO,2025-01-14,2039-10-28,221292078.48,198651721.52,7.783,1525516.97,True,CURRENT,0,ACTIVE,True,1,198651721.52,1525516.97,0.1017
LOAN000001455,CUS00004518,HOME,2021-10-27,2026-10-01,286815970.69,76783255.66,7.464,5681434.55,True,CURRENT,0,ACTIVE,True,1,76783255.66,5681434.55,0.1894
LOAN000001456,CUS00004520,HOME,2022-01-29,2041-10-16,56819954.9,47336909.38,8.185,262443.83,True,CURRENT,0,ACTIVE,True,1,47336909.38,262443.83,0.0175
LOAN000001457,CUS00004522,HOME,2020-05-01,2025-04-05,85984078.18,1041246.32,8.972,1561621.65,True,CURRENT,0,ACTIVE,True,1,1041246.32,1561621.65,0.1041
LOAN000001458,CUS00004523,PERSONAL,2024-05-05,2026-04-25,551560789.73,88413537.73,6.889,24401738.97,False,CURRENT,0,ACTIVE,True,1,88413537.73,24401738.97,0.8134
LOAN000001459,CUS00004527,AUTO,2021-02-23,2035-12-07,638539299.5,407974174.68,6.998,4009611.21,True,CURRENT,0,ACTIVE,True,1,407974174.68,4009611.21,0.0668
LOAN000001460,CUS00004530,PERSONAL,2020-05-22,2021-05-17,72965333.94,12631976.79,7.776,6599859.1,False,CURRENT,0,ACTIVE,True,1,12631976.79,6599859.1,0.22
LOAN000001461,CUS00004531,BUSINESS,2022-11-24,2042-08-11,897574475.85,758267873.37,7.93,4235806.76,False,CURRENT,0,ACTIVE,True,1,758267873.37,4235806.76,0.1412
LOAN000001462,CUS00004533,PERSONAL,2022-10-10,2023-10-05,215735996.93,31239968.2,12.72,21967102.66,False,LATE,30,DELINQUENT,True,1,31239968.2,21967102.66,1.4645
LOAN000001463,CUS00004535,HOME,2021-01-29,2024-01-14,180089709.72,30818292.79,10.754,5498962.71,True,CURRENT,0,ACTIVE,True,1,30818292.79,5498962.71,0.3666
LOAN000001464,CUS00004539,AUTO,2024-09-30,2034-08-09,104362796.37,84258603.96,10.723,1053764.83,True,CURRENT,0,ACTIVE,True,1,84258603.96,1053764.83,0.0351
LOAN000001465,CUS00004540,HOME,2023-01-17,2025-01-06,355914564.96,12747630.49,11.411,18273954.61,True,CURRENT,0,ACTIVE,True,1,12747630.49,18273954.61,0.3046
LOAN000001466,CUS00004545,AUTO,2020-05-27,2040-02-12,59707334.08,42030098.94,9.243,274584.13,True,CURRENT,0,ACTIVE,True,1,42030098.94,274584.13,0.0183
LOAN000001467,CUS00004546,HOME,2025-04-04,2027-03-25,271965409.1,91526753.75,12.134,13777065.92,True,CURRENT,0,ACTIVE,True,1,91526753.75,13777065.92,0.4592
LOAN000001468,CUS00004548,PERSONAL,2021-03-03,2022-02-26,83005614.01,5288790.63,8.933,7306879.71,False,CURRENT,0,ACTIVE,True,1,5288790.63,7306879.71,1.0438
LOAN000001469,CUS00004549,PERSONAL,2024-02-23,2028-02-02,93504969.56,39394416.87,9.466,2300575.76,False,CURRENT,0,ACTIVE,True,1,39394416.87,2300575.76,0.0383
LOAN000001470,CUS00004550,HOME,2022-07-31,2042-04-17,65592732.18,53601371.25,12.932,296050.52,True,CURRENT,0,ACTIVE,True,1,53601371.25,296050.52,0.0099
LOAN000001471,CUS00004554,BUSINESS,2021-11-28,2022-11-23,94457396.54,9239240.56,7.638,9198729.91,False,CURRENT,0,ACTIVE,True,1,9239240.56,9198729.91,1.3141
LOAN000001472,CUS00004555,PERSONAL,2024-06-27,2029-06-01,539093346.32,368920168.83,9.362,10315959.92,False,CURRENT,0,ACTIVE,True,1,368920168.83,10315959.92,0.1719
LOAN000001473,CUS00004557,BUSINESS,2020-03-17,2030-01-24,17889368.51,8335493.14,7.121,177015.57,False,CURRENT,0,ACTIVE,True,2,13764775.73,1021652.66,0.146
LOAN000001474,CUS00004557,BUSINESS,2021-08-09,2024-07-24,26449685.88,5429282.59,13.255,844637.09,False,CURRENT,0,ACTIVE,True,2,13764775.73,1021652.66,0.146
LOAN000001475,CUS00004558,BUSINESS,2022-04-01,2026-03-11,1980850738.26,454613112.82,8.622,51224000.88,False,CURRENT,0,ACTIVE,True,2,830085082.48,83127884.91,0.6927
LOAN000001476,CUS00004558,PERSONAL,2022-09-25,2027-08-30,1796756379.17,375471969.66,7.67,31903884.03,False,CURRENT,0,ACTIVE,True,2,830085082.48,83127884.91,0.6927
LOAN000001477,CUS00004560,PERSONAL,2024-10-23,2029-09-27,89462253.27,59997224.29,12.535,1661555.98,False,CURRENT,0,ACTIVE,True,2,104757531.41,2322974.17,0.3319
LOAN000001478,CUS00004560,PERSONAL,2022-01-04,2031-11-13,69927421.52,44760307.12,9.223,661418.19,False,CURRENT,0,ACTIVE,True,2,104757531.41,2322974.17,0.3319
LOAN000001479,CUS00004561,AUTO,2020-10-12,2030-08-21,276615190.47,145801475.29,8.24,2814081.28,True,CURRENT,0,ACTIVE,True,2,218620677.72,4603684.38,0.1535
LOAN000001480,CUS00004561,PERSONAL,2020-03-28,2030-02-04,173105555.35,72819202.43,11.042,1789603.1,False,CURRENT,0,ACTIVE,True,2,218620677.72,4603684.38,0.1535
LOAN000001481,CUS00004562,HOME,2023-01-03,2042-09-20,604028577.71,506121224.18,9.157,3074107.34,True,CURRENT,0,ACTIVE,True,1,506121224.18,3074107.34,0.0512
LOAN000001482,CUS00004563,AUTO,2023-12-18,2033-10-26,491117159.5,379647855.34,9.165,4859396.97,True,CURRENT,0,ACTIVE,True,1,379647855.34,4859396.97,0.0405
LOAN000001483,CUS00004566,PERSONAL,2020-03-25,2039-12-11,284571695.6,216044632.92,9.138,1366819.37,False,CURRENT,0,ACTIVE,True,1,216044632.92,1366819.37,0.0228
LOAN000001484,CUS00004567,AUTO,2024-06-08,2025-06-03,96126114.99,297287.18,9.997,9232522.51,True,CURRENT,0,ACTIVE,True,1,297287.18,9232522.51,0.3078
LOAN000001485,CUS00004569,AUTO,2020-11-18,2035-09-01,93552854.98,65221984.72,9.346,589734.32,True,CURRENT,0,ACTIVE,True,1,65221984.72,589734.32,0.0393
LOAN000001486,CUS00004570,PERSONAL,2020-07-03,2024-06-12,159305102.17,18959706.5,9.051,3593212.21,False,CURRENT,0,ACTIVE,True,1,18959706.5,3593212.21,0.0599
LOAN000001487,CUS00004571,AUTO,2023-01-16,2026-12-26,107007826.64,36952308.6,7.143,2360184.13,True,CURRENT,0,ACTIVE,True,1,36952308.6,2360184.13,0.0787
LOAN000001488,CUS00004572,AUTO,2024-09-19,2029-08-24,172071782.34,105823645.83,11.428,3513758.97,True,CURRENT,0,ACTIVE,True,1,105823645.83,3513758.97,0.1171
LOAN000001489,CUS00004574,BUSINESS,2026-04-17,2030-03-27,34463484.17,31504112.25,10.182,774197.23,False,CURRENT,0,ACTIVE,True,1,31504112.25,774197.23,0.0258
LOAN000001490,CUS00004579,AUTO,2024-06-02,2026-05-23,20876134.06,5962743.71,11.882,955450.21,True,CURRENT,0,ACTIVE,True,1,5962743.71,955450.21,0.1365
LOAN000001491,CUS00004580,HOME,2020-09-12,2022-09-02,108077673.66,23787984.66,9.636,5345899.17,True,CURRENT,0,ACTIVE,True,1,23787984.66,5345899.17,0.1782
LOAN000001492,CUS00004581,AUTO,2020-06-20,2040-03-07,32324326.55,23929091.04,6.981,163892.02,True,CURRENT,0,ACTIVE,True,1,23929091.04,163892.02,0.0109
LOAN000001493,CUS00004582,AUTO,2024-10-02,2026-09-22,1295652926.12,222581199.66,11.513,64423501.9,True,CURRENT,0,ACTIVE,True,1,222581199.66,64423501.9,1.0737
LOAN000001494,CUS00004585,BUSINESS,2021-02-09,2024-01-25,446304887.51,63231984.39,6.847,14572265.19,False,CURRENT,0,ACTIVE,True,1,63231984.39,14572265.19,0.1214
LOAN000001495,CUS00004587,PERSONAL,2021-06-22,2041-03-09,182149181.33,144791694.11,7.259,899577.06,False,CURRENT,0,ACTIVE,True,1,144791694.11,899577.06,0.06
LOAN000001496,CUS00004588,AUTO,2026-05-08,2028-04-27,4153202500.96,3640705450.52,10.827,201954633.14,True,CURRENT,0,ACTIVE,True,1,3640705450.52,201954633.14,1.683
LOAN000001497,CUS00004593,PERSONAL,2025-05-25,2027-05-15,23295178.91,10437739.66,7.694,1128992.7,False,CURRENT,0,ACTIVE,True,1,10437739.66,1128992.7,0.0753
LOAN000001498,CUS00004602,PERSONAL,2020-10-21,2024-09-30,890892006.9,211449760.53,12.82,22820237.64,False,CURRENT,0,ACTIVE,True,1,211449760.53,22820237.64,0.7607
LOAN000001499,CUS00004604,PERSONAL,2026-02-20,2030-01-30,65371944.31,57494974.12,6.979,1505323.12,False,CURRENT,0,ACTIVE,True,1,57494974.12,1505323.12,0.215
LOAN000001500,CUS00004605,PERSONAL,2024-10-10,2027-09-25,157370220.38,56897809.71,8.468,5109728.39,False,CURRENT,0,ACTIVE,True,1,56897809.71,5109728.39,0.1703
LOAN000001501,CUS00004607,HOME,2025-10-14,2040-07-27,749738766.2,708753070.01,10.251,4583671.37,True,CURRENT,0,ACTIVE,True,1,708753070.01,4583671.37,0.0764
LOAN000001502,CUS00004612,AUTO,2021-10-22,2041-07-09,207241854.17,161957730.86,13.219,1053580.87,True,CURRENT,0,ACTIVE,True,1,161957730.86,1053580.87,0.0351
LOAN000001503,CUS00004618,BUSINESS,2022-05-25,2026-05-04,110135902.58,25670924.18,7.156,2866263.8,False,LATE,30,DELINQUENT,True,1,25670924.18,2866263.8,0.1911
LOAN000001504,CUS00004619,PERSONAL,2021-06-11,2041-02-26,757724193.11,605293053.22,13.968,3798967.56,False,CURRENT,0,ACTIVE,True,1,605293053.22,3798967.56,0.1266
LOAN000001505,CUS00004620,HOME,2023-08-19,2028-07-23,46024986.14,20531090.42,7.718,895077.24,True,CURRENT,0,ACTIVE,True,1,20531090.42,895077.24,0.0597
LOAN000001506,CUS00004621,HOME,2023-12-05,2033-10-13,1264965940.22,981272896.37,8.294,12800868.86,True,CURRENT,0,ACTIVE,True,1,981272896.37,12800868.86,0.2133
LOAN000001507,CUS00004622,AUTO,2023-07-23,2026-07-07,831228117.93,140795285.63,13.913,24640663.8,True,CURRENT,0,ACTIVE,True,2,389316577.38,59625179.89,1.9875
LOAN000001508,CUS00004622,AUTO,2026-04-14,2027-04-09,388312439.23,248521291.75,9.874,34984516.09,True,CURRENT,0,ACTIVE,True,2,389316577.38,59625179.89,1.9875
LOAN000001509,CUS00004623,HOME,2020-11-26,2035-09-09,222917279.77,143765157.74,10.037,1305024.97,True,CURRENT,0,ACTIVE,True,1,143765157.74,1305024.97,0.1864
LOAN000001510,CUS00004624,PERSONAL,2021-09-22,2036-07-05,96046489.07,73192977.34,6.676,615317.89,False,CURRENT,0,ACTIVE,True,1,73192977.34,615317.89,0.0205
LOAN000001511,CUS00004625,PERSONAL,2024-10-25,2039-08-08,62854766.06,55525803.01,9.172,405062.1,False,CURRENT,0,ACTIVE,True,1,55525803.01,405062.1,0.0579
LOAN000001512,CUS00004626,PERSONAL,2024-09-19,2027-09-04,108572354.23,37661114.93,13.656,3571431.06,False,CURRENT,0,ACTIVE,True,2,81391116.11,6279463.9,0.2093
LOAN000001513,CUS00004626,PERSONAL,2023-10-29,2027-10-08,110544867.34,43730001.18,7.763,2708032.84,False,CURRENT,0,ACTIVE,True,2,81391116.11,6279463.9,0.2093
LOAN000001514,CUS00004630,AUTO,2025-08-01,2027-07-22,33741358.42,18768186.55,10.675,1507259.38,True,CURRENT,0,ACTIVE,True,1,18768186.55,1507259.38,0.2153
LOAN000001515,CUS00004637,HOME,2024-08-07,2028-07-17,206231764.33,104624089.88,8.005,5142404.2,True,CURRENT,0,ACTIVE,True,1,104624089.88,5142404.2,0.0857
LOAN000001516,CUS00004639,PERSONAL,2024-11-13,2028-10-23,180084758.24,101345106.16,8.864,3954587.89,False,CURRENT,0,ACTIVE,True,1,101345106.16,3954587.89,0.1318
LOAN000001517,CUS00004640,AUTO,2024-04-02,2043-12-19,573607352.54,512158597.05,11.149,2689489.64,True,CURRENT,0,ACTIVE,True,1,512158597.05,2689489.64,0.0224
LOAN000001518,CUS00004641,PERSONAL,2020-07-05,2023-06-20,39768158.37,7105577.6,7.371,1311978.26,False,CURRENT,0,ACTIVE,True,1,7105577.6,1311978.26,0.0437
LOAN000001519,CUS00004642,BUSINESS,2021-10-11,2036-07-24,325917680.18,236785125.69,7.264,2183484.69,False,CURRENT,0,ACTIVE,True,1,236785125.69,2183484.69,0.0728
LOAN000001520,CUS00004647,BUSINESS,2025-07-09,2026-07-04,184441355.66,23606810.66,7.467,17798416.39,False,CURRENT,0,ACTIVE,True,1,23606810.66,17798416.39,1.1866
LOAN000001521,CUS00004664,PERSONAL,2021-01-11,2025-12-16,204110096.29,37810486.51,12.314,4163225.27,False,CURRENT,0,ACTIVE,True,1,37810486.51,4163225.27,0.0694
LOAN000001522,CUS00004667,PERSONAL,2025-07-20,2028-07-04,212706060.5,154829075.68,8.415,6532151.38,False,CURRENT,0,ACTIVE,True,2,177685007.59,18061617.27,0.301
LOAN000001523,CUS00004667,HOME,2024-09-18,2025-09-13,112539514.24,22855931.91,11.043,11529465.89,True,CURRENT,0,ACTIVE,True,2,177685007.59,18061617.27,0.301
LOAN000001524,CUS00004672,BUSINESS,2021-05-10,2022-05-05,52405165.77,10165370.04,6.91,4877300.31,False,CURRENT,0,ACTIVE,True,1,10165370.04,4877300.31,0.3252
LOAN000001525,CUS00004678,PERSONAL,2020-08-27,2023-08-12,141892373.07,31354318.35,8.031,4557990.71,False,CURRENT,0,ACTIVE,True,1,31354318.35,4557990.71,0.1519
LOAN000001526,CUS00004679,PERSONAL,2020-09-11,2024-08-21,158834481.69,46620784.13,9.981,4035468.93,False,CURRENT,0,ACTIVE,True,1,46620784.13,4035468.93,0.1345
LOAN000001527,CUS00004682,PERSONAL,2020-02-14,2025-01-18,33033595.41,7831196.74,11.376,626727.37,False,CURRENT,0,ACTIVE,True,1,7831196.74,626727.37,0.0895
LOAN000001528,CUS00004683,HOME,2020-07-22,2023-07-07,31735724.88,9232007.79,10.058,1059100.14,True,CURRENT,0,ACTIVE,True,1,9232007.79,1059100.14,0.0706
LOAN000001529,CUS00004686,PERSONAL,2022-06-22,2027-05-27,70675531.47,15192021.49,6.54,1366810.79,False,CURRENT,0,ACTIVE,True,1,15192021.49,1366810.79,0.0911
LOAN000001530,CUS00004692,PERSONAL,2021-04-14,2031-02-21,164614603.21,96747466.21,8.013,1574433.15,False,CURRENT,0,ACTIVE,True,1,96747466.21,1574433.15,0.0262
LOAN000001531,CUS00004695,PERSONAL,2025-09-21,2027-09-11,659738668.26,346546735.01,6.97,32096442.79,False,CURRENT,0,ACTIVE,True,1,346546735.01,32096442.79,0.5349
LOAN000001532,CUS00004701,AUTO,2021-10-03,2041-06-20,173789341.73,131576996.79,9.699,818856.7,True,CURRENT,0,ACTIVE,True,1,131576996.79,818856.7,0.0273
LOAN000001533,CUS00004703,PERSONAL,2024-12-29,2029-12-03,55632422.35,39614774.19,7.596,1122093.81,False,CURRENT,0,ACTIVE,True,1,39614774.19,1122093.81,0.0748
LOAN000001534,CUS00004706,AUTO,2020-09-03,2023-08-19,442658181.61,117016621.8,7.028,13244769.34,True,CURRENT,0,ACTIVE,True,1,117016621.8,13244769.34,0.2207
LOAN000001535,CUS00004707,HOME,2021-02-04,2025-01-14,740253152.06,24929061.71,7.655,18277660.99,True,CURRENT,0,ACTIVE,True,1,24929061.71,18277660.99,0.3046
LOAN000001536,CUS00004708,BUSINESS,2025-08-10,2035-06-19,159308992.2,143367406.67,8.582,1530890.46,False,CURRENT,0,ACTIVE,True,1,143367406.67,1530890.46,0.051
LOAN000001537,CUS00004711,AUTO,2019-11-10,2020-11-04,186226982.72,52349381.75,12.511,17309391.32,True,CURRENT,0,ACTIVE,True,1,52349381.75,17309391.32,0.577
LOAN000001538,CUS00004715,HOME,2021-02-04,2025-01-14,54866189.5,12610419.76,9.604,1290846.07,True,CURRENT,0,ACTIVE,True,1,12610419.76,1290846.07,0.0861
LOAN000001539,CUS00004721,BUSINESS,2020-11-21,2024-10-31,1360634799.6,146953524.75,13.388,32046397.98,False,CURRENT,0,ACTIVE,True,1,146953524.75,32046397.98,0.5341
LOAN000001540,CUS00004729,AUTO,2020-04-25,2021-04-20,38374363.37,9653666.7,12.82,3638645.78,True,CURRENT,0,ACTIVE,True,1,9653666.7,3638645.78,0.2426
LOAN000001541,CUS00004732,HOME,2025-04-09,2026-04-04,70709624.72,18604800.02,9.224,6728908.11,True,CURRENT,0,ACTIVE,True,1,18604800.02,6728908.11,0.2243
LOAN000001542,CUS00004735,PERSONAL,2024-06-20,2025-06-15,1834204221.63,160866880.87,6.796,174171226.77,False,CURRENT,0,ACTIVE,True,1,160866880.87,174171226.77,2.9029
LOAN000001543,CUS00004736,BUSINESS,2023-06-04,2028-05-08,640329903.34,220066163.82,11.854,12701324.82,False,CURRENT,0,ACTIVE,True,1,220066163.82,12701324.82,0.1058
LOAN000001544,CUS00004738,PERSONAL,2020-07-12,2035-04-25,171579509.61,110155497.17,8.585,1111913.02,False,CURRENT,0,ACTIVE,True,1,110155497.17,1111913.02,0.0185
