feedback_id,customer_id,product_id,product_code,product_group,segment,priority_rank,priority_level,propensity,rm_id,rm_verdict,agree_flag,rm_comment,converted_flag,feedback_date
RFB000002294,CUS00021180,PR018,FD_TD_ONLINE,FD,AFFLUENT,2,Medium,0.8519,RM0066,AGREE,True,"Đề xuất hợp lý, đã tiếp cận KH.",False,2026-08-22
RFB000002295,CUS00008883,PR017,FD_TD_STANDARD,FD,MASS_AFFLUENT,3,Medium,0.8034,RM0143,WRONG_TIMING,False,Sản phẩm ổn nhưng chưa đúng thời điểm.,False,2026-08-17
RFB000002296,CUS00003622,PR016,CASA_ESCROW,CASA,SME,2,Medium,0.99,RM0176,AGREE,True,"Đề xuất hợp lý, đã tiếp cận KH.",True,2026-08-13
RFB000002297,CUS00017765,PR015,CASA_BIZ_MSMART,CASA,MASS_AFFLUENT,1,Low,0.8989,RM0017,AGREE,True,"Đề xuất hợp lý, đã tiếp cận KH.",True,2026-08-31
RFB000002298,CUS00022755,PR013,CASA_PAYROLL,CASA,MASS_AFFLUENT,1,Low,0.9091,RM0135,ALREADY_HAS,False,KH đã có sản phẩm tương đương ở NH khác.,False,2026-07-29
RFB000002299,CUS00003869,PR023,FD_SAV_KIDS,FD,MASS_AFFLUENT,3,Medium,0.7524,RM0177,AGREE,True,"Đề xuất hợp lý, đã tiếp cận KH.",False,2026-08-05
RFB000002300,CUS00005813,PR020,FD_SAV_PARTIAL,FD,MASS_AFFLUENT,3,Medium,0.8473,RM0118,AGREE,True,"Đề xuất hợp lý, đã tiếp cận KH.",False,2026-08-21
RFB000002301,CUS00004993,PR001,CARD_DEBIT_DOMESTIC,CARD,MASS_AFFLUENT,2,Medium,0.8041,RM0024,NO_NEED_NOW,False,KH chưa quan tâm ở thời điểm hiện tại.,False,2026-07-28
RFB000002302,CUS00012177,PR017,FD_TD_STANDARD,FD,MASS,3,Medium,0.752,RM0062,AGREE,True,"Đề xuất hợp lý, đã tiếp cận KH.",False,2026-08-08
RFB000002303,CUS00000667,PR013,CASA_PAYROLL,CASA,MASS,1,Do not prioritize,0.6407,RM0008,AGREE,True,"Đề xuất hợp lý, đã tiếp cận KH.",False,2026-08-20
RFB000002304,CUS00020252,PR024,FD_CD,FD,AFFLUENT,1,Medium,0.7631,RM0148,AGREE,True,"Đề xuất hợp lý, đã tiếp cận KH.",True,2026-08-21
RFB000002305,CUS00022231,PR002,CARD_DEBIT_INTL_VISA,CARD,MASS,3,Do not prioritize,0.5743,RM0114,AGREE,True,"Đề xuất hợp lý, đã tiếp cận KH.",False,2026-08-01
RFB000002306,CUS00006146,PR015,CASA_BIZ_MSMART,CASA,MASS_AFFLUENT,3,High,0.9632,RM0084,AGREE,True,"Đề xuất hợp lý, đã tiếp cận KH.",False,2026-07-24
RFB000002307,CUS00023068,PR015,CASA_BIZ_MSMART,CASA,SME,1,High,0.99,RM0153,AGREE,True,"Đề xuất hợp lý, đã tiếp cận KH.",True,2026-08-31
RFB000002308,CUS00014269,PR001,CARD_DEBIT_DOMESTIC,CARD,MASS,1,Medium,0.8972,RM0086,AGREE,True,"Đề xuất hợp lý, đã tiếp cận KH.",False,2026-08-15
RFB000002309,CUS00014076,PR013,CASA_PAYROLL,CASA,MASS_AFFLUENT,1,Medium,0.99,RM0125,AGREE,True,"Đề xuất hợp lý, đã tiếp cận KH.",False,2026-08-06
RFB000002310,CUS00014396,PR002,CARD_DEBIT_INTL_VISA,CARD,PRIVATE,1,High,0.99,RM0008,AGREE,True,"Đề xuất hợp lý, đã tiếp cận KH.",True,2026-08-18
RFB000002311,CUS00011838,PR005,CARD_CC_ONLINE,CARD,MASS,2,High,0.9441,RM0107,AGREE,True,"Đề xuất hợp lý, đã tiếp cận KH.",False,2026-07-28
RFB000002312,CUS00009300,PR023,FD_SAV_KIDS,FD,MASS,3,Low,0.6279,RM0097,NOT_RELEVANT,False,KH không có nhu cầu/đặc điểm phù hợp sản phẩm này.,False,2026-07-25
RFB000002313,CUS00000135,PR003,CARD_DEBIT_PLATINUM_FCB,CARD,AFFLUENT,1,High,0.9795,RM0002,AGREE,True,"Đề xuất hợp lý, đã tiếp cận KH.",False,2026-08-18
RFB000002314,CUS00017336,PR021,FD_SAV_UPFRONT,FD,MASS_AFFLUENT,2,Low,0.7586,RM0089,AGREE,True,"Đề xuất hợp lý, đã tiếp cận KH.",True,2026-07-21
RFB000002315,CUS00023313,PR023,FD_SAV_KIDS,FD,MASS,3,High,0.8027,RM0175,AGREE,True,"Đề xuất hợp lý, đã tiếp cận KH.",False,2026-08-23
RFB000002316,CUS00023052,PR024,FD_CD,FD,PRIVATE,3,Medium,0.804,RM0014,NO_NEED_NOW,False,KH chưa quan tâm ở thời điểm hiện tại.,False,2026-07-21
RFB000002317,CUS00007423,PR011,CARD_BUSINESS,CARD,SME,3,Medium,0.8507,RM0104,NO_NEED_NOW,False,KH chưa quan tâm ở thời điểm hiện tại.,False,2026-07-31
RFB000002318,CUS00001241,PR023,FD_SAV_KIDS,FD,MASS_AFFLUENT,1,Medium,0.7552,RM0038,NOT_RELEVANT,False,KH không có nhu cầu/đặc điểm phù hợp sản phẩm này.,False,2026-07-29
RFB000002319,CUS00001023,PR031,LEND_AUTO_NEW,LENDING,MASS_AFFLUENT,1,Do not prioritize,0.6466,RM0069,NOT_RELEVANT,False,KH không có nhu cầu/đặc điểm phù hợp sản phẩm này.,False,2026-08-01
RFB000002320,CUS00022338,PR001,CARD_DEBIT_DOMESTIC,CARD,MASS,3,Do not prioritize,0.4813,RM0081,NO_NEED_NOW,False,KH chưa quan tâm ở thời điểm hiện tại.,False,2026-07-31
RFB000002321,CUS00007556,PR003,CARD_DEBIT_PLATINUM_FCB,CARD,AFFLUENT,3,High,0.9714,RM0026,AGREE,True,"Đề xuất hợp lý, đã tiếp cận KH.",True,2026-08-10
RFB000002322,CUS00004471,PR002,CARD_DEBIT_INTL_VISA,CARD,AFFLUENT,1,High,0.99,RM0118,AGREE,True,"Đề xuất hợp lý, đã tiếp cận KH.",False,2026-07-31
RFB000002323,CUS00004800,PR001,CARD_DEBIT_DOMESTIC,CARD,AFFLUENT,2,Low,0.8234,RM0055,WRONG_TIMING,False,Sản phẩm ổn nhưng chưa đúng thời điểm.,False,2026-08-13
RFB000002324,CUS00022284,PR002,CARD_DEBIT_INTL_VISA,CARD,MASS_AFFLUENT,1,Medium,0.99,RM0057,AGREE,True,"Đề xuất hợp lý, đã tiếp cận KH.",True,2026-07-22
RFB000002325,CUS00000800,PR023,FD_SAV_KIDS,FD,MASS,2,Medium,0.7464,RM0142,NOT_RELEVANT,False,KH không có nhu cầu/đặc điểm phù hợp sản phẩm này.,False,2026-08-24
RFB000002326,CUS00014242,PR017,FD_TD_STANDARD,FD,MASS_AFFLUENT,1,Medium,0.8621,RM0075,AGREE,True,"Đề xuất hợp lý, đã tiếp cận KH.",False,2026-08-25
RFB000002327,CUS00021307,PR023,FD_SAV_KIDS,FD,MASS,2,Medium,0.7387,RM0089,NOT_RELEVANT,False,KH không có nhu cầu/đặc điểm phù hợp sản phẩm này.,False,2026-07-19
RFB000002328,CUS00002447,PR015,CASA_BIZ_MSMART,CASA,SME,1,High,0.99,RM0084,AGREE,True,"Đề xuất hợp lý, đã tiếp cận KH.",False,2026-08-11
RFB000002329,CUS00017174,PR013,CASA_PAYROLL,CASA,MASS,1,Low,0.8566,RM0055,AGREE,True,"Đề xuất hợp lý, đã tiếp cận KH.",False,2026-07-22
RFB000002330,CUS00014902,PR017,FD_TD_STANDARD,FD,MASS_AFFLUENT,3,Do not prioritize,0.4652,RM0055,AGREE,True,"Đề xuất hợp lý, đã tiếp cận KH.",False,2026-08-25
RFB000002331,CUS00018023,PR002,CARD_DEBIT_INTL_VISA,CARD,MASS,2,Do not prioritize,0.6716,RM0178,AGREE,True,"Đề xuất hợp lý, đã tiếp cận KH.",True,2026-08-23
RFB000002332,CUS00016342,PR002,CARD_DEBIT_INTL_VISA,CARD,MASS_AFFLUENT,3,Low,0.8054,RM0075,NOT_RELEVANT,False,KH không có nhu cầu/đặc điểm phù hợp sản phẩm này.,False,2026-07-21
RFB000002333,CUS00002147,PR002,CARD_DEBIT_INTL_VISA,CARD,MASS_AFFLUENT,2,Low,0.7991,RM0064,AGREE,True,"Đề xuất hợp lý, đã tiếp cận KH.",False,2026-08-30
RFB000002334,CUS00019825,PR015,CASA_BIZ_MSMART,CASA,MASS,1,Low,0.9039,RM0033,NOT_RELEVANT,False,KH không có nhu cầu/đặc điểm phù hợp sản phẩm này.,False,2026-07-20
RFB000002335,CUS00022968,PR003,CARD_DEBIT_PLATINUM_FCB,CARD,AFFLUENT,3,High,0.9855,RM0102,AGREE,True,"Đề xuất hợp lý, đã tiếp cận KH.",False,2026-08-24
RFB000002336,CUS00000870,PR018,FD_TD_ONLINE,FD,MASS_AFFLUENT,1,Medium,0.6755,RM0157,AGREE,True,"Đề xuất hợp lý, đã tiếp cận KH.",False,2026-08-29
RFB000002337,CUS00004144,PR001,CARD_DEBIT_DOMESTIC,CARD,MASS,1,Do not prioritize,0.6966,RM0070,AGREE,True,"Đề xuất hợp lý, đã tiếp cận KH.",True,2026-08-16
RFB000002338,CUS00020074,PR021,FD_SAV_UPFRONT,FD,MASS,3,Do not prioritize,0.3454,RM0118,AGREE,True,"Đề xuất hợp lý, đã tiếp cận KH.",False,2026-08-22
RFB000002339,CUS00006077,PR013,CASA_PAYROLL,CASA,MASS,1,Do not prioritize,0.6508,RM0077,AGREE,True,"Đề xuất hợp lý, đã tiếp cận KH.",False,2026-08-24
RFB000002340,CUS00000211,PR003,CARD_DEBIT_PLATINUM_FCB,CARD,AFFLUENT,2,Medium,0.9491,RM0118,AGREE,True,"Đề xuất hợp lý, đã tiếp cận KH.",True,2026-08-25
RFB000002341,CUS00020464,PR005,CARD_CC_ONLINE,CARD,MASS,1,Medium,0.8411,RM0115,AGREE,True,"Đề xuất hợp lý, đã tiếp cận KH.",False,2026-08-03
RFB000002342,CUS00011896,PR023,FD_SAV_KIDS,FD,MASS,2,Do not prioritize,0.5853,RM0043,AGREE,True,"Đề xuất hợp lý, đã tiếp cận KH.",False,2026-07-31
RFB000002343,CUS00004081,PR015,CASA_BIZ_MSMART,CASA,MASS_AFFLUENT,1,Low,0.8767,RM0074,AGREE,True,"Đề xuất hợp lý, đã tiếp cận KH.",False,2026-08-21
RFB000002344,CUS00018610,PR013,CASA_PAYROLL,CASA,MASS,1,Low,0.8613,RM0059,AGREE,True,"Đề xuất hợp lý, đã tiếp cận KH.",True,2026-08-23
RFB000002345,CUS00000014,PR013,CASA_PAYROLL,CASA,MASS_AFFLUENT,1,Do not prioritize,0.7887,RM0100,AGREE,True,"Đề xuất hợp lý, đã tiếp cận KH.",False,2026-08-10
RFB000002346,CUS00015958,PR015,CASA_BIZ_MSMART,CASA,MASS,1,Low,0.786,RM0103,AGREE,True,"Đề xuất hợp lý, đã tiếp cận KH.",False,2026-07-21
RFB000002347,CUS00013124,PR001,CARD_DEBIT_DOMESTIC,CARD,MASS,2,Do not prioritize,0.6543,RM0102,AGREE,True,"Đề xuất hợp lý, đã tiếp cận KH.",False,2026-07-18
RFB000002348,CUS00020463,PR001,CARD_DEBIT_DOMESTIC,CARD,MASS_AFFLUENT,1,Do not prioritize,0.4926,RM0143,AGREE,True,"Đề xuất hợp lý, đã tiếp cận KH.",False,2026-08-10
RFB000002349,CUS00009899,PR002,CARD_DEBIT_INTL_VISA,CARD,AFFLUENT,2,High,0.99,RM0003,AGREE,True,"Đề xuất hợp lý, đã tiếp cận KH.",True,2026-08-19
RFB000002350,CUS00024469,PR014,CASA_M_FIRST,CASA,PRIVATE,2,High,0.866,RM0156,AGREE,True,"Đề xuất hợp lý, đã tiếp cận KH.",False,2026-08-01
RFB000002351,CUS00013765,PR021,FD_SAV_UPFRONT,FD,MASS,3,Do not prioritize,0.3673,RM0167,NO_NEED_NOW,False,KH chưa quan tâm ở thời điểm hiện tại.,False,2026-08-25
RFB000002352,CUS00007626,PR006,CARD_CC_FAMILY,CARD,MASS_AFFLUENT,2,High,0.9077,RM0151,AGREE,True,"Đề xuất hợp lý, đã tiếp cận KH.",False,2026-08-04
RFB000002353,CUS00005379,PR001,CARD_DEBIT_DOMESTIC,CARD,MASS,1,Do not prioritize,0.6998,RM0030,WRONG_TIMING,False,Sản phẩm ổn nhưng chưa đúng thời điểm.,False,2026-08-12
RFB000002354,CUS00014400,PR006,CARD_CC_FAMILY,CARD,MASS,3,Do not prioritize,0.5175,RM0023,WRONG_TIMING,False,Sản phẩm ổn nhưng chưa đúng thời điểm.,False,2026-07-18
RFB000002355,CUS00001108,PR002,CARD_DEBIT_INTL_VISA,CARD,MASS_AFFLUENT,1,Low,0.7913,RM0175,NO_NEED_NOW,False,KH chưa quan tâm ở thời điểm hiện tại.,False,2026-08-02
RFB000002356,CUS00022211,PR012,CASA_PERSONAL,CASA,MASS,2,Do not prioritize,0.634,RM0148,AGREE,True,"Đề xuất hợp lý, đã tiếp cận KH.",False,2026-08-22
RFB000002357,CUS00012438,PR025,LEND_UNSECURED_PAYROLL,LENDING,MASS_AFFLUENT,1,Medium,0.839,RM0130,AGREE,True,"Đề xuất hợp lý, đã tiếp cận KH.",True,2026-08-05
RFB000002358,CUS00015301,PR002,CARD_DEBIT_INTL_VISA,CARD,PRIVATE,1,High,0.99,RM0152,AGREE,True,"Đề xuất hợp lý, đã tiếp cận KH.",False,2026-07-18
RFB000002359,CUS00014002,PR024,FD_CD,FD,AFFLUENT,3,Medium,0.8433,RM0107,AGREE,True,"Đề xuất hợp lý, đã tiếp cận KH.",False,2026-07-23
RFB000002360,CUS00007585,PR014,CASA_M_FIRST,CASA,AFFLUENT,1,Medium,0.8919,RM0063,AGREE,True,"Đề xuất hợp lý, đã tiếp cận KH.",False,2026-08-29
RFB000002361,CUS00023170,PR001,CARD_DEBIT_DOMESTIC,CARD,AFFLUENT,2,Medium,0.902,RM0097,AGREE,True,"Đề xuất hợp lý, đã tiếp cận KH.",True,2026-08-26
RFB000002362,CUS00024363,PR018,FD_TD_ONLINE,FD,MASS_AFFLUENT,1,Medium,0.8309,RM0137,NO_NEED_NOW,False,KH chưa quan tâm ở thời điểm hiện tại.,False,2026-07-27
RFB000002363,CUS00016630,PR006,CARD_CC_FAMILY,CARD,AFFLUENT,2,High,0.8775,RM0150,WRONG_TIMING,False,Sản phẩm ổn nhưng chưa đúng thời điểm.,False,2026-08-20
RFB000002364,CUS00003156,PR001,CARD_DEBIT_DOMESTIC,CARD,MASS,1,Do not prioritize,0.6653,RM0069,WRONG_TIMING,False,Sản phẩm ổn nhưng chưa đúng thời điểm.,False,2026-08-20
RFB000002365,CUS00007453,PR023,FD_SAV_KIDS,FD,MASS,3,Low,0.6629,RM0030,AGREE,True,"Đề xuất hợp lý, đã tiếp cận KH.",False,2026-08-03
RFB000002366,CUS00022273,PR002,CARD_DEBIT_INTL_VISA,CARD,AFFLUENT,1,High,0.99,RM0084,AGREE,True,"Đề xuất hợp lý, đã tiếp cận KH.",False,2026-08-05
RFB000002367,CUS00020510,PR013,CASA_PAYROLL,CASA,MASS,2,Do not prioritize,0.6353,RM0032,NOT_RELEVANT,False,KH không có nhu cầu/đặc điểm phù hợp sản phẩm này.,False,2026-07-27
RFB000002368,CUS00011830,PR012,CASA_PERSONAL,CASA,MASS,3,Do not prioritize,0.62,RM0035,AGREE,True,"Đề xuất hợp lý, đã tiếp cận KH.",False,2026-08-29
RFB000002369,CUS00024967,PR018,FD_TD_ONLINE,FD,MASS_AFFLUENT,3,Do not prioritize,0.5773,RM0091,NO_NEED_NOW,False,KH chưa quan tâm ở thời điểm hiện tại.,False,2026-08-28
RFB000002370,CUS00021298,PR002,CARD_DEBIT_INTL_VISA,CARD,MASS_AFFLUENT,1,Low,0.99,RM0096,AGREE,True,"Đề xuất hợp lý, đã tiếp cận KH.",False,2026-07-19
RFB000002371,CUS00001175,PR015,CASA_BIZ_MSMART,CASA,AFFLUENT,3,Do not prioritize,0.6855,RM0121,AGREE,True,"Đề xuất hợp lý, đã tiếp cận KH.",False,2026-08-20
RFB000002372,CUS00006267,PR018,FD_TD_ONLINE,FD,MASS,3,Do not prioritize,0.5274,RM0130,NO_NEED_NOW,False,KH chưa quan tâm ở thời điểm hiện tại.,False,2026-08-28
RFB000002373,CUS00021939,PR015,CASA_BIZ_MSMART,CASA,SME,2,Low,0.7967,RM0093,NO_NEED_NOW,False,KH chưa quan tâm ở thời điểm hiện tại.,False,2026-07-30
RFB000002374,CUS00018622,PR023,FD_SAV_KIDS,FD,AFFLUENT,1,Medium,0.8069,RM0150,ALREADY_HAS,False,KH đã có sản phẩm tương đương ở NH khác.,False,2026-07-30
RFB000002375,CUS00022474,PR017,FD_TD_STANDARD,FD,MASS,1,Low,0.7414,RM0101,NO_NEED_NOW,False,KH chưa quan tâm ở thời điểm hiện tại.,False,2026-08-07
RFB000002376,CUS00002281,PR001,CARD_DEBIT_DOMESTIC,CARD,MASS,3,Low,0.6507,RM0099,AGREE,True,"Đề xuất hợp lý, đã tiếp cận KH.",True,2026-07-23
RFB000002377,CUS00010288,PR002,CARD_DEBIT_INTL_VISA,CARD,MASS_AFFLUENT,2,Do not prioritize,0.5779,RM0163,AGREE,True,"Đề xuất hợp lý, đã tiếp cận KH.",False,2026-08-02
RFB000002378,CUS00022130,PR001,CARD_DEBIT_DOMESTIC,CARD,MASS,1,Do not prioritize,0.6948,RM0145,AGREE,True,"Đề xuất hợp lý, đã tiếp cận KH.",True,2026-07-26
RFB000002379,CUS00010406,PR027,LEND_CONSUMER,LENDING,MASS,2,Medium,0.8679,RM0135,AGREE,True,"Đề xuất hợp lý, đã tiếp cận KH.",False,2026-07-18
RFB000002380,CUS00007850,PR018,FD_TD_ONLINE,FD,MASS,2,Low,0.741,RM0001,AGREE,True,"Đề xuất hợp lý, đã tiếp cận KH.",True,2026-07-29
RFB000002381,CUS00023923,PR010,CARD_MERCHANT_POS,CARD,MASS,1,Medium,0.8851,RM0108,AGREE,True,"Đề xuất hợp lý, đã tiếp cận KH.",False,2026-07-19
RFB000002382,CUS00019674,PR025,LEND_UNSECURED_PAYROLL,LENDING,MASS_AFFLUENT,3,Low,0.7409,RM0126,ALREADY_HAS,False,KH đã có sản phẩm tương đương ở NH khác.,False,2026-08-23
RFB000002383,CUS00011466,PR003,CARD_DEBIT_PLATINUM_FCB,CARD,AFFLUENT,2,Medium,0.99,RM0069,AGREE,True,"Đề xuất hợp lý, đã tiếp cận KH.",True,2026-07-19
RFB000002384,CUS00007241,PR020,FD_SAV_PARTIAL,FD,MASS,3,High,0.7985,RM0162,AGREE,True,"Đề xuất hợp lý, đã tiếp cận KH.",False,2026-07-18
RFB000002385,CUS00024135,PR023,FD_SAV_KIDS,FD,MASS_AFFLUENT,2,Medium,0.8343,RM0077,AGREE,True,"Đề xuất hợp lý, đã tiếp cận KH.",True,2026-07-24
RFB000002386,CUS00004670,PR002,CARD_DEBIT_INTL_VISA,CARD,PRIVATE,1,High,0.8944,RM0129,AGREE,True,"Đề xuất hợp lý, đã tiếp cận KH.",False,2026-08-26
RFB000002387,CUS00005304,PR017,FD_TD_STANDARD,FD,MASS_AFFLUENT,3,Medium,0.8477,RM0136,AGREE,True,"Đề xuất hợp lý, đã tiếp cận KH.",False,2026-07-22
RFB000002388,CUS00010729,PR003,CARD_DEBIT_PLATINUM_FCB,CARD,PRIVATE,1,Very High,0.99,RM0030,NO_NEED_NOW,False,KH chưa quan tâm ở thời điểm hiện tại.,False,2026-08-13
RFB000002389,CUS00003910,PR031,LEND_AUTO_NEW,LENDING,MASS,3,Do not prioritize,0.5426,RM0035,NOT_RELEVANT,False,KH không có nhu cầu/đặc điểm phù hợp sản phẩm này.,False,2026-08-15
RFB000002390,CUS00014179,PR026,LEND_OVERDRAFT_PERSONAL,LENDING,MASS,3,Do not prioritize,0.4847,RM0159,AGREE,True,"Đề xuất hợp lý, đã tiếp cận KH.",False,2026-08-31
RFB000002391,CUS00023324,PR018,FD_TD_ONLINE,FD,MASS,2,Low,0.7112,RM0129,AGREE,True,"Đề xuất hợp lý, đã tiếp cận KH.",False,2026-08-16
RFB000002392,CUS00022332,PR017,FD_TD_STANDARD,FD,MASS_AFFLUENT,3,Medium,0.8645,RM0051,WRONG_TIMING,False,Sản phẩm ổn nhưng chưa đúng thời điểm.,False,2026-08-17
RFB000002393,CUS00024118,PR001,CARD_DEBIT_DOMESTIC,CARD,MASS_AFFLUENT,2,Medium,0.8739,RM0081,NOT_RELEVANT,False,KH không có nhu cầu/đặc điểm phù hợp sản phẩm này.,False,2026-07-21
RFB000002394,CUS00003207,PR034,LEND_AGRI,LENDING,MASS_AFFLUENT,1,Do not prioritize,0.7049,RM0171,WRONG_TIMING,False,Sản phẩm ổn nhưng chưa đúng thời điểm.,False,2026-08-02
RFB000002395,CUS00022397,PR002,CARD_DEBIT_INTL_VISA,CARD,MASS,1,Do not prioritize,0.6253,RM0173,AGREE,True,"Đề xuất hợp lý, đã tiếp cận KH.",True,2026-08-07
RFB000002396,CUS00007970,PR027,LEND_CONSUMER,LENDING,MASS_AFFLUENT,1,Medium,0.8755,RM0061,AGREE,True,"Đề xuất hợp lý, đã tiếp cận KH.",True,2026-07-23
RFB000002397,CUS00020546,PR003,CARD_DEBIT_PLATINUM_FCB,CARD,PRIVATE,1,High,0.99,RM0086,AGREE,True,"Đề xuất hợp lý, đã tiếp cận KH.",False,2026-08-15
RFB000002398,CUS00022482,PR002,CARD_DEBIT_INTL_VISA,CARD,MASS,1,Medium,0.99,RM0120,AGREE,True,"Đề xuất hợp lý, đã tiếp cận KH.",True,2026-08-16
RFB000002399,CUS00016783,PR019,FD_SAV_MAXRATE,FD,AFFLUENT,3,High,0.742,RM0111,AGREE,True,"Đề xuất hợp lý, đã tiếp cận KH.",True,2026-08-01
RFB000002400,CUS00015846,PR001,CARD_DEBIT_DOMESTIC,CARD,MASS,2,Do not prioritize,0.6435,RM0116,AGREE,True,"Đề xuất hợp lý, đã tiếp cận KH.",False,2026-07-29
RFB000002401,CUS00012263,PR003,CARD_DEBIT_PLATINUM_FCB,CARD,PRIVATE,2,High,0.99,RM0053,AGREE,True,"Đề xuất hợp lý, đã tiếp cận KH.",True,2026-07-31
RFB000002402,CUS00007162,PR002,CARD_DEBIT_INTL_VISA,CARD,SME,1,Medium,0.99,RM0135,NO_NEED_NOW,False,KH chưa quan tâm ở thời điểm hiện tại.,False,2026-07-28
RFB000002403,CUS00017312,PR001,CARD_DEBIT_DOMESTIC,CARD,MASS,2,Low,0.8211,RM0054,AGREE,True,"Đề xuất hợp lý, đã tiếp cận KH.",True,2026-08-20
RFB000002404,CUS00019643,PR003,CARD_DEBIT_PLATINUM_FCB,CARD,AFFLUENT,2,High,0.99,RM0129,AGREE,True,"Đề xuất hợp lý, đã tiếp cận KH.",False,2026-08-30
RFB000002405,CUS00007040,PR001,CARD_DEBIT_DOMESTIC,CARD,MASS_AFFLUENT,1,Medium,0.8917,RM0078,AGREE,True,"Đề xuất hợp lý, đã tiếp cận KH.",False,2026-08-21
RFB000002406,CUS00023833,PR021,FD_SAV_UPFRONT,FD,AFFLUENT,2,Medium,0.9537,RM0118,AGREE,True,"Đề xuất hợp lý, đã tiếp cận KH.",False,2026-07-30
RFB000002407,CUS00000591,PR020,FD_SAV_PARTIAL,FD,MASS_AFFLUENT,2,High,0.9191,RM0014,AGREE,True,"Đề xuất hợp lý, đã tiếp cận KH.",True,2026-07-30
RFB000002408,CUS00013867,PR021,FD_SAV_UPFRONT,FD,MASS_AFFLUENT,2,Low,0.7454,RM0040,NOT_RELEVANT,False,KH không có nhu cầu/đặc điểm phù hợp sản phẩm này.,False,2026-08-24
RFB000002409,CUS00023393,PR001,CARD_DEBIT_DOMESTIC,CARD,MASS_AFFLUENT,1,Low,0.7183,RM0070,AGREE,True,"Đề xuất hợp lý, đã tiếp cận KH.",True,2026-07-31
RFB000002410,CUS00024986,PR017,FD_TD_STANDARD,FD,MASS_AFFLUENT,2,Do not prioritize,0.5442,RM0081,AGREE,True,"Đề xuất hợp lý, đã tiếp cận KH.",False,2026-07-24
RFB000002411,CUS00014016,PR015,CASA_BIZ_MSMART,CASA,MASS,3,Do not prioritize,0.6579,RM0174,AGREE,True,"Đề xuất hợp lý, đã tiếp cận KH.",False,2026-07-31
RFB000002412,CUS00020238,PR001,CARD_DEBIT_DOMESTIC,CARD,MASS_AFFLUENT,3,Do not prioritize,0.6758,RM0150,AGREE,True,"Đề xuất hợp lý, đã tiếp cận KH.",True,2026-08-12
RFB000002413,CUS00018046,PR017,FD_TD_STANDARD,FD,MASS_AFFLUENT,2,Medium,0.8884,RM0088,AGREE,True,"Đề xuất hợp lý, đã tiếp cận KH.",False,2026-08-09
RFB000002414,CUS00009884,PR027,LEND_CONSUMER,LENDING,MASS_AFFLUENT,2,Do not prioritize,0.7144,RM0098,AGREE,True,"Đề xuất hợp lý, đã tiếp cận KH.",False,2026-08-21
RFB000002415,CUS00019250,PR013,CASA_PAYROLL,CASA,MASS_AFFLUENT,1,Low,0.8721,RM0136,AGREE,True,"Đề xuất hợp lý, đã tiếp cận KH.",True,2026-08-04
RFB000002416,CUS00019650,PR015,CASA_BIZ_MSMART,CASA,MASS,1,Medium,0.99,RM0045,AGREE,True,"Đề xuất hợp lý, đã tiếp cận KH.",True,2026-08-25
RFB000002417,CUS00009580,PR029,LEND_HOME_PROJECT,LENDING,MASS,3,Do not prioritize,0.6711,RM0105,AGREE,True,"Đề xuất hợp lý, đã tiếp cận KH.",False,2026-08-04
RFB000002418,CUS00019142,PR002,CARD_DEBIT_INTL_VISA,CARD,MASS,3,Do not prioritize,0.5951,RM0130,AGREE,True,"Đề xuất hợp lý, đã tiếp cận KH.",False,2026-08-28
RFB000002419,CUS00018581,PR015,CASA_BIZ_MSMART,CASA,AFFLUENT,2,High,0.99,RM0149,AGREE,True,"Đề xuất hợp lý, đã tiếp cận KH.",False,2026-08-28
RFB000002420,CUS00018155,PR031,LEND_AUTO_NEW,LENDING,MASS,3,Do not prioritize,0.4666,RM0154,NOT_RELEVANT,False,KH không có nhu cầu/đặc điểm phù hợp sản phẩm này.,False,2026-08-12
RFB000002421,CUS00024752,PR004,CARD_CC_MDIGI,CARD,MASS,3,Low,0.8246,RM0058,AGREE,True,"Đề xuất hợp lý, đã tiếp cận KH.",False,2026-08-24
RFB000002422,CUS00015570,PR010,CARD_MERCHANT_POS,CARD,SME,2,Medium,0.8861,RM0066,AGREE,True,"Đề xuất hợp lý, đã tiếp cận KH.",True,2026-07-26
RFB000002423,CUS00007360,PR006,CARD_CC_FAMILY,CARD,SME,3,Low,0.7039,RM0037,AGREE,True,"Đề xuất hợp lý, đã tiếp cận KH.",False,2026-08-04
RFB000002424,CUS00002361,PR012,CASA_PERSONAL,CASA,MASS,1,Medium,0.9882,RM0123,AGREE,True,"Đề xuất hợp lý, đã tiếp cận KH.",False,2026-08-23
RFB000002425,CUS00015004,PR017,FD_TD_STANDARD,FD,MASS_AFFLUENT,2,Medium,0.7816,RM0080,NOT_RELEVANT,False,KH không có nhu cầu/đặc điểm phù hợp sản phẩm này.,False,2026-08-27
RFB000002426,CUS00015489,PR022,FD_SAV_PERIODIC,FD,PRIVATE,3,High,0.8937,RM0102,AGREE,True,"Đề xuất hợp lý, đã tiếp cận KH.",False,2026-08-23
RFB000002427,CUS00005030,PR013,CASA_PAYROLL,CASA,MASS,1,Low,0.9682,RM0030,AGREE,True,"Đề xuất hợp lý, đã tiếp cận KH.",True,2026-07-29
RFB000002428,CUS00015866,PR027,LEND_CONSUMER,LENDING,MASS_AFFLUENT,1,Medium,0.8159,RM0030,AGREE,True,"Đề xuất hợp lý, đã tiếp cận KH.",True,2026-07-23
