policy_id,customer_id,insurance_type,provider_code,start_date,expiry_date,renewal_date,premium_amount,policy_value,payment_frequency,policy_status,insurance_product_count,active_insurance_flag,total_annual_premium,nearest_renewal_days
POL000001755,CUS00006325,MOTOR,PRV4,2022-10-17,2042-10-12,2026-10-16,195891.7,1839044.47,MONTHLY,ACTIVE,1,True,195891.7,46
POL000001756,CUS00006326,LIFE,PRV2,2022-09-03,2032-08-31,2026-09-02,126749.18,1804550.89,ANNUAL,ACTIVE,2,True,230077.68,2
POL000001757,CUS00006326,LIFE,PRV4,2024-08-05,2029-08-04,2027-08-05,103328.5,1987576.18,MONTHLY,ACTIVE,2,True,230077.68,2
POL000001758,CUS00006333,MOTOR,PRV3,2023-02-02,2043-01-28,2027-02-01,139218.8,1147855.23,MONTHLY,ACTIVE,1,True,139218.8,154
POL000001759,CUS00006338,MOTOR,PRV1,2023-05-04,2043-04-29,2027-05-03,4761339.1,99115203.96,MONTHLY,ACTIVE,1,True,4761339.1,245
POL000001760,CUS00006339,TRAVEL,PRV2,2023-11-20,2043-11-15,2026-11-19,1105979.47,10575360.51,ANNUAL,ACTIVE,1,True,1105979.47,80
POL000001761,CUS00006341,LIFE,PRV3,2023-10-14,2043-10-09,2026-10-13,1081807.11,20049996.58,QUARTERLY,ACTIVE,2,True,1081807.11,43
POL000001762,CUS00006341,HOME,PRV5,2023-08-15,2024-08-14,2027-08-14,1683885.36,32643862.72,MONTHLY,LAPSED,2,True,1081807.11,43
POL000001763,CUS00006350,LIFE,PRV4,2023-08-30,2033-08-27,2027-08-29,614561.16,10990491.53,MONTHLY,ACTIVE,1,True,614561.16,363
POL000001764,CUS00006358,HEALTH,PRV3,2025-12-04,2030-12-03,2026-12-04,1404482.14,33364425.99,MONTHLY,ACTIVE,1,True,1404482.14,95
POL000001765,CUS00006362,LIFE,PRV1,2024-02-14,2025-02-13,2027-02-13,3333751.24,28422080.77,QUARTERLY,LAPSED,2,True,2184261.35,70
POL000001766,CUS00006362,HEALTH,PRV3,2023-11-10,2033-11-07,2026-11-09,2184261.35,26038138.74,ANNUAL,ACTIVE,2,True,2184261.35,70
POL000001767,CUS00006367,MOTOR,PRV3,2026-01-24,2027-01-24,2027-01-24,4338350.08,76368865.86,MONTHLY,ACTIVE,1,True,4338350.08,146
POL000001768,CUS00006372,LIFE,PRV3,2022-08-29,2023-08-29,2027-08-28,1261580.26,14900567.29,ANNUAL,LAPSED,1,False,0.0,
POL000001769,CUS00006376,LIFE,PRV3,2022-11-12,2023-11-12,2026-11-11,355486.51,8249737.62,QUARTERLY,LAPSED,1,False,0.0,
POL000001770,CUS00006390,HEALTH,PRV3,2024-11-02,2044-10-28,2026-11-02,288987.8,4868905.11,MONTHLY,ACTIVE,1,True,288987.8,63
POL000001771,CUS00006392,LIFE,PRV4,2024-07-16,2025-07-16,2027-07-16,707015.72,11721317.43,MONTHLY,LAPSED,1,False,0.0,
POL000001772,CUS00006396,MOTOR,PRV4,2023-08-24,2024-08-23,2027-08-23,492478.88,8205931.56,QUARTERLY,LAPSED,1,False,0.0,
POL000001773,CUS00006405,LIFE,PRV4,2024-03-12,2029-03-11,2027-03-12,243490.59,2250526.31,MONTHLY,ACTIVE,1,True,243490.59,193
POL000001774,CUS00006411,HEALTH,PRV1,2025-02-24,2035-02-22,2027-02-24,3268510.07,51049419.24,ANNUAL,ACTIVE,2,True,6589012.5,177
POL000001775,CUS00006411,LIFE,PRV5,2025-06-17,2030-06-16,2027-06-17,3320502.43,82309264.17,ANNUAL,ACTIVE,2,True,6589012.5,177
POL000001776,CUS00006417,HEALTH,PRV1,2024-04-22,2034-04-20,2027-04-22,1496458.63,24215451.6,MONTHLY,ACTIVE,1,True,1496458.63,234
POL000001777,CUS00006423,MOTOR,PRV5,2024-12-30,2044-12-25,2026-12-30,1436310.76,29796696.17,ANNUAL,ACTIVE,1,True,1436310.76,121
POL000001778,CUS00006425,LIFE,PRV2,2025-02-14,2045-02-09,2027-02-14,1479916.55,32353981.1,MONTHLY,ACTIVE,1,True,1479916.55,167
POL000001779,CUS00006426,HEALTH,PRV1,2025-04-26,2026-04-26,2027-04-26,795703.75,13144256.73,ANNUAL,LAPSED,2,True,1900710.52,216
POL000001780,CUS00006426,HOME,PRV1,2024-04-04,2029-04-03,2027-04-04,1900710.52,28673530.08,ANNUAL,ACTIVE,2,True,1900710.52,216
POL000001781,CUS00006431,HEALTH,PRV5,2024-01-25,2034-01-22,2027-01-24,1153962.67,19136269.65,QUARTERLY,ACTIVE,2,True,2842761.44,146
POL000001782,CUS00006431,HEALTH,PRV4,2024-05-04,2029-05-03,2027-05-04,1688798.77,34492010.31,MONTHLY,ACTIVE,2,True,2842761.44,146
POL000001783,CUS00006433,HOME,PRV4,2025-12-28,2030-12-27,2026-12-28,376562.59,4473255.04,MONTHLY,ACTIVE,1,True,376562.59,119
POL000001784,CUS00006440,LIFE,PRV1,2023-09-04,2028-09-02,2026-09-03,2490283.35,37998120.78,ANNUAL,ACTIVE,2,True,13164465.2,3
POL000001785,CUS00006440,HEALTH,PRV5,2022-12-06,2027-12-05,2026-12-05,10674181.85,113123711.69,MONTHLY,ACTIVE,2,True,13164465.2,3
POL000001786,CUS00006442,HEALTH,PRV5,2026-06-15,2036-06-12,2027-06-15,317574.45,5826609.35,ANNUAL,ACTIVE,1,True,317574.45,288
POL000001787,CUS00006443,LIFE,PRV1,2025-02-11,2026-02-11,2027-02-11,7989584.88,104229301.98,QUARTERLY,LAPSED,1,False,0.0,
POL000001788,CUS00006448,HEALTH,PRV2,2025-10-03,2045-09-28,2026-10-03,639647.84,10802948.53,ANNUAL,ACTIVE,1,True,639647.84,33
POL000001789,CUS00006449,MOTOR,PRV2,2025-07-13,2035-07-11,2027-07-13,1284235.89,11654657.92,ANNUAL,ACTIVE,1,True,1284235.89,316
POL000001790,CUS00006453,MOTOR,PRV1,2025-08-28,2035-08-26,2027-08-28,3937621.6,94074494.3,ANNUAL,ACTIVE,2,True,6004997.71,111
POL000001791,CUS00006453,HEALTH,PRV4,2022-12-21,2027-12-20,2026-12-20,2067376.11,22202398.27,ANNUAL,ACTIVE,2,True,6004997.71,111
POL000001792,CUS00006460,MOTOR,PRV1,2023-02-18,2024-02-18,2027-02-17,1856412.66,18243570.67,ANNUAL,LAPSED,1,False,0.0,
POL000001793,CUS00006461,LIFE,PRV5,2023-07-12,2043-07-07,2027-07-11,354504.59,8689449.18,ANNUAL,ACTIVE,2,True,1305174.03,14
POL000001794,CUS00006461,MOTOR,PRV4,2024-09-14,2029-09-13,2026-09-14,950669.44,15052524.5,ANNUAL,ACTIVE,2,True,1305174.03,14
POL000001795,CUS00006463,HOME,PRV3,2024-05-16,2034-05-14,2027-05-16,654686.03,10941966.45,ANNUAL,ACTIVE,1,True,654686.03,258
POL000001796,CUS00006468,TRAVEL,PRV5,2024-01-12,2044-01-07,2027-01-11,770426.06,10867882.02,MONTHLY,ACTIVE,1,True,770426.06,133
POL000001797,CUS00006470,LIFE,PRV4,2022-10-14,2042-10-09,2026-10-13,6483327.23,93557518.45,ANNUAL,ACTIVE,1,True,6483327.23,43
POL000001798,CUS00006472,LIFE,PRV3,2023-08-20,2028-08-18,2027-08-19,1056193.53,19641851.0,MONTHLY,ACTIVE,1,True,1056193.53,353
POL000001799,CUS00006477,HOME,PRV1,2024-04-30,2044-04-25,2027-04-30,336199.48,4309419.19,MONTHLY,ACTIVE,1,True,336199.48,242
POL000001800,CUS00006484,LIFE,PRV4,2023-10-12,2024-10-11,2026-10-11,28532244.86,460322786.88,ANNUAL,LAPSED,1,False,0.0,
POL000001801,CUS00006488,TRAVEL,PRV1,2025-02-19,2030-02-18,2027-02-19,302502.69,3395948.4,MONTHLY,ACTIVE,1,True,302502.69,172
POL000001802,CUS00006496,MOTOR,PRV2,2024-04-22,2034-04-20,2027-04-22,12625074.36,268407358.77,ANNUAL,ACTIVE,1,True,12625074.36,234
POL000001803,CUS00006500,HOME,PRV5,2024-11-24,2029-11-23,2026-11-24,655418.6,5267987.05,ANNUAL,ACTIVE,1,True,655418.6,85
POL000001804,CUS00006503,HOME,PRV5,2024-03-01,2044-02-25,2027-03-01,1204093.0,20722943.15,MONTHLY,ACTIVE,1,True,1204093.0,182
POL000001805,CUS00006505,TRAVEL,PRV2,2025-10-26,2035-10-24,2026-10-26,558944.31,11060048.67,MONTHLY,ACTIVE,2,True,2632653.6,56
POL000001806,CUS00006505,LIFE,PRV2,2024-12-27,2034-12-25,2026-12-27,2073709.29,23841449.09,MONTHLY,ACTIVE,2,True,2632653.6,56
POL000001807,CUS00006508,LIFE,PRV3,2025-03-05,2026-03-05,2027-03-05,3283329.27,44619574.39,QUARTERLY,LAPSED,1,False,0.0,
POL000001808,CUS00006510,LIFE,PRV4,2024-10-31,2029-10-30,2026-10-31,670626.72,9888779.99,MONTHLY,ACTIVE,1,True,670626.72,61
POL000001809,CUS00006513,LIFE,PRV4,2023-04-24,2028-04-22,2027-04-23,343046.29,3393954.94,MONTHLY,ACTIVE,1,True,343046.29,235
POL000001810,CUS00006514,HOME,PRV3,2023-02-26,2028-02-25,2027-02-25,9366462.19,132167323.47,QUARTERLY,ACTIVE,1,True,9366462.19,178
POL000001811,CUS00006520,LIFE,PRV5,2023-05-06,2028-05-04,2027-05-05,5867331.26,77793343.85,QUARTERLY,ACTIVE,1,True,5867331.26,247
POL000001812,CUS00006521,LIFE,PRV3,2023-09-08,2043-09-03,2026-09-07,639466.12,6028252.0,QUARTERLY,ACTIVE,1,True,639466.12,7
POL000001813,CUS00006522,LIFE,PRV4,2022-12-27,2023-12-27,2026-12-26,436149.88,10533038.96,MONTHLY,LAPSED,1,False,0.0,
POL000001814,CUS00006533,MOTOR,PRV2,2025-06-18,2026-06-18,2027-06-18,2709195.54,34766370.94,ANNUAL,LAPSED,1,False,0.0,
POL000001815,CUS00006538,HEALTH,PRV2,2023-07-03,2033-06-30,2027-07-02,364453.65,6512854.87,ANNUAL,ACTIVE,1,True,364453.65,305
POL000001816,CUS00006550,MOTOR,PRV3,2023-10-10,2024-10-09,2026-10-09,482512.82,6075758.5,MONTHLY,LAPSED,1,False,0.0,
POL000001817,CUS00006551,LIFE,PRV5,2024-02-09,2044-02-04,2027-02-08,602454.84,12207222.98,QUARTERLY,ACTIVE,1,True,602454.84,161
POL000001818,CUS00006553,HOME,PRV3,2023-02-20,2028-02-19,2027-02-19,1712366.91,34817733.78,ANNUAL,ACTIVE,1,True,1712366.91,172
POL000001819,CUS00006560,HOME,PRV3,2025-10-13,2030-10-12,2026-10-13,364307.1,6813451.54,ANNUAL,ACTIVE,1,True,364307.1,43
POL000001820,CUS00006569,LIFE,PRV2,2022-09-01,2027-08-31,2027-08-31,4487819.38,108598960.2,QUARTERLY,ACTIVE,1,True,4487819.38,365
POL000001821,CUS00006573,LIFE,PRV4,2026-01-30,2036-01-28,2027-01-30,146666.03,2753658.59,ANNUAL,ACTIVE,1,True,146666.03,152
POL000001822,CUS00006575,HEALTH,PRV2,2026-05-08,2027-05-08,2027-05-08,1156055.77,27270826.67,ANNUAL,ACTIVE,1,True,1156055.77,250
POL000001823,CUS00006578,HEALTH,PRV2,2023-11-27,2024-11-26,2026-11-26,1338389.08,28449643.93,ANNUAL,LAPSED,1,False,0.0,
POL000001824,CUS00006581,MOTOR,PRV5,2023-09-16,2028-09-14,2026-09-15,1965607.04,20217818.36,ANNUAL,ACTIVE,1,True,1965607.04,15
POL000001825,CUS00006590,MOTOR,PRV3,2025-10-27,2035-10-25,2026-10-27,374219.16,3404456.71,MONTHLY,ACTIVE,1,True,374219.16,57
POL000001826,CUS00006602,HOME,PRV1,2023-08-06,2033-08-03,2027-08-05,186523.85,3741166.94,MONTHLY,ACTIVE,2,True,406546.25,175
POL000001827,CUS00006602,HOME,PRV3,2024-02-23,2044-02-18,2027-02-22,220022.4,4323009.64,MONTHLY,ACTIVE,2,True,406546.25,175
POL000001828,CUS00006606,HEALTH,PRV1,2022-12-21,2042-12-16,2026-12-20,13502634.04,162035514.22,QUARTERLY,ACTIVE,1,True,13502634.04,111
POL000001829,CUS00006607,LIFE,PRV2,2024-05-21,2034-05-19,2027-05-21,2001505.39,20510270.08,MONTHLY,ACTIVE,1,True,2001505.39,263
POL000001830,CUS00006614,MOTOR,PRV2,2026-03-16,2027-03-16,2027-03-16,1356200.95,19355530.51,ANNUAL,ACTIVE,1,True,1356200.95,197
POL000001831,CUS00006620,HEALTH,PRV3,2026-02-05,2027-02-05,2027-02-05,555634.0,8994976.72,ANNUAL,ACTIVE,1,True,555634.0,158
POL000001832,CUS00006627,LIFE,PRV2,2024-01-07,2034-01-04,2027-01-06,35038224.64,697806059.68,MONTHLY,ACTIVE,2,True,35038224.64,128
POL000001833,CUS00006627,HEALTH,PRV3,2025-01-26,2026-01-26,2027-01-26,40889171.09,986183339.95,ANNUAL,LAPSED,2,True,35038224.64,128
POL000001834,CUS00006629,MOTOR,PRV2,2023-11-15,2024-11-14,2026-11-14,6371029.46,111304108.65,ANNUAL,LAPSED,1,False,0.0,
POL000001835,CUS00006630,TRAVEL,PRV4,2026-03-01,2027-03-01,2027-03-01,346261.14,4695639.31,MONTHLY,ACTIVE,2,True,346261.14,182
POL000001836,CUS00006630,HEALTH,PRV2,2022-10-26,2023-10-26,2026-10-25,535376.51,9611158.75,MONTHLY,LAPSED,2,True,346261.14,182
POL000001837,CUS00006632,TRAVEL,PRV4,2026-05-11,2046-05-06,2027-05-11,2555132.87,51380192.09,MONTHLY,ACTIVE,1,True,2555132.87,253
POL000001838,CUS00006634,LIFE,PRV5,2025-11-03,2030-11-02,2026-11-03,7519873.07,108319409.45,ANNUAL,ACTIVE,1,True,7519873.07,64
POL000001839,CUS00006635,MOTOR,PRV5,2024-03-02,2025-03-02,2027-03-02,2711406.26,47978058.31,ANNUAL,LAPSED,2,True,1359304.15,169
POL000001840,CUS00006635,HOME,PRV2,2023-02-17,2028-02-16,2027-02-16,1359304.15,32727944.97,MONTHLY,ACTIVE,2,True,1359304.15,169
POL000001841,CUS00006637,LIFE,PRV2,2023-11-23,2028-11-21,2026-11-22,1559283.46,22886224.8,ANNUAL,ACTIVE,1,True,1559283.46,83
POL000001842,CUS00006639,MOTOR,PRV2,2023-08-08,2043-08-03,2027-08-07,1192749.8,16534485.63,QUARTERLY,ACTIVE,1,True,1192749.8,341
POL000001843,CUS00006645,LIFE,PRV3,2023-12-31,2033-12-28,2026-12-30,561082.21,14026729.78,QUARTERLY,ACTIVE,1,True,561082.21,121
POL000001844,CUS00006646,LIFE,PRV3,2023-07-18,2043-07-13,2027-07-17,521694.03,7717287.55,QUARTERLY,ACTIVE,1,True,521694.03,320
POL000001845,CUS00006647,HOME,PRV2,2026-04-28,2031-04-27,2027-04-28,4966123.98,66935102.8,MONTHLY,ACTIVE,1,True,4966123.98,240
POL000001846,CUS00006648,HEALTH,PRV4,2025-10-11,2035-10-09,2026-10-11,1405630.33,11931293.95,ANNUAL,ACTIVE,1,True,1405630.33,41
POL000001847,CUS00006652,HEALTH,PRV3,2023-09-12,2028-09-10,2026-09-11,427387.28,4988746.33,ANNUAL,ACTIVE,1,True,427387.28,11
POL000001848,CUS00006654,LIFE,PRV4,2024-01-18,2029-01-16,2027-01-17,533294.87,12717498.31,ANNUAL,ACTIVE,1,True,533294.87,139
POL000001849,CUS00006658,HEALTH,PRV2,2024-09-25,2034-09-23,2026-09-25,1368385.53,33520957.57,ANNUAL,ACTIVE,1,True,1368385.53,25
POL000001850,CUS00006663,LIFE,PRV5,2024-06-13,2034-06-11,2027-06-13,2123797.24,17457572.4,ANNUAL,ACTIVE,1,True,2123797.24,286
POL000001851,CUS00006671,HEALTH,PRV3,2022-07-25,2042-07-20,2027-07-24,948592.69,13779281.81,ANNUAL,ACTIVE,2,True,3867518.43,312
POL000001852,CUS00006671,LIFE,PRV5,2025-07-09,2030-07-08,2027-07-09,2918925.74,27300018.56,MONTHLY,ACTIVE,2,True,3867518.43,312
POL000001853,CUS00006677,TRAVEL,PRV5,2025-06-28,2026-06-28,2027-06-28,597327.91,6969719.82,ANNUAL,LAPSED,2,True,856910.58,259
POL000001854,CUS00006677,LIFE,PRV5,2025-05-17,2030-05-16,2027-05-17,856910.58,7514169.96,MONTHLY,ACTIVE,2,True,856910.58,259
POL000001855,CUS00006681,LIFE,PRV1,2022-10-10,2023-10-10,2026-10-09,1524070.51,30565585.05,MONTHLY,LAPSED,1,False,0.0,
POL000001856,CUS00006684,HEALTH,PRV3,2023-09-13,2043-09-08,2026-09-12,292499.6,5912732.59,QUARTERLY,ACTIVE,1,True,292499.6,12
POL000001857,CUS00006691,HOME,PRV2,2024-04-04,2034-04-02,2027-04-04,2760222.26,67734943.48,ANNUAL,ACTIVE,2,True,4390498.62,46
POL000001858,CUS00006691,HEALTH,PRV4,2023-10-17,2033-10-14,2026-10-16,1630276.36,20787129.09,ANNUAL,ACTIVE,2,True,4390498.62,46
POL000001859,CUS00006693,LIFE,PRV2,2022-08-01,2042-07-27,2027-07-31,248599.74,4959666.11,ANNUAL,ACTIVE,2,True,896781.43,303
POL000001860,CUS00006693,HEALTH,PRV3,2025-06-30,2030-06-29,2027-06-30,648181.69,8883831.28,ANNUAL,ACTIVE,2,True,896781.43,303
POL000001861,CUS00006695,TRAVEL,PRV4,2026-03-11,2046-03-06,2027-03-11,4843066.17,43674124.12,QUARTERLY,ACTIVE,2,True,12694439.5,136
POL000001862,CUS00006695,HEALTH,PRV1,2026-01-14,2027-01-14,2027-01-14,7851373.33,113882148.79,ANNUAL,ACTIVE,2,True,12694439.5,136
POL000001863,CUS00006698,HEALTH,PRV2,2025-10-10,2035-10-08,2026-10-10,6463358.91,61851882.89,QUARTERLY,ACTIVE,2,True,15684540.86,31
POL000001864,CUS00006698,LIFE,PRV4,2022-10-02,2027-10-01,2026-10-01,9221181.95,226712039.1,QUARTERLY,ACTIVE,2,True,15684540.86,31
POL000001865,CUS00006700,HOME,PRV3,2024-02-18,2029-02-16,2027-02-17,1110190.82,15310815.83,MONTHLY,ACTIVE,2,True,2462974.43,50
POL000001866,CUS00006700,LIFE,PRV2,2022-10-21,2032-10-18,2026-10-20,1352783.61,21647623.12,ANNUAL,ACTIVE,2,True,2462974.43,50
POL000001867,CUS00006709,TRAVEL,PRV2,2026-06-15,2046-06-10,2027-06-15,1727693.72,29055106.5,ANNUAL,ACTIVE,1,True,1727693.72,288
POL000001868,CUS00006713,MOTOR,PRV3,2025-09-10,2026-09-10,2026-09-10,369476.08,4513470.31,MONTHLY,ACTIVE,2,True,369476.08,10
POL000001869,CUS00006713,LIFE,PRV4,2025-06-12,2026-06-12,2027-06-12,141012.13,1412523.26,ANNUAL,LAPSED,2,True,369476.08,10
POL000001870,CUS00006714,HEALTH,PRV2,2025-05-09,2045-05-04,2027-05-09,2416604.21,21237680.77,MONTHLY,ACTIVE,1,True,2416604.21,251
POL000001871,CUS00006715,TRAVEL,PRV4,2023-09-04,2043-08-30,2026-09-03,275559.4,2430382.73,MONTHLY,ACTIVE,1,True,275559.4,3
POL000001872,CUS00006718,LIFE,PRV1,2026-06-30,2036-06-27,2027-06-30,954581.24,11411270.56,ANNUAL,ACTIVE,1,True,954581.24,303
POL000001873,CUS00006724,LIFE,PRV3,2022-12-15,2032-12-12,2026-12-14,1005551.91,23655401.87,ANNUAL,ACTIVE,1,True,1005551.91,105
POL000001874,CUS00006735,HOME,PRV3,2024-06-14,2025-06-14,2027-06-14,1256999.7,28345084.13,MONTHLY,LAPSED,1,False,0.0,
POL000001875,CUS00006737,LIFE,PRV3,2026-06-12,2027-06-12,2027-06-12,1286649.66,19680398.33,ANNUAL,ACTIVE,1,True,1286649.66,285
POL000001876,CUS00006743,LIFE,PRV3,2024-07-28,2025-07-28,2027-07-28,8117522.96,91446863.22,ANNUAL,LAPSED,1,False,0.0,
POL000001877,CUS00006751,TRAVEL,PRV2,2022-10-12,2023-10-12,2026-10-11,678562.06,15159982.15,QUARTERLY,LAPSED,1,False,0.0,
POL000001878,CUS00006753,LIFE,PRV2,2025-04-13,2026-04-13,2027-04-13,7297393.24,98681418.56,ANNUAL,LAPSED,1,False,0.0,
POL000001879,CUS00006761,LIFE,PRV3,2026-07-01,2027-07-01,2027-07-01,2250882.29,50659355.05,MONTHLY,ACTIVE,1,True,2250882.29,304
POL000001880,CUS00006766,HEALTH,PRV1,2022-08-31,2023-08-31,2027-08-30,12730665.5,239014532.18,ANNUAL,LAPSED,1,False,0.0,
POL000001881,CUS00006771,HEALTH,PRV1,2026-02-28,2031-02-27,2027-02-28,1207052.3,20881816.94,MONTHLY,ACTIVE,2,True,2219485.0,181
POL000001882,CUS00006771,TRAVEL,PRV2,2026-06-17,2027-06-17,2027-06-17,1012432.7,20952801.92,ANNUAL,ACTIVE,2,True,2219485.0,181
POL000001883,CUS00006780,MOTOR,PRV5,2022-09-06,2032-09-03,2026-09-05,577104.6,5044527.62,ANNUAL,ACTIVE,1,True,577104.6,5
POL000001884,CUS00006792,HOME,PRV4,2024-10-05,2044-09-30,2026-10-05,11225345.54,277637528.11,QUARTERLY,ACTIVE,1,True,11225345.54,35
POL000001885,CUS00006801,LIFE,PRV5,2025-11-21,2035-11-19,2026-11-21,7680669.95,85893981.68,ANNUAL,ACTIVE,1,True,7680669.95,82
POL000001886,CUS00006802,MOTOR,PRV1,2023-01-26,2033-01-23,2027-01-25,1229955.69,9918291.03,ANNUAL,ACTIVE,1,True,1229955.69,147
POL000001887,CUS00006813,TRAVEL,PRV5,2023-10-24,2028-10-22,2026-10-23,13236902.66,302281652.93,MONTHLY,ACTIVE,1,True,13236902.66,53
POL000001888,CUS00006825,HOME,PRV2,2025-05-25,2026-05-25,2027-05-25,95510.91,809297.89,MONTHLY,LAPSED,1,False,0.0,
POL000001889,CUS00006833,HEALTH,PRV1,2022-12-10,2027-12-09,2026-12-09,358454.83,8455169.48,MONTHLY,ACTIVE,1,True,358454.83,100
POL000001890,CUS00006842,TRAVEL,PRV4,2025-10-04,2045-09-29,2026-10-04,4548528.62,56852978.94,MONTHLY,ACTIVE,1,True,4548528.62,34
POL000001891,CUS00006843,HEALTH,PRV1,2025-01-04,2030-01-03,2027-01-04,19320431.42,278844392.63,ANNUAL,ACTIVE,1,True,19320431.42,126
POL000001892,CUS00006844,HEALTH,PRV2,2023-05-02,2028-04-30,2027-05-01,1587354.83,17912053.39,ANNUAL,ACTIVE,1,True,1587354.83,243
POL000001893,CUS00006848,MOTOR,PRV1,2022-08-07,2032-08-04,2027-08-06,159780.22,3931482.46,ANNUAL,ACTIVE,1,True,159780.22,340
POL000001894,CUS00006850,LIFE,PRV1,2023-05-20,2043-05-15,2027-05-19,1022192.68,9709069.23,ANNUAL,ACTIVE,2,True,3877505.66,261
POL000001895,CUS00006850,MOTOR,PRV3,2023-08-19,2043-08-14,2027-08-18,2855312.98,30537408.31,MONTHLY,ACTIVE,2,True,3877505.66,261
POL000001896,CUS00006853,TRAVEL,PRV1,2025-06-29,2026-06-29,2027-06-29,3107178.56,71870589.39,QUARTERLY,LAPSED,1,False,0.0,
POL000001897,CUS00006862,HEALTH,PRV3,2024-04-11,2029-04-10,2027-04-11,1765938.71,32720420.04,QUARTERLY,ACTIVE,1,True,1765938.71,223
POL000001898,CUS00006868,LIFE,PRV3,2022-09-07,2023-09-07,2026-09-06,2361089.31,46301461.64,ANNUAL,LAPSED,1,False,0.0,
POL000001899,CUS00006872,LIFE,PRV5,2025-04-13,2030-04-12,2027-04-13,5038907.65,109708038.59,MONTHLY,ACTIVE,2,True,18247474.3,93
POL000001900,CUS00006872,LIFE,PRV2,2024-12-02,2029-12-01,2026-12-02,13208566.65,253093437.68,MONTHLY,ACTIVE,2,True,18247474.3,93
POL000001901,CUS00006873,HEALTH,PRV2,2025-02-20,2045-02-15,2027-02-20,6651966.02,145377220.75,ANNUAL,ACTIVE,2,True,11771449.65,173
POL000001902,CUS00006873,TRAVEL,PRV1,2022-08-28,2027-08-27,2027-08-27,5119483.63,44687322.07,MONTHLY,ACTIVE,2,True,11771449.65,173
POL000001903,CUS00006880,TRAVEL,PRV4,2023-03-27,2028-03-25,2027-03-26,31466853.4,773081951.99,QUARTERLY,ACTIVE,1,True,31466853.4,207
POL000001904,CUS00006881,TRAVEL,PRV1,2026-01-23,2046-01-18,2027-01-23,580935.73,6784719.65,ANNUAL,ACTIVE,1,True,580935.73,145
POL000001905,CUS00006891,LIFE,PRV1,2022-12-30,2023-12-30,2026-12-29,437384.84,5131543.4,ANNUAL,LAPSED,1,False,0.0,
POL000001906,CUS00006898,LIFE,PRV2,2023-10-05,2028-10-03,2026-10-04,20859157.69,320778337.45,ANNUAL,ACTIVE,2,True,59454328.76,34
POL000001907,CUS00006898,TRAVEL,PRV2,2022-12-08,2032-12-05,2026-12-07,38595171.07,490868067.06,QUARTERLY,ACTIVE,2,True,59454328.76,34
POL000001908,CUS00006899,HEALTH,PRV2,2023-11-14,2043-11-09,2026-11-13,159778.57,3975986.22,ANNUAL,ACTIVE,1,True,159778.57,74
POL000001909,CUS00006901,LIFE,PRV3,2024-09-07,2044-09-02,2026-09-07,463876.04,8874546.14,ANNUAL,ACTIVE,1,True,463876.04,7
POL000001910,CUS00006904,HEALTH,PRV1,2026-04-27,2027-04-27,2027-04-27,11333313.94,246382659.72,ANNUAL,ACTIVE,1,True,11333313.94,239
POL000001911,CUS00006907,LIFE,PRV1,2024-10-04,2025-10-04,2026-10-04,381550.88,6852039.91,QUARTERLY,LAPSED,1,False,0.0,
POL000001912,CUS00006914,HEALTH,PRV5,2025-04-03,2045-03-29,2027-04-03,8364332.33,91250304.03,QUARTERLY,ACTIVE,1,True,8364332.33,215
POL000001913,CUS00006920,LIFE,PRV5,2025-02-18,2035-02-16,2027-02-18,2252919.38,39927316.82,ANNUAL,ACTIVE,1,True,2252919.38,171
POL000001914,CUS00006922,TRAVEL,PRV4,2026-06-16,2036-06-13,2027-06-16,3979313.86,89985542.7,MONTHLY,ACTIVE,1,True,3979313.86,289
POL000001915,CUS00006926,HEALTH,PRV1,2024-02-29,2034-02-26,2027-02-28,2805848.64,57599264.47,QUARTERLY,ACTIVE,1,True,2805848.64,181
POL000001916,CUS00006927,HEALTH,PRV1,2025-01-16,2026-01-16,2027-01-16,2380924.2,25349779.14,MONTHLY,LAPSED,1,False,0.0,
POL000001917,CUS00006928,TRAVEL,PRV5,2025-11-14,2030-11-13,2026-11-14,949264.81,15488259.55,ANNUAL,ACTIVE,1,True,949264.81,75
POL000001918,CUS00006929,LIFE,PRV4,2022-09-10,2023-09-10,2026-09-09,2217836.94,20449551.65,QUARTERLY,LAPSED,1,False,0.0,
POL000001919,CUS00006932,MOTOR,PRV1,2023-06-02,2043-05-28,2027-06-01,266127.72,4286366.97,QUARTERLY,ACTIVE,1,True,266127.72,274
POL000001920,CUS00006933,HEALTH,PRV2,2024-02-12,2034-02-09,2027-02-11,143906.3,2995720.41,ANNUAL,ACTIVE,1,True,143906.3,164
POL000001921,CUS00006940,MOTOR,PRV2,2024-10-08,2034-10-06,2026-10-08,187614.04,3736899.77,ANNUAL,ACTIVE,1,True,187614.04,38
POL000001922,CUS00006944,HEALTH,PRV5,2022-10-11,2023-10-11,2026-10-10,1668853.6,39584860.34,ANNUAL,LAPSED,2,True,990516.28,198
POL000001923,CUS00006944,HEALTH,PRV3,2024-03-17,2034-03-15,2027-03-17,990516.28,20670664.9,MONTHLY,ACTIVE,2,True,990516.28,198
POL000001924,CUS00006949,TRAVEL,PRV4,2023-10-23,2024-10-22,2026-10-22,2828976.62,44336955.24,ANNUAL,LAPSED,1,False,0.0,
