customer_id,snapshot_date,txn_count_30d,txn_count_90d,total_spend_30d,total_spend_90d,avg_txn_value_30d,online_spend_30d,travel_spend_90d,dining_spend_90d,international_spend_90d,qr_txn_count_30d,credit_inflow_30d,debit_outflow_30d,spending_growth_3m
CUS00003750,2026-08-31,11,32,21169910.31,67898944.27,1924537.3,16027410.14,0.0,0.0,0.0,0,27416188.41,21169910.31,0.4019
CUS00003751,2026-08-31,5,28,2176071.76,12180663.95,435214.35,1591166.06,2126734.82,841437.63,526826.78,1,5067363.83,2176071.76,-0.6236
CUS00003752,2026-08-31,8,21,132655363.09,284081560.33,16581920.39,132569221.31,14342988.47,17604503.09,14342988.47,1,74566395.86,132655363.09,1.0305
CUS00003753,2026-08-31,12,36,10273782.17,27673419.78,856148.51,9613450.95,0.0,2191097.39,0.0,0,1360404.95,10273782.17,0.0636
CUS00003754,2026-08-31,6,24,15894103.7,52355908.98,2649017.28,11353005.74,13456641.96,3189004.05,7246998.66,0,12974912.11,15894103.7,0.1638
CUS00003755,2026-08-31,4,11,2865929.37,7083227.64,716482.34,846451.26,0.0,0.0,0.0,0,920934.3,2865929.37,1.8091
CUS00003756,2026-08-31,5,14,2727406.85,6853484.69,545481.37,2288523.24,528032.31,185217.89,449033.75,0,0.0,2727406.85,1.5049
CUS00003757,2026-08-31,5,16,4794660.11,19148084.66,958932.02,2698140.19,0.0,4296308.9,0.0,0,1526898.7,4794660.11,0.205
CUS00003758,2026-08-31,13,28,85983306.37,229000856.04,6614100.49,70737526.09,17485437.48,17179935.68,0.0,1,63867674.5,85983306.37,-0.0935
CUS00003759,2026-08-31,8,21,165752373.35,623931813.37,20719046.67,142765118.85,24018778.34,10986521.87,0.0,0,46109656.55,165752373.35,1.3325
CUS00003760,2026-08-31,13,32,23900586.46,59293671.21,1838506.65,20284134.91,3204001.62,3289153.66,0.0,1,8796763.01,23900586.46,0.3602
CUS00003761,2026-08-31,13,36,24069638.45,70193848.49,1851510.65,22234321.87,9998654.29,10615287.51,8756991.47,0,28039286.77,24069638.45,0.3733
CUS00003762,2026-08-31,5,26,1271933.58,12146261.5,254386.72,933766.06,0.0,0.0,0.0,0,515534.88,1271933.58,-0.7693
CUS00003763,2026-08-31,6,29,24693298.39,145243105.29,4115549.73,17997209.0,13592955.45,8401313.22,13592955.45,0,5831439.76,24693298.39,-0.5477
CUS00003764,2026-08-31,1,6,305815.32,3225856.89,305815.32,305815.32,1609641.21,0.0,0.0,0,0.0,305815.32,-0.8472
CUS00003765,2026-08-31,4,15,13142254.67,38574583.46,3285563.67,8955393.65,0.0,280883.13,0.0,0,5464812.3,13142254.67,0.3553
CUS00003766,2026-08-31,5,16,14556289.45,84583956.62,2911257.89,7249051.88,7249051.88,11507366.72,0.0,0,13142612.84,14556289.45,-0.5242
CUS00003767,2026-08-31,3,14,16997570.42,47866172.18,5665856.81,4948518.93,3699355.2,4730358.65,0.0,0,2586563.69,16997570.42,0.0485
CUS00003768,2026-08-31,12,39,16020520.02,53953305.46,1335043.34,14160788.59,4019973.25,4113346.52,2544146.27,1,2828263.62,16020520.02,-0.2743
CUS00003769,2026-08-31,6,15,18496163.13,46541131.49,3082693.86,7307337.0,0.0,0.0,0.0,0,56058.17,18496163.13,1.0534
CUS00003770,2026-08-31,10,32,4705109.66,13828340.72,470510.97,4080794.33,1136575.6,301955.09,655811.35,0,5057732.16,4705109.66,-0.243
CUS00003771,2026-08-31,16,42,8495885.34,22766702.91,530992.83,7920443.09,885128.82,3911512.0,153610.35,1,4287038.47,8495885.34,0.1804
CUS00003772,2026-08-31,6,27,38550792.79,239463397.45,6425132.13,36401512.04,30719817.9,17257013.25,0.0,1,156715907.91,38550792.79,-0.4531
CUS00003773,2026-08-31,6,17,3254706.05,10429235.72,542451.01,2596027.61,110001.89,509042.66,110001.89,0,1364505.17,3254706.05,0.0893
CUS00003774,2026-08-31,7,30,10988288.95,54397859.82,1569755.56,9905107.77,2638408.68,3986462.43,0.0,0,0.0,10988288.95,-0.4479
CUS00003775,2026-08-31,6,16,5088511.72,13090462.92,848085.29,4174803.19,1477055.65,1133849.43,0.0,2,3238751.19,5088511.72,2.0784
CUS00003776,2026-08-31,8,26,22291053.38,69824609.86,2786381.67,20871080.29,3191041.66,2069642.23,3191041.66,0,2336760.72,22291053.38,-0.171
CUS00003777,2026-08-31,10,33,2128221.08,7510520.0,212822.11,1218433.71,101149.15,746273.21,0.0,1,582198.22,2128221.08,-0.3376
CUS00003778,2026-08-31,4,14,6409883.35,30510105.0,1602470.84,3267241.34,0.0,0.0,0.0,0,9975676.73,6409883.35,-0.4736
CUS00003779,2026-08-31,7,28,21227133.72,66187298.2,3032447.67,11834865.24,805450.04,3226549.88,805450.04,0,0.0,21227133.72,-0.3265
CUS00003780,2026-08-31,4,16,13489266.41,65580630.54,3372316.6,11929360.67,10778152.1,16696817.44,0.0,0,1989082.67,13489266.41,0.3687
CUS00003781,2026-08-31,8,28,2822628.9,11454738.68,352828.61,2363176.18,2311991.38,0.0,1309226.26,1,3095322.87,2822628.9,-0.395
CUS00003782,2026-08-31,9,32,2699599.78,7936189.02,299955.53,1454758.94,0.0,686487.34,0.0,2,666065.43,2699599.78,0.0361
CUS00003783,2026-08-31,16,37,62444907.32,120953565.26,3902806.71,38653830.47,1874318.74,14614107.78,107621.6,0,8027483.99,62444907.32,0.5707
CUS00003784,2026-08-31,6,19,5387965.95,16963265.59,897994.32,3602602.02,3046836.5,366726.47,3046836.5,0,2827160.83,5387965.95,0.2562
CUS00003785,2026-08-31,16,38,38866157.84,80635267.31,2429134.87,33825302.36,5559583.0,10126441.54,1811468.17,0,18846801.35,38866157.84,2.1019
CUS00003786,2026-08-31,4,15,3611503.67,18618706.46,902875.92,625255.96,964303.38,0.0,0.0,0,0.0,3611503.67,-0.4227
CUS00003787,2026-08-31,3,18,6222430.68,22753153.21,2074143.56,4739458.62,4381987.5,231172.33,0.0,0,316096.68,6222430.68,-0.2342
CUS00003788,2026-08-31,4,8,1037819.32,1614791.2,259454.83,950778.94,149246.91,314954.85,0.0,0,709437.67,1037819.32,1.3427
CUS00003789,2026-08-31,7,11,6162914.27,8930511.65,880416.32,4597574.24,2222581.4,0.0,2222581.4,1,0.0,6162914.27,12.5911
CUS00003790,2026-08-31,10,28,3196912.9,9683560.14,319691.29,2020250.25,1049569.93,0.0,393498.55,1,1001788.96,3196912.9,-0.4095
CUS00003791,2026-08-31,5,14,6759655.98,13731200.64,1351931.2,5993047.04,0.0,1538033.58,0.0,0,66703.82,6759655.98,1.7106
CUS00003792,2026-08-31,12,32,5442932.19,14129392.44,453577.68,4934954.59,0.0,295305.27,0.0,0,611089.39,5442932.19,0.186
CUS00003793,2026-08-31,8,23,6646485.05,21518923.07,830810.63,2925704.52,434469.75,1449078.57,308324.09,0,5440237.72,6646485.05,-0.252
CUS00003794,2026-08-31,5,18,7362350.81,27714816.03,1472470.16,5760968.25,497908.1,5004034.47,0.0,0,11342829.44,7362350.81,-0.4414
CUS00003795,2026-08-31,3,6,6976944.14,13873444.26,2325648.05,6976944.14,1084137.33,1903273.87,1084137.33,1,6615050.05,6976944.14,0.0117
CUS00003796,2026-08-31,4,20,2255954.51,9243515.91,563988.63,2205892.38,389418.39,820638.39,389418.39,0,0.0,2255954.51,-0.5338
CUS00003797,2026-08-31,0,2,0.0,843896.68,0.0,0.0,0.0,135786.36,0.0,0,932814.54,0.0,-1.0
CUS00003798,2026-08-31,13,33,694547500.99,1947956304.49,53426730.85,423249431.76,152605963.22,53790214.31,33901082.94,0,0.0,694547500.99,0.7774
CUS00003799,2026-08-31,4,5,2775684.43,3924025.91,693921.11,1047162.86,0.0,1841136.55,0.0,0,0.0,2775684.43,0.0
CUS00003800,2026-08-31,10,28,31583419.76,88369114.96,3158341.98,27346572.85,0.0,13137299.57,0.0,0,19651859.8,31583419.76,-0.0856
CUS00003801,2026-08-31,4,14,2884480.53,18153146.32,721120.13,1823113.17,0.0,901394.56,0.0,1,3508226.32,2884480.53,-0.7285
CUS00003802,2026-08-31,7,18,6440244.48,15733297.49,920034.93,3673309.01,0.0,0.0,0.0,0,1182946.95,6440244.48,0.4464
CUS00003803,2026-08-31,7,27,50830312.54,153507961.04,7261473.22,37151932.27,9530973.14,17561765.13,9530973.14,1,51767633.76,50830312.54,-0.0682
CUS00003804,2026-08-31,6,38,57208300.63,444125234.61,9534716.77,32534675.68,20174594.98,60030966.57,5230990.61,0,11569295.58,57208300.63,-0.735
CUS00003805,2026-08-31,9,26,61616829.78,159968061.07,6846314.42,49683104.66,3486843.17,13475527.02,2825876.68,0,30674109.52,61616829.78,0.0001
CUS00003806,2026-08-31,5,23,2470893.26,12091668.26,494178.65,250688.62,0.0,2010804.02,0.0,0,8141219.82,2470893.26,-0.342
CUS00003807,2026-08-31,3,30,49366472.32,401947786.16,16455490.77,17353315.37,0.0,26149691.06,0.0,0,119749200.08,49366472.32,-0.7251
CUS00003808,2026-08-31,0,4,0.0,4416794.27,0.0,0.0,446044.85,1890448.54,0.0,0,0.0,0.0,-1.0
CUS00003809,2026-08-31,7,31,14413374.3,72778641.36,2059053.47,14413374.3,9597334.27,2761505.01,2687862.49,0,29124262.4,14413374.3,-0.5038
CUS00003810,2026-08-31,9,21,27744622.55,93347432.62,3082735.84,27316512.41,3913923.74,0.0,3913923.74,0,30243913.32,27744622.55,-0.4034
CUS00003811,2026-08-31,7,23,13507203.35,33646677.45,1929600.48,10596407.5,0.0,955641.71,0.0,1,658647.21,13507203.35,1.036
CUS00003812,2026-08-31,12,33,108796112.47,281660086.38,9066342.71,108796112.47,14588275.59,34322212.26,0.0,1,8080636.33,108796112.47,0.3056
CUS00003813,2026-08-31,8,24,24308345.3,86825607.47,3038543.16,18573871.78,2944012.31,3800441.47,2944012.31,1,7796852.85,24308345.3,0.7212
CUS00003814,2026-08-31,9,20,8314481.77,20227627.39,923831.31,4538413.13,651300.3,219991.59,651300.3,0,504050.02,8314481.77,-0.1043
CUS00003815,2026-08-31,6,22,6045353.86,17663908.79,1007558.98,3324997.36,577423.92,1018523.58,0.0,0,0.0,6045353.86,0.2643
CUS00003816,2026-08-31,7,21,139611510.6,408137860.48,19944501.51,88268925.87,47691871.69,27575220.71,28162883.36,0,5314704.99,139611510.6,1.987
CUS00003817,2026-08-31,7,18,2052814.61,5390626.16,293259.23,2052814.61,332042.49,0.0,332042.49,1,998354.81,2052814.61,0.5749
CUS00003818,2026-08-31,5,18,12252056.48,24365102.22,2450411.3,8797435.81,2783484.66,1520273.92,2091946.53,0,8676343.92,12252056.48,2.8869
CUS00003819,2026-08-31,8,28,190689218.82,596086862.25,23836152.35,138455252.79,18041551.43,28064449.39,18041551.43,1,28153449.97,190689218.82,-0.0388
CUS00003820,2026-08-31,8,37,6824558.75,24896620.0,853069.84,4508590.73,935521.53,3528475.02,0.0,0,7496457.05,6824558.75,-0.151
CUS00003821,2026-08-31,1,6,522551.71,6106073.76,522551.71,0.0,2324762.18,0.0,1165871.01,0,0.0,522551.71,-0.7093
CUS00003822,2026-08-31,1,7,178846.25,4922307.52,178846.25,178846.25,0.0,1434713.59,0.0,0,859651.45,178846.25,1.619
CUS00003823,2026-08-31,5,22,16209407.9,74706635.36,3241881.58,16209407.9,5777691.64,8181527.3,5777691.64,0,13457346.8,16209407.9,-0.4613
CUS00003824,2026-08-31,8,32,61357217.55,419876422.83,7669652.19,58208549.37,1278423.87,0.0,0.0,1,129624978.81,61357217.55,-0.6607
CUS00003825,2026-08-31,2,14,11870543.47,104680395.22,5935271.74,8125305.24,11027532.34,0.0,8125305.24,0,58854481.36,11870543.47,-0.7115
CUS00003826,2026-08-31,3,16,4022959.98,19211139.12,1340986.66,0.0,1882159.29,0.0,1096790.91,0,0.0,4022959.98,-0.602
CUS00003827,2026-08-31,1,3,315714.1,2827230.84,315714.1,315714.1,315714.1,0.0,0.0,0,0.0,315714.1,0.0
CUS00003828,2026-08-31,5,11,31547696.26,81488990.71,6309539.25,24885973.43,0.0,15061049.74,0.0,0,1297780.73,31547696.26,-0.2114
CUS00003829,2026-08-31,8,18,25450260.6,44168895.84,3181282.58,25135893.32,12123678.35,0.0,12123678.35,1,40704515.52,25450260.6,4.4076
CUS00003830,2026-08-31,8,23,59125010.14,128372971.29,7390626.27,53270333.77,0.0,6134382.49,0.0,0,7222861.5,59125010.14,0.8276
CUS00003831,2026-08-31,14,33,5185335.42,11083917.51,370381.1,4673348.29,1228157.29,0.0,68061.01,0,1152274.82,5185335.42,0.6091
CUS00003832,2026-08-31,4,17,5140563.76,22675048.8,1285140.94,3358851.69,0.0,1920790.61,0.0,0,1402303.48,5140563.76,-0.3391
CUS00003833,2026-08-31,2,6,2286267.26,14870175.59,1143133.63,2286267.26,0.0,0.0,0.0,0,0.0,2286267.26,0.8725
CUS00003834,2026-08-31,5,30,17534381.9,173681685.63,3506876.38,10204931.46,0.0,22269274.7,0.0,0,96409380.94,17534381.9,-0.7835
CUS00003835,2026-08-31,2,14,9989298.5,74653071.31,4994649.25,9989298.5,2199370.59,0.0,0.0,0,0.0,9989298.5,-0.7735
CUS00003836,2026-08-31,2,4,521808.19,4278902.52,260904.1,112541.91,0.0,0.0,0.0,0,2016147.45,521808.19,5.2782
CUS00003837,2026-08-31,9,22,2812958.82,7641799.79,312550.98,1608316.14,734493.71,353844.07,734493.71,0,1747673.79,2812958.82,0.0615
CUS00003838,2026-08-31,8,36,27256633.34,173705696.41,3407079.17,18644558.64,10801562.2,26211.55,10801562.2,0,0.0,27256633.34,-0.6894
CUS00003839,2026-08-31,10,17,11040888.35,15614652.58,1104088.84,8801911.99,518636.56,0.0,0.0,0,0.0,11040888.35,2.6553
CUS00003840,2026-08-31,7,25,27542164.64,67143500.73,3934594.95,16470320.84,9336475.0,230818.33,6949317.98,0,3384297.95,27542164.64,0.875
CUS00003841,2026-08-31,5,23,10093017.94,43499191.57,2018603.59,2360788.03,6182261.91,1978472.54,2346259.17,0,2666898.52,10093017.94,0.0138
CUS00003842,2026-08-31,7,20,10330380.01,30331326.02,1475768.57,10330380.01,2851006.01,898325.02,15496.17,0,34117888.96,10330380.01,-0.2715
CUS00003843,2026-08-31,12,42,11444429.28,40403397.22,953702.44,6880266.48,416327.95,1471713.71,416327.95,0,8740879.93,11444429.28,-0.3289
CUS00003844,2026-08-31,8,22,3457095.07,11510627.04,432136.88,2198656.78,307933.71,0.0,0.0,0,512480.28,3457095.07,-0.341
CUS00003845,2026-08-31,11,33,99828199.78,327336464.57,9075290.89,65602839.09,37089166.83,19422944.02,0.0,1,45017290.37,99828199.78,-0.1734
CUS00003846,2026-08-31,4,15,3809401.42,16832172.79,952350.36,0.0,0.0,4005010.58,0.0,0,10580741.18,3809401.42,-0.5123
CUS00003847,2026-08-31,9,24,14225857.42,29671374.53,1580650.82,13476998.35,406193.56,2998016.9,0.0,0,43706079.33,14225857.42,3.8316
CUS00003848,2026-08-31,7,27,39235129.77,318377918.96,5605018.54,16333582.38,14142559.18,22231215.88,9279769.05,0,31924361.53,39235129.77,-0.7929
CUS00003849,2026-08-31,1,9,372557.8,19276152.5,372557.8,372557.8,3751603.43,5214676.14,3751603.43,0,0.0,372557.8,-0.9524
CUS00003850,2026-08-31,2,11,305838.64,4226169.14,152919.32,60042.65,241902.75,115403.94,0.0,0,221822.14,305838.64,-0.8178
CUS00003851,2026-08-31,10,32,46373982.23,165954094.33,4637398.22,34477338.3,25830871.98,23827448.04,18215102.32,2,51369037.51,46373982.23,0.1704
CUS00003852,2026-08-31,12,21,5338511.84,10471118.19,444875.99,4302671.06,701106.66,735972.95,701106.66,0,0.0,5338511.84,1.8804
CUS00003853,2026-08-31,6,17,18400196.48,48898198.3,3066699.41,11847707.15,0.0,0.0,0.0,0,1755216.24,18400196.48,0.3107
CUS00003854,2026-08-31,14,25,133427107.91,269366761.77,9530507.71,55687581.63,10255546.58,36752099.36,0.0,0,0.0,133427107.91,1.5137
CUS00003855,2026-08-31,14,44,5169162.44,19629807.45,369225.89,3678646.3,2917723.71,816055.22,2479195.0,1,3048596.94,5169162.44,-0.3781
CUS00003856,2026-08-31,3,7,4028021.53,6601605.33,1342673.84,1738994.87,0.0,0.0,0.0,1,0.0,4028021.53,2.9156
CUS00003857,2026-08-31,3,11,991611.38,3043443.57,330537.13,839753.12,0.0,270307.47,0.0,0,0.0,991611.38,0.4992
CUS00003858,2026-08-31,9,21,88443025.98,205878355.41,9827002.89,39188745.53,0.0,48629035.68,0.0,1,41101833.86,88443025.98,0.1486
CUS00003859,2026-08-31,16,29,14978903.02,29532778.79,936181.44,10742359.93,5404657.03,2992042.7,2416619.37,0,3323504.4,14978903.02,1.0598
CUS00003860,2026-08-31,8,25,3934486.38,13983185.07,491810.8,3332597.17,797105.26,1902005.6,0.0,0,4819503.85,3934486.38,-0.2233
CUS00003861,2026-08-31,0,9,0.0,5686463.25,0.0,0.0,0.0,145563.89,0.0,0,0.0,0.0,-1.0
CUS00003862,2026-08-31,6,19,4126193.43,11234687.84,687698.9,3220969.35,0.0,1058206.43,0.0,0,1577291.96,4126193.43,0.4382
CUS00003863,2026-08-31,5,18,12761379.47,47325517.55,2552275.89,3850856.76,9362549.33,4409632.23,1111420.8,1,15114218.4,12761379.47,-0.5059
CUS00003864,2026-08-31,8,32,172239174.84,737037515.65,21529896.85,99580068.78,8965898.8,68916839.13,0.0,0,244822041.4,172239174.84,0.1198
CUS00003865,2026-08-31,8,22,19463079.85,44483949.27,2432884.98,16122893.01,3240381.2,255139.46,0.0,0,5555090.08,19463079.85,0.203
CUS00003866,2026-08-31,8,19,6056073.19,16041641.2,757009.15,3726951.94,419430.53,1009323.39,419430.53,0,0.0,6056073.19,0.5581
CUS00003867,2026-08-31,3,14,2123261.23,20913131.66,707753.74,2123261.23,0.0,0.0,0.0,0,5673706.17,2123261.23,-0.7927
CUS00003868,2026-08-31,5,14,5852394.91,21391243.47,1170478.98,4340941.03,0.0,0.0,0.0,0,4152046.91,5852394.91,-0.57
CUS00003869,2026-08-31,10,27,14229679.56,40124346.85,1422967.96,8649241.37,4820779.73,6418482.47,1816700.53,0,1749373.31,14229679.56,0.26
CUS00003870,2026-08-31,19,35,152322287.33,293834076.14,8016962.49,132776830.11,20775727.16,25130063.26,0.0,0,0.0,152322287.33,0.939
CUS00003871,2026-08-31,5,18,2744801.81,12885725.92,548960.36,1393717.8,525342.11,0.0,0.0,0,0.0,2744801.81,-0.5663
CUS00003872,2026-08-31,7,23,174167104.36,459059584.68,24881014.91,56720841.07,98950679.91,15495200.56,43581467.09,0,70430608.37,174167104.36,0.7396
CUS00003873,2026-08-31,11,30,77204125.57,180673591.7,7018556.87,67163476.23,0.0,9893767.78,0.0,1,6933056.87,77204125.57,0.0143
CUS00003874,2026-08-31,11,34,55157894.91,159071671.56,5014354.08,47216806.09,12680618.18,2180344.08,12680618.18,1,17151413.03,55157894.91,-0.3669
CUS00003875,2026-08-31,2,12,2219028.15,23135440.23,1109514.08,2219028.15,1770116.84,5794016.01,1241917.51,0,4434548.05,2219028.15,-0.638
CUS00003876,2026-08-31,8,20,2053616.58,5130001.74,256702.07,1353965.07,0.0,673403.64,0.0,1,1181342.57,2053616.58,12.3528
CUS00003877,2026-08-31,7,16,4090435.14,8859048.06,584347.88,4090435.14,629970.29,672489.13,629970.29,0,0.0,4090435.14,0.2099
CUS00003878,2026-08-31,5,23,10736099.26,76482123.65,2147219.85,10736099.26,5027840.15,0.0,5027840.15,0,0.0,10736099.26,-0.5383
CUS00003879,2026-08-31,11,28,31141216.12,66229176.69,2831019.65,16668105.11,1292010.0,6664540.17,1292010.0,0,4371167.51,31141216.12,2.4138
CUS00003880,2026-08-31,2,15,2317902.03,14245321.66,1158951.02,2317902.03,0.0,2145610.74,0.0,0,0.0,2317902.03,-0.5173
CUS00003881,2026-08-31,1,6,321611.93,1397404.25,321611.93,321611.93,0.0,158197.76,0.0,0,330615.01,321611.93,-0.6301
CUS00003882,2026-08-31,14,28,25622334.41,51680709.29,1830166.74,25622334.41,0.0,0.0,0.0,0,1455441.52,25622334.41,1.3648
CUS00003883,2026-08-31,4,21,11613042.75,74786926.33,2903260.69,6551387.97,6488234.69,2043182.42,6488234.69,0,8506089.02,11613042.75,-0.6398
CUS00003884,2026-08-31,6,19,16770528.19,57668815.8,2795088.03,12786000.13,13923311.06,8069715.83,4242976.73,0,0.0,16770528.19,0.1111
CUS00003885,2026-08-31,12,20,187588020.61,306990092.93,15632335.05,135212932.16,109831.1,5208014.49,0.0,0,119732163.19,187588020.61,1.1366
CUS00003886,2026-08-31,2,6,5837569.97,24032492.72,2918784.98,5837569.97,0.0,3861817.61,0.0,0,2223028.85,5837569.97,-0.357
CUS00003887,2026-08-31,5,17,50478311.53,174622626.24,10095662.31,43112149.58,34120222.07,6605587.13,12737784.29,0,0.0,50478311.53,7.3893
CUS00003888,2026-08-31,15,31,6835503.03,14230973.34,455700.2,6383961.05,1713446.94,906485.09,724305.65,1,3687256.43,6835503.03,0.1735
CUS00003889,2026-08-31,6,16,633504.47,2600053.12,105584.08,633504.47,617886.08,0.0,0.0,1,2551039.43,633504.47,-0.1964
CUS00003890,2026-08-31,3,15,6695646.77,30573717.8,2231882.26,5356270.77,0.0,2146257.02,0.0,0,5597010.26,6695646.77,-0.4467
CUS00003891,2026-08-31,11,24,15196876.83,25345673.93,1381534.26,12015739.84,188961.28,2394129.02,0.0,0,1307226.21,15196876.83,0.9387
CUS00003892,2026-08-31,5,21,44638173.77,201382466.01,8927634.75,30452249.77,22960450.71,0.0,18305363.46,0,83251048.8,44638173.77,-0.5451
CUS00003893,2026-08-31,2,9,8774065.54,31350356.16,4387032.77,2903624.46,0.0,0.0,0.0,1,37731087.62,8774065.54,-0.3099
CUS00003894,2026-08-31,10,23,10661938.12,24926558.29,1066193.81,8282487.08,4018603.2,0.0,2120780.07,0,0.0,10661938.12,1.7804
CUS00003895,2026-08-31,10,21,4488362.31,10222859.3,448836.23,2882717.19,189528.21,702446.65,189528.21,0,2615338.82,4488362.31,0.3517
CUS00003896,2026-08-31,3,5,2196585.07,3611252.4,732195.02,2196585.07,0.0,0.0,0.0,0,0.0,2196585.07,1.6853
CUS00003897,2026-08-31,7,30,94187939.84,327660831.18,13455419.98,45317762.31,24993659.32,13165481.63,22455838.81,2,151726312.32,94187939.84,-0.2314
CUS00003898,2026-08-31,8,15,6696925.29,14542808.83,837115.66,6680670.53,1639262.08,0.0,1623007.32,1,0.0,6696925.29,0.4094
CUS00003899,2026-08-31,13,41,14624446.08,42994938.61,1124957.39,11219407.33,0.0,4483168.03,0.0,0,8294717.82,14624446.08,-0.207
CUS00003900,2026-08-31,11,27,226215452.86,851161985.67,20565041.17,151040015.92,152361923.13,25842796.35,0.0,0,133632245.35,226215452.86,-0.501
CUS00003901,2026-08-31,5,18,12441998.85,37464259.1,2488399.77,8543490.04,2960822.12,12635528.54,0.0,0,1820796.81,12441998.85,0.2399
CUS00003902,2026-08-31,7,26,15052370.52,41837256.46,2150338.65,11659622.37,5213583.94,1096541.62,5213583.94,0,0.0,15052370.52,-0.3154
CUS00003903,2026-08-31,5,17,11534887.59,49519678.37,2306977.52,7691091.21,0.0,4950239.31,0.0,0,3418047.85,11534887.59,-0.6008
CUS00003904,2026-08-31,11,31,4744936.88,16493018.88,431357.9,3575177.93,191980.72,475364.29,191980.72,0,1399866.46,4744936.88,-0.1832
CUS00003905,2026-08-31,6,19,9130038.59,23931817.58,1521673.1,6247522.17,0.0,1819503.47,0.0,0,2581052.75,9130038.59,0.3217
CUS00003906,2026-08-31,14,33,34147635.14,69595329.59,2439116.8,21095259.23,2340126.31,1618588.9,0.0,1,6825757.28,34147635.14,1.2278
CUS00003907,2026-08-31,6,21,65211635.17,153486826.43,10868605.86,20967246.83,17902967.18,2382839.84,17902967.18,0,1102190.55,65211635.17,0.7269
CUS00003908,2026-08-31,11,27,142004743.78,261303748.54,12909522.16,117983592.78,7150056.0,4728769.99,0.0,0,101978021.15,142004743.78,0.6919
CUS00003909,2026-08-31,10,37,26753901.73,96893122.6,2675390.17,21833612.08,0.0,2146711.46,0.0,1,8405916.44,26753901.73,0.7118
CUS00003910,2026-08-31,3,25,4861225.12,26659766.41,1620408.37,4861225.12,550663.73,521004.64,0.0,0,2954791.54,4861225.12,-0.1726
CUS00003911,2026-08-31,7,18,6743682.8,23780171.71,963383.26,1179154.89,0.0,1719063.08,0.0,1,0.0,6743682.8,0.9095
CUS00003912,2026-08-31,7,23,20078219.65,49082760.68,2868317.09,14725248.9,5352970.75,5397478.71,0.0,2,317687.96,20078219.65,0.2037
CUS00003913,2026-08-31,9,23,42502333.93,113373798.15,4722481.55,25834507.87,0.0,10159591.06,0.0,0,431606.78,42502333.93,0.6087
CUS00003914,2026-08-31,6,24,2278993.5,12706978.85,379832.25,1338443.62,67508.65,607155.87,67508.65,1,307699.23,2278993.5,-0.6925
CUS00003915,2026-08-31,11,30,27137015.67,65411257.79,2467001.42,16563014.27,5782968.32,9987561.07,5782968.32,0,3442919.33,27137015.67,0.4294
CUS00003916,2026-08-31,4,8,8326759.09,19943574.12,2081689.77,3689103.77,0.0,4805633.75,0.0,1,0.0,8326759.09,2.0339
CUS00003917,2026-08-31,13,25,6748291.98,10504797.88,519099.38,5618094.44,76803.17,713342.6,0.0,0,2699730.99,6748291.98,1.3179
CUS00003918,2026-08-31,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
CUS00003919,2026-08-31,2,7,2297621.09,7361140.45,1148810.54,2297621.09,1746850.78,0.0,1746850.78,0,507400.89,2297621.09,-0.407
CUS00003920,2026-08-31,1,15,3497011.21,49174201.52,3497011.21,3497011.21,302417.5,0.0,0.0,0,8239744.36,3497011.21,-0.8303
CUS00003921,2026-08-31,6,28,48083457.15,241872270.17,8013909.52,48053628.85,6578192.01,18692179.31,0.0,0,16230227.34,48083457.15,-0.5873
CUS00003922,2026-08-31,7,23,36365896.36,112666519.22,5195128.05,30614200.19,2876987.74,7590412.41,2876987.74,0,12934763.14,36365896.36,-0.0254
CUS00003923,2026-08-31,12,44,53476543.78,171682441.07,4456378.65,53476543.78,10802726.51,2406751.69,3512763.41,2,36585795.1,53476543.78,-0.3454
CUS00003924,2026-08-31,4,8,14505550.14,33569754.22,3626387.54,14505550.14,0.0,3736096.15,0.0,2,3246928.3,14505550.14,-0.0537
CUS00003925,2026-08-31,11,23,7845976.45,14110993.56,713270.59,4444795.57,0.0,0.0,0.0,1,0.0,7845976.45,0.8115
CUS00003926,2026-08-31,17,43,6167253.23,12671712.23,362779.6,5883861.02,0.0,1349943.87,0.0,1,3996304.73,6167253.23,0.2831
CUS00003927,2026-08-31,10,25,30107901.72,72391056.76,3010790.17,28343897.42,8070499.64,7358635.32,7259690.79,0,45551588.06,30107901.72,0.4024
CUS00003928,2026-08-31,9,21,17947118.72,34308179.25,1994124.3,8140322.66,4353252.04,2612166.29,4353252.04,1,637628.46,17947118.72,2.0081
CUS00003929,2026-08-31,13,28,11352117.2,24556960.96,873239.78,6330381.82,0.0,1151739.42,0.0,1,1188399.04,11352117.2,1.2648
CUS00003930,2026-08-31,4,13,1070196.87,3857208.8,267549.22,954974.03,0.0,294369.66,0.0,0,976134.44,1070196.87,-0.3803
CUS00003931,2026-08-31,8,29,39013039.54,163127785.2,4876629.94,15284471.37,2236208.82,8693909.46,0.0,1,8764926.68,39013039.54,-0.495
CUS00003932,2026-08-31,11,36,7869540.94,41769911.39,715412.81,2900189.85,258781.03,708397.4,0.0,0,1638726.97,7869540.94,-0.5773
CUS00003933,2026-08-31,4,20,11774594.93,41089754.59,2943648.73,6845929.39,218523.26,911832.62,0.0,0,5877644.04,11774594.93,-0.0412
