customer_id,card_id,month,card_spending,transaction_count,online_spending,international_spending,utilization_rate,payment_amount,late_payment_count
CUS00003082,CARD000002618,2026-06-01,9607949.69,12,5497213.0,1014959.19,0.4404,6956900.03,0
CUS00003082,CARD000002618,2026-07-01,12706790.19,16,4223304.8,253139.05,0.3485,9338080.7,0
CUS00003086,CARD000002621,2026-02-01,21460604.1,34,9402599.02,757349.44,0.7019,19460925.98,0
CUS00003086,CARD000002621,2026-03-01,14206503.29,15,9424494.11,4179717.87,0.7554,12744105.14,0
CUS00003086,CARD000002621,2026-04-01,14570980.21,26,3039447.24,958412.68,0.7954,10918958.72,0
CUS00003086,CARD000002621,2026-05-01,13733232.42,25,4030392.17,2825510.29,0.6146,10021785.8,0
CUS00003086,CARD000002621,2026-06-01,13861539.52,36,6061223.32,2972170.73,0.7552,13027411.79,0
CUS00003086,CARD000002621,2026-07-01,17001348.02,8,10188176.01,1401913.39,0.7399,17788316.7,0
CUS00003088,CARD000002623,2026-02-01,87376296.72,6,37756572.25,18698715.42,0.5068,85890525.43,0
CUS00003088,CARD000002623,2026-03-01,75123254.46,31,25082901.17,15243911.29,0.4663,58462557.56,0
CUS00003088,CARD000002623,2026-04-01,129701805.9,28,33593349.14,16745531.47,0.5488,121368161.29,0
CUS00003088,CARD000002623,2026-05-01,141060041.11,3,37134079.74,26510476.78,0.5888,132333362.97,0
CUS00003088,CARD000002623,2026-06-01,140439239.29,23,36128008.68,30526240.4,0.4824,103466174.65,0
CUS00003088,CARD000002623,2026-07-01,113466552.11,38,60956894.71,17240256.37,0.5054,83230223.81,1
CUS00003092,CARD000002625,2026-02-01,29371282.88,4,15983094.63,1809011.98,0.2112,26991134.75,0
CUS00003092,CARD000002625,2026-03-01,29377078.45,14,19864068.67,3405055.35,0.2727,21085462.0,1
CUS00003092,CARD000002625,2026-04-01,54023228.92,10,32461174.51,658449.11,0.2444,49115193.75,0
CUS00003092,CARD000002625,2026-05-01,31791454.84,8,13039169.38,5530170.08,0.2156,31031165.07,0
CUS00003092,CARD000002625,2026-06-01,38378067.96,17,13452687.47,6921140.15,0.2615,34158425.56,0
CUS00003092,CARD000002625,2026-07-01,27095970.07,9,14041840.4,2636259.13,0.2752,20441318.78,0
CUS00003094,CARD000002626,2026-02-01,17540606.12,6,6816672.93,5109416.43,0.5116,16223238.02,1
CUS00003094,CARD000002626,2026-03-01,11006363.06,32,7000708.9,2051357.21,0.5105,8787897.03,0
CUS00003094,CARD000002626,2026-04-01,17694045.56,32,9784526.85,222766.22,0.4226,14997470.85,0
CUS00003094,CARD000002626,2026-05-01,11654447.01,34,6747511.02,3420522.22,0.4658,9632794.14,0
CUS00003094,CARD000002626,2026-06-01,11083496.66,25,6329192.63,312057.55,0.4418,11039792.8,0
CUS00003094,CARD000002626,2026-07-01,9637613.56,14,2714140.0,437694.74,0.3832,8623937.85,0
CUS00003100,CARD000002631,2026-02-01,18801262.87,8,9898598.65,4380018.29,0.5903,18641548.63,0
CUS00003100,CARD000002631,2026-03-01,17559005.93,4,10491812.8,1895320.27,0.4763,16636904.22,0
CUS00003100,CARD000002631,2026-04-01,13218868.2,14,4532112.9,821539.04,0.5732,13020297.7,0
CUS00003100,CARD000002631,2026-05-01,22115707.72,15,14793544.88,987195.33,0.4178,18962750.45,0
CUS00003100,CARD000002631,2026-06-01,19194680.74,14,8529404.39,2225704.49,0.5158,17587560.51,1
CUS00003100,CARD000002631,2026-07-01,23420035.39,38,15779191.03,15186.32,0.5267,24435882.12,1
CUS00003102,CARD000002632,2026-02-01,992785.58,38,398890.62,75903.47,0.0249,920536.66,0
CUS00003102,CARD000002632,2026-03-01,799098.97,8,396056.48,201208.15,0.0248,677581.31,0
CUS00003102,CARD000002632,2026-04-01,856139.54,31,421176.0,6600.96,0.0264,812163.83,0
CUS00003102,CARD000002632,2026-05-01,1408600.04,34,317997.99,296900.0,0.0298,1269495.21,0
CUS00003102,CARD000002632,2026-06-01,1135238.33,37,599061.22,114165.35,0.023,1041394.08,0
CUS00003102,CARD000002632,2026-07-01,1076034.21,37,720614.76,162560.2,0.0303,847949.94,0
CUS00003105,CARD000002634,2026-02-01,23545221.09,39,10227175.71,415369.49,0.2682,23516967.61,0
CUS00003105,CARD000002634,2026-03-01,34338359.1,21,23114430.85,10223168.83,0.2441,27264142.76,0
CUS00003105,CARD000002634,2026-04-01,27453237.07,11,11926336.74,2141855.05,0.3026,28749172.03,0
CUS00003105,CARD000002634,2026-05-01,29796540.36,8,6930260.67,6340881.16,0.2307,27288101.36,0
CUS00003105,CARD000002634,2026-06-01,26511809.84,37,9234492.59,3810677.69,0.2167,24456445.36,0
CUS00003105,CARD000002634,2026-07-01,35844899.35,38,20561630.06,6689554.15,0.2277,28616861.92,0
CUS00003110,CARD000002636,2026-02-01,237169323.55,22,121635780.15,22481780.71,0.5969,244574838.92,0
CUS00003110,CARD000002636,2026-03-01,172305017.94,16,43343336.0,38325261.61,0.5552,163143880.52,0
CUS00003110,CARD000002636,2026-04-01,224907970.54,35,92502184.79,23029735.2,0.6968,176227380.22,0
CUS00003110,CARD000002636,2026-05-01,193412785.41,17,131380522.48,30148893.22,0.7518,197294207.46,0
CUS00003110,CARD000002636,2026-06-01,157868164.48,35,66469677.88,12699412.47,0.7218,141140514.06,0
CUS00003110,CARD000002636,2026-07-01,164813761.48,12,105043930.49,43535870.01,0.6098,115621678.3,0
CUS00003111,CARD000002637,2026-02-01,66348063.42,31,25671859.71,8538662.02,0.3726,62542047.35,0
CUS00003111,CARD000002637,2026-03-01,84379640.38,10,50270230.01,42716.35,0.4122,72044904.44,0
CUS00003111,CARD000002637,2026-04-01,82721229.1,17,26400186.67,6205938.06,0.4127,70528972.95,0
CUS00003111,CARD000002637,2026-05-01,80650372.32,31,18596347.38,19633464.18,0.4203,59590204.86,0
CUS00003111,CARD000002637,2026-06-01,83895644.77,6,34263233.54,10849831.56,0.4495,72477196.94,0
CUS00003111,CARD000002637,2026-07-01,45713254.26,17,28919845.37,13618252.78,0.446,33725471.65,0
CUS00003112,CARD000002638,2026-02-01,16905323.36,25,6657240.05,2414074.69,0.1525,12753023.83,0
CUS00003112,CARD000002638,2026-03-01,16671695.9,33,6113058.39,1661640.44,0.1471,16817880.61,0
CUS00003112,CARD000002638,2026-04-01,15296853.75,3,5020302.56,1111167.5,0.1713,11734459.84,0
CUS00003112,CARD000002638,2026-05-01,9566303.47,5,3114754.97,1553773.99,0.1676,7264312.46,1
CUS00003112,CARD000002638,2026-06-01,17029643.04,23,9577940.07,1131510.94,0.181,15552703.18,0
CUS00003112,CARD000002638,2026-07-01,15041291.68,12,3372170.85,2353381.04,0.1539,13499032.57,0
CUS00003115,CARD000002640,2026-02-01,24875837.5,27,5463318.53,7324318.22,0.1612,23253395.32,0
CUS00003115,CARD000002640,2026-03-01,26866370.6,17,9213764.93,6836979.89,0.186,22857978.32,0
CUS00003115,CARD000002640,2026-04-01,19282000.18,37,8588381.17,863581.71,0.1798,19483074.36,0
CUS00003115,CARD000002640,2026-05-01,22235564.44,29,10226775.74,5983016.86,0.1395,20473384.09,0
CUS00003115,CARD000002640,2026-06-01,27835933.73,8,19345231.12,5333958.03,0.197,21727852.33,0
CUS00003115,CARD000002640,2026-07-01,20352348.59,17,9671770.22,5402592.68,0.1434,16313189.73,0
CUS00003126,CARD000002649,2026-02-01,21744598.96,38,4964449.98,222643.27,0.1504,18408594.87,0
CUS00003126,CARD000002649,2026-03-01,14227531.77,25,6091422.24,2679448.86,0.1082,11389458.86,0
CUS00003126,CARD000002649,2026-04-01,21381640.87,9,11243753.04,2809675.97,0.1376,21784444.59,1
CUS00003126,CARD000002649,2026-05-01,21566465.41,6,10227999.35,3311798.15,0.1348,16381751.25,0
CUS00003126,CARD000002649,2026-06-01,11721864.01,12,6492970.93,2248165.31,0.1528,9504049.95,0
CUS00003126,CARD000002649,2026-07-01,16827974.55,14,6556098.39,4160573.28,0.1329,14417113.74,0
CUS00003127,CARD000002650,2026-02-01,28649265.2,17,12917065.0,4676874.6,0.2494,28032892.35,0
CUS00003127,CARD000002650,2026-03-01,20591430.09,8,7634747.46,4122861.15,0.2136,16828010.65,0
CUS00003127,CARD000002650,2026-04-01,27485056.01,19,16318874.04,5378130.25,0.2496,21189697.69,0
CUS00003127,CARD000002650,2026-05-01,24198807.18,28,14714284.53,7235681.31,0.2151,18986894.63,0
CUS00003127,CARD000002650,2026-06-01,32610249.3,16,11022940.29,6356911.38,0.2517,26550023.21,0
CUS00003127,CARD000002650,2026-07-01,32314051.2,31,11852801.32,1639647.86,0.2211,30677874.98,0
CUS00003129,CARD000002653,2026-02-01,118256128.61,18,37103699.13,16054187.25,0.6052,82953452.77,0
CUS00003129,CARD000002653,2026-03-01,209768587.94,37,62857294.5,25878000.49,0.5361,160260103.46,0
CUS00003129,CARD000002653,2026-04-01,117611351.56,23,62055389.23,26262434.73,0.692,113489665.76,0
CUS00003129,CARD000002653,2026-05-01,193439276.94,10,54426342.96,31670037.45,0.7209,155266348.66,0
CUS00003129,CARD000002653,2026-06-01,160111968.55,6,107747759.62,26990013.12,0.7342,146188961.72,0
CUS00003129,CARD000002653,2026-07-01,118443770.95,31,41116716.99,22650770.3,0.7462,107882254.45,0
CUS00003131,CARD000002655,2026-02-01,36785935.41,5,23802317.29,4222216.34,0.5568,26268877.31,0
CUS00003131,CARD000002655,2026-03-01,35722790.31,35,21313518.57,6279949.8,0.493,31710908.07,0
CUS00003131,CARD000002655,2026-04-01,27682073.49,20,18075421.31,6608982.26,0.5247,27172402.65,0
CUS00003131,CARD000002655,2026-05-01,25509982.29,25,13103906.84,2925535.04,0.563,24244996.14,0
CUS00003131,CARD000002655,2026-06-01,47063888.46,27,11597704.48,9275349.17,0.6863,45752021.95,0
CUS00003131,CARD000002655,2026-07-01,39531445.26,19,10225297.76,2388998.51,0.5596,34993447.44,0
CUS00003139,CARD000002663,2026-02-01,226005644.4,12,108198721.17,42523272.63,0.476,213207267.15,0
CUS00003139,CARD000002663,2026-03-01,247627884.58,32,166868976.59,10284070.1,0.5223,211681274.08,0
CUS00003139,CARD000002663,2026-04-01,223229599.55,14,137129649.65,58902394.13,0.4502,207210210.75,0
CUS00003139,CARD000002663,2026-05-01,233857407.48,31,59329336.97,12072373.4,0.4477,174831628.58,0
CUS00003139,CARD000002663,2026-06-01,204879404.98,3,67876327.86,8257977.97,0.4891,181706474.68,0
CUS00003139,CARD000002663,2026-07-01,288909840.38,23,88389601.51,31785352.87,0.5611,244295393.74,0
CUS00003142,CARD000002664,2026-02-01,24889469.09,22,11936088.26,1381037.2,0.1704,24767786.5,0
CUS00003142,CARD000002664,2026-03-01,20283857.82,21,6223194.95,850048.65,0.1772,20357846.86,0
CUS00003142,CARD000002664,2026-04-01,26745765.69,33,16350986.74,3991572.34,0.1811,19687544.38,1
CUS00003142,CARD000002664,2026-05-01,23843556.64,25,11224935.03,985097.73,0.1484,20981673.99,0
CUS00003142,CARD000002664,2026-06-01,26930228.34,26,14523494.09,6435548.96,0.1439,19095553.88,0
CUS00003142,CARD000002664,2026-07-01,25046700.62,15,16599187.85,3669939.78,0.1654,19707888.67,0
CUS00003143,CARD000002665,2026-02-01,22113919.35,4,14119009.82,238656.76,0.4778,21136879.34,0
CUS00003143,CARD000002665,2026-03-01,24478013.84,33,14454844.37,587206.62,0.485,19035128.8,0
CUS00003143,CARD000002665,2026-04-01,39632753.75,22,16654391.37,2890005.12,0.4323,29449645.19,0
CUS00003143,CARD000002665,2026-05-01,32224913.0,13,22134346.48,3823491.08,0.4193,28430433.31,0
CUS00003143,CARD000002665,2026-06-01,22691601.77,29,15558840.37,4294213.43,0.4775,16997575.85,0
CUS00003143,CARD000002665,2026-07-01,23303943.23,7,6720872.11,6144901.38,0.4245,22296896.42,0
CUS00003145,CARD000002666,2026-02-01,29874156.23,30,8893381.36,1542001.56,0.6567,31283483.96,0
CUS00003145,CARD000002666,2026-03-01,35193813.84,27,9148618.46,8770940.44,0.49,27629521.28,0
CUS00003145,CARD000002666,2026-04-01,37716593.9,16,12664056.32,283901.83,0.6223,34471267.52,0
CUS00003145,CARD000002666,2026-05-01,35763376.05,28,14378315.95,8476058.76,0.5029,30794674.29,0
CUS00003145,CARD000002666,2026-06-01,29538795.67,27,8314830.04,8520187.16,0.5498,21128924.26,0
CUS00003145,CARD000002666,2026-07-01,21958060.1,22,10183725.53,4943991.86,0.4988,19623583.15,0
CUS00003146,CARD000002667,2026-02-01,23452063.55,19,5977066.9,6919047.53,0.7913,19462134.28,0
CUS00003146,CARD000002667,2026-03-01,16023206.75,28,4022763.69,4698265.53,0.7382,13521046.41,0
CUS00003146,CARD000002667,2026-04-01,17321201.46,20,7853844.92,439523.52,0.6113,17738267.07,0
CUS00003146,CARD000002667,2026-05-01,18589358.85,38,8162200.24,774436.0,0.765,17076034.59,0
CUS00003146,CARD000002667,2026-06-01,30190587.14,37,7617553.04,4804184.81,0.7037,25965038.29,0
CUS00003146,CARD000002667,2026-07-01,20108954.54,9,5817282.81,5678813.64,0.7524,18958944.83,0
CUS00003149,CARD000002669,2026-02-01,4919063.7,24,3345810.73,1199829.29,0.2062,3774214.32,0
CUS00003149,CARD000002669,2026-03-01,3085092.36,16,908338.86,518250.69,0.189,2663860.56,0
CUS00003149,CARD000002669,2026-04-01,4007378.8,8,1207023.7,8632.4,0.2212,3316429.25,0
CUS00003149,CARD000002669,2026-05-01,2624514.2,24,700309.96,316163.73,0.2259,2378002.23,0
CUS00003149,CARD000002669,2026-06-01,3222183.73,32,1938702.01,915216.76,0.2196,2370210.44,0
CUS00003149,CARD000002669,2026-07-01,3090817.42,6,1368111.63,838500.07,0.2468,2642064.37,0
CUS00003155,CARD000002673,2026-02-01,5296761.2,14,2106549.59,1378727.91,0.0831,3973750.36,0
CUS00003155,CARD000002673,2026-03-01,3057736.0,30,1717430.4,449937.4,0.0937,3201033.28,0
CUS00003155,CARD000002673,2026-04-01,4551646.41,30,2185787.49,593518.86,0.0902,3296192.84,0
CUS00003155,CARD000002673,2026-05-01,5903833.6,24,3902427.09,133837.75,0.0851,4915238.29,0
CUS00003155,CARD000002673,2026-06-01,4001099.37,18,1012350.67,21284.93,0.0952,3466238.71,0
CUS00003155,CARD000002673,2026-07-01,5903852.52,35,1461277.98,725707.58,0.087,5136123.43,0
CUS00003162,CARD000002676,2026-02-01,89985095.56,39,48886533.02,10770106.8,0.7582,64904640.31,0
CUS00003162,CARD000002676,2026-03-01,97073026.74,6,29919941.1,6830897.82,0.6801,88149635.63,0
CUS00003162,CARD000002676,2026-04-01,117419962.09,13,30425087.17,3819842.67,0.6245,100075354.75,0
CUS00003162,CARD000002676,2026-05-01,127453149.41,11,65173421.45,38052726.77,0.7457,103931023.91,0
CUS00003162,CARD000002676,2026-06-01,118339815.85,16,76001599.57,6698995.01,0.5928,86339446.16,0
CUS00003162,CARD000002676,2026-07-01,111507644.11,12,30320359.58,16737004.82,0.7138,85905225.07,0
CUS00003163,CARD000002677,2026-02-01,145953299.25,9,61552676.92,37806822.66,0.2863,135925672.32,0
CUS00003163,CARD000002677,2026-03-01,155923712.76,5,79451240.0,45422923.46,0.2468,152540701.19,1
CUS00003163,CARD000002677,2026-04-01,139962833.29,28,34704534.92,6239551.99,0.3133,114233577.91,0
CUS00003163,CARD000002677,2026-05-01,145133566.38,27,55723010.56,14032659.34,0.2608,137662495.02,0
CUS00003163,CARD000002677,2026-06-01,149469991.67,19,91901487.78,23271446.16,0.3048,104856825.82,0
CUS00003163,CARD000002677,2026-07-01,134089500.94,11,42565136.96,11687783.26,0.2241,120212004.66,0
CUS00003168,CARD000002681,2026-02-01,35862205.14,29,21802650.06,6405511.69,0.5728,30627743.25,0
CUS00003168,CARD000002681,2026-03-01,36603318.28,5,17826871.34,2017313.7,0.7721,37769342.02,0
CUS00003168,CARD000002681,2026-04-01,48543958.42,4,25858672.4,2834245.67,0.6939,47916346.34,1
CUS00003168,CARD000002681,2026-05-01,49316431.99,7,14662462.68,12627282.14,0.7031,39040983.7,0
CUS00003168,CARD000002681,2026-06-01,42514922.83,10,25892684.54,7611075.74,0.5401,37667191.76,0
CUS00003168,CARD000002681,2026-07-01,31258228.73,37,19808253.97,5381955.82,0.7422,29700156.06,0
CUS00003169,CARD000002682,2026-02-01,88518349.09,33,54403041.77,9754281.92,0.5038,91365838.54,0
CUS00003169,CARD000002682,2026-03-01,50742591.55,20,16317850.53,5226203.32,0.5034,38069567.71,0
CUS00003169,CARD000002682,2026-04-01,59988415.98,26,28789104.43,1656049.42,0.4162,45392659.51,0
CUS00003169,CARD000002682,2026-05-01,91324656.44,27,62286661.61,18204129.83,0.4044,73766656.98,0
CUS00003169,CARD000002682,2026-06-01,60893584.39,35,15220330.64,12060881.03,0.4601,53813444.41,0
CUS00003169,CARD000002682,2026-07-01,100545945.14,8,64184945.2,9297914.48,0.4807,101101232.04,0
CUS00003170,CARD000002684,2026-02-01,76729666.56,27,40601997.64,18503840.92,0.3014,57421442.26,0
CUS00003170,CARD000002684,2026-03-01,82210763.53,15,56939790.72,6562047.37,0.2905,70698438.39,0
CUS00003170,CARD000002684,2026-04-01,62776497.39,11,17124819.97,6023044.29,0.3092,63901631.25,0
CUS00003170,CARD000002684,2026-05-01,80290456.65,18,36563818.42,1618416.49,0.2768,71456172.9,0
CUS00003170,CARD000002684,2026-06-01,51342880.15,20,26353133.1,3303511.3,0.2316,51807301.94,0
CUS00003170,CARD000002684,2026-07-01,79081832.77,11,53905076.55,1539157.34,0.2396,55471555.26,0
CUS00003173,CARD000002686,2026-02-01,7565553.42,35,2469390.16,1909476.52,0.1037,7157975.59,0
CUS00003173,CARD000002686,2026-03-01,6446432.44,37,2298431.91,1111244.83,0.1084,6507830.51,0
CUS00003173,CARD000002686,2026-04-01,10263637.56,21,5253951.79,609396.31,0.1369,10300425.64,0
CUS00003173,CARD000002686,2026-05-01,6647667.91,20,3871872.94,1415939.59,0.1066,6472810.92,0
CUS00003173,CARD000002686,2026-06-01,9840411.8,24,3300984.44,1887074.84,0.1008,9314204.39,0
CUS00003173,CARD000002686,2026-07-01,6530039.69,18,1909544.36,249125.85,0.1318,6630337.58,0
CUS00003177,CARD000002689,2026-02-01,2467718.29,26,672695.77,622608.83,0.0524,2322473.21,0
CUS00003177,CARD000002689,2026-03-01,2848040.84,15,1124460.31,28855.21,0.0645,2883966.51,0
CUS00003177,CARD000002689,2026-04-01,2156093.6,25,734883.8,352835.79,0.0515,1962127.91,1
CUS00003177,CARD000002689,2026-05-01,1600818.06,15,1052233.01,180346.69,0.0575,1520698.19,0
CUS00003177,CARD000002689,2026-06-01,2252878.28,4,874648.43,436910.45,0.0515,1728380.0,1
CUS00003177,CARD000002689,2026-07-01,2379416.29,12,518870.15,223812.52,0.0613,1866838.59,0
CUS00003179,CARD000002690,2026-02-01,47668959.03,5,31913729.55,13579516.31,0.354,44505607.94,0
CUS00003179,CARD000002690,2026-03-01,38071667.72,27,8079575.11,1647863.8,0.4016,39969246.38,0
CUS00003179,CARD000002690,2026-04-01,39579736.07,37,8820735.06,409353.99,0.3704,28613857.82,0
CUS00003179,CARD000002690,2026-05-01,44934262.95,39,12266401.87,7100279.24,0.3364,35265596.6,0
CUS00003179,CARD000002690,2026-06-01,27398382.24,35,11747519.09,2965662.11,0.3425,19805304.0,0
CUS00003179,CARD000002690,2026-07-01,53530008.43,10,17089513.91,13589079.79,0.3807,46409448.79,0
CUS00003184,CARD000002692,2026-02-01,31636513.68,26,10364682.61,2531810.41,0.2917,32063440.41,0
CUS00003184,CARD000002692,2026-03-01,34125345.69,24,13593917.39,1931843.7,0.3014,25593364.9,0
CUS00003184,CARD000002692,2026-04-01,31942482.72,21,18610015.15,8378266.24,0.283,29253152.05,0
CUS00003184,CARD000002692,2026-05-01,31005795.88,27,14099934.46,6476523.07,0.2275,23668382.52,0
CUS00003184,CARD000002692,2026-06-01,24942444.27,24,13554646.26,6804799.17,0.2248,20498438.61,0
CUS00003184,CARD000002692,2026-07-01,48604577.61,7,29143835.66,1819474.6,0.2176,50435368.36,0
CUS00003186,CARD000002694,2026-02-01,29646064.3,9,9791307.69,3758184.17,0.2701,28629519.44,0
CUS00003186,CARD000002694,2026-03-01,24740232.37,20,7756937.14,928262.42,0.3115,20783197.82,0
CUS00003186,CARD000002694,2026-04-01,21047483.69,7,13976107.32,1323422.23,0.2592,14800841.42,0
CUS00003186,CARD000002694,2026-05-01,21526736.02,13,15031056.01,255775.23,0.2489,18401100.73,0
CUS00003186,CARD000002694,2026-06-01,28840447.21,30,17896957.85,4876323.58,0.2509,20325793.65,0
CUS00003186,CARD000002694,2026-07-01,29414258.72,6,6891120.76,7639439.96,0.2886,22401815.5,0
CUS00003189,CARD000002697,2026-02-01,2517006.51,4,1160461.5,741137.68,0.2113,2523136.43,0
CUS00003189,CARD000002697,2026-03-01,4776002.22,9,2119404.42,612301.15,0.2293,4918023.06,0
CUS00003189,CARD000002697,2026-04-01,2649116.43,4,1166367.97,676133.08,0.1934,2007946.3,0
CUS00003189,CARD000002697,2026-05-01,4607477.25,5,1907961.29,24380.72,0.2117,4003533.94,0
CUS00003189,CARD000002697,2026-06-01,3550644.68,10,2424324.62,284953.08,0.1678,2502259.62,0
CUS00003189,CARD000002697,2026-07-01,3064709.58,3,987684.16,504416.62,0.2288,3176094.09,0
CUS00003190,CARD000002698,2026-02-01,11260934.09,5,2845402.75,3192915.42,0.3824,8340425.05,0
CUS00003190,CARD000002698,2026-03-01,7067067.77,8,3435492.85,95871.56,0.4712,7264434.38,0
CUS00003190,CARD000002698,2026-04-01,7666688.96,36,4022310.15,476822.26,0.423,5628635.01,0
CUS00003190,CARD000002698,2026-05-01,10072531.81,37,6808544.04,140366.46,0.3911,7225832.6,0
CUS00003190,CARD000002698,2026-06-01,11668695.16,39,7869787.65,877322.27,0.4176,10224933.5,0
CUS00003190,CARD000002698,2026-07-01,7322417.61,34,1965446.16,1786001.22,0.4912,6178792.72,0
CUS00003196,CARD000002703,2026-02-01,386540782.85,24,145440512.97,10664200.45,0.7549,384677837.52,0
CUS00003196,CARD000002703,2026-03-01,298901358.29,16,166074414.1,66075603.77,0.6701,254948086.52,0
CUS00003196,CARD000002703,2026-04-01,400262036.17,10,154665460.62,35436418.39,0.6018,295698538.3,0
CUS00003196,CARD000002703,2026-05-01,234962586.86,37,131170845.53,29671374.25,0.7778,214282233.76,0
CUS00003196,CARD000002703,2026-06-01,355558919.18,32,214479125.1,78207903.1,0.7885,296982405.02,0
CUS00003196,CARD000002703,2026-07-01,339311152.85,9,134497570.75,66416887.76,0.6082,248189883.41,1
CUS00003198,CARD000002706,2026-02-01,6154809.96,8,3253130.57,1067998.74,0.1784,4482589.52,1
CUS00003198,CARD000002706,2026-03-01,6608553.3,10,1776813.92,1601189.55,0.2105,5050607.38,0
CUS00003198,CARD000002706,2026-04-01,8289874.17,6,1826085.31,2186062.28,0.167,7321339.45,1
CUS00003198,CARD000002706,2026-05-01,6515911.96,19,1396628.9,1415001.62,0.1492,5657675.76,0
CUS00003198,CARD000002706,2026-06-01,7728616.36,23,4773312.64,1596393.86,0.1553,7677860.2,0
CUS00003198,CARD000002706,2026-07-01,9837442.45,3,4859630.31,197961.82,0.2,8997816.68,0
CUS00003203,CARD000002709,2026-02-01,59137498.0,12,28907662.97,4690096.16,0.4769,49795080.39,0
CUS00003203,CARD000002709,2026-03-01,81830592.19,14,33056907.75,11691493.78,0.4952,60168497.2,0
CUS00003203,CARD000002709,2026-04-01,74969486.43,19,40492231.94,5759482.94,0.437,62604669.94,0
CUS00003203,CARD000002709,2026-05-01,44742429.3,15,26406042.22,87727.84,0.4769,37327269.99,0
CUS00003203,CARD000002709,2026-06-01,43015859.43,27,13772880.15,6643425.61,0.5731,40860072.3,0
CUS00003203,CARD000002709,2026-07-01,61196586.99,11,33042599.75,11727407.4,0.4842,60322792.31,0
CUS00003206,CARD000002711,2026-02-01,22736332.77,12,9339335.86,5143555.06,0.0784,22125668.94,0
CUS00003206,CARD000002711,2026-03-01,13270871.75,9,3780895.24,3540073.12,0.065,10014467.25,0
CUS00003206,CARD000002711,2026-04-01,26290361.28,25,12263642.32,5743141.89,0.0772,21828219.02,0
CUS00003206,CARD000002711,2026-05-01,18898410.41,19,8615668.3,4381571.7,0.0586,14663901.97,0
CUS00003206,CARD000002711,2026-06-01,18747053.87,27,8350503.37,2788538.11,0.0563,17911227.8,0
CUS00003206,CARD000002711,2026-07-01,24032511.02,38,8327556.32,2037595.22,0.0691,25221403.43,0
CUS00003209,CARD000002713,2026-02-01,88846566.76,21,25552929.0,9583908.04,0.5322,89751897.39,0
CUS00003209,CARD000002713,2026-03-01,83190180.5,5,38592234.76,8231888.86,0.4184,75000016.04,0
CUS00003209,CARD000002713,2026-04-01,84866655.49,9,40290740.89,13407056.47,0.5172,67605788.69,0
CUS00003209,CARD000002713,2026-05-01,51248954.56,16,31271822.23,9513979.54,0.5612,37271844.22,0
CUS00003209,CARD000002713,2026-06-01,97349838.52,20,40359592.53,17951516.73,0.5146,89585994.32,0
CUS00003209,CARD000002713,2026-07-01,73563614.96,6,27776989.14,8788326.97,0.553,65854607.32,0
CUS00003210,CARD000002714,2026-02-01,197972533.23,37,59089298.18,48252525.88,0.3433,194371471.4,0
CUS00003210,CARD000002714,2026-03-01,121614049.98,17,58813438.74,29571921.39,0.267,117301756.53,0
CUS00003210,CARD000002714,2026-04-01,119464063.19,9,26369033.53,28365894.21,0.3689,87502786.89,0
CUS00003210,CARD000002714,2026-05-01,134438357.92,26,28503244.69,7378900.0,0.3003,111276920.27,0
CUS00003210,CARD000002714,2026-06-01,101958587.98,7,41654330.97,7112753.12,0.3705,77581387.03,0
CUS00003210,CARD000002714,2026-07-01,128843436.07,32,80770524.97,13539881.74,0.2966,91956312.46,0
CUS00003211,CARD000002715,2026-02-01,250204416.62,6,110213087.76,69594481.7,0.6581,208307060.57,0
CUS00003211,CARD000002715,2026-03-01,253053244.67,34,153897037.29,65294853.74,0.6161,202092785.02,0
CUS00003211,CARD000002715,2026-04-01,208914461.74,33,123412282.02,25061099.95,0.7718,152539255.15,0
CUS00003211,CARD000002715,2026-05-01,238514649.41,18,57995684.13,44481060.52,0.7495,240649895.82,1
CUS00003211,CARD000002715,2026-06-01,229820402.8,35,74997121.81,41437265.84,0.604,163796958.22,0
CUS00003211,CARD000002715,2026-07-01,140872188.01,20,72872882.87,42113676.32,0.8575,104831048.74,0
CUS00003212,CARD000002716,2026-02-01,42921545.4,35,20163322.83,11843633.61,0.3198,40707084.29,0
CUS00003212,CARD000002716,2026-03-01,40053822.02,8,9895982.49,3706286.48,0.4044,41718102.39,0
CUS00003212,CARD000002716,2026-04-01,41730709.98,4,17817910.72,7681784.58,0.4026,42891581.66,0
CUS00003212,CARD000002716,2026-05-01,29724511.09,3,6252759.07,3541135.09,0.3186,25848431.75,0
CUS00003212,CARD000002716,2026-06-01,35749552.52,7,18351724.94,7359400.46,0.381,34402851.4,0
CUS00003212,CARD000002716,2026-07-01,34052399.32,3,9665577.94,7874805.08,0.3609,26062023.08,0
CUS00003215,CARD000002720,2026-02-01,111794055.7,15,46237190.71,22172565.38,0.8081,95227784.48,1
CUS00003215,CARD000002720,2026-03-01,135625115.44,35,81905549.0,6676959.3,0.7813,140522492.13,0
CUS00003215,CARD000002720,2026-04-01,99853246.03,27,42093481.22,27513956.48,0.719,85593346.82,0
CUS00003215,CARD000002720,2026-05-01,144582286.01,18,31368031.8,27429914.9,0.7822,106612028.97,1
CUS00003215,CARD000002720,2026-06-01,166160402.38,9,76520743.02,1927719.62,0.7511,117290086.49,0
CUS00003215,CARD000002720,2026-07-01,154269653.03,20,101223422.65,3704790.74,0.8021,158555881.92,0
