customer_id,cif_id,customer_type,age_group,gender_code,occupation_group,industry_group,income_band,province_code,region_code,customer_segment,relationship_start_date,relationship_years,rm_id,branch_id,kyc_status,preferred_channel,customer_active_flag,marketing_consent_flag,consent_channels,do_not_contact_flag,record_effective_from,record_effective_to,current_flag
CUS00004555,CIF000004555,SME,46-55,F,OFFICE,EDUCATION,40-80M,56,CENTRAL,SME,2016-06-11,10.22,RM0168,BR019,VERIFIED,ZALO,True,True,"SMS,ZALO",False,2016-06-11,9999-12-31,True
CUS00004556,CIF000004556,INDIVIDUAL,46-55,M,OFFICE,LOGISTICS,10-20M,40,NORTH,MASS,2022-11-30,3.75,RM0127,BR015,VERIFIED,IN_APP,True,True,"APP,EMAIL,SMS,ZALO",False,2022-11-30,9999-12-31,True
CUS00004557,CIF000004557,INDIVIDUAL,56-65,F,RETIRED,EDUCATION,<10M,01,NORTH,MASS,2013-09-23,12.94,RM0017,BR002,VERIFIED,IN_APP,True,False,,True,2013-09-23,9999-12-31,True
CUS00004558,CIF000004558,INDIVIDUAL,26-35,F,BUSINESS_OWNER,OTHER,80M+,92,SOUTH,AFFLUENT,2024-07-02,2.16,RM0086,BR010,VERIFIED,SMS,True,False,,False,2024-07-02,9999-12-31,True
CUS00004559,CIF000004559,SME,46-55,M,PUBLIC_SECTOR,LOGISTICS,20-40M,92,SOUTH,SME,2016-09-08,9.98,RM0055,BR007,VERIFIED,EMAIL,True,True,"APP,EMAIL,ZALO",False,2016-09-08,9999-12-31,True
CUS00004560,CIF000004560,INDIVIDUAL,18-25,M,PUBLIC_SECTOR,OTHER,<10M,79,SOUTH,MASS,2025-01-11,1.63,RM0005,BR001,VERIFIED,IN_APP,True,True,SMS,False,2025-01-11,9999-12-31,True
CUS00004561,CIF000004561,INDIVIDUAL,26-35,F,RETIRED,HEALTHCARE,20-40M,79,SOUTH,MASS_AFFLUENT,2023-08-20,3.03,RM0008,BR001,VERIFIED,IN_APP,True,False,,False,2023-08-20,9999-12-31,True
CUS00004562,CIF000004562,INDIVIDUAL,46-55,F,FREELANCE,HEALTHCARE,40-80M,79,SOUTH,AFFLUENT,2020-01-26,6.6,RM0140,BR016,VERIFIED,IN_APP,True,True,EMAIL,False,2020-01-26,9999-12-31,True
CUS00004563,CIF000004563,INDIVIDUAL,36-45,M,MANAGER,LOGISTICS,80M+,31,NORTH,AFFLUENT,2020-07-15,6.13,RM0073,BR009,VERIFIED,SMS,True,True,"APP,EMAIL,ZALO",False,2020-07-15,9999-12-31,True
CUS00004564,CIF000004564,INDIVIDUAL,56-65,F,MANAGER,CONSTRUCTION,20-40M,79,SOUTH,MASS,2019-01-14,7.63,RM0170,BR019,VERIFIED,IN_APP,True,True,"APP,EMAIL,SMS",True,2019-01-14,9999-12-31,True
CUS00004565,CIF000004565,INDIVIDUAL,36-45,M,BUSINESS_OWNER,OTHER,10-20M,01,NORTH,MASS,2025-08-19,1.03,RM0016,BR002,VERIFIED,IN_APP,True,True,"APP,EMAIL,SMS,ZALO",False,2025-08-19,9999-12-31,True
CUS00004566,CIF000004566,INDIVIDUAL,56-65,F,RETIRED,LOGISTICS,40-80M,79,SOUTH,AFFLUENT,2019-02-23,7.52,RM0118,BR014,VERIFIED,RM_CALL,True,True,"EMAIL,ZALO",False,2019-02-23,9999-12-31,True
CUS00004567,CIF000004567,INDIVIDUAL,36-45,M,OFFICE,EDUCATION,20-40M,01,NORTH,MASS_AFFLUENT,2019-10-20,6.86,RM0030,BR004,VERIFIED,ZALO,True,True,"EMAIL,ZALO",False,2019-10-20,9999-12-31,True
CUS00004568,CIF000004568,INDIVIDUAL,56-65,F,RETIRED,IT,10-20M,74,SOUTH,MASS,2023-01-26,3.59,RM0074,BR009,VERIFIED,SMS,True,True,"EMAIL,SMS,ZALO",False,2023-01-26,9999-12-31,True
CUS00004569,CIF000004569,INDIVIDUAL,65+,F,OTHER,OTHER,10-20M,22,NORTH,MASS,2019-01-08,7.64,RM0003,BR001,VERIFIED,RM_CALL,True,True,"APP,SMS",False,2019-01-08,9999-12-31,True
CUS00004570,CIF000004570,INDIVIDUAL,18-25,M,MANAGER,OTHER,40-80M,92,SOUTH,AFFLUENT,2019-11-12,6.8,RM0093,BR011,VERIFIED,SMS,True,True,"EMAIL,SMS",False,2019-11-12,9999-12-31,True
CUS00004571,CIF000004571,SME,26-35,M,OTHER,IT,20-40M,79,SOUTH,SME,2026-03-22,0.44,RM0066,BR008,VERIFIED,EMAIL,True,True,"EMAIL,ZALO",True,2026-03-22,9999-12-31,True
CUS00004572,CIF000004572,INDIVIDUAL,36-45,F,MANAGER,OTHER,20-40M,01,NORTH,MASS_AFFLUENT,2015-02-26,11.51,RM0162,BR018,VERIFIED,IN_APP,True,True,"EMAIL,SMS,ZALO",False,2015-02-26,9999-12-31,True
CUS00004573,CIF000004573,INDIVIDUAL,18-25,F,BUSINESS_OWNER,OTHER,10-20M,01,NORTH,MASS,2012-12-23,13.69,RM0059,BR007,VERIFIED,ZALO,True,True,"APP,EMAIL,SMS,ZALO",False,2012-12-23,9999-12-31,True
CUS00004574,CIF000004574,INDIVIDUAL,36-45,M,RETIRED,FINANCE,20-40M,31,NORTH,MASS_AFFLUENT,2020-12-20,5.69,RM0112,BR013,VERIFIED,IN_APP,False,False,,False,2020-12-20,9999-12-31,True
CUS00004575,CIF000004575,INDIVIDUAL,36-45,F,PUBLIC_SECTOR,EDUCATION,10-20M,92,SOUTH,MASS_AFFLUENT,2018-11-18,7.78,RM0088,BR010,VERIFIED,ZALO,True,True,"SMS,ZALO",False,2018-11-18,9999-12-31,True
CUS00004576,CIF000004576,INDIVIDUAL,26-35,F,PUBLIC_SECTOR,IT,40-80M,01,NORTH,AFFLUENT,2018-01-28,8.59,RM0003,BR001,VERIFIED,EMAIL,True,True,"EMAIL,SMS",False,2018-01-28,9999-12-31,True
CUS00004577,CIF000004577,INDIVIDUAL,26-35,F,RETIRED,HEALTHCARE,20-40M,01,NORTH,MASS,2016-03-03,10.49,RM0039,BR005,VERIFIED,IN_APP,True,True,APP,False,2016-03-03,9999-12-31,True
CUS00004578,CIF000004578,INDIVIDUAL,46-55,M,MANAGER,OTHER,10-20M,31,NORTH,MASS,2020-03-13,6.47,RM0026,BR003,VERIFIED,IN_APP,True,True,"APP,EMAIL,SMS",False,2020-03-13,9999-12-31,True
CUS00004579,CIF000004579,INDIVIDUAL,56-65,M,OTHER,FINANCE,<10M,01,NORTH,MASS,2024-01-06,2.65,RM0085,BR010,VERIFIED,IN_APP,True,True,"APP,ZALO",False,2024-01-06,9999-12-31,True
CUS00004580,CIF000004580,INDIVIDUAL,56-65,M,PUBLIC_SECTOR,EDUCATION,20-40M,40,NORTH,MASS,2017-03-30,9.42,RM0071,BR008,VERIFIED,IN_APP,True,True,EMAIL,False,2017-03-30,9999-12-31,True
CUS00004581,CIF000004581,INDIVIDUAL,36-45,F,RETIRED,LOGISTICS,10-20M,01,NORTH,MASS,2016-08-30,10.0,RM0156,BR018,PENDING,EMAIL,True,True,"APP,EMAIL,SMS,ZALO",False,2016-08-30,9999-12-31,True
CUS00004582,CIF000004582,INDIVIDUAL,36-45,F,OTHER,FINANCE,40-80M,01,NORTH,PRIVATE,2021-02-03,5.57,RM0128,BR015,VERIFIED,EMAIL,True,True,"APP,EMAIL,SMS,ZALO",False,2021-02-03,9999-12-31,True
CUS00004583,CIF000004583,INDIVIDUAL,56-65,F,OFFICE,LOGISTICS,40-80M,01,NORTH,AFFLUENT,2016-06-08,10.23,RM0082,BR010,VERIFIED,SMS,True,True,SMS,False,2016-06-08,9999-12-31,True
CUS00004584,CIF000004584,INDIVIDUAL,36-45,M,BUSINESS_OWNER,IT,20-40M,56,CENTRAL,AFFLUENT,2013-11-10,12.8,RM0154,BR018,VERIFIED,EMAIL,True,True,ZALO,False,2013-11-10,9999-12-31,True
CUS00004585,CIF000004585,INDIVIDUAL,46-55,F,OTHER,MANUFACTURING,80M+,40,NORTH,AFFLUENT,2020-03-25,6.43,RM0068,BR008,VERIFIED,IN_APP,True,True,"EMAIL,SMS",False,2020-03-25,9999-12-31,True
CUS00004586,CIF000004586,INDIVIDUAL,46-55,F,OFFICE,MANUFACTURING,<10M,79,SOUTH,MASS,2025-06-06,1.23,RM0047,BR006,PENDING,IN_APP,True,True,"APP,SMS",False,2025-06-06,9999-12-31,True
CUS00004587,CIF000004587,INDIVIDUAL,46-55,F,BUSINESS_OWNER,IT,10-20M,79,SOUTH,MASS_AFFLUENT,2020-05-28,6.26,RM0002,BR001,VERIFIED,SMS,True,False,,True,2020-05-28,9999-12-31,True
CUS00004588,CIF000004588,INDIVIDUAL,46-55,M,PUBLIC_SECTOR,FINANCE,80M+,92,SOUTH,PRIVATE,2024-09-27,1.92,RM0154,BR018,VERIFIED,ZALO,True,False,,False,2024-09-27,9999-12-31,True
CUS00004589,CIF000004589,INDIVIDUAL,36-45,F,FREELANCE,EDUCATION,40-80M,01,NORTH,MASS_AFFLUENT,2024-08-10,2.06,RM0140,BR016,VERIFIED,SMS,True,True,"EMAIL,SMS",False,2024-08-10,9999-12-31,True
CUS00004590,CIF000004590,INDIVIDUAL,65+,F,OFFICE,LOGISTICS,40-80M,48,CENTRAL,AFFLUENT,2020-03-24,6.44,RM0124,BR014,VERIFIED,RM_CALL,True,True,"APP,EMAIL,SMS,ZALO",False,2020-03-24,9999-12-31,True
CUS00004591,CIF000004591,INDIVIDUAL,36-45,F,RETIRED,LOGISTICS,10-20M,56,CENTRAL,MASS,2015-02-02,11.58,RM0060,BR007,EXPIRED,SMS,True,True,SMS,True,2015-02-02,9999-12-31,True
CUS00004592,CIF000004592,INDIVIDUAL,18-25,F,BUSINESS_OWNER,MANUFACTURING,20-40M,79,SOUTH,MASS_AFFLUENT,2023-02-01,3.58,RM0132,BR015,VERIFIED,RM_CALL,True,True,"APP,EMAIL,SMS",False,2023-02-01,9999-12-31,True
CUS00004593,CIF000004593,INDIVIDUAL,65+,F,OFFICE,IT,10-20M,79,SOUTH,MASS,2022-01-21,4.61,RM0157,BR018,VERIFIED,RM_CALL,True,True,"APP,SMS,ZALO",False,2022-01-21,9999-12-31,True
CUS00004594,CIF000004594,INDIVIDUAL,36-45,F,OTHER,CONSTRUCTION,40-80M,22,NORTH,MASS_AFFLUENT,2025-05-03,1.33,RM0056,BR007,VERIFIED,SMS,True,True,"APP,EMAIL",False,2025-05-03,9999-12-31,True
CUS00004595,CIF000004595,INDIVIDUAL,56-65,F,PUBLIC_SECTOR,OTHER,<10M,22,NORTH,MASS,2016-12-30,9.67,RM0047,BR006,VERIFIED,RM_CALL,True,True,"SMS,ZALO",False,2016-12-30,9999-12-31,True
CUS00004596,CIF000004596,INDIVIDUAL,26-35,F,RETIRED,CONSTRUCTION,<10M,79,SOUTH,MASS,2012-11-22,13.77,RM0110,BR013,VERIFIED,IN_APP,True,False,,False,2012-11-22,9999-12-31,True
CUS00004597,CIF000004597,INDIVIDUAL,26-35,F,FREELANCE,MANUFACTURING,20-40M,79,SOUTH,MASS_AFFLUENT,2017-01-17,9.62,RM0093,BR011,VERIFIED,IN_APP,True,True,"APP,EMAIL,SMS,ZALO",False,2017-01-17,9999-12-31,True
CUS00004598,CIF000004598,INDIVIDUAL,56-65,F,OFFICE,MANUFACTURING,<10M,79,SOUTH,MASS,2016-11-06,9.82,RM0098,BR011,VERIFIED,SMS,True,True,"APP,EMAIL,SMS,ZALO",False,2016-11-06,9999-12-31,True
CUS00004599,CIF000004599,INDIVIDUAL,56-65,M,MANAGER,CONSTRUCTION,20-40M,75,SOUTH,MASS_AFFLUENT,2023-05-22,3.28,RM0035,BR004,VERIFIED,SMS,True,True,"APP,EMAIL,SMS,ZALO",False,2023-05-22,9999-12-31,True
CUS00004600,CIF000004600,INDIVIDUAL,36-45,F,MANAGER,RETAIL,20-40M,48,CENTRAL,MASS_AFFLUENT,2021-09-12,4.97,RM0061,BR007,VERIFIED,IN_APP,True,False,,True,2021-09-12,9999-12-31,True
CUS00004601,CIF000004601,INDIVIDUAL,46-55,F,OFFICE,CONSTRUCTION,10-20M,01,NORTH,MASS_AFFLUENT,2025-06-20,1.2,RM0126,BR014,VERIFIED,SMS,True,True,"SMS,ZALO",False,2025-06-20,9999-12-31,True
CUS00004602,CIF000004602,INDIVIDUAL,18-25,F,OFFICE,MANUFACTURING,20-40M,79,SOUTH,MASS_AFFLUENT,2013-09-19,12.95,RM0063,BR007,VERIFIED,IN_APP,True,False,,False,2013-09-19,9999-12-31,True
CUS00004603,CIF000004603,INDIVIDUAL,46-55,F,BUSINESS_OWNER,OTHER,<10M,22,NORTH,MASS,2022-06-13,4.22,RM0002,BR001,VERIFIED,RM_CALL,True,True,"EMAIL,SMS,ZALO",False,2022-06-13,9999-12-31,True
CUS00004604,CIF000004604,INDIVIDUAL,56-65,M,BUSINESS_OWNER,IT,<10M,79,SOUTH,MASS,2025-11-15,0.79,RM0118,BR014,VERIFIED,ZALO,True,False,,False,2025-11-15,9999-12-31,True
CUS00004605,CIF000004605,SME,18-25,F,RETIRED,HEALTHCARE,20-40M,79,SOUTH,SME,2025-12-09,0.73,RM0024,BR003,VERIFIED,SMS,True,True,"APP,EMAIL,SMS,ZALO",False,2025-12-09,9999-12-31,True
CUS00004606,CIF000004606,INDIVIDUAL,56-65,F,FREELANCE,EDUCATION,40-80M,79,SOUTH,PRIVATE,2023-04-28,3.34,RM0123,BR014,VERIFIED,ZALO,True,True,"APP,EMAIL,SMS,ZALO",False,2023-04-28,9999-12-31,True
CUS00004607,CIF000004607,INDIVIDUAL,36-45,M,PUBLIC_SECTOR,HEALTHCARE,40-80M,48,CENTRAL,AFFLUENT,2026-01-28,0.59,RM0133,BR015,VERIFIED,RM_CALL,True,True,"APP,EMAIL,SMS,ZALO",False,2026-01-28,9999-12-31,True
CUS00004608,CIF000004608,SME,56-65,M,MANAGER,IT,20-40M,92,SOUTH,SME,2014-10-16,11.87,RM0145,BR017,VERIFIED,IN_APP,True,True,"APP,EMAIL,SMS",False,2014-10-16,9999-12-31,True
CUS00004609,CIF000004609,INDIVIDUAL,56-65,M,BUSINESS_OWNER,LOGISTICS,20-40M,01,NORTH,MASS,2016-11-26,9.76,RM0138,BR016,VERIFIED,IN_APP,True,True,"EMAIL,SMS",False,2016-11-26,9999-12-31,True
CUS00004610,CIF000004610,INDIVIDUAL,18-25,M,OTHER,OTHER,40-80M,22,NORTH,MASS_AFFLUENT,2015-04-18,11.37,RM0173,BR020,VERIFIED,RM_CALL,True,True,"APP,EMAIL,SMS,ZALO",False,2015-04-18,9999-12-31,True
CUS00004611,CIF000004611,SME,26-35,M,BUSINESS_OWNER,HEALTHCARE,20-40M,01,NORTH,SME,2024-06-16,2.21,RM0152,BR017,VERIFIED,SMS,True,False,,True,2024-06-16,9999-12-31,True
CUS00004612,CIF000004612,INDIVIDUAL,65+,F,MANAGER,HEALTHCARE,20-40M,01,NORTH,MASS_AFFLUENT,2024-07-14,2.13,RM0069,BR008,VERIFIED,EMAIL,True,True,APP,False,2024-07-14,9999-12-31,True
CUS00004613,CIF000004613,INDIVIDUAL,36-45,M,RETIRED,IT,20-40M,79,SOUTH,MASS_AFFLUENT,2012-09-22,13.94,RM0059,BR007,PENDING,EMAIL,True,False,,True,2012-09-22,9999-12-31,True
CUS00004614,CIF000004614,INDIVIDUAL,36-45,F,PUBLIC_SECTOR,RETAIL,20-40M,79,SOUTH,MASS_AFFLUENT,2017-07-25,9.1,RM0053,BR006,VERIFIED,EMAIL,True,True,"APP,SMS,ZALO",False,2017-07-25,9999-12-31,True
CUS00004615,CIF000004615,INDIVIDUAL,26-35,F,BUSINESS_OWNER,IT,<10M,79,SOUTH,MASS,2022-06-02,4.25,RM0038,BR005,PENDING,ZALO,True,True,"EMAIL,SMS",False,2022-06-02,9999-12-31,True
CUS00004616,CIF000004616,INDIVIDUAL,36-45,M,BUSINESS_OWNER,CONSTRUCTION,10-20M,01,NORTH,MASS,2026-02-13,0.54,RM0167,BR019,VERIFIED,SMS,True,True,"EMAIL,SMS,ZALO",False,2026-02-13,9999-12-31,True
CUS00004617,CIF000004617,INDIVIDUAL,46-55,M,MANAGER,RETAIL,10-20M,79,SOUTH,MASS,2024-05-22,2.28,RM0127,BR015,VERIFIED,IN_APP,True,True,"APP,EMAIL,SMS",False,2024-05-22,9999-12-31,True
CUS00004618,CIF000004618,INDIVIDUAL,18-25,M,OFFICE,RETAIL,10-20M,74,SOUTH,MASS,2024-05-24,2.27,RM0070,BR008,VERIFIED,IN_APP,True,True,"APP,EMAIL,SMS,ZALO",False,2024-05-24,9999-12-31,True
CUS00004619,CIF000004619,SME,56-65,M,PUBLIC_SECTOR,RETAIL,20-40M,01,NORTH,SME,2015-04-22,11.36,RM0146,BR017,VERIFIED,SMS,True,True,"APP,EMAIL,SMS,ZALO",False,2015-04-22,9999-12-31,True
CUS00004620,CIF000004620,INDIVIDUAL,36-45,F,RETIRED,MANUFACTURING,10-20M,48,CENTRAL,MASS,2020-01-20,6.61,RM0125,BR014,VERIFIED,IN_APP,True,False,,True,2020-01-20,9999-12-31,True
CUS00004621,CIF000004621,INDIVIDUAL,56-65,M,MANAGER,CONSTRUCTION,40-80M,48,CENTRAL,AFFLUENT,2025-04-22,1.36,RM0145,BR017,VERIFIED,ZALO,True,True,"EMAIL,SMS,ZALO",False,2025-04-22,9999-12-31,True
CUS00004622,CIF000004622,INDIVIDUAL,46-55,M,OTHER,CONSTRUCTION,20-40M,31,NORTH,MASS_AFFLUENT,2024-03-06,2.49,RM0005,BR001,VERIFIED,IN_APP,True,True,"APP,SMS",False,2024-03-06,9999-12-31,True
CUS00004623,CIF000004623,INDIVIDUAL,56-65,M,MANAGER,HEALTHCARE,<10M,01,NORTH,MASS,2022-12-31,3.67,RM0152,BR017,VERIFIED,ZALO,True,True,"APP,SMS,ZALO",False,2022-12-31,9999-12-31,True
CUS00004624,CIF000004624,INDIVIDUAL,46-55,M,BUSINESS_OWNER,OTHER,20-40M,79,SOUTH,MASS_AFFLUENT,2023-08-08,3.06,RM0017,BR002,PENDING,EMAIL,True,False,,False,2023-08-08,9999-12-31,True
CUS00004625,CIF000004625,INDIVIDUAL,65+,F,FREELANCE,HEALTHCARE,<10M,79,SOUTH,MASS,2020-06-25,6.18,RM0030,BR004,VERIFIED,IN_APP,True,True,"APP,EMAIL,SMS",False,2020-06-25,9999-12-31,True
CUS00004626,CIF000004626,INDIVIDUAL,18-25,M,OTHER,RETAIL,20-40M,79,SOUTH,MASS,2020-08-07,6.06,RM0036,BR004,VERIFIED,IN_APP,True,True,"APP,EMAIL,SMS,ZALO",False,2020-08-07,9999-12-31,True
CUS00004627,CIF000004627,INDIVIDUAL,36-45,M,RETIRED,HEALTHCARE,40-80M,74,SOUTH,MASS_AFFLUENT,2017-12-02,8.74,RM0137,BR016,VERIFIED,IN_APP,True,True,"EMAIL,ZALO",False,2017-12-02,9999-12-31,True
CUS00004628,CIF000004628,INDIVIDUAL,46-55,M,PUBLIC_SECTOR,HEALTHCARE,40-80M,79,SOUTH,MASS_AFFLUENT,2024-07-25,2.1,RM0031,BR004,VERIFIED,IN_APP,True,True,"APP,ZALO",False,2024-07-25,9999-12-31,True
CUS00004629,CIF000004629,SME,26-35,F,MANAGER,RETAIL,20-40M,75,SOUTH,SME,2013-10-06,12.9,RM0031,BR004,PENDING,IN_APP,True,True,"APP,SMS,ZALO",False,2013-10-06,9999-12-31,True
CUS00004630,CIF000004630,INDIVIDUAL,56-65,M,OTHER,OTHER,<10M,22,NORTH,MASS,2024-03-22,2.44,RM0047,BR006,VERIFIED,SMS,True,True,"APP,SMS,ZALO",False,2024-03-22,9999-12-31,True
CUS00004631,CIF000004631,INDIVIDUAL,26-35,F,RETIRED,CONSTRUCTION,40-80M,79,SOUTH,MASS_AFFLUENT,2019-05-26,7.27,RM0159,BR018,VERIFIED,SMS,True,True,"EMAIL,SMS,ZALO",False,2019-05-26,9999-12-31,True
CUS00004632,CIF000004632,INDIVIDUAL,18-25,F,MANAGER,CONSTRUCTION,40-80M,01,NORTH,MASS_AFFLUENT,2017-01-19,9.61,RM0174,BR020,VERIFIED,IN_APP,True,True,ZALO,False,2017-01-19,9999-12-31,True
CUS00004633,CIF000004633,INDIVIDUAL,36-45,M,FREELANCE,CONSTRUCTION,<10M,01,NORTH,MASS,2024-02-16,2.54,RM0068,BR008,VERIFIED,EMAIL,True,True,"EMAIL,SMS,ZALO",False,2024-02-16,9999-12-31,True
CUS00004634,CIF000004634,INDIVIDUAL,26-35,M,OTHER,EDUCATION,10-20M,92,SOUTH,MASS,2019-08-04,7.07,RM0176,BR020,VERIFIED,IN_APP,True,True,"SMS,ZALO",False,2019-08-04,9999-12-31,True
CUS00004635,CIF000004635,INDIVIDUAL,36-45,M,MANAGER,IT,20-40M,79,SOUTH,MASS_AFFLUENT,2015-01-06,11.65,RM0031,BR004,VERIFIED,IN_APP,True,True,APP,False,2015-01-06,9999-12-31,True
CUS00004636,CIF000004636,INDIVIDUAL,26-35,F,PUBLIC_SECTOR,EDUCATION,80M+,79,SOUTH,AFFLUENT,2021-01-05,5.65,RM0062,BR007,VERIFIED,RM_CALL,True,True,"APP,EMAIL,ZALO",False,2021-01-05,9999-12-31,True
CUS00004637,CIF000004637,INDIVIDUAL,36-45,F,BUSINESS_OWNER,RETAIL,40-80M,31,NORTH,MASS_AFFLUENT,2016-12-04,9.74,RM0026,BR003,VERIFIED,SMS,True,False,,False,2016-12-04,9999-12-31,True
CUS00004638,CIF000004638,INDIVIDUAL,65+,F,PUBLIC_SECTOR,OTHER,10-20M,92,SOUTH,MASS,2016-10-19,9.86,RM0117,BR013,VERIFIED,SMS,True,True,"EMAIL,SMS,ZALO",False,2016-10-19,9999-12-31,True
CUS00004639,CIF000004639,INDIVIDUAL,56-65,F,PUBLIC_SECTOR,RETAIL,20-40M,92,SOUTH,MASS,2024-12-08,1.73,RM0148,BR017,PENDING,RM_CALL,True,True,"APP,EMAIL,SMS,ZALO",False,2024-12-08,9999-12-31,True
CUS00004640,CIF000004640,SME,36-45,F,FREELANCE,EDUCATION,80M+,01,NORTH,SME,2023-08-09,3.06,RM0038,BR005,VERIFIED,IN_APP,True,True,APP,False,2023-08-09,9999-12-31,True
CUS00004641,CIF000004641,INDIVIDUAL,56-65,F,FREELANCE,IT,20-40M,56,CENTRAL,MASS,2025-07-20,1.11,RM0048,BR006,VERIFIED,SMS,True,False,,False,2025-07-20,9999-12-31,True
CUS00004642,CIF000004642,SME,65+,M,MANAGER,HEALTHCARE,20-40M,01,NORTH,SME,2020-10-02,5.91,RM0002,BR001,VERIFIED,EMAIL,True,True,SMS,False,2020-10-02,9999-12-31,True
CUS00004643,CIF000004643,INDIVIDUAL,56-65,M,MANAGER,LOGISTICS,20-40M,31,NORTH,AFFLUENT,2023-05-18,3.29,RM0008,BR001,VERIFIED,SMS,True,False,,False,2023-05-18,9999-12-31,True
CUS00004644,CIF000004644,INDIVIDUAL,65+,M,FREELANCE,LOGISTICS,80M+,92,SOUTH,AFFLUENT,2019-09-16,6.96,RM0135,BR015,VERIFIED,IN_APP,True,True,"APP,ZALO",True,2019-09-16,9999-12-31,True
CUS00004645,CIF000004645,INDIVIDUAL,56-65,F,FREELANCE,LOGISTICS,<10M,74,SOUTH,MASS,2023-09-09,2.98,RM0094,BR011,VERIFIED,IN_APP,True,False,,True,2023-09-09,9999-12-31,True
CUS00004646,CIF000004646,INDIVIDUAL,56-65,F,OFFICE,EDUCATION,40-80M,01,NORTH,MASS_AFFLUENT,2023-11-09,2.81,RM0135,BR015,VERIFIED,IN_APP,True,True,"APP,EMAIL,SMS,ZALO",False,2023-11-09,9999-12-31,True
CUS00004647,CIF000004647,INDIVIDUAL,26-35,M,OFFICE,RETAIL,10-20M,79,SOUTH,MASS_AFFLUENT,2018-01-16,8.62,RM0090,BR010,VERIFIED,ZALO,True,False,,False,2018-01-16,9999-12-31,True
CUS00004648,CIF000004648,INDIVIDUAL,26-35,M,PUBLIC_SECTOR,FINANCE,80M+,79,SOUTH,AFFLUENT,2024-01-04,2.66,RM0173,BR020,VERIFIED,ZALO,True,True,"EMAIL,SMS",False,2024-01-04,9999-12-31,True
CUS00004649,CIF000004649,INDIVIDUAL,46-55,F,OFFICE,IT,80M+,79,SOUTH,PRIVATE,2016-12-01,9.75,RM0129,BR015,VERIFIED,IN_APP,True,True,SMS,False,2016-12-01,9999-12-31,True
CUS00004650,CIF000004650,INDIVIDUAL,56-65,M,BUSINESS_OWNER,LOGISTICS,10-20M,48,CENTRAL,MASS_AFFLUENT,2018-05-29,8.26,RM0162,BR018,VERIFIED,ZALO,True,False,,True,2018-05-29,9999-12-31,True
CUS00004651,CIF000004651,INDIVIDUAL,46-55,M,MANAGER,MANUFACTURING,10-20M,48,CENTRAL,MASS,2018-12-24,7.69,RM0069,BR008,VERIFIED,RM_CALL,True,True,EMAIL,False,2018-12-24,9999-12-31,True
CUS00004652,CIF000004652,SME,18-25,F,OFFICE,FINANCE,80M+,79,SOUTH,SME,2016-11-01,9.83,RM0178,BR020,VERIFIED,IN_APP,True,True,"EMAIL,SMS,ZALO",False,2016-11-01,9999-12-31,True
CUS00004653,CIF000004653,INDIVIDUAL,26-35,M,PUBLIC_SECTOR,CONSTRUCTION,20-40M,31,NORTH,MASS,2025-08-11,1.05,RM0120,BR014,VERIFIED,SMS,True,True,ZALO,False,2025-08-11,9999-12-31,True
CUS00004654,CIF000004654,INDIVIDUAL,56-65,M,PUBLIC_SECTOR,FINANCE,10-20M,79,SOUTH,MASS,2019-06-18,7.2,RM0023,BR003,VERIFIED,IN_APP,True,True,"APP,EMAIL,SMS",False,2019-06-18,9999-12-31,True
CUS00004655,CIF000004655,INDIVIDUAL,18-25,F,OTHER,HEALTHCARE,10-20M,31,NORTH,MASS,2013-10-24,12.85,RM0178,BR020,VERIFIED,IN_APP,True,True,"APP,EMAIL,SMS",False,2013-10-24,9999-12-31,True
CUS00004656,CIF000004656,INDIVIDUAL,36-45,M,RETIRED,LOGISTICS,20-40M,01,NORTH,AFFLUENT,2021-08-13,5.05,RM0036,BR004,VERIFIED,SMS,True,False,,True,2021-08-13,9999-12-31,True
CUS00004657,CIF000004657,INDIVIDUAL,46-55,M,OTHER,OTHER,10-20M,01,NORTH,MASS_AFFLUENT,2018-01-01,8.66,RM0023,BR003,VERIFIED,IN_APP,True,False,,False,2018-01-01,9999-12-31,True
CUS00004658,CIF000004658,INDIVIDUAL,26-35,F,OTHER,IT,10-20M,40,NORTH,MASS_AFFLUENT,2024-02-15,2.54,RM0156,BR018,VERIFIED,SMS,True,True,"APP,SMS,ZALO",False,2024-02-15,9999-12-31,True
CUS00004659,CIF000004659,INDIVIDUAL,26-35,F,OFFICE,EDUCATION,40-80M,79,SOUTH,MASS_AFFLUENT,2020-08-21,6.03,RM0039,BR005,VERIFIED,IN_APP,True,False,,True,2020-08-21,9999-12-31,True
CUS00004660,CIF000004660,INDIVIDUAL,36-45,M,MANAGER,RETAIL,40-80M,48,CENTRAL,MASS_AFFLUENT,2017-02-15,9.54,RM0061,BR007,VERIFIED,IN_APP,True,True,"APP,EMAIL,SMS",False,2017-02-15,9999-12-31,True
CUS00004661,CIF000004661,INDIVIDUAL,36-45,F,PUBLIC_SECTOR,RETAIL,20-40M,01,NORTH,MASS,2019-10-23,6.86,RM0134,BR015,VERIFIED,SMS,True,True,"EMAIL,SMS",False,2019-10-23,9999-12-31,True
CUS00004662,CIF000004662,SME,56-65,F,BUSINESS_OWNER,RETAIL,20-40M,48,CENTRAL,SME,2025-01-23,1.6,RM0028,BR004,VERIFIED,SMS,True,True,APP,False,2025-01-23,9999-12-31,True
