case_id,customer_id,created_timestamp,closed_timestamp,channel,case_type,issue_category,product_code,complaint_flag,severity,case_status,resolution_time_hours,csat_score,complaint_count_30d,complaint_count_90d,serious_complaint_7d,days_since_last_complaint,avg_csat,open_case_count
CASE0000005626,CUS00004808,2026-07-16 19:57:02,2026-07-18 13:28:19.528776,APP,COMPLAINT,CARD,TD_STANDARD,True,LOW,CLOSED,41.52,1,0,1,False,45,3.0,0
CASE0000005627,CUS00004808,2026-06-18 11:47:08,2026-06-18 21:14:38.716430,EMAIL,DISPUTE,LOAN,CC_STANDARD,False,MEDIUM,CLOSED,9.46,5,0,1,False,45,3.0,0
CASE0000005628,CUS00004808,2026-05-08 15:53:28,2026-05-08 20:23:17.715327,EMAIL,DISPUTE,CARD,CC_GOLD,True,MEDIUM,CLOSED,4.5,3,0,1,False,45,3.0,0
CASE0000005629,CUS00004808,2026-04-26 21:54:16,,HOTLINE,INQUIRY,CARD,TD_STANDARD,False,MEDIUM,IN_PROGRESS,,,0,1,False,45,3.0,1
CASE0000005630,CUS00004810,2026-07-09 07:14:30,2026-07-09 13:37:55.181180,BRANCH,COMPLAINT,ACCOUNT,LOAN_PERSONAL,False,LOW,RESOLVED,6.39,4,0,1,False,82,2.6,0
CASE0000005631,CUS00004810,2026-06-18 06:46:45,2026-06-19 09:16:38.898674,APP,REQUEST,CARD,CC_PLATINUM,False,MEDIUM,CLOSED,26.5,1,0,1,False,82,2.6,0
CASE0000005632,CUS00004810,2026-06-10 13:07:22,2026-06-10 23:19:20.043304,APP,REQUEST,FEE,TD_STANDARD,True,HIGH,RESOLVED,10.2,5,0,1,False,82,2.6,0
CASE0000005633,CUS00004810,2026-05-17 09:22:58,2026-05-17 12:50:34.227095,BRANCH,REQUEST,FEE,LOAN_PERSONAL,True,LOW,CLOSED,3.46,2,0,1,False,82,2.6,0
CASE0000005634,CUS00004810,2026-03-31 15:08:03,2026-03-31 21:09:37.954944,HOTLINE,REQUEST,ACCOUNT,INVEST_BOND,False,LOW,CLOSED,6.03,1,0,1,False,82,2.6,0
CASE0000005635,CUS00004811,2026-08-29 13:49:45,,CHATBOT,REQUEST,OTHER,LOAN_PERSONAL,True,LOW,IN_PROGRESS,,,1,1,False,2,,1
CASE0000005636,CUS00004812,2026-05-17 18:12:15,2026-05-18 15:44:05.128162,APP,DISPUTE,CARD,CC_PLATINUM,True,MEDIUM,RESOLVED,21.53,4,0,0,False,105,4.0,0
CASE0000005637,CUS00004814,2026-04-30 17:50:43,,CHATBOT,COMPLAINT,ACCOUNT,CC_GOLD,False,CRITICAL,IN_PROGRESS,,,0,0,False,,,1
CASE0000005638,CUS00004815,2026-07-01 15:07:52,,APP,INQUIRY,CARD,CC_STANDARD,True,MEDIUM,IN_PROGRESS,,,0,1,False,61,4.0,1
CASE0000005639,CUS00004815,2026-05-24 03:49:05,2026-05-24 23:53:01.635684,CHATBOT,COMPLAINT,CARD,INVEST_BOND,True,LOW,CLOSED,20.07,5,0,1,False,61,4.0,1
CASE0000005640,CUS00004815,2026-04-15 05:09:55,2026-04-17 13:02:37.596857,HOTLINE,DISPUTE,APP,LOAN_AUTO,False,LOW,RESOLVED,55.88,3,0,1,False,61,4.0,1
CASE0000005641,CUS00004815,2026-03-31 11:22:47,2026-04-01 06:40:14.686689,CHATBOT,REQUEST,FEE,LOAN_HOME,True,LOW,CLOSED,19.29,4,0,1,False,61,4.0,1
CASE0000005642,CUS00004816,2026-04-28 19:57:15,2026-04-29 02:41:22.988800,CHATBOT,REQUEST,APP,INVEST_FUND,True,LOW,CLOSED,6.74,1,0,0,False,124,1.0,0
CASE0000005643,CUS00004817,2026-06-28 15:24:19,2026-06-29 00:59:23.173775,BRANCH,DISPUTE,ACCOUNT,TD_STANDARD,True,LOW,RESOLVED,9.58,2,0,1,False,64,2.0,0
CASE0000005644,CUS00004820,2026-07-15 14:59:45,2026-07-16 04:23:09.610814,APP,DISPUTE,CARD,INVEST_BOND,True,HIGH,RESOLVED,13.39,3,0,1,False,47,4.0,0
CASE0000005645,CUS00004820,2026-03-22 08:30:11,2026-03-23 13:47:37.032417,BRANCH,DISPUTE,LOAN,INVEST_BOND,False,MEDIUM,RESOLVED,29.29,5,0,1,False,47,4.0,0
CASE0000005646,CUS00004821,2026-08-26 06:13:31,2026-08-26 12:59:26.772796,HOTLINE,DISPUTE,OTHER,LOAN_PERSONAL,False,LOW,CLOSED,6.77,3,0,0,False,,4.0,0
CASE0000005647,CUS00004821,2026-06-16 12:17:34,2026-06-17 11:31:43.677479,EMAIL,INQUIRY,APP,TD_FLEXI,False,HIGH,CLOSED,23.24,5,0,0,False,,4.0,0
CASE0000005648,CUS00004823,2026-05-22 23:11:21,2026-05-23 10:31:56.639214,EMAIL,INQUIRY,LOAN,CC_PLATINUM,False,MEDIUM,CLOSED,11.34,5,0,0,False,,5.0,0
CASE0000005649,CUS00004825,2026-06-01 12:47:45,,APP,COMPLAINT,CARD,LOAN_AUTO,False,LOW,IN_PROGRESS,,,0,0,False,106,,1
CASE0000005650,CUS00004825,2026-05-16 19:01:14,,BRANCH,COMPLAINT,ACCOUNT,LOAN_PERSONAL,True,LOW,OPEN,,,0,0,False,106,,2
CASE0000005651,CUS00004826,2026-06-07 14:06:46,2026-06-07 19:41:43.240241,CHATBOT,DISPUTE,APP,TD_STANDARD,False,MEDIUM,CLOSED,5.58,4,0,0,False,,3.5,0
CASE0000005652,CUS00004826,2026-04-24 23:04:26,2026-04-25 20:32:10.317338,HOTLINE,INQUIRY,OTHER,CC_STANDARD,False,MEDIUM,CLOSED,21.46,3,0,0,False,,3.5,0
CASE0000005653,CUS00004827,2026-07-04 05:01:26,,HOTLINE,COMPLAINT,LOAN,LOAN_PERSONAL,True,LOW,IN_PROGRESS,,,0,1,False,58,,1
CASE0000005654,CUS00004828,2026-08-27 03:10:11,2026-08-28 07:57:39.656375,CHATBOT,REQUEST,CARD,INVEST_BOND,False,MEDIUM,CLOSED,28.79,5,0,0,False,,5.0,0
CASE0000005655,CUS00004830,2026-06-01 18:44:58,,APP,COMPLAINT,FEE,,False,LOW,IN_PROGRESS,,,0,0,False,,,1
CASE0000005656,CUS00004831,2026-03-11 08:11:39,2026-03-11 18:08:11.907374,BRANCH,REQUEST,LOAN,CC_STANDARD,False,MEDIUM,CLOSED,9.94,3,0,0,False,,3.0,0
CASE0000005657,CUS00004833,2026-07-22 09:00:51,2026-07-23 08:02:25.983895,CHATBOT,INQUIRY,FEE,LOAN_PERSONAL,True,LOW,CLOSED,23.03,5,0,1,False,40,4.5,0
CASE0000005658,CUS00004833,2026-04-28 11:11:39,2026-04-29 09:34:29.182640,APP,REQUEST,OTHER,LOAN_AUTO,False,MEDIUM,RESOLVED,22.38,4,0,1,False,40,4.5,0
CASE0000005659,CUS00004834,2026-03-14 08:20:39,2026-03-14 11:29:20.089956,CHATBOT,INQUIRY,LOAN,TD_FLEXI,False,MEDIUM,CLOSED,3.14,4,0,0,False,,4.0,0
CASE0000005660,CUS00004835,2026-04-05 04:21:25,2026-04-05 06:52:24.587672,CHATBOT,COMPLAINT,OTHER,CC_PLATINUM,False,MEDIUM,CLOSED,2.52,5,0,0,False,,5.0,0
CASE0000005661,CUS00004836,2026-03-20 09:44:31,2026-03-20 19:31:49.414224,EMAIL,COMPLAINT,FEE,INVEST_BOND,False,MEDIUM,RESOLVED,9.79,3,0,0,False,,3.0,0
CASE0000005662,CUS00004837,2026-03-14 17:52:07,2026-03-16 08:16:03.957156,APP,INQUIRY,APP,INVEST_FUND,False,LOW,RESOLVED,38.4,5,0,0,False,,5.0,0
CASE0000005663,CUS00004838,2026-08-21 20:16:41,2026-08-22 12:52:36.253105,CHATBOT,REQUEST,CARD,TD_STANDARD,False,HIGH,CLOSED,16.6,3,0,0,False,,3.0,0
CASE0000005664,CUS00004839,2026-07-25 19:22:11,,HOTLINE,REQUEST,OTHER,TD_STANDARD,True,LOW,OPEN,,,0,1,False,36,4.0,1
CASE0000005665,CUS00004839,2026-04-26 10:20:36,2026-04-26 14:41:31.337744,CHATBOT,DISPUTE,FEE,INVEST_FUND,True,LOW,RESOLVED,4.35,5,0,1,False,36,4.0,1
CASE0000005666,CUS00004839,2026-03-15 04:30:47,2026-03-15 15:20:45.362353,HOTLINE,INQUIRY,CARD,CC_GOLD,True,HIGH,RESOLVED,10.83,3,0,1,False,36,4.0,1
CASE0000005667,CUS00004841,2026-07-29 03:04:02,,HOTLINE,DISPUTE,OTHER,TD_FLEXI,False,LOW,OPEN,,,0,0,False,,,1
CASE0000005668,CUS00004843,2026-07-17 00:24:53,,APP,REQUEST,ACCOUNT,LOAN_AUTO,True,LOW,IN_PROGRESS,,,0,1,False,45,3.0,1
CASE0000005669,CUS00004843,2026-05-23 04:25:20,2026-05-23 17:43:08.077550,HOTLINE,COMPLAINT,FEE,INVEST_BOND,False,LOW,RESOLVED,13.3,3,0,1,False,45,3.0,1
CASE0000005670,CUS00004844,2026-04-12 09:58:32,2026-04-12 23:40:16.328506,BRANCH,COMPLAINT,CARD,CC_PLATINUM,False,LOW,CLOSED,13.7,5,0,0,False,,5.0,0
CASE0000005671,CUS00004845,2026-05-15 15:09:15,,HOTLINE,INQUIRY,FEE,CC_PLATINUM,False,HIGH,OPEN,,,0,0,False,,,1
CASE0000005672,CUS00004846,2026-06-15 07:33:24,2026-06-16 03:56:58.489068,CHATBOT,COMPLAINT,LOAN,CC_STANDARD,False,MEDIUM,CLOSED,20.39,2,0,0,False,,2.0,0
CASE0000005673,CUS00004846,2026-03-14 01:43:07,,CHATBOT,REQUEST,APP,TD_STANDARD,False,MEDIUM,OPEN,,,0,0,False,,2.0,1
CASE0000005674,CUS00004847,2026-03-23 05:26:25,2026-03-24 02:45:00.367219,APP,REQUEST,FEE,INVEST_BOND,False,MEDIUM,CLOSED,21.31,3,0,0,False,,3.0,0
CASE0000005675,CUS00004849,2026-07-04 04:14:17,2026-07-04 12:24:11.139336,CHATBOT,REQUEST,OTHER,,False,LOW,CLOSED,8.17,1,0,0,False,174,1.5,0
CASE0000005676,CUS00004849,2026-03-10 01:16:16,2026-03-10 10:18:03.932248,EMAIL,DISPUTE,APP,INVEST_FUND,True,MEDIUM,CLOSED,9.03,2,0,0,False,174,1.5,0
CASE0000005677,CUS00004850,2026-08-22 15:53:41,2026-08-22 21:26:45.691529,APP,INQUIRY,CARD,INVEST_FUND,False,HIGH,RESOLVED,5.55,5,0,1,False,79,4.33,0
CASE0000005678,CUS00004850,2026-06-13 06:16:13,2026-06-13 15:16:03.859732,BRANCH,INQUIRY,OTHER,INVEST_FUND,True,LOW,CLOSED,9.0,5,0,1,False,79,4.33,0
CASE0000005679,CUS00004850,2026-05-13 06:13:33,2026-05-14 01:43:04.996409,EMAIL,DISPUTE,OTHER,TD_STANDARD,False,HIGH,CLOSED,19.49,3,0,1,False,79,4.33,0
CASE0000005680,CUS00004851,2026-05-25 14:43:07,2026-05-26 18:12:13.009589,APP,DISPUTE,OTHER,,True,LOW,RESOLVED,27.49,5,0,0,False,98,3.0,0
CASE0000005681,CUS00004851,2026-03-24 05:25:56,2026-03-24 09:00:32.060246,CHATBOT,COMPLAINT,CARD,CC_GOLD,True,LOW,RESOLVED,3.58,2,0,0,False,98,3.0,0
CASE0000005682,CUS00004851,2026-03-09 10:39:41,2026-03-10 02:55:58.403917,EMAIL,REQUEST,ACCOUNT,LOAN_PERSONAL,False,LOW,RESOLVED,16.27,2,0,0,False,98,3.0,0
CASE0000005683,CUS00004852,2026-03-07 19:11:23,,HOTLINE,DISPUTE,CARD,INVEST_BOND,False,MEDIUM,IN_PROGRESS,,,0,0,False,,,1
CASE0000005684,CUS00004853,2026-07-03 16:28:37,,HOTLINE,COMPLAINT,FEE,CC_GOLD,False,MEDIUM,IN_PROGRESS,,,0,1,False,59,3.0,1
CASE0000005685,CUS00004853,2026-07-03 05:50:33,2026-07-03 17:09:38.600251,CHATBOT,REQUEST,APP,CC_GOLD,True,HIGH,RESOLVED,11.32,3,0,1,False,59,3.0,1
CASE0000005686,CUS00004854,2026-04-02 01:48:29,2026-04-02 09:41:39.132376,APP,REQUEST,FEE,,False,LOW,RESOLVED,7.89,1,0,0,False,,1.0,0
CASE0000005687,CUS00004855,2026-07-23 22:31:22,2026-07-23 23:51:37.917590,CHATBOT,DISPUTE,LOAN,LOAN_HOME,False,MEDIUM,RESOLVED,1.34,3,0,0,False,,3.0,0
CASE0000005688,CUS00004856,2026-07-18 23:10:16,2026-07-20 01:09:34.576002,APP,DISPUTE,LOAN,LOAN_AUTO,False,MEDIUM,RESOLVED,25.99,2,0,0,False,,3.0,0
CASE0000005689,CUS00004856,2026-04-09 23:54:08,2026-04-10 12:26:19.808390,HOTLINE,COMPLAINT,LOAN,INVEST_FUND,False,LOW,CLOSED,12.54,4,0,0,False,,3.0,0
CASE0000005690,CUS00004858,2026-07-02 18:20:48,2026-07-03 11:17:42.077899,CHATBOT,INQUIRY,FEE,LOAN_HOME,True,MEDIUM,CLOSED,16.95,4,0,1,False,59,4.0,0
CASE0000005691,CUS00004859,2026-07-15 13:51:30,2026-07-16 09:54:15.386184,BRANCH,INQUIRY,APP,LOAN_HOME,True,LOW,RESOLVED,20.05,5,0,1,False,47,3.0,0
CASE0000005692,CUS00004859,2026-06-25 10:17:57,2026-06-26 07:59:14.116775,HOTLINE,REQUEST,APP,TD_STANDARD,False,LOW,RESOLVED,21.69,1,0,1,False,47,3.0,0
CASE0000005693,CUS00004861,2026-08-25 02:00:28,2026-08-25 07:49:30.375229,BRANCH,REQUEST,LOAN,TD_FLEXI,False,MEDIUM,RESOLVED,5.82,2,0,0,False,,1.5,0
CASE0000005694,CUS00004861,2026-08-05 14:21:44,2026-08-06 04:36:43.908284,BRANCH,REQUEST,CARD,,False,LOW,CLOSED,14.25,1,0,0,False,,1.5,0
CASE0000005695,CUS00004863,2026-08-25 07:05:08,,HOTLINE,COMPLAINT,OTHER,TD_FLEXI,False,HIGH,OPEN,,,0,0,False,,,1
CASE0000005696,CUS00004864,2026-05-02 06:20:19,2026-05-03 09:57:20.238421,CHATBOT,DISPUTE,APP,LOAN_AUTO,True,LOW,CLOSED,27.62,2,0,0,False,121,3.5,0
CASE0000005697,CUS00004864,2026-04-29 22:11:48,2026-04-30 13:58:52.592150,APP,DISPUTE,ACCOUNT,LOAN_PERSONAL,True,LOW,CLOSED,15.78,5,0,0,False,121,3.5,0
CASE0000005698,CUS00004868,2026-05-26 20:04:32,2026-05-27 18:44:32.344741,BRANCH,REQUEST,APP,TD_FLEXI,True,MEDIUM,CLOSED,22.67,2,0,0,False,96,2.0,0
CASE0000005699,CUS00004870,2026-08-02 08:37:43,2026-08-04 07:37:02.586015,APP,REQUEST,OTHER,INVEST_BOND,False,LOW,CLOSED,46.99,4,0,0,False,,4.0,0
CASE0000005700,CUS00004870,2026-04-08 00:58:10,2026-04-08 09:51:42.266064,HOTLINE,REQUEST,OTHER,,False,MEDIUM,RESOLVED,8.89,4,0,0,False,,4.0,0
CASE0000005701,CUS00004871,2026-08-23 08:30:00,,EMAIL,COMPLAINT,LOAN,TD_FLEXI,False,MEDIUM,IN_PROGRESS,,,1,1,False,30,3.67,1
CASE0000005702,CUS00004871,2026-08-01 00:42:11,2026-08-01 03:46:03.289730,HOTLINE,DISPUTE,FEE,,True,CRITICAL,RESOLVED,3.06,5,1,1,False,30,3.67,1
CASE0000005703,CUS00004871,2026-04-25 18:02:22,2026-04-26 19:37:19.075263,BRANCH,INQUIRY,FEE,LOAN_HOME,True,MEDIUM,RESOLVED,25.58,4,1,1,False,30,3.67,1
CASE0000005704,CUS00004871,2026-03-06 01:26:10,2026-03-06 21:27:56.873832,BRANCH,COMPLAINT,OTHER,TD_FLEXI,False,CRITICAL,RESOLVED,20.03,2,1,1,False,30,3.67,1
CASE0000005705,CUS00004872,2026-08-23 03:01:58,2026-08-23 19:47:07.601883,APP,COMPLAINT,APP,LOAN_PERSONAL,True,MEDIUM,RESOLVED,16.75,4,1,1,False,8,3.0,0
CASE0000005706,CUS00004872,2026-05-08 10:14:22,2026-05-08 17:45:25.275240,HOTLINE,INQUIRY,OTHER,TD_FLEXI,False,MEDIUM,RESOLVED,7.52,2,1,1,False,8,3.0,0
CASE0000005707,CUS00004873,2026-04-07 11:22:59,2026-04-09 10:01:04.424218,HOTLINE,REQUEST,FEE,LOAN_HOME,True,LOW,RESOLVED,46.63,5,0,0,False,146,5.0,0
CASE0000005708,CUS00004874,2026-08-15 06:26:45,2026-08-15 18:40:03.489895,APP,REQUEST,APP,,True,CRITICAL,CLOSED,12.22,3,1,1,False,16,3.5,0
CASE0000005709,CUS00004874,2026-04-26 17:19:28,2026-04-27 08:51:31.813425,HOTLINE,COMPLAINT,LOAN,INVEST_BOND,False,LOW,RESOLVED,15.53,4,1,1,False,16,3.5,0
CASE0000005710,CUS00004875,2026-05-28 11:41:07,2026-05-29 02:31:19.879001,BRANCH,DISPUTE,CARD,TD_FLEXI,True,MEDIUM,RESOLVED,14.84,1,0,0,False,95,3.0,0
CASE0000005711,CUS00004875,2026-03-23 11:21:19,2026-03-23 15:14:04.843861,APP,DISPUTE,CARD,CC_GOLD,False,MEDIUM,CLOSED,3.88,5,0,0,False,95,3.0,0
CASE0000005712,CUS00004876,2026-08-04 08:53:29,2026-08-04 11:12:55.797013,HOTLINE,INQUIRY,CARD,INVEST_BOND,False,MEDIUM,RESOLVED,2.32,4,0,0,False,123,3.5,0
CASE0000005713,CUS00004876,2026-04-30 10:55:21,2026-04-30 18:12:04.810623,APP,INQUIRY,OTHER,CC_PLATINUM,True,MEDIUM,RESOLVED,7.28,3,0,0,False,123,3.5,0
CASE0000005714,CUS00004879,2026-03-13 22:34:05,2026-03-14 02:43:38.311164,CHATBOT,COMPLAINT,CARD,LOAN_AUTO,False,MEDIUM,RESOLVED,4.16,4,0,0,False,,4.0,0
CASE0000005715,CUS00004880,2026-08-28 18:14:07,2026-08-28 22:36:10.447788,APP,COMPLAINT,FEE,TD_FLEXI,False,MEDIUM,CLOSED,4.37,1,0,0,False,,1.0,0
CASE0000005716,CUS00004881,2026-03-05 15:24:13,,CHATBOT,REQUEST,ACCOUNT,CC_PLATINUM,False,LOW,IN_PROGRESS,,,0,0,False,,,1
CASE0000005717,CUS00004882,2026-07-26 10:29:37,,BRANCH,DISPUTE,OTHER,,False,MEDIUM,IN_PROGRESS,,,0,0,False,,,1
CASE0000005718,CUS00004883,2026-03-24 10:59:25,,CHATBOT,COMPLAINT,OTHER,TD_FLEXI,False,LOW,OPEN,,,0,0,False,,,1
CASE0000005719,CUS00004884,2026-07-13 23:20:03,,APP,INQUIRY,ACCOUNT,CC_GOLD,False,LOW,IN_PROGRESS,,,0,0,False,,,1
CASE0000005720,CUS00004886,2026-08-02 16:55:26,,BRANCH,REQUEST,LOAN,LOAN_AUTO,False,HIGH,IN_PROGRESS,,,0,0,False,,,1
CASE0000005721,CUS00004886,2026-04-08 08:52:41,,CHATBOT,COMPLAINT,FEE,CC_GOLD,False,LOW,IN_PROGRESS,,,0,0,False,,,2
CASE0000005722,CUS00004886,2026-03-12 15:21:12,,HOTLINE,INQUIRY,LOAN,CC_GOLD,False,HIGH,IN_PROGRESS,,,0,0,False,,,3
CASE0000005723,CUS00004887,2026-03-23 18:20:36,2026-03-25 22:46:56.075682,BRANCH,COMPLAINT,OTHER,INVEST_FUND,True,HIGH,CLOSED,52.44,1,0,0,False,160,1.0,0
CASE0000005724,CUS00004889,2026-05-04 05:24:34,2026-05-04 07:31:28.828271,EMAIL,INQUIRY,ACCOUNT,LOAN_AUTO,False,LOW,RESOLVED,2.12,3,0,0,False,155,3.5,0
CASE0000005725,CUS00004889,2026-03-29 02:29:54,2026-03-30 03:08:31.292932,BRANCH,REQUEST,LOAN,,True,LOW,RESOLVED,24.64,4,0,0,False,155,3.5,0
CASE0000005726,CUS00004892,2026-06-21 17:15:01,2026-06-22 08:30:04.511279,BRANCH,DISPUTE,FEE,INVEST_FUND,True,LOW,CLOSED,15.25,5,0,1,False,71,5.0,0
CASE0000005727,CUS00004893,2026-06-29 08:56:57,2026-06-29 18:46:30.257151,EMAIL,INQUIRY,LOAN,TD_FLEXI,True,LOW,CLOSED,9.83,2,0,1,False,63,2.0,0
CASE0000005728,CUS00004894,2026-08-30 03:06:51,2026-08-30 07:22:42.963339,HOTLINE,COMPLAINT,CARD,INVEST_FUND,False,LOW,RESOLVED,4.26,5,0,0,False,,4.0,0
CASE0000005729,CUS00004894,2026-08-22 11:38:50,2026-08-23 00:29:25.395543,EMAIL,COMPLAINT,LOAN,INVEST_FUND,False,MEDIUM,CLOSED,12.84,3,0,0,False,,4.0,0
CASE0000005730,CUS00004894,2026-08-15 19:34:17,2026-08-16 14:47:38.178492,EMAIL,DISPUTE,ACCOUNT,INVEST_BOND,False,LOW,CLOSED,19.22,4,0,0,False,,4.0,0
CASE0000005731,CUS00004895,2026-08-28 06:39:18,2026-08-28 20:09:40.225160,EMAIL,INQUIRY,OTHER,INVEST_BOND,False,MEDIUM,RESOLVED,13.51,3,0,0,False,,2.5,0
CASE0000005732,CUS00004895,2026-07-07 15:19:52,2026-07-07 21:22:02.029542,EMAIL,DISPUTE,FEE,TD_FLEXI,False,HIGH,CLOSED,6.04,2,0,0,False,,2.5,0
CASE0000005733,CUS00004896,2026-06-04 17:11:54,2026-06-05 05:41:21.321493,EMAIL,COMPLAINT,APP,TD_FLEXI,True,LOW,CLOSED,12.49,3,0,1,False,88,4.0,0
CASE0000005734,CUS00004896,2026-04-24 22:01:01,,APP,REQUEST,LOAN,,False,CRITICAL,IN_PROGRESS,,,0,1,False,88,4.0,1
CASE0000005735,CUS00004896,2026-04-18 17:31:26,2026-04-19 17:16:45.990608,BRANCH,INQUIRY,OTHER,INVEST_FUND,True,MEDIUM,CLOSED,23.76,4,0,1,False,88,4.0,1
CASE0000005736,CUS00004896,2026-03-22 04:17:54,2026-03-23 05:36:52.286471,EMAIL,DISPUTE,CARD,,True,LOW,RESOLVED,25.32,5,0,1,False,88,4.0,1
CASE0000005737,CUS00004897,2026-03-18 10:38:57,2026-03-19 15:27:31.450631,CHATBOT,REQUEST,LOAN,TD_FLEXI,True,HIGH,RESOLVED,28.81,5,0,0,False,166,5.0,0
CASE0000005738,CUS00004901,2026-08-01 00:01:26,2026-08-02 04:10:31.680563,CHATBOT,COMPLAINT,FEE,LOAN_PERSONAL,False,HIGH,CLOSED,28.15,4,0,0,False,136,3.0,0
CASE0000005739,CUS00004901,2026-04-17 04:55:57,2026-04-17 19:41:34.152707,CHATBOT,DISPUTE,FEE,TD_FLEXI,True,MEDIUM,RESOLVED,14.76,2,0,0,False,136,3.0,0
CASE0000005740,CUS00004902,2026-08-10 13:03:13,,CHATBOT,REQUEST,CARD,CC_STANDARD,True,MEDIUM,IN_PROGRESS,,,1,1,False,21,4.0,1
CASE0000005741,CUS00004902,2026-03-22 11:41:44,2026-03-22 23:15:37.396393,HOTLINE,COMPLAINT,LOAN,INVEST_FUND,True,MEDIUM,RESOLVED,11.56,4,1,1,False,21,4.0,1
CASE0000005742,CUS00004904,2026-07-14 06:38:20,2026-07-14 14:40:41.106308,BRANCH,COMPLAINT,ACCOUNT,INVEST_BOND,False,HIGH,CLOSED,8.04,3,0,0,False,,4.0,0
CASE0000005743,CUS00004904,2026-07-06 21:52:05,,HOTLINE,COMPLAINT,LOAN,,False,MEDIUM,IN_PROGRESS,,,0,0,False,,4.0,1
CASE0000005744,CUS00004904,2026-03-30 16:12:29,2026-03-31 15:29:24.801960,BRANCH,COMPLAINT,LOAN,TD_STANDARD,False,LOW,CLOSED,23.28,5,0,0,False,,4.0,1
CASE0000005745,CUS00004907,2026-08-31 17:55:27,2026-09-01 04:54:51.481462,CHATBOT,COMPLAINT,LOAN,,False,MEDIUM,RESOLVED,10.99,3,0,0,False,,3.0,0
CASE0000005746,CUS00004908,2026-07-25 10:08:19,2026-07-25 19:38:45.965782,CHATBOT,COMPLAINT,APP,LOAN_PERSONAL,True,MEDIUM,CLOSED,9.51,5,0,1,False,37,3.0,0
CASE0000005747,CUS00004908,2026-07-23 19:09:30,2026-07-24 05:27:27.075271,HOTLINE,INQUIRY,ACCOUNT,INVEST_FUND,False,MEDIUM,CLOSED,10.3,1,0,1,False,37,3.0,0
CASE0000005748,CUS00004910,2026-04-02 20:47:43,2026-04-04 05:55:23.224264,BRANCH,COMPLAINT,ACCOUNT,LOAN_AUTO,True,LOW,CLOSED,33.13,3,0,0,False,150,3.0,0
CASE0000005749,CUS00004912,2026-04-09 14:06:15,2026-04-10 23:43:48.904231,CHATBOT,DISPUTE,APP,,False,HIGH,CLOSED,33.63,2,0,0,False,,2.0,0
CASE0000005750,CUS00004914,2026-07-12 03:49:38,2026-07-14 04:38:51.073931,APP,REQUEST,ACCOUNT,,False,MEDIUM,RESOLVED,48.82,1,0,0,False,,2.67,0
CASE0000005751,CUS00004914,2026-06-15 05:49:30,2026-06-16 04:37:30.094254,APP,REQUEST,OTHER,TD_STANDARD,False,MEDIUM,CLOSED,22.8,3,0,0,False,,2.67,0
CASE0000005752,CUS00004914,2026-04-08 00:16:33,2026-04-08 06:07:09.612897,APP,INQUIRY,FEE,CC_GOLD,False,MEDIUM,RESOLVED,5.84,4,0,0,False,,2.67,0
CASE0000005753,CUS00004917,2026-08-28 03:17:36,2026-08-28 11:24:55.902893,BRANCH,REQUEST,ACCOUNT,LOAN_AUTO,False,LOW,RESOLVED,8.12,1,0,0,False,105,2.33,0
CASE0000005754,CUS00004917,2026-06-03 10:37:34,2026-06-03 22:40:54.555172,EMAIL,REQUEST,APP,CC_PLATINUM,False,MEDIUM,RESOLVED,12.06,2,0,0,False,105,2.33,0
CASE0000005755,CUS00004917,2026-05-25 13:53:09,,HOTLINE,REQUEST,FEE,CC_PLATINUM,False,MEDIUM,IN_PROGRESS,,,0,0,False,105,2.33,1
CASE0000005756,CUS00004917,2026-05-18 04:04:19,,EMAIL,INQUIRY,ACCOUNT,CC_STANDARD,True,LOW,IN_PROGRESS,,,0,0,False,105,2.33,2
CASE0000005757,CUS00004917,2026-04-02 07:58:23,2026-04-02 18:53:46.890228,BRANCH,REQUEST,OTHER,INVEST_BOND,False,LOW,RESOLVED,10.92,4,0,0,False,105,2.33,2
CASE0000005758,CUS00004918,2026-08-23 16:17:32,2026-08-23 20:15:42.905693,BRANCH,COMPLAINT,CARD,TD_STANDARD,True,MEDIUM,CLOSED,3.97,3,2,2,False,8,3.0,0
CASE0000005759,CUS00004918,2026-08-09 18:24:37,2026-08-09 19:35:29.825644,EMAIL,COMPLAINT,FEE,CC_PLATINUM,True,HIGH,RESOLVED,1.18,4,2,2,False,8,3.0,0
CASE0000005760,CUS00004918,2026-04-21 20:49:54,2026-04-21 23:31:46.868864,BRANCH,INQUIRY,CARD,INVEST_FUND,True,MEDIUM,CLOSED,2.7,2,2,2,False,8,3.0,0
CASE0000005761,CUS00004918,2026-03-23 17:44:19,,EMAIL,DISPUTE,APP,TD_STANDARD,True,HIGH,OPEN,,,2,2,False,8,3.0,1
CASE0000005762,CUS00004919,2026-06-18 01:45:03,2026-06-18 04:56:12.144885,APP,REQUEST,APP,CC_PLATINUM,True,LOW,RESOLVED,3.19,3,0,1,False,74,3.0,0
CASE0000005763,CUS00004921,2026-04-21 21:57:40,2026-04-22 15:42:22.273527,CHATBOT,INQUIRY,CARD,CC_PLATINUM,True,HIGH,RESOLVED,17.75,4,0,0,False,131,4.0,0
CASE0000005764,CUS00004922,2026-08-12 08:00:03,,HOTLINE,INQUIRY,FEE,LOAN_PERSONAL,False,MEDIUM,IN_PROGRESS,,,0,0,False,165,2.0,1
