customer_id,snapshot_date,product_id,product_group,x1_monthly_spending,x2_income,x3_digital_activity,x4_salary_account,x5_campaign_response,x6_product_gap,y_holds_product,y_adopt_next_90d
CUS00012730,2026-08-31,P001,CREDIT_CARD,0.7706,0.49752,0.805553,1.0,0.5,0.7,1,0
CUS00012731,2026-08-31,P001,CREDIT_CARD,0.90616,0.75982,0.649481,1.0,0.0,0.7,1,0
CUS00012732,2026-08-31,P001,CREDIT_CARD,0.2116,0.49752,0.312339,0.0,0.25,0.5325,0,0
CUS00012733,2026-08-31,P001,CREDIT_CARD,0.8008,0.49752,0.994429,1.0,0.75,0.7,1,0
CUS00012734,2026-08-31,P001,CREDIT_CARD,0.34908,0.49752,0.101236,0.0,0.0,0.45,0,0
CUS00012735,2026-08-31,P001,CREDIT_CARD,0.45352,0.0642,0.915247,1.0,0.9,0.7,1,0
CUS00012736,2026-08-31,P001,CREDIT_CARD,0.7354,0.93922,0.972221,1.0,0.0,0.945,0,1
CUS00012737,2026-08-31,P001,CREDIT_CARD,0.19348,0.93922,0.43134,1.0,0.5,1.0,0,1
CUS00012738,2026-08-31,P001,CREDIT_CARD,0.26352,0.0642,0.949855,1.0,0.5,0.8625,0,1
CUS00012739,2026-08-31,P001,CREDIT_CARD,0.93808,0.49752,0.473491,0.0,0.0,0.835,0,0
CUS00012740,2026-08-31,P001,CREDIT_CARD,0.5646,0.75982,0.203552,1.0,0.25,0.7525,0,0
CUS00012741,2026-08-31,P001,CREDIT_CARD,0.09584,0.0642,0.399299,1.0,0.25,0.6975,0,1
CUS00012742,2026-08-31,P001,CREDIT_CARD,0.76896,0.49752,0.583151,0.0,0.25,0.5325,0,1
CUS00012743,2026-08-31,P001,CREDIT_CARD,0.71804,0.49752,0.916365,1.0,1.0,0.7525,0,1
CUS00012744,2026-08-31,P001,CREDIT_CARD,0.56296,0.49752,0.943161,0.0,0.25,0.5325,0,0
CUS00012745,2026-08-31,P001,CREDIT_CARD,0.46428,0.0642,0.892815,1.0,0.75,0.15,1,0
CUS00012746,2026-08-31,P001,CREDIT_CARD,0.8132,0.49752,0.752937,1.0,0.9,0.15,1,0
CUS00012747,2026-08-31,P001,CREDIT_CARD,0.149,0.0642,0.248041,0.0,0.0,0.45,0,0
CUS00012748,2026-08-31,P001,CREDIT_CARD,0.2042,0.2411,0.371349,1.0,0.0,0.15,1,0
CUS00012749,2026-08-31,P001,CREDIT_CARD,0.61296,0.75982,0.101236,1.0,0.0,0.8625,0,0
CUS00012750,2026-08-31,P001,CREDIT_CARD,0.54424,0.75982,0.920871,1.0,0.5,0.6975,0,1
CUS00012751,2026-08-31,P001,CREDIT_CARD,0.88364,0.75982,0.690972,0.0,0.0,0.7,1,0
CUS00012752,2026-08-31,P001,CREDIT_CARD,0.0788,0.0642,0.455334,0.0,0.0,0.6425,0,1
CUS00012753,2026-08-31,P001,CREDIT_CARD,0.83852,0.75982,0.650811,1.0,1.0,0.7,1,0
CUS00012754,2026-08-31,P001,CREDIT_CARD,0.6666,0.75982,0.5475,1.0,0.25,0.6975,0,1
CUS00012755,2026-08-31,P001,CREDIT_CARD,0.3112,0.0642,0.607023,1.0,0.0,0.6975,0,0
CUS00012756,2026-08-31,P001,CREDIT_CARD,0.2716,0.0642,0.220552,1.0,0.0,0.615,0,0
CUS00012757,2026-08-31,P001,CREDIT_CARD,0.11348,0.2411,0.184041,1.0,0.0,0.615,0,1
CUS00012758,2026-08-31,P001,CREDIT_CARD,0.99812,0.93922,0.595503,0.0,0.0,0.6975,0,0
CUS00012759,2026-08-31,P001,CREDIT_CARD,0.43008,0.2411,0.528136,1.0,0.25,0.6975,0,1
CUS00012760,2026-08-31,P001,CREDIT_CARD,0.16788,0.2411,0.101236,1.0,0.0,0.78,0,0
CUS00012761,2026-08-31,P001,CREDIT_CARD,0.63084,0.49752,0.420974,0.0,0.0,0.725,0,0
CUS00012762,2026-08-31,P001,CREDIT_CARD,0.78136,0.2411,0.570399,1.0,0.5,0.15,1,0
CUS00012763,2026-08-31,P001,CREDIT_CARD,0.83032,0.75982,0.276286,1.0,0.9,0.615,0,1
CUS00012764,2026-08-31,P001,CREDIT_CARD,0.3774,0.49752,0.642394,1.0,0.0,0.6975,0,1
CUS00012765,2026-08-31,P001,CREDIT_CARD,0.14004,0.2411,0.946384,1.0,0.0,0.6975,0,0
CUS00012766,2026-08-31,P001,CREDIT_CARD,0.61888,0.75982,0.443069,1.0,0.0,0.7,1,0
CUS00012767,2026-08-31,P001,CREDIT_CARD,0.08932,0.2411,0.101236,0.0,0.25,0.45,0,0
CUS00012768,2026-08-31,P001,CREDIT_CARD,0.2416,0.2411,0.423323,0.0,0.9,0.78,0,0
CUS00012769,2026-08-31,P001,CREDIT_CARD,0.73384,0.75982,0.577835,0.0,0.0,0.67,0,0
CUS00012770,2026-08-31,P001,CREDIT_CARD,0.08524,0.49752,0.248041,0.0,0.0,0.45,0,0
CUS00012771,2026-08-31,P001,CREDIT_CARD,0.84744,0.93922,0.101236,0.0,0.25,0.7,1,0
CUS00012772,2026-08-31,P001,CREDIT_CARD,0.0942,0.49752,0.101236,0.0,0.0,0.45,0,1
CUS00012773,2026-08-31,P001,CREDIT_CARD,0.68252,0.93922,0.637175,1.0,0.0,0.15,1,0
CUS00012774,2026-08-31,P001,CREDIT_CARD,0.2992,0.75982,0.49366,0.0,0.0,0.15,1,0
CUS00012775,2026-08-31,P001,CREDIT_CARD,0.56152,0.49752,0.378631,1.0,0.25,0.7,1,0
CUS00012776,2026-08-31,P001,CREDIT_CARD,0.96208,0.49752,0.766574,0.0,0.75,0.15,1,0
CUS00012777,2026-08-31,P001,CREDIT_CARD,0.92392,0.93922,0.852452,1.0,0.0,0.15,1,0
CUS00012778,2026-08-31,P001,CREDIT_CARD,0.63416,0.49752,0.619991,1.0,0.0,0.6975,0,0
CUS00012779,2026-08-31,P001,CREDIT_CARD,0.13208,0.2411,0.534389,0.0,0.75,0.5325,0,0
CUS00012780,2026-08-31,P001,CREDIT_CARD,0.5426,0.49752,0.101236,1.0,0.0,0.7,1,0
CUS00012781,2026-08-31,P001,CREDIT_CARD,0.38612,0.49752,0.743025,1.0,0.25,0.6975,0,1
CUS00012782,2026-08-31,P001,CREDIT_CARD,0.58584,0.49752,0.911911,1.0,0.25,0.15,1,0
CUS00012783,2026-08-31,P001,CREDIT_CARD,0.39204,0.75982,0.516003,1.0,0.0,0.6975,0,1
CUS00012784,2026-08-31,P001,CREDIT_CARD,0.48084,0.2411,0.101236,0.0,0.0,0.45,0,0
CUS00012785,2026-08-31,P001,CREDIT_CARD,0.39108,0.0642,0.81941,1.0,0.75,0.8625,0,1
CUS00012786,2026-08-31,P001,CREDIT_CARD,0.15788,0.0642,0.470566,1.0,0.5,0.6975,0,0
CUS00012787,2026-08-31,P001,CREDIT_CARD,0.51424,0.93922,0.101236,0.0,0.0,0.15,1,0
CUS00012788,2026-08-31,P001,CREDIT_CARD,0.19492,0.49752,0.657131,1.0,0.0,0.835,0,0
CUS00012789,2026-08-31,P001,CREDIT_CARD,0.69544,0.49752,0.442888,0.0,0.25,0.7,1,0
CUS00012790,2026-08-31,P001,CREDIT_CARD,0.63984,0.93922,0.721618,1.0,1.0,0.6975,0,0
CUS00012791,2026-08-31,P001,CREDIT_CARD,0.95244,0.93922,0.735457,1.0,1.0,0.945,0,1
CUS00012792,2026-08-31,P001,CREDIT_CARD,0.85768,0.93922,0.68523,1.0,0.0,0.7,1,0
CUS00012793,2026-08-31,P001,CREDIT_CARD,0.86348,0.75982,0.995087,0.0,0.0,0.5875,0,1
CUS00012794,2026-08-31,P001,CREDIT_CARD,0.60944,0.75982,0.577329,1.0,0.0,0.6975,0,1
CUS00012795,2026-08-31,P001,CREDIT_CARD,0.47884,0.2411,0.709482,1.0,0.75,0.6975,0,1
CUS00012796,2026-08-31,P001,CREDIT_CARD,0.63812,0.2411,0.413093,1.0,0.0,0.7525,0,1
CUS00012797,2026-08-31,P001,CREDIT_CARD,0.32848,0.2411,0.886354,1.0,0.0,0.6975,0,0
CUS00012798,2026-08-31,P001,CREDIT_CARD,0.63696,0.75982,0.101236,1.0,0.0,0.615,0,1
CUS00012799,2026-08-31,P001,CREDIT_CARD,0.20064,0.0642,0.101236,1.0,0.0,0.7,1,0
CUS00012800,2026-08-31,P001,CREDIT_CARD,0.28556,0.2411,0.693881,1.0,0.0,0.7,1,0
CUS00012801,2026-08-31,P001,CREDIT_CARD,0.56752,0.0642,0.950413,1.0,0.25,1.0,0,0
CUS00012802,2026-08-31,P001,CREDIT_CARD,0.33616,0.49752,0.564508,1.0,0.0,0.15,1,0
CUS00012803,2026-08-31,P001,CREDIT_CARD,0.74492,0.75982,0.542764,1.0,0.0,0.6975,0,1
CUS00012804,2026-08-31,P001,CREDIT_CARD,0.89548,0.75982,0.613662,1.0,0.25,0.7,1,0
CUS00012805,2026-08-31,P001,CREDIT_CARD,0.93404,0.93922,0.807786,1.0,0.25,0.89,0,1
CUS00012806,2026-08-31,P001,CREDIT_CARD,0.12064,0.75982,0.101236,1.0,0.0,0.615,0,0
CUS00012807,2026-08-31,P001,CREDIT_CARD,0.1356,0.0642,0.101236,1.0,0.0,0.7,1,0
CUS00012808,2026-08-31,P001,CREDIT_CARD,0.58956,0.2411,0.101236,1.0,0.25,0.7,1,0
CUS00012809,2026-08-31,P001,CREDIT_CARD,0.42424,0.0642,0.644105,1.0,0.0,0.6975,0,1
CUS00012810,2026-08-31,P001,CREDIT_CARD,0.09188,0.2411,0.504089,0.0,0.0,0.67,0,0
CUS00012811,2026-08-31,P001,CREDIT_CARD,0.90684,0.75982,0.668696,0.0,0.0,0.78,0,0
CUS00012812,2026-08-31,P001,CREDIT_CARD,0.71336,0.49752,0.965022,1.0,0.0,0.7,1,0
CUS00012813,2026-08-31,P001,CREDIT_CARD,0.38868,0.49752,0.377579,1.0,0.5,0.6975,0,0
CUS00012814,2026-08-31,P001,CREDIT_CARD,0.40144,0.49752,0.430318,1.0,1.0,0.15,1,0
CUS00012815,2026-08-31,P001,CREDIT_CARD,0.4426,0.75982,0.783341,0.0,0.5,0.15,1,0
CUS00012816,2026-08-31,P001,CREDIT_CARD,0.17392,0.2411,0.625911,1.0,0.0,0.8625,0,0
CUS00012817,2026-08-31,P001,CREDIT_CARD,0.46248,0.49752,0.365551,1.0,0.0,0.6975,0,1
CUS00012818,2026-08-31,P001,CREDIT_CARD,0.88188,0.49752,0.596113,0.0,0.0,0.15,1,0
CUS00012819,2026-08-31,P001,CREDIT_CARD,0.52096,0.0642,0.770415,1.0,0.25,0.7,1,0
CUS00012820,2026-08-31,P001,CREDIT_CARD,0.14556,0.2411,0.520679,1.0,0.0,0.6975,0,0
CUS00012821,2026-08-31,P001,CREDIT_CARD,0.74692,0.75982,0.717396,0.0,0.0,0.835,0,0
CUS00012822,2026-08-31,P001,CREDIT_CARD,0.83792,0.49752,0.59254,1.0,0.0,0.15,1,0
CUS00012823,2026-08-31,P001,CREDIT_CARD,0.75556,0.49752,0.799237,0.0,0.0,0.835,0,1
CUS00012824,2026-08-31,P001,CREDIT_CARD,0.05008,0.2411,0.101236,0.0,0.0,0.45,0,0
CUS00012825,2026-08-31,P001,CREDIT_CARD,0.19608,0.2411,0.978101,1.0,0.0,0.945,0,1
CUS00012826,2026-08-31,P001,CREDIT_CARD,0.2604,0.93922,0.288417,0.0,0.0,0.7,1,0
CUS00012827,2026-08-31,P001,CREDIT_CARD,0.03708,0.0642,0.288344,1.0,0.5,0.615,0,0
CUS00012828,2026-08-31,P001,CREDIT_CARD,0.9266,0.93922,0.326374,1.0,0.0,0.835,0,0
CUS00012829,2026-08-31,P001,CREDIT_CARD,0.27904,0.2411,0.925482,1.0,0.25,0.7525,0,0
CUS00012830,2026-08-31,P001,CREDIT_CARD,0.65224,0.93922,0.759691,1.0,0.0,0.835,0,1
CUS00012831,2026-08-31,P001,CREDIT_CARD,0.35636,0.49752,0.101236,0.0,0.0,0.615,0,0
CUS00012832,2026-08-31,P001,CREDIT_CARD,0.27444,0.0642,0.295088,1.0,1.0,0.7,1,0
CUS00012833,2026-08-31,P001,CREDIT_CARD,0.50136,0.49752,0.345286,1.0,0.0,0.6975,0,0
CUS00012834,2026-08-31,P001,CREDIT_CARD,0.54108,0.2411,0.914326,1.0,0.5,0.6975,0,1
CUS00012835,2026-08-31,P001,CREDIT_CARD,0.39392,0.0642,0.840446,0.0,0.0,0.5325,0,0
CUS00012836,2026-08-31,P001,CREDIT_CARD,0.60696,0.49752,0.9046,0.0,0.0,0.15,1,0
CUS00012837,2026-08-31,P001,CREDIT_CARD,0.61516,0.93922,0.890753,1.0,0.0,0.6975,0,0
CUS00012838,2026-08-31,P001,CREDIT_CARD,0.19068,0.49752,0.101236,1.0,0.0,0.7,1,0
CUS00012839,2026-08-31,P001,CREDIT_CARD,0.03568,0.0642,0.194137,0.0,0.0,0.7525,0,0
CUS00012840,2026-08-31,P001,CREDIT_CARD,0.20208,0.49752,0.744676,1.0,0.9,0.7,1,0
CUS00012841,2026-08-31,P001,CREDIT_CARD,0.42664,0.49752,0.943957,1.0,0.0,0.6975,0,0
CUS00012842,2026-08-31,P001,CREDIT_CARD,0.85108,0.75982,0.657062,0.0,0.0,0.7,1,0
CUS00012843,2026-08-31,P001,CREDIT_CARD,0.6718,0.49752,0.951937,1.0,0.25,0.7525,0,0
CUS00012844,2026-08-31,P001,CREDIT_CARD,0.43528,0.2411,0.987009,1.0,0.75,0.7,1,0
CUS00012845,2026-08-31,P001,CREDIT_CARD,0.30012,0.49752,0.568562,1.0,0.25,0.6975,0,1
CUS00012846,2026-08-31,P001,CREDIT_CARD,0.18072,0.2411,0.101236,1.0,0.0,0.615,0,0
CUS00012847,2026-08-31,P001,CREDIT_CARD,0.31944,0.75982,0.677106,0.0,0.0,0.7,1,0
CUS00012848,2026-08-31,P001,CREDIT_CARD,0.64348,0.75982,0.94371,1.0,0.75,0.7,1,0
CUS00012849,2026-08-31,P001,CREDIT_CARD,0.04508,0.75982,0.101236,1.0,0.0,0.615,0,0
CUS00012850,2026-08-31,P001,CREDIT_CARD,0.05564,0.49752,0.142468,1.0,0.0,0.7525,0,0
CUS00012851,2026-08-31,P001,CREDIT_CARD,0.01,0.49752,0.280276,1.0,0.5,0.7525,0,0
CUS00012852,2026-08-31,P001,CREDIT_CARD,0.33704,0.75982,0.553347,1.0,0.0,0.6975,0,0
CUS00012853,2026-08-31,P001,CREDIT_CARD,0.87572,0.75982,0.666625,1.0,0.25,0.7,1,0
CUS00012854,2026-08-31,P001,CREDIT_CARD,0.05596,0.2411,0.101236,0.0,0.0,0.6975,0,0
CUS00012855,2026-08-31,P001,CREDIT_CARD,0.53968,0.75982,0.665636,1.0,0.9,0.7525,0,1
CUS00012856,2026-08-31,P001,CREDIT_CARD,0.94344,0.75982,0.701157,1.0,0.75,0.7,1,0
CUS00012857,2026-08-31,P001,CREDIT_CARD,0.97676,0.75982,0.576221,1.0,1.0,0.7,1,0
CUS00012858,2026-08-31,P001,CREDIT_CARD,0.82836,0.75982,0.694712,1.0,0.0,1.0,0,1
CUS00012859,2026-08-31,P001,CREDIT_CARD,0.58452,0.75982,0.326374,1.0,0.0,0.6975,0,0
CUS00012860,2026-08-31,P001,CREDIT_CARD,0.17888,0.2411,0.646136,0.0,0.0,0.67,0,0
CUS00012861,2026-08-31,P001,CREDIT_CARD,0.3508,0.49752,0.547836,1.0,0.5,0.6975,0,1
CUS00012862,2026-08-31,P001,CREDIT_CARD,0.22916,0.0642,0.349509,1.0,0.0,0.6975,0,1
CUS00012863,2026-08-31,P001,CREDIT_CARD,0.16848,0.0642,0.4273,1.0,0.0,0.6975,0,0
CUS00012864,2026-08-31,P001,CREDIT_CARD,0.27168,0.93922,0.446115,1.0,0.25,0.835,0,0
CUS00012865,2026-08-31,P001,CREDIT_CARD,0.48352,0.0642,0.101236,1.0,0.0,0.615,0,0
CUS00012866,2026-08-31,P001,CREDIT_CARD,0.84816,0.93922,0.819011,1.0,0.75,0.7,1,0
CUS00012867,2026-08-31,P001,CREDIT_CARD,0.8092,0.93922,0.101236,0.0,0.0,0.45,0,0
CUS00012868,2026-08-31,P001,CREDIT_CARD,0.95416,0.49752,0.777679,1.0,0.25,0.7,1,0
CUS00012869,2026-08-31,P001,CREDIT_CARD,0.85976,0.75982,0.556562,0.0,0.0,0.15,1,0
CUS00012870,2026-08-31,P001,CREDIT_CARD,0.27324,0.2411,0.541583,1.0,0.0,0.7,1,0
CUS00012871,2026-08-31,P001,CREDIT_CARD,0.37268,0.93922,0.256276,1.0,0.0,0.8625,0,1
CUS00012872,2026-08-31,P001,CREDIT_CARD,0.99948,0.93922,0.688492,1.0,0.25,0.945,0,1
CUS00012873,2026-08-31,P001,CREDIT_CARD,0.45124,0.0642,0.956378,1.0,0.25,0.15,1,0
CUS00012874,2026-08-31,P001,CREDIT_CARD,0.22808,0.75982,0.101236,1.0,0.0,0.615,0,0
CUS00012875,2026-08-31,P001,CREDIT_CARD,0.85992,0.93922,0.809799,1.0,0.25,0.7,1,0
CUS00012876,2026-08-31,P001,CREDIT_CARD,0.33372,0.2411,0.312605,0.0,0.0,0.5875,0,0
CUS00012877,2026-08-31,P001,CREDIT_CARD,0.77876,0.49752,0.548008,0.0,0.0,0.835,0,1
CUS00012878,2026-08-31,P001,CREDIT_CARD,0.38916,0.75982,0.575029,1.0,0.5,0.7,1,0
CUS00012879,2026-08-31,P001,CREDIT_CARD,0.12492,0.49752,0.584273,1.0,0.0,0.7525,0,0
CUS00012880,2026-08-31,P001,CREDIT_CARD,0.40276,0.49752,0.503213,1.0,0.0,0.835,0,0
CUS00012881,2026-08-31,P001,CREDIT_CARD,0.29244,0.49752,0.670889,1.0,0.75,0.7525,0,1
CUS00012882,2026-08-31,P001,CREDIT_CARD,0.42792,0.0642,0.961631,1.0,0.0,0.6975,0,0
CUS00012883,2026-08-31,P001,CREDIT_CARD,0.8508,0.49752,0.971106,1.0,0.0,0.15,1,0
CUS00012884,2026-08-31,P001,CREDIT_CARD,0.7834,0.49752,0.655771,0.0,0.0,0.67,0,0
CUS00012885,2026-08-31,P001,CREDIT_CARD,0.48028,0.75982,0.608292,1.0,0.0,0.7,1,0
CUS00012886,2026-08-31,P001,CREDIT_CARD,0.17844,0.75982,0.497707,0.0,0.5,0.15,1,0
CUS00012887,2026-08-31,P001,CREDIT_CARD,0.41888,0.49752,0.415505,1.0,0.0,0.7,1,0
CUS00012888,2026-08-31,P001,CREDIT_CARD,0.52172,0.49752,0.908888,1.0,0.0,0.8625,0,1
CUS00012889,2026-08-31,P001,CREDIT_CARD,0.63232,0.49752,0.393069,1.0,0.0,0.835,0,0
CUS00012890,2026-08-31,P001,CREDIT_CARD,0.39948,0.49752,0.101236,1.0,0.25,0.7525,0,1
CUS00012891,2026-08-31,P001,CREDIT_CARD,0.63368,0.75982,0.887616,1.0,0.5,0.6975,0,1
CUS00012892,2026-08-31,P001,CREDIT_CARD,0.44568,0.75982,0.101236,0.0,0.75,0.615,0,0
CUS00012893,2026-08-31,P001,CREDIT_CARD,0.41784,0.0642,0.913568,1.0,0.25,0.6975,0,1
CUS00012894,2026-08-31,P001,CREDIT_CARD,0.36444,0.2411,0.329053,0.0,0.0,0.67,0,0
CUS00012895,2026-08-31,P001,CREDIT_CARD,0.86984,0.49752,0.444898,0.0,0.0,0.15,1,0
CUS00012896,2026-08-31,P001,CREDIT_CARD,0.41332,0.2411,0.886528,1.0,0.5,0.15,1,0
CUS00012897,2026-08-31,P001,CREDIT_CARD,0.8406,0.75982,0.618505,1.0,0.0,0.835,0,0
CUS00012898,2026-08-31,P001,CREDIT_CARD,0.82932,0.75982,0.777828,1.0,0.5,0.15,1,0
CUS00012899,2026-08-31,P001,CREDIT_CARD,0.68416,0.75982,0.273153,0.0,0.25,0.7,1,0
CUS00012900,2026-08-31,P001,CREDIT_CARD,0.15236,0.0642,0.600002,1.0,0.0,0.8625,0,0
CUS00012901,2026-08-31,P001,CREDIT_CARD,0.91512,0.93922,0.286071,0.0,0.5,0.45,0,1
CUS00012902,2026-08-31,P001,CREDIT_CARD,0.29944,0.75982,0.101236,1.0,0.5,0.7525,0,1
CUS00012903,2026-08-31,P001,CREDIT_CARD,0.2658,0.0642,0.101236,0.0,0.5,0.7,1,0
CUS00012904,2026-08-31,P001,CREDIT_CARD,0.52876,0.49752,0.101236,0.0,0.0,0.45,0,0
CUS00012905,2026-08-31,P001,CREDIT_CARD,0.80208,0.75982,0.855662,1.0,0.9,0.7,1,0
CUS00012906,2026-08-31,P001,CREDIT_CARD,0.91072,0.93922,0.197053,0.0,0.0,0.7,1,0
CUS00012907,2026-08-31,P001,CREDIT_CARD,0.31004,0.49752,0.270001,0.0,0.0,0.5875,0,0
CUS00012908,2026-08-31,P001,CREDIT_CARD,0.56088,0.75982,0.954886,1.0,0.25,0.8075,0,1
CUS00012909,2026-08-31,P001,CREDIT_CARD,0.10876,0.0642,0.239881,1.0,0.25,0.615,0,0
CUS00012910,2026-08-31,P001,CREDIT_CARD,0.42752,0.49752,0.614517,0.0,0.0,0.67,0,0
CUS00012911,2026-08-31,P001,CREDIT_CARD,0.901,0.49752,0.634678,1.0,0.25,0.945,0,0
CUS00012912,2026-08-31,P001,CREDIT_CARD,0.21208,0.49752,0.504089,1.0,0.0,0.6975,0,0
CUS00012913,2026-08-31,P001,CREDIT_CARD,0.77148,0.93922,0.705002,1.0,0.0,0.7,1,0
CUS00012914,2026-08-31,P001,CREDIT_CARD,0.60252,0.75982,0.413894,1.0,0.0,0.6975,0,1
CUS00012915,2026-08-31,P001,CREDIT_CARD,0.79176,0.75982,0.803598,1.0,0.0,0.7,1,0
CUS00012916,2026-08-31,P001,CREDIT_CARD,0.05872,0.2411,0.101236,1.0,0.5,0.615,0,0
CUS00012917,2026-08-31,P001,CREDIT_CARD,0.11588,0.0642,0.101236,1.0,0.0,0.615,0,1
CUS00012918,2026-08-31,P001,CREDIT_CARD,0.15328,0.2411,0.302948,0.0,0.25,0.15,1,0
CUS00012919,2026-08-31,P001,CREDIT_CARD,0.12288,0.2411,0.392971,1.0,0.25,0.835,0,0
CUS00012920,2026-08-31,P001,CREDIT_CARD,0.10408,0.0642,0.296372,0.0,0.25,0.15,1,0
CUS00012921,2026-08-31,P001,CREDIT_CARD,0.82696,0.75982,0.854084,1.0,0.0,0.8075,0,0
CUS00012922,2026-08-31,P001,CREDIT_CARD,0.33808,0.75982,0.673541,0.0,0.25,0.5325,0,0
CUS00012923,2026-08-31,P001,CREDIT_CARD,0.38972,0.49752,0.101236,1.0,0.75,0.7,1,0
CUS00012924,2026-08-31,P001,CREDIT_CARD,0.10988,0.2411,0.101236,0.0,0.0,0.45,0,0
CUS00012925,2026-08-31,P001,CREDIT_CARD,0.35408,0.0642,0.583323,0.0,0.25,0.7,1,0
CUS00012926,2026-08-31,P001,CREDIT_CARD,0.62608,0.49752,0.731018,1.0,0.0,0.945,0,0
CUS00012927,2026-08-31,P001,CREDIT_CARD,0.31792,0.49752,0.964763,1.0,0.0,0.7,1,0
CUS00012928,2026-08-31,P001,CREDIT_CARD,0.54944,0.93922,0.101236,0.0,0.0,0.5875,0,0
CUS00012929,2026-08-31,P001,CREDIT_CARD,0.99536,0.93922,0.653129,1.0,0.0,0.15,1,0
CUS00012930,2026-08-31,P001,CREDIT_CARD,0.28816,0.2411,0.101236,0.0,0.25,0.5875,0,0
CUS00012931,2026-08-31,P001,CREDIT_CARD,0.5374,0.75982,0.654922,1.0,0.25,0.6975,0,0
CUS00012932,2026-08-31,P001,CREDIT_CARD,0.37888,0.49752,0.590029,1.0,0.25,0.6975,0,0
CUS00012933,2026-08-31,P001,CREDIT_CARD,0.55832,0.75982,0.592704,1.0,0.0,0.15,1,0
CUS00012934,2026-08-31,P001,CREDIT_CARD,0.79968,0.2411,0.101236,0.0,0.0,0.7,1,0
CUS00012935,2026-08-31,P001,CREDIT_CARD,0.37452,0.49752,0.101236,1.0,0.25,0.615,0,0
CUS00012936,2026-08-31,P001,CREDIT_CARD,0.86144,0.49752,0.595875,1.0,0.75,0.835,0,1
CUS00012937,2026-08-31,P001,CREDIT_CARD,0.70112,0.75982,0.101236,1.0,0.9,0.15,1,0
CUS00012938,2026-08-31,P001,CREDIT_CARD,0.98152,0.93922,0.727948,1.0,0.0,0.835,0,1
CUS00012939,2026-08-31,P001,CREDIT_CARD,0.39644,0.0642,0.468069,1.0,0.75,0.945,0,1
CUS00012940,2026-08-31,P001,CREDIT_CARD,0.5526,0.0642,0.377399,1.0,0.0,0.6975,0,0
CUS00012941,2026-08-31,P001,CREDIT_CARD,0.08396,0.2411,0.184069,1.0,0.0,0.7,1,0
CUS00012942,2026-08-31,P001,CREDIT_CARD,0.35956,0.2411,0.848348,1.0,0.25,0.7,1,0
CUS00012943,2026-08-31,P001,CREDIT_CARD,0.2526,0.49752,0.419375,0.0,0.0,0.7,1,0
CUS00012944,2026-08-31,P001,CREDIT_CARD,0.13204,0.0642,0.750197,1.0,0.25,0.7,1,0
CUS00012945,2026-08-31,P001,CREDIT_CARD,0.89492,0.49752,0.556562,1.0,0.75,0.7,1,0
CUS00012946,2026-08-31,P001,CREDIT_CARD,0.67104,0.49752,0.833372,1.0,0.0,0.7,1,0
CUS00012947,2026-08-31,P001,CREDIT_CARD,0.44824,0.49752,0.732822,1.0,1.0,0.6975,0,0
CUS00012948,2026-08-31,P001,CREDIT_CARD,0.92928,0.93922,0.697819,1.0,0.0,0.945,0,1
CUS00012949,2026-08-31,P001,CREDIT_CARD,0.84184,0.49752,0.785474,1.0,0.0,0.7,1,0
CUS00012950,2026-08-31,P001,CREDIT_CARD,0.785,0.75982,0.101236,1.0,0.0,0.7525,0,0
CUS00012951,2026-08-31,P001,CREDIT_CARD,0.70244,0.49752,0.850449,1.0,0.25,0.7,1,0
CUS00012952,2026-08-31,P001,CREDIT_CARD,0.78708,0.49752,0.805481,1.0,0.0,0.945,0,1
CUS00012953,2026-08-31,P001,CREDIT_CARD,0.8634,0.93922,0.588071,1.0,0.0,0.7,1,0
CUS00012954,2026-08-31,P001,CREDIT_CARD,0.73144,0.2411,0.101236,0.0,0.0,0.45,0,0
CUS00012955,2026-08-31,P001,CREDIT_CARD,0.2312,0.49752,0.101236,0.0,0.0,0.45,0,0
CUS00012956,2026-08-31,P001,CREDIT_CARD,0.91976,0.75982,0.729298,0.0,0.25,0.78,0,1
CUS00012957,2026-08-31,P001,CREDIT_CARD,0.97692,0.75982,0.486281,1.0,0.25,0.15,1,0
CUS00012958,2026-08-31,P001,CREDIT_CARD,0.86612,0.93922,0.732382,0.0,0.75,0.7,1,0
CUS00012959,2026-08-31,P001,CREDIT_CARD,0.94772,0.93922,0.825094,1.0,0.0,0.7,1,0
CUS00012960,2026-08-31,P001,CREDIT_CARD,0.9714,0.75982,0.852844,1.0,0.0,0.7,1,0
CUS00012961,2026-08-31,P001,CREDIT_CARD,0.56992,0.49752,0.101236,1.0,0.0,0.615,0,1
CUS00012962,2026-08-31,P001,CREDIT_CARD,0.1878,0.49752,0.101236,0.0,0.0,0.5875,0,0
CUS00012963,2026-08-31,P001,CREDIT_CARD,0.21304,0.2411,0.101236,0.0,0.75,0.45,0,0
CUS00012964,2026-08-31,P001,CREDIT_CARD,0.51628,0.49752,0.101236,0.0,0.75,0.7,1,0
CUS00012965,2026-08-31,P001,CREDIT_CARD,0.35732,0.93922,0.905233,1.0,0.0,0.15,1,0
CUS00012966,2026-08-31,P001,CREDIT_CARD,0.03324,0.75982,0.101236,0.0,0.0,0.7525,0,0
CUS00012967,2026-08-31,P001,CREDIT_CARD,0.73984,0.2411,0.220552,0.0,0.0,0.7,1,0
