deposit_id,customer_id,open_date,maturity_date,deposit_type,term_months,currency,principal_amount,current_balance,interest_rate,auto_renew_flag,early_withdraw_flag,deposit_status,total_deposit_balance,deposit_count,maturity_30d_amount,maturity_60d_amount,days_to_nearest_maturity
DEP000002414,CUS00004665,2026-05-06,2027-10-28,TERM,18,VND,12815947.96,12822819.34,4.69,True,False,ACTIVE,12822819.34,1,0.0,0.0,423
DEP000002415,CUS00004668,2026-06-05,2026-09-03,TERM,3,VND,69490648.97,69834444.04,3.568,False,False,MATURING_SOON,69834444.04,1,69490648.97,69490648.97,3
DEP000002416,CUS00004670,2025-08-01,2026-07-27,TERM,12,VND,3094507668.27,3130439512.41,4.136,False,False,ROLLED_OVER,3130439512.41,1,0.0,0.0,
DEP000002417,CUS00004671,2026-06-29,2026-12-26,TERM,6,VND,133620514.59,139744803.94,5.138,True,True,ACTIVE,139744803.94,1,0.0,0.0,117
DEP000002418,CUS00004673,2026-07-13,2026-10-11,TERM,3,VND,160990943.47,162131918.71,5.343,True,False,ACTIVE,162131918.71,1,0.0,160990943.47,41
DEP000002419,CUS00004675,2026-05-15,2026-11-11,FLEXI,6,VND,83439594.35,83685557.31,5.34,False,False,ACTIVE,83685557.31,1,0.0,0.0,72
DEP000002420,CUS00004679,2026-04-20,2027-04-15,FLEXI,12,VND,22021214.5,22336717.31,6.185,False,False,ACTIVE,22336717.31,1,0.0,0.0,227
DEP000002421,CUS00004681,2026-05-11,2026-08-09,TERM,3,VND,164138856.03,0.0,3.804,True,False,MATURED,131628608.77,2,0.0,0.0,571
DEP000002422,CUS00004681,2026-04-04,2028-03-24,TERM,24,VND,129218340.71,131628608.77,5.593,False,False,ACTIVE,131628608.77,2,0.0,0.0,571
DEP000002423,CUS00004684,2026-05-30,2026-11-26,TERM,6,VND,75552331.61,79173695.61,5.067,False,False,ACTIVE,112268277.79,2,0.0,0.0,87
DEP000002424,CUS00004684,2026-03-02,2027-02-25,FLEXI,12,VND,32914303.01,33094582.18,4.305,False,False,ACTIVE,112268277.79,2,0.0,0.0,87
DEP000002425,CUS00004688,2026-08-19,2026-09-18,TERM,1,VND,158622809.53,164939249.1,4.868,False,False,MATURING_SOON,164939249.1,1,158622809.53,158622809.53,18
DEP000002426,CUS00004689,2025-09-10,2026-09-05,TERM,12,VND,146878814.91,149661481.62,5.493,True,False,MATURING_SOON,259246690.29,2,252088923.99,252088923.99,5
DEP000002427,CUS00004689,2026-06-15,2026-09-13,TERM,3,VND,105210109.08,109585208.67,5.15,True,False,MATURING_SOON,259246690.29,2,252088923.99,252088923.99,5
DEP000002428,CUS00004691,2026-08-16,2026-09-15,TERM,1,VND,42768268.78,44873495.77,5.088,True,False,MATURING_SOON,73126990.46,2,42768268.78,42768268.78,15
DEP000002429,CUS00004691,2026-05-08,2027-10-30,FLEXI,18,VND,27522494.43,28253494.69,3.684,False,True,ACTIVE,73126990.46,2,42768268.78,42768268.78,15
DEP000002430,CUS00004693,2025-01-11,2027-01-01,FLEXI,24,VND,21634148.42,22084864.52,5.22,False,False,ACTIVE,22084864.52,1,0.0,0.0,123
DEP000002431,CUS00004695,2026-06-16,2026-09-14,FLEXI,3,VND,450515093.72,466715719.96,3.63,False,False,MATURING_SOON,466715719.96,1,450515093.72,450515093.72,14
DEP000002432,CUS00004696,2026-05-31,2027-05-26,TERM,12,VND,81945414.22,82635674.16,4.864,False,False,ACTIVE,82635674.16,1,0.0,0.0,268
DEP000002433,CUS00004700,2026-07-17,2027-01-13,TERM,6,VND,1080695427.18,1111225240.61,5.635,True,False,ACTIVE,1111225240.61,1,0.0,0.0,135
DEP000002434,CUS00004701,2026-07-14,2026-10-12,TERM,3,VND,76774279.05,77914365.14,4.028,False,False,ACTIVE,77914365.14,1,0.0,76774279.05,42
DEP000002435,CUS00004702,2026-03-26,2026-12-21,TERM,9,VND,256806621.32,258452015.44,5.837,True,False,ACTIVE,520622120.53,2,0.0,258250242.42,33
DEP000002436,CUS00004702,2026-07-05,2026-10-03,TERM,3,VND,258250242.42,262170105.1,4.859,False,False,ACTIVE,520622120.53,2,0.0,258250242.42,33
DEP000002437,CUS00004704,2026-08-16,2026-11-14,TERM,3,VND,401359399.42,419096829.57,5.923,True,False,ACTIVE,947035791.67,2,0.0,525283066.04,36
DEP000002438,CUS00004704,2026-07-08,2026-10-06,TERM,3,VND,525283066.04,527938962.1,4.337,True,False,ACTIVE,947035791.67,2,0.0,525283066.04,36
DEP000002439,CUS00004707,2026-06-08,2026-09-06,FLEXI,3,VND,142039851.12,144565229.49,4.137,False,False,MATURING_SOON,144565229.49,1,142039851.12,142039851.12,6
DEP000002440,CUS00004709,2026-08-18,2026-09-17,TERM,1,VND,159087679.92,163327443.5,4.347,True,False,MATURING_SOON,163327443.5,1,159087679.92,159087679.92,17
DEP000002441,CUS00004710,2025-03-19,2026-09-10,FLEXI,18,VND,383656011.0,388906208.2,3.651,True,False,MATURING_SOON,737541749.11,2,726934790.93,726934790.93,4
DEP000002442,CUS00004710,2026-08-05,2026-09-04,TERM,1,VND,343278779.93,348635540.91,4.718,False,False,MATURING_SOON,737541749.11,2,726934790.93,726934790.93,4
DEP000002443,CUS00004716,2026-05-22,2027-02-16,TERM,9,VND,90282773.45,92581063.04,5.536,False,True,ACTIVE,92581063.04,1,0.0,0.0,169
DEP000002444,CUS00004719,2026-07-10,2026-08-09,TERM,1,VND,2457349106.65,0.0,6.147,True,False,WITHDRAWN,2462990502.39,2,2453805962.45,2453805962.45,30
DEP000002445,CUS00004719,2026-07-02,2026-09-30,TERM,3,VND,2453805962.45,2462990502.39,4.244,True,False,MATURING_SOON,2462990502.39,2,2453805962.45,2453805962.45,30
DEP000002446,CUS00004725,2026-08-06,2027-02-02,FLEXI,6,VND,113420598.88,114491034.92,5.636,False,False,ACTIVE,234133746.72,2,0.0,0.0,155
DEP000002447,CUS00004725,2026-03-04,2028-02-22,TERM,24,VND,116249912.1,119642711.8,5.295,True,False,ACTIVE,234133746.72,2,0.0,0.0,155
DEP000002448,CUS00004726,2026-05-08,2026-11-04,TERM,6,VND,300630444.4,313826069.51,4.821,True,False,ACTIVE,313826069.51,1,0.0,0.0,65
DEP000002449,CUS00004728,2026-06-14,2027-03-11,TERM,9,VND,105558892.51,108121796.97,4.865,True,False,ACTIVE,108121796.97,2,0.0,0.0,192
DEP000002450,CUS00004728,2026-07-21,2026-08-20,TERM,1,VND,38687107.76,0.0,4.172,False,False,WITHDRAWN,108121796.97,2,0.0,0.0,192
DEP000002451,CUS00004729,2026-08-10,2026-09-09,TERM,1,VND,9345143.27,9566706.12,4.321,True,True,MATURING_SOON,9566706.12,1,9345143.27,9345143.27,9
DEP000002452,CUS00004730,2026-05-21,2026-08-19,TERM,3,VND,138520852.79,143700529.9,4.834,False,False,ROLLED_OVER,143700529.9,1,0.0,0.0,
DEP000002453,CUS00004731,2026-06-15,2026-09-13,TERM,3,VND,824793346.33,825333171.42,5.981,True,False,MATURING_SOON,825333171.42,1,824793346.33,824793346.33,13
DEP000002454,CUS00004733,2026-06-01,2027-05-27,TERM,12,VND,11669671.79,11784127.81,3.768,True,False,ACTIVE,11784127.81,1,0.0,0.0,269
DEP000002455,CUS00004735,2024-10-25,2026-10-15,TERM,24,VND,864628087.9,872662715.49,4.3,False,False,ACTIVE,872662715.49,1,0.0,864628087.9,45
DEP000002456,CUS00004739,2024-09-20,2026-09-10,FLEXI,24,VND,24327689.3,25334549.74,3.762,False,False,MATURING_SOON,25334549.74,1,24327689.3,24327689.3,10
DEP000002457,CUS00004741,2026-08-04,2026-09-03,TERM,1,VND,147310263.36,147397585.86,4.252,True,False,MATURING_SOON,147397585.86,1,147310263.36,147310263.36,3
DEP000002458,CUS00004742,2026-07-05,2027-04-01,TERM,9,VND,290979773.75,296911023.16,3.754,False,False,ACTIVE,296911023.16,1,0.0,0.0,213
DEP000002459,CUS00004743,2026-03-22,2028-03-11,TERM,24,VND,196252306.95,204389112.04,3.939,False,False,ACTIVE,204389112.04,1,0.0,0.0,558
DEP000002460,CUS00004744,2025-10-01,2027-03-25,FLEXI,18,VND,327137745.72,328435071.42,4.047,False,False,ACTIVE,328435071.42,1,0.0,0.0,206
DEP000002461,CUS00004753,2026-05-01,2027-01-26,FLEXI,9,VND,560239517.83,563414382.24,4.877,False,False,ACTIVE,563414382.24,1,0.0,0.0,148
DEP000002462,CUS00004756,2026-07-21,2027-01-17,TERM,6,VND,136074976.76,142199607.36,3.795,False,False,ACTIVE,211674555.51,2,0.0,0.0,110
DEP000002463,CUS00004756,2026-03-24,2026-12-19,TERM,9,VND,68062275.19,69474948.15,5.583,False,False,ACTIVE,211674555.51,2,0.0,0.0,110
DEP000002464,CUS00004758,2024-08-16,2026-08-06,TERM,24,VND,48832261.89,49713276.55,4.167,False,False,ROLLED_OVER,49713276.55,1,0.0,0.0,
DEP000002465,CUS00004759,2025-02-15,2026-08-09,TERM,18,VND,242544961.8,244629624.44,5.148,False,False,ROLLED_OVER,244629624.44,2,0.0,0.0,
DEP000002466,CUS00004759,2025-10-27,2026-07-24,TERM,9,VND,220236798.23,0.0,5.435,False,False,WITHDRAWN,244629624.44,2,0.0,0.0,
DEP000002467,CUS00004763,2026-04-14,2028-04-03,TERM,24,VND,265762236.24,265798337.08,3.612,True,False,ACTIVE,265798337.08,1,0.0,0.0,581
DEP000002468,CUS00004767,2026-07-02,2026-12-29,FLEXI,6,VND,12908468.07,13161598.66,4.12,True,False,ACTIVE,13161598.66,1,0.0,0.0,120
DEP000002469,CUS00004770,2026-06-04,2027-03-01,FLEXI,9,VND,60918690.84,62038238.23,5.918,True,False,ACTIVE,62038238.23,1,0.0,0.0,182
DEP000002470,CUS00004772,2025-08-17,2026-08-12,TERM,12,VND,4343784063.49,4524306155.96,5.918,True,False,ROLLED_OVER,4524306155.96,1,0.0,0.0,
DEP000002471,CUS00004773,2026-06-11,2026-09-09,TERM,3,VND,299285908.03,310340047.25,5.854,True,False,MATURING_SOON,560817088.26,2,299285908.03,299285908.03,9
DEP000002472,CUS00004773,2026-08-10,2026-11-08,FLEXI,3,VND,244512402.49,250477041.01,5.292,False,False,ACTIVE,560817088.26,2,299285908.03,299285908.03,9
DEP000002473,CUS00004775,2026-08-14,2026-09-13,TERM,1,VND,1762272401.44,1788904630.5,5.545,True,False,MATURING_SOON,1788904630.5,1,1762272401.44,1762272401.44,13
DEP000002474,CUS00004777,2026-08-09,2026-11-07,TERM,3,VND,59048888.04,60717214.36,5.399,False,False,ACTIVE,60717214.36,1,0.0,0.0,68
DEP000002475,CUS00004778,2026-06-24,2026-07-24,TERM,1,VND,246125099.38,0.0,5.026,True,False,MATURED,0.0,1,0.0,0.0,
DEP000002476,CUS00004779,2026-05-07,2027-10-29,FLEXI,18,VND,477870609.77,490006978.5,6.155,True,False,ACTIVE,490006978.5,1,0.0,0.0,424
DEP000002477,CUS00004780,2026-01-26,2026-07-25,FLEXI,6,VND,132251176.5,0.0,4.018,True,False,MATURED,280430621.08,2,0.0,0.0,110
DEP000002478,CUS00004780,2026-06-22,2026-12-19,FLEXI,6,VND,270110494.65,280430621.08,3.944,False,False,ACTIVE,280430621.08,2,0.0,0.0,110
DEP000002479,CUS00004783,2025-03-22,2026-09-13,TERM,18,VND,122481191.84,125596917.36,4.552,False,False,MATURING_SOON,362153265.29,2,354584799.15,354584799.15,13
DEP000002480,CUS00004783,2025-10-01,2026-09-26,TERM,12,VND,232103607.31,236556347.93,5.871,False,False,MATURING_SOON,362153265.29,2,354584799.15,354584799.15,13
DEP000002481,CUS00004785,2026-07-18,2026-08-17,TERM,1,VND,2453508415.47,0.0,6.105,False,False,MATURED,0.0,1,0.0,0.0,
DEP000002482,CUS00004786,2025-09-16,2026-09-11,TERM,12,VND,972247728.19,974844877.18,6.058,True,False,MATURING_SOON,974844877.18,1,972247728.19,972247728.19,11
DEP000002483,CUS00004791,2025-09-15,2027-09-05,TERM,24,VND,24915383.28,25411726.74,4.137,False,False,ACTIVE,36629792.34,2,0.0,0.0,320
DEP000002484,CUS00004791,2026-07-22,2027-07-17,TERM,12,VND,10828696.07,11218065.6,5.463,True,False,ACTIVE,36629792.34,2,0.0,0.0,320
DEP000002485,CUS00004792,2026-05-23,2027-05-18,TERM,12,VND,646248495.83,677232475.46,4.879,False,False,ACTIVE,677232475.46,1,0.0,0.0,260
DEP000002486,CUS00004794,2026-08-07,2026-11-05,TERM,3,VND,126293614.87,126330734.23,5.718,True,False,ACTIVE,126330734.23,1,0.0,0.0,66
DEP000002487,CUS00004798,2025-09-11,2026-09-06,TERM,12,VND,312337653.35,323004499.51,6.03,False,False,MATURING_SOON,975128729.16,2,953965267.78,953965267.78,6
DEP000002488,CUS00004798,2025-09-24,2026-09-19,TERM,12,VND,641627614.43,652124229.65,4.587,False,False,MATURING_SOON,975128729.16,2,953965267.78,953965267.78,6
DEP000002489,CUS00004799,2026-08-19,2026-11-17,TERM,3,VND,5604533487.13,5832983331.61,4.916,False,False,ACTIVE,5832983331.61,1,0.0,0.0,78
DEP000002490,CUS00004802,2026-07-06,2026-10-04,TERM,3,VND,58291612.96,58537275.98,5.055,True,True,ACTIVE,58537275.98,1,0.0,58291612.96,34
DEP000002491,CUS00004803,2026-07-05,2027-01-01,TERM,6,VND,723006411.02,736379314.78,4.786,True,False,ACTIVE,736379314.78,1,0.0,0.0,123
DEP000002492,CUS00004805,2026-06-25,2028-06-14,TERM,24,VND,191827840.19,194907178.63,5.522,False,True,ACTIVE,194907178.63,1,0.0,0.0,653
DEP000002493,CUS00004812,2026-03-11,2026-09-07,FLEXI,6,VND,216313494.53,224580376.79,4.596,True,False,MATURING_SOON,330660440.29,2,216313494.53,319159504.72,7
DEP000002494,CUS00004812,2026-07-30,2026-10-28,FLEXI,3,VND,102846010.19,106080063.51,5.405,True,True,ACTIVE,330660440.29,2,216313494.53,319159504.72,7
DEP000002495,CUS00004813,2026-08-28,2026-09-27,TERM,1,VND,473488651.92,492436692.82,4.277,True,False,MATURING_SOON,785927956.13,2,763824130.26,763824130.26,20
DEP000002496,CUS00004813,2026-03-24,2026-09-20,TERM,6,VND,290335478.34,293491263.32,6.118,False,True,MATURING_SOON,785927956.13,2,763824130.26,763824130.26,20
DEP000002497,CUS00004814,2025-12-28,2026-09-24,TERM,9,VND,544375804.21,555234829.91,6.044,False,False,MATURING_SOON,876994915.9,2,851836866.34,851836866.34,3
DEP000002498,CUS00004814,2024-09-13,2026-09-03,TERM,24,VND,307461062.13,321760085.99,6.156,True,False,MATURING_SOON,876994915.9,2,851836866.34,851836866.34,3
DEP000002499,CUS00004816,2026-04-10,2026-10-07,TERM,6,VND,122867257.73,126096488.04,4.533,True,False,ACTIVE,126096488.04,1,0.0,122867257.73,37
DEP000002500,CUS00004820,2026-04-13,2027-01-08,TERM,9,VND,77193234.06,77880966.99,3.991,False,True,ACTIVE,77880966.99,1,0.0,0.0,130
DEP000002501,CUS00004822,2026-04-28,2027-04-23,TERM,12,VND,3136667621.21,3177415748.65,4.974,True,False,ACTIVE,3177415748.65,1,0.0,0.0,235
DEP000002502,CUS00004825,2026-06-28,2026-07-28,TERM,1,VND,1828259317.0,1847440941.48,4.725,True,False,ROLLED_OVER,1847440941.48,1,0.0,0.0,
DEP000002503,CUS00004826,2026-07-19,2026-10-17,TERM,3,VND,1346975022.0,1360263541.77,4.81,False,False,ACTIVE,1360263541.77,1,0.0,1346975022.0,47
DEP000002504,CUS00004827,2026-06-06,2026-09-04,FLEXI,3,VND,372727662.04,375836510.34,4.064,False,False,MATURING_SOON,375836510.34,1,372727662.04,372727662.04,4
DEP000002505,CUS00004831,2026-05-02,2027-10-24,TERM,18,VND,140346753.82,140558636.19,5.966,False,False,ACTIVE,205799785.71,2,64239702.89,64239702.89,4
DEP000002506,CUS00004831,2026-06-06,2026-09-04,TERM,3,VND,64239702.89,65241149.52,3.869,False,False,MATURING_SOON,205799785.71,2,64239702.89,64239702.89,4
DEP000002507,CUS00004832,2026-06-27,2026-07-27,TERM,1,VND,405281169.42,0.0,4.442,True,False,WITHDRAWN,125513718.39,2,121809941.04,121809941.04,11
DEP000002508,CUS00004832,2025-03-20,2026-09-11,TERM,18,VND,121809941.04,125513718.39,3.702,True,False,MATURING_SOON,125513718.39,2,121809941.04,121809941.04,11
DEP000002509,CUS00004833,2026-08-26,2026-09-25,TERM,1,VND,205958456.37,208334545.15,3.991,False,False,MATURING_SOON,916874813.35,2,900911801.83,900911801.83,7
DEP000002510,CUS00004833,2026-06-09,2026-09-07,FLEXI,3,VND,694953345.46,708540268.2,5.499,False,False,MATURING_SOON,916874813.35,2,900911801.83,900911801.83,7
DEP000002511,CUS00004834,2025-10-03,2027-09-23,TERM,24,VND,366710162.55,378671532.9,3.668,False,False,ACTIVE,378671532.9,1,0.0,0.0,388
DEP000002512,CUS00004836,2026-08-01,2026-10-30,TERM,3,VND,1104967127.57,1147829247.79,4.458,False,False,ACTIVE,1649856115.59,2,0.0,1104967127.57,60
DEP000002513,CUS00004836,2026-02-17,2027-08-11,FLEXI,18,VND,493341175.04,502026867.8,4.657,True,False,ACTIVE,1649856115.59,2,0.0,1104967127.57,60
DEP000002514,CUS00004837,2026-01-20,2028-01-10,FLEXI,24,VND,1297647283.64,1360516046.37,5.304,True,False,ACTIVE,1360516046.37,1,0.0,0.0,497
DEP000002515,CUS00004839,2026-02-09,2028-01-30,TERM,24,VND,129752257.76,134820024.01,3.559,True,False,ACTIVE,498460239.64,2,0.0,0.0,84
DEP000002516,CUS00004839,2025-06-01,2026-11-23,FLEXI,18,VND,353709116.42,363640215.63,6.179,True,False,ACTIVE,498460239.64,2,0.0,0.0,84
DEP000002517,CUS00004840,2026-05-23,2026-08-21,FLEXI,3,VND,4054559441.31,0.0,4.164,True,False,WITHDRAWN,0.0,1,0.0,0.0,
DEP000002518,CUS00004842,2026-06-26,2027-12-18,TERM,18,VND,276347355.54,289312456.53,6.016,True,False,ACTIVE,439954759.38,2,0.0,147335691.43,32
DEP000002519,CUS00004842,2026-07-04,2026-10-02,TERM,3,VND,147335691.43,150642302.85,4.332,False,False,ACTIVE,439954759.38,2,0.0,147335691.43,32
DEP000002520,CUS00004843,2026-07-14,2027-04-10,TERM,9,VND,1157761648.99,1207923838.46,6.192,True,False,ACTIVE,1207923838.46,1,0.0,0.0,222
DEP000002521,CUS00004844,2026-04-18,2026-10-15,TERM,6,VND,408559304.03,410671489.25,4.18,True,False,ACTIVE,410671489.25,1,0.0,408559304.03,45
DEP000002522,CUS00004847,2026-06-25,2026-09-23,TERM,3,VND,65800009.69,67903180.18,6.016,False,False,MATURING_SOON,67903180.18,1,65800009.69,65800009.69,23
DEP000002523,CUS00004849,2025-09-27,2026-09-22,TERM,12,VND,135979779.78,137308206.67,3.541,False,False,MATURING_SOON,137308206.67,1,135979779.78,135979779.78,22
DEP000002524,CUS00004850,2025-06-17,2027-06-07,TERM,24,VND,233849912.53,244687328.9,4.665,True,False,ACTIVE,244687328.9,2,0.0,0.0,280
DEP000002525,CUS00004850,2025-02-22,2026-08-16,TERM,18,VND,726202443.12,0.0,4.679,True,False,WITHDRAWN,244687328.9,2,0.0,0.0,280
DEP000002526,CUS00004852,2026-07-05,2027-01-01,TERM,6,VND,78272476.14,79266221.78,4.597,False,False,ACTIVE,79266221.78,1,0.0,0.0,123
DEP000002527,CUS00004853,2026-01-30,2026-10-27,TERM,9,VND,254745761.35,264270906.6,5.198,True,False,ACTIVE,264270906.6,1,0.0,254745761.35,57
DEP000002528,CUS00004854,2026-08-11,2027-02-07,TERM,6,VND,239850286.88,250224598.46,6.098,True,False,ACTIVE,250224598.46,1,0.0,0.0,160
DEP000002529,CUS00004855,2026-07-15,2026-08-14,TERM,1,VND,878761499.06,0.0,5.761,True,False,WITHDRAWN,0.0,1,0.0,0.0,
DEP000002530,CUS00004857,2026-02-02,2027-07-27,TERM,18,VND,452553782.13,475120624.55,5.275,True,False,ACTIVE,475120624.55,1,0.0,0.0,330
DEP000002531,CUS00004862,2026-04-20,2027-01-15,FLEXI,9,VND,34412158.45,35343336.6,5.877,True,False,ACTIVE,35343336.6,1,0.0,0.0,137
DEP000002532,CUS00004863,2026-08-07,2026-11-05,TERM,3,VND,62339983.55,62719581.88,5.327,False,True,ACTIVE,62719581.88,1,0.0,0.0,66
DEP000002533,CUS00004866,2026-08-01,2026-08-31,TERM,1,VND,16110163.5,16531791.31,3.793,True,False,MATURING_SOON,78410377.18,2,16110163.5,16110163.5,0
DEP000002534,CUS00004866,2026-01-20,2027-07-14,TERM,18,VND,60499139.29,61878585.87,3.704,False,False,ACTIVE,78410377.18,2,16110163.5,16110163.5,0
DEP000002535,CUS00004868,2026-06-12,2026-12-09,TERM,6,VND,966271214.61,985049210.07,5.736,False,False,ACTIVE,1607583152.64,2,0.0,0.0,100
DEP000002536,CUS00004868,2026-06-20,2027-06-15,TERM,12,VND,617125783.45,622533942.57,4.337,False,False,ACTIVE,1607583152.64,2,0.0,0.0,100
DEP000002537,CUS00004870,2026-05-02,2027-10-24,TERM,18,VND,169510269.37,175391126.89,3.868,False,False,ACTIVE,175391126.89,1,0.0,0.0,419
DEP000002538,CUS00004871,2026-06-14,2027-06-09,TERM,12,VND,84421581.82,86968083.1,5.788,True,False,ACTIVE,86968083.1,1,0.0,0.0,282
DEP000002539,CUS00004872,2026-07-06,2026-08-05,TERM,1,VND,129923139.0,0.0,5.72,True,False,MATURED,0.0,1,0.0,0.0,
DEP000002540,CUS00004874,2026-06-10,2026-09-08,TERM,3,VND,114516243.48,114861770.83,3.901,False,False,MATURING_SOON,174429445.14,2,114516243.48,114516243.48,8
DEP000002541,CUS00004874,2025-11-05,2026-10-31,TERM,12,VND,57134302.11,59567674.31,5.612,True,False,ACTIVE,174429445.14,2,114516243.48,114516243.48,8
DEP000002542,CUS00004875,2025-12-19,2026-09-15,TERM,9,VND,617528249.9,629529237.62,4.36,False,False,MATURING_SOON,629529237.62,1,617528249.9,617528249.9,15
DEP000002543,CUS00004881,2025-06-21,2026-12-13,TERM,18,VND,51156984.62,51932980.3,4.094,True,False,ACTIVE,185627544.11,2,129286338.41,129286338.41,11
DEP000002544,CUS00004881,2025-09-16,2026-09-11,TERM,12,VND,129286338.41,133694563.81,3.664,True,False,MATURING_SOON,185627544.11,2,129286338.41,129286338.41,11
DEP000002545,CUS00004882,2026-04-13,2027-01-08,TERM,9,VND,789052065.11,816435256.46,3.921,False,False,ACTIVE,816435256.46,1,0.0,0.0,130
DEP000002546,CUS00004883,2026-08-17,2026-09-16,TERM,1,VND,141467751.27,141634261.05,4.083,False,False,MATURING_SOON,141634261.05,1,141467751.27,141467751.27,16
DEP000002547,CUS00004886,2025-08-31,2027-08-21,TERM,24,VND,12597196.21,12612164.8,4.523,False,False,ACTIVE,12612164.8,1,0.0,0.0,355
DEP000002548,CUS00004891,2026-08-14,2026-11-12,TERM,3,VND,133669640.25,140053548.37,6.1,False,False,ACTIVE,248752089.71,2,103947816.96,103947816.96,10
DEP000002549,CUS00004891,2026-08-11,2026-09-10,TERM,1,VND,103947816.96,108698541.33,4.734,False,False,MATURING_SOON,248752089.71,2,103947816.96,103947816.96,10
DEP000002550,CUS00004893,2025-08-21,2027-02-12,TERM,18,VND,39599636.54,39613479.16,6.126,True,False,ACTIVE,81373364.65,2,0.0,0.0,165
DEP000002551,CUS00004893,2026-05-24,2028-05-13,TERM,24,VND,40946299.29,41759885.5,4.555,False,False,ACTIVE,81373364.65,2,0.0,0.0,165
DEP000002552,CUS00004894,2026-05-10,2026-08-08,FLEXI,3,VND,20080984.92,20985306.27,5.22,False,False,ROLLED_OVER,20985306.27,1,0.0,0.0,
DEP000002553,CUS00004895,2026-06-30,2027-03-27,TERM,9,VND,56805027.61,58077737.3,5.292,True,False,ACTIVE,58077737.3,1,0.0,0.0,208
DEP000002554,CUS00004896,2026-06-24,2026-12-21,TERM,6,VND,13928147.14,14056357.13,6.197,False,False,ACTIVE,14056357.13,1,0.0,0.0,112
DEP000002555,CUS00004900,2024-09-22,2026-09-12,FLEXI,24,VND,137915617.11,140312537.85,4.916,False,False,MATURING_SOON,281066803.12,2,137915617.11,137915617.11,12
DEP000002556,CUS00004900,2025-06-09,2027-05-30,TERM,24,VND,136826335.23,140754265.27,3.626,False,False,ACTIVE,281066803.12,2,137915617.11,137915617.11,12
DEP000002557,CUS00004901,2026-05-23,2026-08-21,TERM,3,VND,22639122.23,23446078.2,3.516,False,False,ROLLED_OVER,23446078.2,1,0.0,0.0,
DEP000002558,CUS00004907,2026-01-14,2026-10-11,FLEXI,9,VND,159369009.08,163700848.61,5.858,False,False,ACTIVE,163700848.61,1,0.0,159369009.08,41
DEP000002559,CUS00004908,2026-07-15,2027-04-11,TERM,9,VND,235198310.3,237589412.63,4.578,True,False,ACTIVE,237589412.63,1,0.0,0.0,223
DEP000002560,CUS00004913,2026-05-17,2027-05-12,TERM,12,VND,285448031.23,294439433.32,4.468,False,False,ACTIVE,474881015.95,2,0.0,0.0,254
DEP000002561,CUS00004913,2026-07-11,2027-07-06,TERM,12,VND,173674294.91,180441582.63,3.516,False,False,ACTIVE,474881015.95,2,0.0,0.0,254
DEP000002562,CUS00004920,2026-06-21,2026-09-19,TERM,3,VND,141188067.62,144542081.69,4.121,True,False,MATURING_SOON,440651786.57,2,430129497.43,430129497.43,16
DEP000002563,CUS00004920,2025-09-21,2026-09-16,TERM,12,VND,288941429.81,296109704.88,4.168,False,True,MATURING_SOON,440651786.57,2,430129497.43,430129497.43,16
DEP000002564,CUS00004922,2026-05-04,2026-08-02,TERM,3,VND,35682671.96,0.0,3.689,False,False,MATURED,0.0,1,0.0,0.0,
DEP000002565,CUS00004927,2026-07-13,2026-08-12,TERM,1,VND,56992655.52,0.0,5.743,True,True,MATURED,0.0,1,0.0,0.0,
DEP000002566,CUS00004929,2026-08-13,2026-09-12,TERM,1,VND,772407969.95,780616034.73,5.575,True,False,MATURING_SOON,780616034.73,1,772407969.95,772407969.95,12
DEP000002567,CUS00004931,2025-12-23,2026-09-19,TERM,9,VND,146986273.13,148754850.97,5.893,False,False,MATURING_SOON,148754850.97,1,146986273.13,146986273.13,19
DEP000002568,CUS00004932,2026-01-19,2026-10-16,TERM,9,VND,69052699.1,69432762.59,5.167,True,False,ACTIVE,69432762.59,1,0.0,69052699.1,46
DEP000002569,CUS00004934,2026-02-14,2027-02-09,TERM,12,VND,28360746.88,28681155.39,4.156,False,False,ACTIVE,28681155.39,1,0.0,0.0,162
DEP000002570,CUS00004935,2026-08-22,2026-09-21,TERM,1,VND,89178517.32,91876376.59,5.715,False,False,MATURING_SOON,130351781.22,2,126234495.46,126234495.46,15
DEP000002571,CUS00004935,2026-06-17,2026-09-15,TERM,3,VND,37055978.14,38475404.63,4.81,False,False,MATURING_SOON,130351781.22,2,126234495.46,126234495.46,15
DEP000002572,CUS00004936,2026-01-28,2026-07-27,TERM,6,VND,103178771.03,0.0,3.545,False,False,WITHDRAWN,141056655.83,2,135203044.64,135203044.64,15
DEP000002573,CUS00004936,2025-12-19,2026-09-15,TERM,9,VND,135203044.64,141056655.83,6.126,True,False,MATURING_SOON,141056655.83,2,135203044.64,135203044.64,15
DEP000002574,CUS00004937,2026-07-05,2026-10-03,TERM,3,VND,997856199.78,1006257248.69,5.105,False,False,ACTIVE,1006257248.69,1,0.0,997856199.78,33
DEP000002575,CUS00004938,2025-02-13,2027-02-03,TERM,24,VND,255442353.67,267598314.85,3.958,True,True,ACTIVE,267598314.85,1,0.0,0.0,156
DEP000002576,CUS00004939,2026-06-17,2027-03-14,FLEXI,9,VND,39795994.16,41518987.44,4.33,True,False,ACTIVE,41518987.44,1,0.0,0.0,195
