interaction_id,customer_id,rm_id,interaction_timestamp,interaction_type,channel,product_code,interaction_reason,lead_status,opportunity_stage,customer_response,next_followup_date,reason_lost,campaign_id,days_since_last_contact,contact_count_30d,contact_count_90d,last_customer_response,previous_product_interest,recent_rejection_flag
CRM0000012149,CUS00007229,RM0028,2025-12-25 16:22:18,EMAIL,BRANCH,LOAN_PERSONAL,RETENTION,CLOSED,QUALIFIED,INTERESTED,,,CMP06,81,1,1,NO_RESPONSE,,False
CRM0000012148,CUS00007229,RM0028,2026-05-14 23:26:31,OUTBOUND_CALL,BRANCH,LOAN_PERSONAL,PRODUCT_OFFER,WORKING,NEW,CALLBACK,2026-06-05,,CMP12,222,1,1,NO_RESPONSE,LOAN_PERSONAL,False
CRM0000012147,CUS00007229,RM0028,2026-08-01 08:24:57,MEETING,EMAIL,CC_GOLD,ONBOARDING,WORKING,WON,NO_RESPONSE,,,CMP09,300,1,1,NO_RESPONSE,,False
CRM0000012154,CUS00007230,RM0144,2025-10-28 01:18:50,APP_MESSAGE,EMAIL,INVEST_FUND,PRODUCT_OFFER,OPEN,NEW,CALLBACK,2025-11-05,,CMP02,307,0,1,CALLBACK,INVEST_FUND,False
CRM0000012153,CUS00007230,RM0144,2026-02-06 15:47:08,MEETING,APP,TD_STANDARD,PRODUCT_OFFER,WORKING,CONTACTED,INTERESTED,,,CMP09,101,0,1,CALLBACK,TD_STANDARD,False
CRM0000012152,CUS00007230,RM0144,2026-06-07 23:56:25,APP_MESSAGE,APP,LOAN_AUTO,RETENTION,OPEN,CONTACTED,NOT_INTERESTED,,,CMP04,223,0,1,CALLBACK,,False
CRM0000012155,CUS00007231,RM0124,2026-03-23 13:29:45,EMAIL,EMAIL,INVEST_BOND,RETENTION,WORKING,CONTACTED,CALLBACK,2026-04-19,,CMP10,161,0,0,CALLBACK,,False
CRM0000012156,CUS00007233,RM0019,2025-09-02 01:40:18,INBOUND_CALL,EMAIL,INVEST_FUND,PRODUCT_OFFER,OPEN,CONTACTED,CONVERTED,,,CMP03,363,0,0,CONVERTED,INVEST_FUND,False
CRM0000012160,CUS00007234,RM0149,2025-10-16 04:36:02,MEETING,EMAIL,TD_FLEXI,PRODUCT_OFFER,CLOSED,PROPOSAL,NOT_INTERESTED,,,,319,0,0,NOT_INTERESTED,TD_FLEXI,False
CRM0000012159,CUS00007234,RM0149,2025-11-07 22:42:00,OUTBOUND_CALL,APP,TD_STANDARD,RETENTION,CLOSED,WON,NOT_INTERESTED,,,CMP10,23,0,0,NOT_INTERESTED,,False
CRM0000012158,CUS00007234,RM0149,2025-12-10 20:41:51,INBOUND_CALL,APP,TD_FLEXI,SERVICE,OPEN,QUALIFIED,NOT_INTERESTED,,,CMP07,56,0,0,NOT_INTERESTED,,False
CRM0000012157,CUS00007234,RM0149,2026-04-12 02:18:21,APP_MESSAGE,PHONE,LOAN_HOME,RETENTION,CLOSED,QUALIFIED,NOT_INTERESTED,,,CMP01,178,0,0,NOT_INTERESTED,,False
CRM0000012162,CUS00007235,RM0005,2025-10-19 06:57:44,INBOUND_CALL,PHONE,CC_GOLD,RETENTION,WORKING,NEW,NOT_INTERESTED,,,CMP02,316,0,0,NOT_INTERESTED,,False
CRM0000012161,CUS00007235,RM0005,2026-03-06 04:04:49,APP_MESSAGE,PHONE,LOAN_HOME,RETENTION,CLOSED,CONTACTED,NOT_INTERESTED,,,,138,0,0,NOT_INTERESTED,,False
CRM0000012164,CUS00007236,RM0041,2026-02-06 06:47:26,OUTBOUND_CALL,BRANCH,CC_GOLD,SERVICE,CLOSED,NEW,CONVERTED,,,CMP10,206,0,0,CONVERTED,,False
CRM0000012163,CUS00007236,RM0041,2026-03-28 01:05:30,OUTBOUND_CALL,APP,CC_PLATINUM,SERVICE,OPEN,PROPOSAL,NOT_INTERESTED,,,CMP03,50,0,0,CONVERTED,,False
CRM0000012167,CUS00007237,RM0050,2026-03-28 03:09:31,MEETING,EMAIL,CC_GOLD,PRODUCT_OFFER,OPEN,NEW,NOT_INTERESTED,,,CMP05,156,1,1,NOT_INTERESTED,CC_GOLD,False
CRM0000012166,CUS00007237,RM0050,2026-05-24 07:50:49,INBOUND_CALL,APP,LOAN_HOME,ONBOARDING,CLOSED,PROPOSAL,INTERESTED,,,CMP07,57,1,1,NOT_INTERESTED,,False
CRM0000012165,CUS00007237,RM0050,2026-08-17 10:23:07,APP_MESSAGE,PHONE,INVEST_BOND,RETENTION,WORKING,CONTACTED,INTERESTED,,,CMP11,142,1,1,NOT_INTERESTED,,False
CRM0000012170,CUS00007238,RM0130,2026-02-26 14:03:38,EMAIL,PHONE,LOAN_AUTO,ADVISORY,CLOSED,QUALIFIED,INTERESTED,,,CMP10,186,1,1,INTERESTED,,False
CRM0000012169,CUS00007238,RM0130,2026-04-26 03:26:14,INBOUND_CALL,EMAIL,CC_PLATINUM,ADVISORY,CLOSED,LOST,NOT_INTERESTED,,TIMING,CMP10,59,1,1,INTERESTED,,False
CRM0000012168,CUS00007238,RM0130,2026-08-16 12:38:24,INBOUND_CALL,APP,CC_PLATINUM,PRODUCT_OFFER,OPEN,PROPOSAL,INTERESTED,,,CMP12,171,1,1,INTERESTED,CC_PLATINUM,False
CRM0000012171,CUS00007239,RM0038,2026-06-30 02:50:01,OUTBOUND_CALL,BRANCH,INVEST_FUND,RETENTION,CLOSED,NEW,NOT_INTERESTED,,,CMP12,62,0,1,NOT_INTERESTED,,False
CRM0000012173,CUS00007241,RM0032,2025-11-17 13:01:23,INBOUND_CALL,APP,INVEST_BOND,ADVISORY,OPEN,LOST,CALLBACK,2025-12-13,NO_NEED,CMP08,287,0,0,CALLBACK,,False
CRM0000012172,CUS00007241,RM0032,2025-12-03 02:35:05,OUTBOUND_CALL,EMAIL,CC_PLATINUM,PRODUCT_OFFER,OPEN,CONTACTED,NOT_INTERESTED,,,CMP03,16,0,0,CALLBACK,CC_PLATINUM,False
CRM0000012174,CUS00007244,RM0053,2025-10-15 01:52:58,OUTBOUND_CALL,BRANCH,INVEST_FUND,PRODUCT_OFFER,WORKING,QUALIFIED,NOT_INTERESTED,,,CMP09,320,0,0,NOT_INTERESTED,INVEST_FUND,False
CRM0000012177,CUS00007245,RM0034,2025-09-02 06:56:41,INBOUND_CALL,PHONE,TD_STANDARD,ADVISORY,OPEN,CONTACTED,NOT_INTERESTED,,,CMP05,363,1,1,NOT_INTERESTED,,False
CRM0000012176,CUS00007245,RM0034,2026-04-21 02:44:01,INBOUND_CALL,APP,TD_FLEXI,SERVICE,CLOSED,NEW,NO_RESPONSE,,,CMP09,231,1,1,NOT_INTERESTED,,False
CRM0000012175,CUS00007245,RM0034,2026-08-15 19:32:57,INBOUND_CALL,EMAIL,CC_GOLD,PRODUCT_OFFER,OPEN,PROPOSAL,CALLBACK,2026-09-08,,CMP03,348,1,1,NOT_INTERESTED,CC_GOLD,False
CRM0000012178,CUS00007249,RM0102,2026-08-01 15:27:34,MEETING,BRANCH,LOAN_PERSONAL,ONBOARDING,CLOSED,CONTACTED,NO_RESPONSE,,,CMP06,30,1,1,NO_RESPONSE,,False
CRM0000012180,CUS00007250,RM0077,2026-01-28 14:49:42,OUTBOUND_CALL,PHONE,TD_FLEXI,ADVISORY,OPEN,PROPOSAL,CALLBACK,2026-02-21,,CMP12,215,0,1,CALLBACK,,False
CRM0000012179,CUS00007250,RM0077,2026-07-03 23:58:20,EMAIL,PHONE,LOAN_AUTO,ADVISORY,WORKING,CONTACTED,CALLBACK,2026-08-01,,CMP07,157,0,1,CALLBACK,,False
CRM0000012183,CUS00007251,RM0007,2025-10-03 04:13:44,OUTBOUND_CALL,EMAIL,LOAN_AUTO,SERVICE,OPEN,LOST,NOT_INTERESTED,,TIMING,CMP09,332,0,0,NOT_INTERESTED,,False
CRM0000012182,CUS00007251,RM0007,2025-12-13 22:46:51,MEETING,EMAIL,INVEST_FUND,PRODUCT_OFFER,OPEN,NEW,CONVERTED,,,CMP12,72,0,0,NOT_INTERESTED,INVEST_FUND,False
CRM0000012181,CUS00007251,RM0007,2026-01-16 01:59:16,OUTBOUND_CALL,EMAIL,INVEST_FUND,ADVISORY,OPEN,CONTACTED,CONVERTED,,,,105,0,0,NOT_INTERESTED,,False
CRM0000012186,CUS00007252,RM0028,2025-11-30 23:22:35,INBOUND_CALL,PHONE,LOAN_PERSONAL,RETENTION,WORKING,LOST,NO_RESPONSE,,,CMP12,273,1,1,NO_RESPONSE,,False
CRM0000012185,CUS00007252,RM0028,2026-05-07 11:49:01,OUTBOUND_CALL,EMAIL,INVEST_FUND,ADVISORY,OPEN,CONTACTED,NOT_INTERESTED,,,CMP08,157,1,1,NO_RESPONSE,,False
CRM0000012184,CUS00007252,RM0028,2026-08-20 01:14:10,MEETING,PHONE,CC_PLATINUM,ONBOARDING,WORKING,CONTACTED,CALLBACK,2026-09-15,,CMP04,262,1,1,NO_RESPONSE,,False
CRM0000012188,CUS00007253,RM0092,2026-03-21 20:21:45,INBOUND_CALL,PHONE,INVEST_FUND,RETENTION,WORKING,QUALIFIED,NO_RESPONSE,,,,162,0,0,NO_RESPONSE,,False
CRM0000012187,CUS00007253,RM0092,2026-03-24 19:00:45,APP_MESSAGE,EMAIL,TD_FLEXI,SERVICE,OPEN,QUALIFIED,INTERESTED,,,CMP11,3,0,0,NO_RESPONSE,,False
CRM0000012189,CUS00007255,RM0113,2026-02-11 21:05:46,APP_MESSAGE,APP,LOAN_HOME,SERVICE,CLOSED,LOST,INTERESTED,,COMPETITOR,CMP08,200,0,0,INTERESTED,,False
CRM0000012191,CUS00007257,RM0099,2026-04-02 12:12:59,MEETING,PHONE,TD_STANDARD,ADVISORY,CLOSED,PROPOSAL,NOT_INTERESTED,,,CMP12,151,0,0,NOT_INTERESTED,,False
CRM0000012190,CUS00007257,RM0099,2026-04-20 17:09:01,OUTBOUND_CALL,PHONE,CC_STANDARD,ONBOARDING,OPEN,CONTACTED,NO_RESPONSE,,,CMP02,18,0,0,NOT_INTERESTED,,False
CRM0000012192,CUS00007258,RM0169,2025-10-10 00:39:32,INBOUND_CALL,PHONE,LOAN_HOME,PRODUCT_OFFER,WORKING,NEW,NOT_INTERESTED,,,,325,0,0,NOT_INTERESTED,LOAN_HOME,False
CRM0000012194,CUS00007259,RM0176,2026-04-01 11:29:31,MEETING,APP,TD_STANDARD,ONBOARDING,WORKING,CONTACTED,NO_RESPONSE,,,CMP08,152,0,0,NO_RESPONSE,,False
CRM0000012193,CUS00007259,RM0176,2026-04-20 18:27:27,INBOUND_CALL,APP,CC_STANDARD,PRODUCT_OFFER,CLOSED,QUALIFIED,NOT_INTERESTED,,,CMP02,20,0,0,NO_RESPONSE,CC_STANDARD,False
CRM0000012198,CUS00007260,RM0119,2025-12-06 13:48:16,APP_MESSAGE,BRANCH,INVEST_BOND,RETENTION,CLOSED,QUALIFIED,NOT_INTERESTED,,,,268,0,1,NOT_INTERESTED,,False
CRM0000012197,CUS00007260,RM0119,2026-01-14 01:31:19,APP_MESSAGE,PHONE,INVEST_FUND,RETENTION,OPEN,QUALIFIED,NOT_INTERESTED,,,CMP05,39,0,1,NOT_INTERESTED,,False
CRM0000012196,CUS00007260,RM0119,2026-01-23 04:06:31,APP_MESSAGE,PHONE,TD_STANDARD,RETENTION,OPEN,QUALIFIED,INTERESTED,,,CMP09,48,0,1,NOT_INTERESTED,,False
CRM0000012195,CUS00007260,RM0119,2026-06-28 18:51:47,OUTBOUND_CALL,BRANCH,CC_PLATINUM,SERVICE,CLOSED,NEW,INTERESTED,,,CMP10,205,0,1,NOT_INTERESTED,,False
CRM0000012199,CUS00007261,RM0172,2026-08-17 04:35:29,OUTBOUND_CALL,EMAIL,TD_STANDARD,ONBOARDING,CLOSED,CONTACTED,INTERESTED,,,CMP03,14,1,1,INTERESTED,,False
CRM0000012205,CUS00007263,RM0104,2025-09-22 01:56:03,MEETING,PHONE,INVEST_BOND,PRODUCT_OFFER,CLOSED,NEW,CALLBACK,2025-10-15,,CMP01,343,0,2,CALLBACK,INVEST_BOND,False
CRM0000012204,CUS00007263,RM0104,2025-12-31 10:21:30,EMAIL,PHONE,LOAN_AUTO,PRODUCT_OFFER,CLOSED,CONTACTED,INTERESTED,,,CMP08,100,0,2,CALLBACK,LOAN_AUTO,False
CRM0000012203,CUS00007263,RM0104,2026-04-06 22:08:02,APP_MESSAGE,PHONE,TD_STANDARD,RETENTION,OPEN,NEW,INTERESTED,,,CMP09,197,0,2,CALLBACK,,False
CRM0000012202,CUS00007263,RM0104,2026-05-31 16:23:12,EMAIL,APP,LOAN_AUTO,PRODUCT_OFFER,CLOSED,QUALIFIED,NOT_INTERESTED,,,CMP11,251,0,2,CALLBACK,LOAN_AUTO,False
CRM0000012201,CUS00007263,RM0104,2026-06-30 03:26:03,MEETING,EMAIL,INVEST_FUND,ONBOARDING,CLOSED,LOST,NO_RESPONSE,,NO_NEED,CMP04,281,0,2,CALLBACK,,False
CRM0000012200,CUS00007263,RM0104,2026-07-21 14:20:37,OUTBOUND_CALL,BRANCH,LOAN_PERSONAL,PRODUCT_OFFER,CLOSED,PROPOSAL,CONVERTED,,,CMP04,302,0,2,CALLBACK,LOAN_PERSONAL,False
CRM0000012207,CUS00007264,RM0087,2026-04-18 00:08:23,EMAIL,EMAIL,INVEST_FUND,PRODUCT_OFFER,OPEN,CONTACTED,CONVERTED,,,CMP03,135,0,1,CONVERTED,INVEST_FUND,False
CRM0000012206,CUS00007264,RM0087,2026-07-09 04:19:49,EMAIL,EMAIL,INVEST_FUND,RETENTION,CLOSED,LOST,NOT_INTERESTED,,,CMP07,82,0,1,CONVERTED,,False
CRM0000012212,CUS00007265,RM0178,2025-09-03 10:52:35,OUTBOUND_CALL,PHONE,CC_GOLD,RETENTION,CLOSED,LOST,NO_RESPONSE,,TIMING,CMP01,362,0,0,NO_RESPONSE,,False
CRM0000012211,CUS00007265,RM0178,2025-11-02 20:04:33,INBOUND_CALL,APP,TD_FLEXI,SERVICE,CLOSED,QUALIFIED,INTERESTED,,,CMP08,61,0,0,NO_RESPONSE,,False
CRM0000012210,CUS00007265,RM0178,2026-01-14 18:02:26,INBOUND_CALL,PHONE,INVEST_BOND,ONBOARDING,OPEN,CONTACTED,CONVERTED,,,CMP06,134,0,0,NO_RESPONSE,,False
CRM0000012209,CUS00007265,RM0178,2026-03-04 01:14:04,EMAIL,APP,INVEST_BOND,RETENTION,OPEN,QUALIFIED,NOT_INTERESTED,,,CMP01,182,0,0,NO_RESPONSE,,False
CRM0000012208,CUS00007265,RM0178,2026-04-16 02:01:50,OUTBOUND_CALL,BRANCH,LOAN_AUTO,SERVICE,WORKING,NEW,CALLBACK,2026-05-09,,CMP12,225,0,0,NO_RESPONSE,,False
CRM0000012216,CUS00007266,RM0043,2025-10-07 14:19:45,OUTBOUND_CALL,EMAIL,CC_PLATINUM,PRODUCT_OFFER,CLOSED,PROPOSAL,INTERESTED,,,,328,0,0,INTERESTED,CC_PLATINUM,False
CRM0000012215,CUS00007266,RM0043,2026-02-07 13:37:10,MEETING,EMAIL,TD_FLEXI,PRODUCT_OFFER,OPEN,PROPOSAL,NOT_INTERESTED,,,CMP07,123,0,0,INTERESTED,TD_FLEXI,False
CRM0000012214,CUS00007266,RM0043,2026-03-31 07:09:00,OUTBOUND_CALL,EMAIL,TD_FLEXI,PRODUCT_OFFER,WORKING,QUALIFIED,NO_RESPONSE,,,CMP03,175,0,0,INTERESTED,TD_FLEXI,False
CRM0000012213,CUS00007266,RM0043,2026-04-29 22:58:32,MEETING,PHONE,INVEST_FUND,RETENTION,CLOSED,NEW,NO_RESPONSE,,,CMP03,205,0,0,INTERESTED,,False
CRM0000012220,CUS00007268,RM0179,2025-10-02 02:30:59,EMAIL,BRANCH,LOAN_AUTO,SERVICE,WORKING,QUALIFIED,INTERESTED,,,CMP06,333,0,2,INTERESTED,,False
CRM0000012219,CUS00007268,RM0179,2025-10-22 11:24:01,OUTBOUND_CALL,APP,TD_STANDARD,PRODUCT_OFFER,CLOSED,LOST,CALLBACK,2025-11-02,NO_NEED,CMP12,20,0,2,INTERESTED,TD_STANDARD,False
CRM0000012218,CUS00007268,RM0179,2026-06-17 05:26:52,OUTBOUND_CALL,BRANCH,CC_STANDARD,ADVISORY,CLOSED,CONTACTED,CALLBACK,2026-06-24,,CMP01,258,0,2,INTERESTED,,False
CRM0000012217,CUS00007268,RM0179,2026-07-14 22:36:41,EMAIL,APP,LOAN_PERSONAL,ONBOARDING,WORKING,LOST,NO_RESPONSE,,TIMING,CMP04,286,0,2,INTERESTED,,False
CRM0000012222,CUS00007270,RM0003,2025-10-05 04:57:24,OUTBOUND_CALL,APP,INVEST_FUND,RETENTION,OPEN,QUALIFIED,NOT_INTERESTED,,,CMP04,330,0,0,NOT_INTERESTED,,False
CRM0000012221,CUS00007270,RM0003,2026-04-28 02:57:52,EMAIL,BRANCH,CC_GOLD,RETENTION,CLOSED,QUALIFIED,CALLBACK,2026-05-03,,CMP07,205,0,0,NOT_INTERESTED,,False
CRM0000012223,CUS00007273,RM0006,2026-01-04 10:59:59,EMAIL,APP,LOAN_PERSONAL,PRODUCT_OFFER,OPEN,QUALIFIED,CONVERTED,,,CMP09,239,0,0,CONVERTED,LOAN_PERSONAL,False
CRM0000012224,CUS00007275,RM0077,2026-01-13 23:27:29,EMAIL,PHONE,TD_FLEXI,PRODUCT_OFFER,CLOSED,NEW,CONVERTED,,,CMP09,229,0,0,CONVERTED,TD_FLEXI,False
CRM0000012226,CUS00007276,RM0114,2025-10-17 00:54:14,OUTBOUND_CALL,BRANCH,LOAN_AUTO,PRODUCT_OFFER,OPEN,CONTACTED,INTERESTED,,,CMP08,318,0,1,INTERESTED,LOAN_AUTO,False
CRM0000012225,CUS00007276,RM0114,2026-06-05 18:55:22,OUTBOUND_CALL,EMAIL,INVEST_BOND,PRODUCT_OFFER,OPEN,QUALIFIED,NOT_INTERESTED,,,CMP02,232,0,1,INTERESTED,INVEST_BOND,False
CRM0000012230,CUS00007277,RM0010,2025-10-31 15:12:39,OUTBOUND_CALL,PHONE,CC_STANDARD,RETENTION,WORKING,CONTACTED,INTERESTED,,,CMP05,304,0,1,INTERESTED,,False
CRM0000012229,CUS00007277,RM0010,2025-12-17 20:52:23,INBOUND_CALL,BRANCH,LOAN_PERSONAL,RETENTION,CLOSED,QUALIFIED,CALLBACK,2026-01-11,,CMP02,48,0,1,INTERESTED,,False
CRM0000012228,CUS00007277,RM0010,2026-03-28 20:10:19,OUTBOUND_CALL,BRANCH,CC_PLATINUM,RETENTION,OPEN,QUALIFIED,NO_RESPONSE,,,CMP12,149,0,1,INTERESTED,,False
CRM0000012227,CUS00007277,RM0010,2026-06-22 16:20:32,EMAIL,PHONE,CC_PLATINUM,PRODUCT_OFFER,CLOSED,PROPOSAL,CALLBACK,2026-07-13,,CMP03,234,0,1,INTERESTED,CC_PLATINUM,False
CRM0000012231,CUS00007278,RM0062,2026-01-20 22:10:21,EMAIL,APP,INVEST_FUND,PRODUCT_OFFER,WORKING,QUALIFIED,CALLBACK,2026-02-13,,,222,0,0,CALLBACK,INVEST_FUND,False
CRM0000012233,CUS00007279,RM0044,2025-09-29 17:26:43,APP_MESSAGE,BRANCH,LOAN_HOME,ADVISORY,CLOSED,CONTACTED,NOT_INTERESTED,,,CMP02,336,0,0,NOT_INTERESTED,,False
CRM0000012232,CUS00007279,RM0044,2026-04-19 14:30:49,OUTBOUND_CALL,APP,CC_PLATINUM,RETENTION,WORKING,QUALIFIED,NOT_INTERESTED,,,CMP11,202,0,0,NOT_INTERESTED,,False
CRM0000012234,CUS00007280,RM0109,2026-05-21 06:06:48,MEETING,PHONE,INVEST_BOND,RETENTION,CLOSED,CONTACTED,NOT_INTERESTED,,,CMP01,102,0,0,NOT_INTERESTED,,False
CRM0000012236,CUS00007281,RM0068,2025-12-19 02:42:09,APP_MESSAGE,EMAIL,CC_PLATINUM,ONBOARDING,CLOSED,CONTACTED,NOT_INTERESTED,,,CMP05,255,1,1,NOT_INTERESTED,,False
CRM0000012235,CUS00007281,RM0068,2026-08-04 09:24:44,EMAIL,PHONE,CC_PLATINUM,PRODUCT_OFFER,CLOSED,WON,NO_RESPONSE,,,CMP08,228,1,1,NOT_INTERESTED,CC_PLATINUM,False
CRM0000012237,CUS00007283,RM0175,2025-09-30 02:17:49,OUTBOUND_CALL,PHONE,CC_PLATINUM,PRODUCT_OFFER,WORKING,QUALIFIED,INTERESTED,,,CMP04,335,0,0,INTERESTED,CC_PLATINUM,False
CRM0000012239,CUS00007285,RM0172,2025-09-13 06:21:35,INBOUND_CALL,EMAIL,INVEST_FUND,PRODUCT_OFFER,CLOSED,QUALIFIED,NOT_INTERESTED,,,CMP05,352,0,0,NOT_INTERESTED,INVEST_FUND,False
CRM0000012238,CUS00007285,RM0172,2026-04-25 15:25:03,INBOUND_CALL,EMAIL,CC_STANDARD,ADVISORY,OPEN,CONTACTED,NO_RESPONSE,,,CMP05,224,0,0,NOT_INTERESTED,,False
CRM0000012240,CUS00007286,RM0076,2025-09-04 22:23:03,INBOUND_CALL,APP,INVEST_BOND,PRODUCT_OFFER,WORKING,CONTACTED,NO_RESPONSE,,,CMP10,360,0,0,NO_RESPONSE,INVEST_BOND,False
CRM0000012242,CUS00007287,RM0102,2025-10-30 17:13:59,EMAIL,EMAIL,CC_STANDARD,PRODUCT_OFFER,OPEN,QUALIFIED,NO_RESPONSE,,,CMP05,305,0,0,NO_RESPONSE,CC_STANDARD,False
CRM0000012241,CUS00007287,RM0102,2026-02-26 04:58:35,EMAIL,APP,TD_FLEXI,SERVICE,CLOSED,LOST,INTERESTED,,COMPETITOR,,119,0,0,NO_RESPONSE,,False
CRM0000012245,CUS00007288,RM0076,2025-12-28 23:29:48,EMAIL,EMAIL,TD_STANDARD,ADVISORY,CLOSED,WON,NO_RESPONSE,,,CMP12,245,0,0,NO_RESPONSE,,False
CRM0000012244,CUS00007288,RM0076,2026-01-17 12:51:34,OUTBOUND_CALL,BRANCH,CC_PLATINUM,PRODUCT_OFFER,WORKING,NEW,NOT_INTERESTED,,,CMP04,19,0,0,NO_RESPONSE,CC_PLATINUM,False
CRM0000012243,CUS00007288,RM0076,2026-05-09 14:15:08,MEETING,APP,INVEST_BOND,PRODUCT_OFFER,OPEN,CONTACTED,INTERESTED,,,CMP03,131,0,0,NO_RESPONSE,INVEST_BOND,False
CRM0000012247,CUS00007290,RM0024,2026-01-29 23:04:27,APP_MESSAGE,PHONE,LOAN_AUTO,SERVICE,CLOSED,WON,INTERESTED,,,CMP07,213,1,1,INTERESTED,,False
CRM0000012246,CUS00007290,RM0024,2026-08-26 17:01:32,OUTBOUND_CALL,PHONE,CC_PLATINUM,ONBOARDING,CLOSED,CONTACTED,INTERESTED,,,CMP02,208,1,1,INTERESTED,,False
CRM0000012249,CUS00007292,RM0145,2025-12-01 04:59:19,INBOUND_CALL,EMAIL,LOAN_HOME,PRODUCT_OFFER,CLOSED,NEW,CALLBACK,2025-12-04,,CMP11,273,0,0,CALLBACK,LOAN_HOME,False
CRM0000012248,CUS00007292,RM0145,2026-04-17 08:06:14,EMAIL,APP,LOAN_PERSONAL,RETENTION,WORKING,QUALIFIED,NO_RESPONSE,,,CMP07,137,0,0,CALLBACK,,False
CRM0000012252,CUS00007293,RM0155,2026-03-08 17:11:46,OUTBOUND_CALL,BRANCH,TD_FLEXI,PRODUCT_OFFER,CLOSED,QUALIFIED,CONVERTED,,,CMP04,176,0,0,CONVERTED,TD_FLEXI,False
CRM0000012251,CUS00007293,RM0155,2026-04-13 08:53:21,APP_MESSAGE,PHONE,CC_PLATINUM,ADVISORY,WORKING,PROPOSAL,CALLBACK,2026-05-07,,CMP07,36,0,0,CONVERTED,,False
CRM0000012250,CUS00007293,RM0155,2026-05-05 00:34:07,MEETING,APP,LOAN_PERSONAL,PRODUCT_OFFER,CLOSED,QUALIFIED,CALLBACK,2026-05-19,,,58,0,0,CONVERTED,LOAN_PERSONAL,False
CRM0000012253,CUS00007295,RM0020,2026-04-30 21:08:03,OUTBOUND_CALL,PHONE,TD_FLEXI,SERVICE,WORKING,QUALIFIED,CALLBACK,2026-05-21,,CMP12,122,0,0,CALLBACK,,False
CRM0000012254,CUS00007296,RM0067,2026-07-20 01:27:57,INBOUND_CALL,EMAIL,TD_FLEXI,ONBOARDING,OPEN,NEW,NO_RESPONSE,,,CMP10,42,0,1,NO_RESPONSE,,False
CRM0000012255,CUS00007297,RM0047,2026-01-27 18:04:21,EMAIL,BRANCH,CC_PLATINUM,RETENTION,OPEN,QUALIFIED,NOT_INTERESTED,,,CMP04,215,0,0,NOT_INTERESTED,,False
CRM0000012256,CUS00007298,RM0085,2025-11-16 01:09:20,OUTBOUND_CALL,BRANCH,INVEST_BOND,SERVICE,WORKING,LOST,CALLBACK,2025-12-08,NO_NEED,CMP10,288,0,0,CALLBACK,,False
CRM0000012257,CUS00007299,RM0012,2026-07-22 06:58:48,APP_MESSAGE,EMAIL,TD_STANDARD,ONBOARDING,OPEN,QUALIFIED,NO_RESPONSE,,,CMP05,40,0,1,NO_RESPONSE,,False
CRM0000012258,CUS00007300,RM0051,2026-05-07 07:22:00,EMAIL,APP,LOAN_HOME,SERVICE,OPEN,QUALIFIED,NO_RESPONSE,,,CMP03,116,0,0,NO_RESPONSE,,False
CRM0000012261,CUS00007301,RM0085,2025-10-05 13:14:24,MEETING,EMAIL,LOAN_AUTO,PRODUCT_OFFER,OPEN,LOST,NO_RESPONSE,,TIMING,CMP07,330,1,1,NO_RESPONSE,LOAN_AUTO,False
CRM0000012260,CUS00007301,RM0085,2025-12-12 04:29:02,OUTBOUND_CALL,APP,CC_PLATINUM,PRODUCT_OFFER,CLOSED,CONTACTED,NOT_INTERESTED,,,CMP05,68,1,1,NO_RESPONSE,CC_PLATINUM,False
CRM0000012259,CUS00007301,RM0085,2026-08-21 16:19:58,INBOUND_CALL,PHONE,CC_GOLD,PRODUCT_OFFER,OPEN,CONTACTED,NO_RESPONSE,,,CMP11,320,1,1,NO_RESPONSE,CC_GOLD,False
CRM0000012263,CUS00007302,RM0122,2025-12-13 10:40:09,OUTBOUND_CALL,APP,INVEST_FUND,PRODUCT_OFFER,OPEN,QUALIFIED,CALLBACK,2026-01-04,,,261,0,0,CALLBACK,INVEST_FUND,False
CRM0000012262,CUS00007302,RM0122,2026-02-28 12:11:24,OUTBOUND_CALL,EMAIL,INVEST_BOND,PRODUCT_OFFER,OPEN,PROPOSAL,INTERESTED,,,CMP12,77,0,0,CALLBACK,INVEST_BOND,False
CRM0000012265,CUS00007303,RM0007,2025-12-16 03:24:01,OUTBOUND_CALL,APP,TD_STANDARD,PRODUCT_OFFER,OPEN,QUALIFIED,CONVERTED,,,CMP02,258,0,1,CONVERTED,TD_STANDARD,False
CRM0000012264,CUS00007303,RM0007,2026-06-27 14:42:46,APP_MESSAGE,PHONE,CC_STANDARD,ADVISORY,OPEN,NEW,NOT_INTERESTED,,,CMP01,193,0,1,CONVERTED,,False
CRM0000012269,CUS00007304,RM0016,2026-02-10 17:59:04,EMAIL,APP,CC_GOLD,SERVICE,CLOSED,NEW,NOT_INTERESTED,,,CMP10,202,2,2,NOT_INTERESTED,,False
CRM0000012268,CUS00007304,RM0016,2026-03-09 04:33:28,APP_MESSAGE,BRANCH,TD_FLEXI,PRODUCT_OFFER,OPEN,CONTACTED,INTERESTED,,,CMP10,27,2,2,NOT_INTERESTED,TD_FLEXI,False
CRM0000012267,CUS00007304,RM0016,2026-08-12 08:25:26,INBOUND_CALL,APP,LOAN_AUTO,RETENTION,OPEN,NEW,CALLBACK,2026-08-20,,CMP06,183,2,2,NOT_INTERESTED,,False
